,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Other
2026-01-01 00:00:00+00:00,0.03192934043984345,619.5004933119324,0.0,0.0,275.4620508860811,0.0,0.0,0.0,0.0,1815.3536954477029,0.0,0.0,0.1606507695086463,0.0,0.0,0.0,130.1411802443355
2026-01-01 01:00:00+00:00,0.024316513103373624,513.3635076572883,0.0,0.0,184.4438239967401,0.0,0.0,0.0,0.0,1412.336405601512,0.0,0.0,0.14579493937782897,0.0,0.0,0.0,106.18615129197852
2026-01-01 02:00:00+00:00,0.02207262055574437,648.7532788361513,4.309610098055355,3.501593073005243,209.12204592606744,0.6787731981274298,0.01950032535489224,0.06334657973010124,0.0,1676.258203603914,1.994940817808351,3.768501432635989,4.0261329576334886,0.3363577372890038,0.5295539143823189,0.5156238803812746,112.90046499890845
2026-01-01 03:00:00+00:00,0.020628329469539294,512.7976284226797,8.425520045416643,6.948130113980336,150.22176145160748,1.3447413777779325,0.03858805851428807,0.1253528585199685,0.0,1221.7855290761408,3.9219675766256277,7.411390831292218,7.644684035782165,0.6655987432017562,1.0476479094940099,1.0362946709091851,84.4395364985879
2026-01-01 04:00:00+00:00,0.003421480427409468,587.6604818981282,13.94163151942842,14.01026560146472,151.15511030568064,2.655892096374187,0.07742580273722195,0.25151681815555144,0.0,1247.6194382947044,7.875857144160137,14.581607926621864,15.298296452939624,1.3355042719809351,2.1118480526761463,1.960031238940655,86.13667109558007
2026-01-01 05:00:00+00:00,0.02119160893306109,546.8058398433267,9.352098878419026,13.819972389709243,140.0393612969091,2.5255479839570825,0.07536775760129463,0.24483128250840086,0.0,1141.0847042623689,8.269258565190427,14.215032420602641,15.01519188060674,1.5421609051111762,2.0325541139771954,1.9921637924200932,84.0147230183589
2026-01-01 06:00:00+00:00,0.005076304493195441,495.8338558460652,7.060552893083102,14.01991882907344,128.40646745147654,2.5436196146397854,0.07471322822817768,0.24270505146531499,0.0,1037.9022302822093,7.9341774697963166,13.953264764847807,15.121608635023954,1.288715543716919,2.010545552994261,2.0232837296285666,74.47926480325809
2026-01-01 07:00:00+00:00,8.543375856528868,599.1427538034247,9.853660116141608,24.518694737154142,112.28708764721958,5.864795813843076,0.07285582230959534,2.3362032447907115,0.0,893.3667071943235,78.76150057039571,166.34062073356577,91.49736296217841,8.05361401558241,1.98178787231359,6.7435176350132044,84.160461975215
2026-01-01 08:00:00+00:00,29.15700146639461,567.3879133487745,12.359034038711084,24.52248389355927,100.38958443063932,5.810712153180038,0.06854029433511205,2.4632652006870055,0.0,774.0953855861907,75.33328146486595,183.24143053023502,110.9850824190386,8.425024486861183,1.883304034599913,6.721307398050413,78.28164925387726
2026-01-01 09:00:00+00:00,44.50327184915559,520.3662973015018,13.426624813685905,23.29960369804843,86.67680530315666,5.3758636562418545,0.06534845381598188,2.3359246733442385,0.0,615.418560765197,62.486142538300776,172.79562437091909,103.83353306317441,7.937812188816431,1.7980579168127944,6.251820007406008,66.22870940042301
2026-01-01 10:00:00+00:00,61.87862247017994,514.7947199191999,106.12405627697436,50.6335253729225,65.98771481854955,5.130091640298235,0.06321002634650369,2.223902896401597,0.0,435.1432240761032,57.48584073130288,184.0184002188142,101.81802408367204,7.86996393695771,14.57491257012937,6.014028393842739,48.739762568305416
2026-01-01 11:00:00+00:00,53.250817859394516,512.0475670615889,14.760404181540714,22.4388356499328,97.54820668978309,5.121184572429904,0.06272062711142806,2.2225821087736577,0.0,630.0875462803193,58.28270756477062,174.7734153525126,99.36413598644882,7.529095610926445,1.8542317011374152,5.967632570318582,63.01391618301119
2026-01-01 12:00:00+00:00,45.39267772679445,532.9076296519546,159.25562019334353,61.095558613957046,117.47279587101808,4.050801152458666,0.06305533947851101,1.4654810705534689,0.0,768.4086868209147,38.60116852926625,118.73011364295476,67.2434020674599,5.458580108569671,17.665213342165394,4.299072897832357,64.19014297127859
2026-01-01 13:00:00+00:00,24.864749814086696,436.1575042376047,238.5396937226731,79.5135845585944,122.37108606513634,2.2219964352415698,0.06407993102836142,0.21062476271575248,0.0,801.5416503432552,7.2430340871881596,34.35032188208024,15.226668797616604,1.7021273979077276,27.731903560343973,1.6072132387547007,54.45376116577255
