,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Other
2026-01-01 19:00:00+00:00,0.005710050432556074,137.0555367953053,0.0,0.0,10.737425015193498,0.0,0.0,0.0,0.0,0.0,0.0,0.027353535006256643,0.0,0.0,0.0,15.273974604062404
2026-01-01 20:00:00+00:00,0.004475626920179532,105.63819523538955,0.0,0.0,8.456400487991743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.025928649698544
2026-01-01 21:00:00+00:00,0.01447377451214607,297.59099786467533,0.0,0.0,25.800748123772383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.89378023704015
2026-01-01 22:00:00+00:00,0.007965579544736232,178.8568946318014,0.0,0.0,15.773886307627881,0.0,0.0,0.0,0.0,0.0,0.0,0.07586266233082127,0.0,0.0,0.0,21.310390818695176
2026-01-01 23:00:00+00:00,0.022914454343842525,458.28408397458435,3.347371645941036,3.9306970632469382,47.15005568348713,0.7558891078051739,0.021890031962227222,0.07118305791354602,0.0,2.551318091314178,4.259252065269655,4.578961757872266,0.37904491228621684,0.6019411126545176,0.5766216448030117,55.718775396515916
2026-01-02 00:00:00+00:00,0.03099690827738692,671.6272085610086,0.0,0.0,77.54513528361161,0.0,0.0,0.0,0.0,0.0,0.0,0.2547691091292075,0.0,0.0,0.0,94.76689013797322
2026-01-02 01:00:00+00:00,0.019042097465133506,461.3562054415831,0.0,0.0,57.47955613458127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.34519632637058
2026-01-02 02:00:00+00:00,0.033522117519768004,604.824695695387,0.0,0.0,88.27885818933251,0.0,0.0,0.0,0.0,0.0,0.0,0.403273594222773,0.0,0.0,0.0,107.8096504035378
2026-01-02 03:00:00+00:00,0.05820790685413581,795.0669826164568,0.0,0.0,141.1832780747064,0.0,0.0,0.0,0.0,0.0,0.0,0.1594737174085913,0.0,0.0,0.0,157.00705768457388
2026-01-02 04:00:00+00:00,0.06507009589105553,649.5325574085115,0.0,0.0,135.45806324520757,0.0,0.0,0.0,0.0,0.0,0.0,0.28602239952112324,0.0,0.0,0.0,141.63328685086861
2026-01-02 05:00:00+00:00,0.05276332737789175,486.9211991645019,0.0,0.0,119.92070804520381,0.0,0.0,0.0,0.0,0.0,0.0,0.10879036572761186,0.0,0.0,0.0,123.9965390971888
2026-01-02 06:00:00+00:00,0.6984846852109698,699.4165364557485,0.0,0.0,201.21042415202206,0.0,0.0,0.0,0.0,0.0,0.0,0.8074967459086357,0.0,0.0,0.0,236.86705796110965
2026-01-02 07:00:00+00:00,1.7515695205006083,696.8042361268722,0.0,0.0,214.39210930927447,0.0,0.0,0.0,0.0,0.0,0.0,0.629070983793709,0.0,0.0,0.0,238.42301405955905
2026-01-02 08:00:00+00:00,11.075307628324172,705.6097955603893,0.0,0.0,209.7854676523826,0.0,0.0,0.0,0.0,0.0,0.0,0.6179555100194822,0.0,0.0,0.0,224.9114736488845
2026-01-02 09:00:00+00:00,27.955651395897043,718.308639180926,0.0,0.0,202.4744365554015,0.0,0.0,0.0,0.0,0.0,0.0,0.5981817751044503,0.0,0.0,0.0,202.58809109267133
2026-01-02 10:00:00+00:00,45.47916942571896,717.7602600658265,0.0,0.0,196.25978425340438,0.0,0.0,0.0,0.0,0.0,0.0,0.580619113999891,0.0,0.0,0.0,191.32016714105032
2026-01-02 11:00:00+00:00,48.33344166276945,720.3660453678801,0.0,0.0,191.19597038887017,0.0,0.0,0.0,0.0,0.0,0.0,0.5619310037016961,0.0,0.0,0.0,191.54261157677865
2026-01-02 12:00:00+00:00,30.663890402636405,714.8628807783665,0.0,0.0,201.88655981075996,0.0,0.0,0.0,0.0,0.0,0.0,0.5467883452681243,0.0,0.0,0.0,204.039880662969
2026-01-02 13:00:00+00:00,12.538916348711677,711.7602871251715,0.0,0.0,211.1100730124628,0.0,0.0,0.0,0.0,0.0,0.0,0.13443675725004478,0.0,0.0,0.0,216.45628675640398
2026-01-02 14:00:00+00:00,2.808893527533608,803.6837655743616,0.0,0.0,241.5293202033309,0.0,0.0,0.0,0.0,0.0,0.0,0.29297455306739073,0.0,0.0,0.0,233.56004614170652
2026-01-02 15:00:00+00:00,0.5622735627104736,793.9658881221943,0.0,0.0,259.64209354187864,0.0,0.0,0.0,0.0,0.0,0.0,0.13832067963357284,0.0,0.0,0.0,227.5164240935832
2026-01-02 16:00:00+00:00,0.49571272691629836,790.6327213106433,0.0,0.0,264.60743807789754,0.0,0.0,0.0,0.0,0.0,0.0,0.5538689686215624,0.0,0.0,0.0,225.71025891592137
2026-01-02 17:00:00+00:00,0.5058386477019398,817.1497813901068,0.0,0.0,252.93568430888232,0.0,0.0,0.0,0.0,0.0,0.0,0.267109516938318,0.0,0.0,0.0,208.04158613637068
2026-01-02 18:00:00+00:00,0.04649742147519282,779.0663059646971,0.0,0.0,216.70955639762238,0.0,0.0,0.0,0.0,0.0,0.0,0.22961689617379166,0.0,0.0,0.0,180.57302332003152
2026-01-02 19:00:00+00:00,0.0410292766850861,863.7144266360608,0.0,0.0,212.68921704823805,0.0,0.0,0.0,0.0,0.0,0.0,0.11397021301412806,0.0,0.0,0.0,174.14135682600204
2026-01-02 20:00:00+00:00,0.14965586057252062,890.175784204921,0.0,0.0,181.1232223817534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.67633755275313
2026-01-02 21:00:00+00:00,0.15558314883160002,875.8295784052148,0.0,0.0,135.7459090448834,0.0,0.0,0.0,0.0,0.0,0.0,0.10354951669324461,0.0,0.0,0.0,128.4153798843769
2026-01-02 22:00:00+00:00,0.15936084114412205,917.3502112216402,0.0,0.0,107.92023424384561,0.0,0.0,0.0,0.0,0.0,0.0,0.40861754139518475,0.0,0.0,0.0,126.06157615197495
2026-01-02 23:00:00+00:00,0.1788849491550166,941.5202960650546,0.0,0.0,93.26085075698519,0.0,0.0,0.0,0.0,0.0,0.0,0.09617470384678312,0.0,0.0,0.0,137.64379352495828
2026-01-03 00:00:00+00:00,0.17434428840082722,934.7220628866124,0.0,0.0,75.27619285542976,0.0,0.0,0.0,0.0,0.0,0.0,0.18746697677508306,0.0,0.0,0.0,139.63993299278192
2026-01-03 01:00:00+00:00,0.17744263853308306,955.4201582062625,0.0,0.0,59.10257514058722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.69982401461732
2026-01-03 02:00:00+00:00,0.1674882519395558,958.5785778051874,0.0,0.0,56.427183729094246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.3517502137789
2026-01-03 03:00:00+00:00,0.16947544899542083,965.237369996336,0.0,0.0,55.684561980639636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.90859257402892
2026-01-03 04:00:00+00:00,0.15930118495436238,1043.2305769939956,0.0,0.0,67.57634211297975,0.0,0.0,0.0,0.0,0.0,0.0,0.19486383480655947,0.0,0.0,0.0,139.83891587326374
2026-01-03 05:00:00+00:00,0.07276526396655748,984.9506130513222,0.0,0.0,74.53368038174474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.56794130296646
2026-01-03 06:00:00+00:00,0.3252512203541233,1021.1099683437191,0.0,0.0,76.6426699412071,0.0,0.0,0.0,0.0,0.0,0.0,0.4920593348776449,0.0,0.0,0.0,148.0050511598422
2026-01-03 07:00:00+00:00,0.8885062542646337,1019.1987515783131,0.0,0.0,78.22908579805247,0.0,0.0,0.0,0.0,0.0,0.0,0.4028364995249119,0.0,0.0,0.0,164.680819869845
2026-01-03 08:00:00+00:00,6.305057695046493,1014.4590194507455,0.0,0.0,93.37513256175873,0.0,0.0,0.0,0.0,0.0,0.0,0.4076326293871986,0.0,0.0,0.0,166.30315766306225
2026-01-03 09:00:00+00:00,14.042163969560663,983.8002375196323,0.0,0.0,102.46629973872842,0.0,0.0,0.0,0.0,0.0,0.0,0.20905410108025405,0.0,0.0,0.0,176.80724467099847
2026-01-03 10:00:00+00:00,24.309992095625212,974.1374366799263,0.0,0.0,105.56404489619675,0.0,0.0,0.0,0.0,0.0,0.0,0.41798024171207254,0.0,0.0,0.0,177.57054608653976
2026-01-03 11:00:00+00:00,27.9558228776951,960.9174418918147,0.0,0.0,112.52849695667828,0.0,0.0,0.0,0.0,0.0,0.0,0.42869631969476285,0.0,0.0,0.0,180.16954195411705
2026-01-03 12:00:00+00:00,20.360690232628983,963.5315438159778,0.0,0.0,115.53046177095128,0.0,0.0,0.0,0.0,0.0,0.0,0.43880797915148667,0.0,0.0,0.0,182.13849620129028
2026-01-03 13:00:00+00:00,7.784023123465475,922.8758529970775,0.0,0.0,146.19711035410154,0.0,0.0,0.0,0.0,0.0,0.0,0.22037010753671102,0.0,0.0,0.0,182.5226434178186
2026-01-03 14:00:00+00:00,9.507764138699079,1021.0178906006428,28.741105656500114,17.78720563253434,166.5173509393628,3.2874088790340257,0.09355991585179184,0.303928296640456,1.9982058785152004,23.939347688470413,11.105111294447118,40.288118327049105,1.6142206269709967,2.738238786049668,2.4105265622058565,179.22501677702604
2026-01-03 15:00:00+00:00,0.6109717301061407,950.197374389795,10.843726318132124,6.649840235351081,176.6015037200033,1.1918279048778464,0.03411108601352201,0.1108094655094463,2.3219846217099582,9.834253903133305,4.295096857129293,14.974937181843885,0.5884233517876635,1.0015995565934588,0.8080337449665184,185.51050593304754
2026-01-03 16:00:00+00:00,0.4610244840749589,941.4857383120208,14.61029280512139,8.722792668631511,182.1776840469353,1.5358652056602047,0.04383970473232865,0.14241277007585088,4.94916009587142,12.618003991675698,5.936876318183081,19.874673909350307,0.7563110041468133,1.2964844376784668,1.11603311122229,184.29780713461963
2026-01-03 17:00:00+00:00,0.5199656454203994,1011.875079163944,26.671870465202517,17.380216125039688,186.98610534427047,3.010217506098625,0.08715305800361486,0.2831156935626747,9.918041927473794,24.616745230592453,11.855291687716942,38.51144169531872,1.5032880146565735,2.5858734707289885,2.312603321154544,190.0079916508158
2026-01-03 18:00:00+00:00,0.26494752751810546,1004.7507052155973,49.45309971249523,34.813492317969846,180.9979871257173,4.340376899480725,0.12393256407070112,0.43713412410094,4.952031335650884,32.67777390774347,23.47026979287289,57.623559038483876,2.6807267173999314,5.265658193206918,3.3108881530654886,183.6374173746262
2026-01-03 19:00:00+00:00,0.23537824228213716,959.6181446442932,15.824972307867139,12.51374904484613,200.17741136637642,2.125198056472819,0.06273953048807371,0.2052205400230075,1.433306028505774,14.989571506973766,7.815657929587203,26.764063504333627,1.107606819799505,1.8990529113749803,1.6984828488078931,196.3544447179682
2026-01-03 20:00:00+00:00,0.3580388482202127,874.5380962180732,51.60907203128533,33.5543103457526,173.36886120851085,0.9199071498534519,0.024811081700470104,0.172246079434388,1.2837464032732278,6.037611211000256,23.617902026353935,20.309183609733182,1.9982122108955718,5.400108091750593,0.5787958011476598,188.95409768301496
2026-01-03 21:00:00+00:00,0.39518540828634413,889.1550601270651,73.03612479610048,37.55753637502515,177.73686955439655,0.10401471218321257,0.0,0.10549009817162693,0.0,0.0,27.623098591336458,11.20595232868708,2.087401915663438,6.237002465843225,0.0,212.55626362724146
2026-01-03 22:00:00+00:00,0.27700780672363284,899.4540158181792,0.0,0.0,132.10929898593315,0.0,0.0,0.0,0.0,0.0,0.0,0.5949160949769297,0.0,0.0,0.0,238.86476129418696
2026-01-03 23:00:00+00:00,0.16516517731874203,846.5778966737897,0.0,0.0,141.27286702173583,0.0,0.0,0.0,0.0,0.0,0.0,0.17294782965313305,0.0,0.0,0.0,293.81112329750266
2026-01-04 00:00:00+00:00,0.18654967029987957,859.9905727825308,0.0,0.0,140.58476854546564,0.0,0.0,0.0,0.0,0.0,0.0,0.3407299914153052,0.0,0.0,0.0,280.8973790102883
2026-01-04 01:00:00+00:00,0.1830642779553113,872.7109177002006,0.0,0.0,140.13807384191728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.9679441799268
2026-01-04 02:00:00+00:00,0.14618272161910614,888.2172790339197,0.0,0.0,136.2316291612131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.92990908324805
2026-01-04 03:00:00+00:00,0.0687093440330719,802.1829521671846,0.0,0.0,116.98208010478228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.96625838399996
2026-01-04 04:00:00+00:00,0.05340349227272559,740.9603281686486,0.0,0.0,110.95962817083704,0.0,0.0,0.0,0.0,0.0,0.0,0.2386748257998909,0.0,0.0,0.0,197.51296534244173
2026-01-04 05:00:00+00:00,0.049597111571901484,779.9038098096382,0.0,0.0,109.35256182992678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.39403124886317
2026-01-04 06:00:00+00:00,0.05791693029272836,839.6823148348566,0.0,0.0,115.89089103212251,0.0,0.0,0.0,0.0,0.0,0.0,0.11819781692393544,0.0,0.0,0.0,215.57567938580428
2026-01-04 07:00:00+00:00,0.2722429406811906,910.7146441898008,0.0,0.0,126.17781169593178,0.0,0.0,0.0,0.0,0.0,0.0,0.2362194713068899,0.0,0.0,0.0,216.67408170227958
2026-01-04 08:00:00+00:00,3.6188375497359453,932.9930739989203,0.0,0.0,128.68853132394204,0.0,0.0,0.0,0.0,0.0,0.0,0.4600095399680236,0.0,0.0,0.0,215.66454758743356
2026-01-04 09:00:00+00:00,7.117940298323266,636.2080729733685,0.0,0.0,84.27201328535527,0.0,0.0,0.0,0.0,0.0,0.0,0.07665238313938473,0.0,0.0,0.0,141.87532105981364
2026-01-04 10:00:00+00:00,16.480348795191524,455.8763248680202,2.620260397769577,5.585990767046213,60.37428892064541,1.081842341445007,0.029373657786972946,0.09541998510811378,0.0,9.736008637683188,2.8207807015082027,12.65744457989352,0.5078167601826974,0.8274762505214771,0.8472775065406409,98.35934583065735
2026-01-04 11:00:00+00:00,38.86727601270975,462.92938753376745,7.297036037584911,15.992895518685389,61.98396440812597,3.1861420381400753,0.0853139808560159,0.2771414728745589,0.0,29.400125698885105,8.707950915533948,36.42899238470065,1.4744323916520135,2.4186736501989134,2.397708710762987,86.70295924552234
2026-01-04 12:00:00+00:00,95.52421780576134,215.1096649594775,23.92072596043752,54.68047497921032,0.15304379564129658,9.120538334156434,0.2443772381070475,0.8151146253286604,0.0,85.23766145157363,33.77501955412481,103.23532176952503,4.494809866532265,8.246936508737969,7.04816490228998,3.3939282490962066
2026-01-04 13:00:00+00:00,79.42104801201143,206.89761457320498,27.96293573683637,93.24198062428354,0.21027673455881785,8.28124116731435,0.2253826297938296,0.8599800465209133,0.0,81.02125569190112,54.08751002702137,118.82184812756272,5.376894700220145,13.985197915404221,6.450253700405275,3.131580312960975
2026-01-04 14:00:00+00:00,28.559563376995243,198.73136395947932,28.430106588573686,87.3750009263378,0.25411274053214106,8.673684687373203,0.23891549245889934,0.8846485289281075,1.8837542214815837,93.2324213369547,57.77667450683868,138.33583543075284,5.3171125616847545,13.457519396182658,6.601908392594208,3.32237785283217
2026-01-04 15:00:00+00:00,2.2205977413119418,268.2312297626263,43.94653626575052,130.02477464090427,0.9734642639099848,11.441777377834491,0.324419576514686,1.2512527343292272,8.391739199473438,130.52204441141788,98.7035803003776,213.6786101624817,7.841092497885812,19.517052421193323,9.041329784446008,4.51549885954278
2026-01-04 16:00:00+00:00,0.007962630737113278,281.40797683081263,31.738745090401242,52.48252708438429,19.786102276107627,9.043506867947427,0.26305206559354677,0.8548861155916109,30.09511979478268,106.94992290522582,58.209777126757025,155.78906437946378,4.552179309818818,7.443253550850642,7.414955348091766,27.18596862343393
2026-01-04 17:00:00+00:00,0.03304707900481158,499.94768493515164,23.071523020983662,50.12012027942724,105.0863870856902,3.1884860321888833,0.09263116628803479,0.3932086228719499,15.616850339900308,37.697944963187076,41.498430550782004,67.69366330248863,3.088701358291212,7.660344791312797,2.569772599731902,130.01620387269963
2026-01-04 18:00:00+00:00,0.03231000586402519,530.0653462298687,25.998938499716534,65.13917460598663,135.8413009032814,0.8051506328973733,0.019359062134547834,0.24662431296501186,2.7039615792615215,7.9451103354851345,44.364596206044055,34.92634097797685,3.2059385742096094,10.109866397575054,0.5288907421683559,166.56709093456504
2026-01-04 19:00:00+00:00,0.03779448288139892,591.426803834015,4.705847894434584,8.400917613028541,156.56914595431107,1.2200780752320004,0.035733564477481695,0.1203073592289155,2.0468708907661464,14.784405156505574,9.04032576060347,21.837105258942856,0.6908404687250835,1.2727432539085957,0.9607023277019103,195.57537810523732
2026-01-04 20:00:00+00:00,0.039844166153733616,614.600788192581,3.304502320221577,6.2392884933009745,172.6419923873164,1.1419472643193154,0.033193606587974815,0.10782904428449624,1.436892693219629,13.883113475089083,7.410623768800746,19.74762775834614,0.5737142598791787,0.9689996789072529,0.9593650735633772,207.58527781742904
2026-01-04 21:00:00+00:00,0.04802557273204164,732.157303161739,17.617931351178665,15.628288073434216,217.17040045878915,0.0444423050350523,0.0,0.03930787206698754,0.0,0.0,11.25615005906255,5.014471721663196,0.8105409476761227,2.6851266328681778,0.0,261.90301184375477
2026-01-04 22:00:00+00:00,0.05712539029793469,731.3596618362754,0.0,0.0,214.02241209574728,0.0,0.0,0.0,0.0,0.0,0.0,0.3108864778118895,0.0,0.0,0.0,301.82491419986746
2026-01-04 23:00:00+00:00,0.06116969599184548,708.501549894883,0.0,0.0,184.76483977803565,0.0,0.0,0.0,0.0,0.0,0.0,0.17730346664303034,0.0,0.0,0.0,386.7201371644464
2026-01-05 00:00:00+00:00,0.07197962264625332,688.2890408497318,0.0,0.0,178.9280824944141,0.0,0.0,0.0,0.0,0.0,0.0,0.378840119190807,0.0,0.0,0.0,413.0820569140171
2026-01-05 01:00:00+00:00,0.06349224631204564,662.4175589013075,0.0,0.0,190.3689497737932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.14999907858726
2026-01-05 02:00:00+00:00,0.06361300709016529,639.9847162122355,0.0,0.0,192.08553329038173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.8661374902926
2026-01-05 03:00:00+00:00,0.08877260446093165,550.6285519388531,14.908918878080252,10.617672630079044,182.23618439783047,0.03329748167231452,0.0,0.020422455425686242,0.0,0.0,8.529983952999537,3.2095514410036743,0.606358557532278,1.0139248071033766,0.0,430.18136085495945
2026-01-05 04:00:00+00:00,0.05934183702016543,414.81114211366247,0.91943226903182,0.6048747061596269,174.0125732758604,0.0018528970507664295,0.0,0.001244694202041571,0.0,0.0,0.47618853073974654,0.5044696120718795,0.03388223812921633,0.07364993499939859,0.0,392.6013478910725
2026-01-05 05:00:00+00:00,0.25327192780527935,329.46531302084685,50.66858435722367,40.79079374006205,156.4092644694534,0.12023504271656732,0.0,0.10807386473187633,0.0,0.0,31.07169502279123,16.169594030920468,2.2229761422499204,4.997344683449497,0.0,334.3478536977492
2026-01-05 06:00:00+00:00,0.1153771317464797,224.7689545688345,21.49213544601578,31.066633939841747,112.79407539152274,2.717719636665279,0.07914929216649709,0.32035561525156175,2.9663926063874255,39.01233536755622,35.37813134446993,59.4536634105314,2.242867243264731,4.918396281825045,2.254185873109825,326.99462685081085
2026-01-05 07:00:00+00:00,3.4830987389445287,261.5503568571514,65.82275440814566,96.72430708883701,42.06981426304286,9.379534683874795,0.27494323142015625,1.0498987358560086,36.56674432591261,137.2739023337344,116.22824668231654,203.7244180998377,7.236244177105202,15.5178244792721,7.772998800061521,126.8249130944874
2026-01-05 08:00:00+00:00,35.77257854095108,212.18644297340882,57.572731188897535,88.42847510775246,16.826929152332912,12.246937650060987,0.34844007317219705,1.2105314836716532,61.46630592680569,175.5380428397817,126.35216217810799,247.54588538338413,7.808721364616276,13.895624666069551,10.455688434599894,30.219503036387312
2026-01-05 09:00:00+00:00,83.97404249748831,219.30938262593673,82.42793856452687,126.57475171641754,9.929608441390165,12.190128927570335,0.34092873042769045,1.2946145929845372,55.777648745312234,171.26926085021836,151.59119002422509,258.3670601688607,9.859365513728768,21.217146432960114,12.405577860506167,4.771354307446321
2026-01-05 10:00:00+00:00,124.9098047876175,199.420229350299,82.22100320839205,113.32386822728073,7.261728536217223,12.073079872365392,0.34000619286148603,1.2575071146596903,29.083153921885607,172.65588107991783,141.6718597022349,260.45165305821854,8.677720506268848,17.182988241102755,12.536681209048808,4.757834991629661
2026-01-05 11:00:00+00:00,153.2883532517686,231.4006519819785,130.84726173449943,157.85491722634612,7.230741029639235,12.762110883948726,0.34767906148340183,1.417863029317436,22.924760157304572,172.1439039762003,177.27185798621696,287.6098666549849,11.235699975630785,24.759162361534138,12.402769940858875,4.852400748287929
2026-01-05 12:00:00+00:00,141.06438862584648,177.67768330063234,98.58319339766618,123.8341211081111,8.632772054934787,13.357740220009045,0.35744542918278377,1.353098513828551,26.526640438067826,175.1561422995321,153.0919176032348,283.8126348631514,9.73653455654993,20.90567717437404,12.70003625794618,4.984974156932237
2026-01-05 13:00:00+00:00,107.20328868915207,216.07606091759013,127.48251401760803,170.88866547790056,7.501575856976698,14.30454048864605,0.3556554114628989,1.4970277124669267,35.93700164758007,173.4340052446846,185.47077738814843,306.96476305700116,11.721409910072854,30.051428614453126,12.3554418234764,4.955843742779864
2026-01-05 14:00:00+00:00,47.38872309835094,239.56187317121254,122.6664993477799,185.13930571076776,6.504021807330905,15.800735687714047,0.3744099401815844,1.6289950335825167,60.463707456624974,183.18699075364975,197.41676101952152,334.2833596069085,13.934960442048663,32.34616939939691,13.08947183752861,5.214015687400688
2026-01-05 15:00:00+00:00,3.540390606469317,231.66453082236615,113.7187181702001,150.6943330251196,10.027570218108531,16.467742181038968,0.3818928898230863,1.4916712459416548,81.33511265775746,185.8996612112176,176.0144229267412,315.9742123417113,13.443622950526937,27.740626171109902,13.658162258789206,5.322330323079263
