,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Storage,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other
2026-02-05 18:00:00+00:00,0.0,273.88531597992335,43.03828828828829,51.90245092061944,41.83671171171171,0.0,11.443970247530789,10.605901719302523,0.0,1068.7828566281194,0.0,3.6047297297297294,17.149774774774773
2026-02-05 19:00:00+00:00,0.0,272.1425296935844,43.77234455958549,111.8928178147559,36.627892918825566,0.0,16.884864798727516,22.146090786736814,0.0,1142.5638782533456,0.0,3.1194084628670122,16.100172711571673
2026-02-05 20:00:00+00:00,0.0,227.04251299330627,40.095088040026944,82.8083596214511,35.99328875204465,0.0,11.962933753943217,18.591745531019978,0.0,1023.4648897436932,0.0,3.383984412585394,16.407197151929182
2026-02-05 21:00:00+00:00,0.0,190.33706741314455,24.43965810030567,94.46467589220684,16.178365221329106,0.0,16.314639475600874,25.20029133284778,0.0,628.6281351242844,0.0,2.007953130306804,9.179214309973961
2026-02-05 22:00:00+00:00,0.0,197.96103748643282,28.517428700769578,83.8931416966099,20.29379809868719,0.0,17.49726605217935,27.57381659115763,0.0,550.764869454743,0.0,2.387505658669081,10.61113626075147
2026-02-05 23:00:00+00:00,0.0,267.8226071813369,48.36292200232829,39.77458346945443,30.838474970896392,0.0,10.209081999346619,28.17706631819667,0.0,639.4666028244477,0.0,3.6414435389988355,18.20721769499418
2026-02-06 00:00:00+00:00,0.0,284.86172120207,71.23730043541364,40.597596622279966,47.72548206510471,0.0,9.987008769080871,29.067879181552453,0.0,829.4353588113738,0.0,5.614762595894671,27.72289031722994
2026-02-06 01:00:00+00:00,0.0,339.280995192682,76.88524590163934,43.646864686468646,49.50659736105558,0.0,10.14851485148515,28.877887788778878,0.0,854.3991960971387,0.0,6.000799680127948,29.25389844062375
2026-02-06 02:00:00+00:00,0.0,385.85047571147163,78.21912521440824,49.04564315352697,45.858967028778345,0.0,10.207468879668049,29.12863070539419,0.0,837.1756336559044,0.0,5.917286068229464,28.84676958261864
2026-02-06 03:00:00+00:00,0.0,440.2642993728217,83.72351444666545,56.03872661634394,46.53425404324914,0.0,14.030193633081721,28.634722678043975,0.0,844.4200278977826,0.0,6.102852989278576,29.751408322733052
2026-02-06 04:00:00+00:00,0.0,511.84334342971056,89.89203925845148,87.22486615110053,54.51785714285714,0.0,22.45687091017252,26.323616894705534,0.0,1194.7055556132202,0.0,6.6586695747001095,32.87718102508179
2026-02-06 05:00:00+00:00,3.327565553041395,514.1335364536432,78.4464448495898,109.14415013975776,53.64487563484829,0.0,27.21948622387861,23.958471981898043,0.0,1065.9695569351882,0.0,5.511459825498112,29.394452402656597
2026-02-06 06:00:00+00:00,71.46347464394826,528.2821816610045,78.63252074688796,78.98972390739135,51.800570539419084,0.0,25.380710659898476,22.904543766249844,0.0,1044.5156724154494,0.0,5.962655601659751,29.067946058091287
2026-02-06 07:00:00+00:00,146.24099010590473,611.0084533971615,86.84805631696985,59.769974305640524,65.23797657612758,0.0,18.04722867979934,22.207267833109018,0.0,1089.378216254014,0.0,5.708322950411164,31.8035135808622
2026-02-06 08:00:00+00:00,221.18441829666745,827.700135854356,107.09263791506814,32.62599469496021,80.1064294218812,0.0,4.93368700265252,15.238726790450928,0.0,1121.099945152949,0.0,7.953829871676147,44.31419499933853
2026-02-06 09:00:00+00:00,136.7700823421775,638.260384263495,86.7062671546203,0.0,62.20695333943276,0.0,0.0,0.0,0.0,199.40311070448308,0.0,7.030237877401647,33.872964318389755
2026-02-06 10:00:00+00:00,130.64739583333335,493.6079427083333,63.17690972222222,0.0,33.275217013888884,0.0,0.0,0.0,0.0,132.79418402777776,0.0,5.213628472222222,24.53472222222222
2026-02-06 11:00:00+00:00,121.67759610367021,501.6345451382849,59.696642894416414,0.0,31.523482344755607,0.0,0.0,0.0,0.0,131.7285614889546,0.0,4.873195338319708,24.365976691598537
2026-02-06 12:00:00+00:00,128.63577925485396,508.4325258002449,62.20268497463705,0.0,31.649728878782582,0.0,0.0,0.0,0.0,134.43300682175968,0.0,5.327182088507959,25.069092181213925
2026-02-06 13:00:00+00:00,127.08978260869566,543.2465217391305,72.43286956521739,0.0,34.388999999999996,0.0,0.0,0.0,0.0,146.36091304347826,0.0,5.316173913043478,26.414739130434786
2026-02-06 14:00:00+00:00,101.00753037823036,744.5892948827658,102.59999144275201,0.0,64.60842033202123,0.0,0.0,0.0,0.0,273.9033030977238,0.0,7.052327571453021,35.48913229505391
2026-02-06 15:00:00+00:00,34.87580610267273,920.428561620168,105.82114526524542,88.83818181818182,53.917327714427365,0.0,18.555151515151515,17.96181818181818,0.0,966.8708476435149,0.0,7.159147248388695,35.57201289043133
2026-02-06 16:00:00+00:00,0.538040260509177,796.2920950453938,87.16252220248667,95.85346668164962,60.26050917702783,0.0,20.50792223845376,19.777503090234855,0.0,1202.494017878154,0.0,5.918442865600947,28.69548056048944
2026-02-06 17:00:00+00:00,0.0,653.4494490300243,65.86538293979262,98.10231938741539,44.47320728413348,0.0,21.69570524913994,19.975585395627565,0.0,1184.5259171510888,0.0,4.644353925241788,22.51807963753594
2026-02-06 18:00:00+00:00,0.0,549.7031354482406,47.694726810673444,95.69832402234636,27.545044472681067,0.0,24.581005586592177,20.279329608938546,0.0,978.9556767443016,0.0,3.644091486658196,17.148665819567977
2026-02-06 19:00:00+00:00,0.0,535.2318275502779,49.7664395229983,97.66678391370617,24.27133730834753,0.0,26.439207410012898,21.22171415171767,0.0,922.8684908243706,0.0,3.467333901192504,16.31686541737649
2026-02-06 20:00:00+00:00,0.0,576.4122173655824,56.22362037598544,93.49541751527495,27.702698605215282,0.0,22.721486761710793,22.530549898167006,0.0,1027.487538889829,0.0,3.9742268041237114,18.70224378411158
2026-02-06 21:00:00+00:00,0.0,637.8525467501462,67.11909628598764,78.76526458616011,32.13003392189267,0.0,18.58887381275441,22.93080054274084,0.0,1181.5875512743635,0.0,4.492758980603636,21.783073845350962
2026-02-06 22:00:00+00:00,0.0,678.8262637077736,69.78813559322033,53.022503309310196,31.175847457627118,0.0,11.031033975584645,25.44491837034858,0.0,1122.0036704674915,0.0,4.576271186440678,22.881355932203387
2026-02-06 23:00:00+00:00,0.0,619.518338677907,61.20096347425942,78.40963092032314,27.72569744032212,0.0,9.741802629494693,26.057341992713447,0.0,541.1869640079195,0.0,4.216350301984469,20.442910555076217
2026-02-07 00:00:00+00:00,0.0,632.8641758039531,68.66669261912178,85.16483516483517,31.26526004360013,0.0,10.23976023976024,28.055278055278055,0.0,553.7968242958121,0.0,4.821278417938337,23.37589535970103
2026-02-07 01:00:00+00:00,0.0,596.4118507067226,65.26997041420118,89.42275608942275,29.008875739644967,0.0,10.26026026026026,28.611945278611945,0.0,533.2184835229707,0.0,4.92603550295858,21.6198224852071
2026-02-07 02:00:00+00:00,0.0,617.1348413435429,65.76105797967723,90.44056525353284,28.68589360430365,0.0,15.793848711554446,28.096425602660016,0.0,533.6076902781898,0.0,4.871189479976091,21.10848774656306
2026-02-07 03:00:00+00:00,0.0,576.357919108858,56.6439449406941,96.81188449340678,31.521525845658225,0.0,20.363879152061426,28.375897179101987,0.0,476.4225697224511,0.0,4.266071167081564,18.486308390686776
2026-02-07 04:00:00+00:00,0.0,475.2818579241185,42.89913256227758,107.10862619808306,19.855649466192173,0.0,29.15335463258786,27.156549520766774,0.0,395.3983661728423,0.0,3.1878336298932384,14.208629893238433
2026-02-07 05:00:00+00:00,4.480955937266617,345.4998693197588,26.888045977011494,106.19865571321883,14.549808429118773,0.0,34.12994772218073,26.362957430918595,0.0,310.6983035318288,0.0,1.862375478927203,9.079080459770115
2026-02-07 06:00:00+00:00,88.01899747954656,329.9034903168953,32.59096309203231,92.71099744245524,18.81613337557421,0.0,28.843421426541628,25.14919011082694,0.0,318.7969984241146,0.0,2.3431411373356568,11.076667194677649
2026-02-07 07:00:00+00:00,234.32419589843215,279.38926348263885,30.193478260869565,46.875,16.619099378881987,0.0,12.252202643171806,24.779735682819382,0.0,252.3321644047391,0.0,1.7126552795031054,10.022204968944099
2026-02-07 08:00:00+00:00,348.5166398403335,367.54130672661836,50.288192283758555,16.83317366908444,31.34240821406347,0.0,8.41658683454222,24.086492404543588,0.0,382.62178527907827,0.0,3.3915292470441813,18.711885500933416
2026-02-07 09:00:00+00:00,323.83975939883567,198.31793084503084,19.909684573681616,18.58394573205201,6.020206998521439,0.0,8.76201243640475,23.954211418880725,0.0,66.9849691485891,0.0,1.2470428782651553,6.880236569738787
