,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil
2026-02-24 18:00:00+00:00,0.0,236.36453191516702,0.0,301.8096196699138,0.0,58.93230921704658,0.0,81.73440298373359,0.0,447.959136214139,0.0
2026-02-24 19:00:00+00:00,0.0,118.84350163708146,0.0,195.37670860206862,0.0,31.811645242512586,0.0,70.00939621317703,0.0,271.23374830516025,0.0
2026-02-24 20:00:00+00:00,0.0,116.87779785012793,0.0,182.69386901768888,0.0,37.47254520166898,0.0,47.11442268498395,0.0,274.6913652455302,0.0
2026-02-24 21:00:00+00:00,0.0,165.20698080430788,2.1263576914425273,103.77852446078782,52.073142613837206,21.4502772434696,44.0472733699669,42.90953502824135,0.0,187.1829087879467,0.0
2026-02-24 22:00:00+00:00,0.0,92.35571950626856,0.0,96.84762127608765,0.0,9.352248394004283,0.0,28.744234856572564,0.0,144.10017596706695,0.0
2026-02-24 23:00:00+00:00,0.0,220.4288958577394,3.0463413831677295,88.31903383776381,68.8473152595907,11.601688997924137,58.1552543265118,50.255141877755364,0.0,139.371328459547,0.0
2026-02-25 00:00:00+00:00,0.0,260.60882977327327,3.0533144438587247,110.02776107205548,67.68378360569321,13.618644642511141,57.834765419082764,68.99704602886169,0.0,130.70085501466372,0.0
2026-02-25 01:00:00+00:00,0.0,317.9518632404721,3.483731986085804,117.98984139198004,76.79477720722213,17.294169426471278,67.59272817624647,75.66599401778828,0.0,148.55189455373383,0.0
2026-02-25 02:00:00+00:00,0.0,348.0448541329753,2.5678099007916626,155.20915180496021,59.97743928917394,24.353930865763378,50.21151167451649,78.66072493336138,0.0,157.1745773984577,0.0
2026-02-25 03:00:00+00:00,0.0,329.61189409959263,0.1637395099026517,196.3277268897137,4.2409944612285955,40.188902258422814,3.438529707955686,57.88918136923882,0.0,140.68903170394518,0.0
2026-02-25 04:00:00+00:00,0.0,359.44273370684533,0.0,263.59393329247956,0.0,63.184748940332575,0.0,60.25554825068963,0.0,163.39803580965284,0.0
2026-02-25 05:00:00+00:00,24.930813426065917,220.8702176139634,0.0,194.85807176535252,0.0,41.15291805261566,0.0,80.92007594530257,0.0,144.96790319669987,0.0
2026-02-25 06:00:00+00:00,311.1718683651805,343.47898892162505,0.0,230.80441916218476,0.0,49.44405520169852,0.0,74.58647226036575,0.0,164.11419608894553,0.0
2026-02-25 07:00:00+00:00,551.2188144978605,297.49076567967177,0.0,255.1339671244782,0.0,19.44920085577649,0.0,129.61490349084113,0.0,156.54234835137174,0.0
2026-02-25 08:00:00+00:00,685.4514859029719,244.96536880435045,0.0,256.8050498507626,0.0,21.104013208026416,0.0,148.23885236342903,0.0,172.43522987045972,0.0
2026-02-25 09:00:00+00:00,756.1260210035006,213.36818480031394,0.0,261.33600984783436,0.0,21.528588098016336,0.0,168.84189636702092,0.0,145.7992998833139,0.0
2026-02-25 10:00:00+00:00,830.2575619888356,205.59328857848965,0.0,271.63175201094685,0.0,23.10411527976113,0.0,174.48653282351944,0.0,150.17674931844735,0.0
2026-02-25 11:00:00+00:00,863.803127874885,193.1177528590484,0.0,294.0382676522672,0.0,23.940465238533317,0.0,185.44366407272952,0.0,157.65672230253648,0.0
2026-02-25 12:00:00+00:00,858.9503355704699,169.0641328742762,0.0,286.2312470629415,0.0,24.104697986577182,0.0,160.2482442238561,0.0,165.4013422818792,0.0
2026-02-25 13:00:00+00:00,851.2169657422512,163.5949187504867,0.0,294.79501031305546,0.0,24.847199564980965,0.0,148.6223643468716,0.0,163.92354128235408,0.0
2026-02-25 14:00:00+00:00,616.6096975465314,172.77333480880176,0.0,344.6219811714859,0.0,46.01853496897914,0.0,143.47345545652558,0.0,256.7779960476763,0.0
2026-02-25 15:00:00+00:00,182.41578463280035,149.99762841785733,0.0,422.4591499862956,24.076518412242947,83.87947502476298,0.0,170.80359188596475,0.0,552.3178516400761,0.0
2026-02-25 16:00:00+00:00,3.933640458640458,158.38595532908067,0.0,459.62285041459285,68.07951680525261,90.52974422755607,0.0,210.75552644859636,0.0,700.6427663162808,0.0
