,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Gas,Waste,Fossil Coal-derived gas,Fossil Oil shale,Fossil Peat,Other
2026-01-01 10:00:00+00:00,2.723897392124967,858.0160987841543,0.0,2329.3759231468007,0.0,0.0,0.0,792.5001056724859,0.20168604566183831,0.0,0.0,0.0,0.0,76.30728895877292
2026-01-01 11:00:00+00:00,3.456526066559161,853.7097691544928,0.0,2250.6906314922458,0.0,0.0,0.0,802.2973239635867,0.22897339196677596,0.0,0.0,0.0,0.0,77.61677593114918
2026-01-01 12:00:00+00:00,2.239529326098227,888.2406030753962,0.0,2137.2787108876664,0.0,0.0,0.0,814.6214848025246,0.1657030089568584,0.0,0.0,0.0,0.0,75.80396889935766
2026-01-01 13:00:00+00:00,1.2571594582881647,707.9990043585728,0.0,1969.8793232161602,0.0,0.0,0.0,820.691109566473,0.12805291146301653,0.0,0.0,0.0,0.0,74.49535048904272
2026-01-01 14:00:00+00:00,0.22296095866431367,1040.0059489412984,0.0,2853.669969630554,0.0,0.0,0.0,827.5225848876222,0.10332730886687963,0.0,0.0,0.0,0.0,83.45020827299399
2026-01-01 15:00:00+00:00,0.01772677136404223,645.3084799340193,0.0,2116.6851511272466,0.0,0.0,0.0,827.7659575384091,0.14207248452055704,0.0,0.0,0.0,0.0,80.45561214444034
2026-01-01 16:00:00+00:00,0.01545036856709067,525.8987609771731,0.0,1820.5545391225298,0.0,0.0,0.0,827.2882108741995,0.20643498711770417,0.0,0.0,0.0,0.0,81.83660367041284
2026-01-01 17:00:00+00:00,0.015221498249487304,962.3625189657405,0.0,2194.1094812555666,0.0,0.0,0.0,829.1353696153849,0.12926962419946755,0.0,0.0,0.0,0.0,86.19813904085906
2026-01-01 18:00:00+00:00,0.014950146358535093,845.7027476367069,0.0,1663.1645686521706,0.0,0.0,0.0,829.9596402677663,0.16827004559390146,0.0,0.0,0.0,0.0,80.96482325140383
2026-01-01 19:00:00+00:00,0.014842632828874044,737.4985185289731,0.0,1368.48852354787,0.0,0.0,0.0,822.2113321705431,0.11540708031089968,0.0,0.0,0.0,0.0,76.27137603947445
2026-01-01 20:00:00+00:00,0.01491275236378374,760.023006935338,0.0,1490.3252782218742,0.0,0.0,0.0,824.1866845191169,0.11570238902935659,0.0,0.0,0.0,0.0,77.63441518227785
2026-01-01 21:00:00+00:00,0.015512968822924973,682.1478961414657,0.0,1606.1528232474898,0.0,0.0,0.0,835.8752612823105,0.130361082545588,0.0,0.0,0.0,0.0,80.47814527736551
2026-01-01 22:00:00+00:00,0.01637986462929949,795.7583082401035,0.0,2114.311236174542,0.0,0.0,0.0,843.5959197033601,0.13156517774537743,0.0,0.0,0.0,0.0,86.7615908396197
2026-01-01 23:00:00+00:00,0.013315063254948347,783.8648224020114,0.0,1377.6956216847032,0.0,0.0,0.0,691.4129607610021,0.07546999415760196,0.0,0.0,0.0,0.0,60.412810094871105
2026-01-02 00:00:00+00:00,0.007684846815324821,708.5127083292948,0.0,1308.1773569423165,0.0,0.0,0.0,401.6154160513949,0.05008454136260576,0.0,0.0,0.0,0.0,38.83674928881596
2026-01-02 01:00:00+00:00,0.0065092521084899315,724.9123908899577,0.0,1320.8550996203246,0.0,0.0,0.0,351.58183599035306,0.04385180367824796,0.0,0.0,0.0,0.0,36.65031244357806
2026-01-02 02:00:00+00:00,0.004015887699356356,596.1783030151423,0.0,1406.0882160450976,0.0,0.0,0.0,225.9465237164181,0.028181668065658638,0.0,0.0,0.0,0.0,29.104759667577326
2026-01-02 03:00:00+00:00,0.004252964811925872,564.63525716737,0.0,1405.084600081069,0.0,0.0,0.0,241.32752543423618,0.03010948539416547,0.0,0.0,0.0,0.0,30.193254867118583
2026-01-02 04:00:00+00:00,0.009672334108222781,651.217769347254,0.0,1411.238715334193,0.0,0.0,0.0,535.8013503406002,0.08356228171250783,0.0,0.0,0.0,0.0,54.44893036213174
2026-01-02 05:00:00+00:00,0.013814779576385812,676.2412413579881,0.0,1611.3142704750414,0.0,0.0,0.0,724.9227892230264,0.06780259914790582,0.0,0.0,0.0,0.0,75.8900815652198
2026-01-02 06:00:00+00:00,0.012097984805542198,616.8927959171058,0.0,1605.9017816748233,0.0,0.0,0.0,579.1684516981583,0.07222677495846089,0.0,0.0,0.0,0.0,70.72764595014885
2026-01-02 07:00:00+00:00,0.01449491126785702,552.789084249448,0.0,1544.0521591964778,0.0,0.0,0.0,311.4099362169751,0.043703250053840265,0.0,0.0,0.0,0.0,45.01562217577758
2026-01-02 08:00:00+00:00,0.08762837369625485,529.7593514994076,0.0,1559.6286730870725,0.0,0.0,0.0,290.7107508337995,0.04079196690839095,0.0,0.0,0.0,0.0,45.872804239115844
2026-01-02 09:00:00+00:00,0.23477686904870781,454.4284416649117,0.0,1593.9160493428974,0.0,0.0,0.0,214.93288392195333,0.050249271490481605,0.0,0.0,0.0,0.0,39.03759892969805
