,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other
2026-01-19 00:00:00+00:00,0.011668784248310481,313.79101900670736,17.831371935079584,42.738111821648296,127.53489759672708,526.2616438140833,243.73667542877791,0.0,7.317247174516824,3059.404545588225,113.90289264250804,22.05966643905646,656.1664616636342,3.2402580147625133,21.907788490099218,33.845751599925954
2026-01-19 01:00:00+00:00,0.011662693404384611,313.4368529755752,12.826563083368425,42.54206797396824,118.89387869308321,546.5412483390458,410.6032956803377,0.0,6.524761075908509,3020.504662144684,113.43135605104473,20.762911184579394,771.4007841557982,3.2274002554267542,21.65177489614238,55.21578079763366
2026-01-19 02:00:00+00:00,0.012903978532259946,345.88697931078383,11.692235988985914,46.46779731787852,99.3968104670798,497.2924576653887,587.3526081064396,0.0,3.0057687210368234,3052.5182772112094,126.41597635437326,25.692418247776697,911.9070653888077,3.619998794112842,23.817447156717943,78.04625529087646
2026-01-19 03:00:00+00:00,0.012130384983988218,351.60876508219366,8.660300872744537,44.56808835526795,103.4112540513356,500.8266366426658,597.2196916821127,0.0,4.658772918507219,3090.4749358915906,118.72007783829271,26.416703633952935,925.0780538408435,3.6564105985136917,23.868723465064242,82.01945474193062
2026-01-19 04:00:00+00:00,0.029804504755708405,297.73957724662733,11.530373067905458,38.72361456943666,187.27034338532047,483.72256085566744,331.7534103711946,0.0,43.78983493013744,3140.7009859256377,87.35402298850575,25.474097719093734,772.9957359404275,3.585235871872332,22.296868474978965,44.60853414843874
2026-01-19 05:00:00+00:00,0.0,197.01855370312114,13.316749888220233,19.229563862172814,229.40944583645017,348.543533833028,326.57111864406784,0.0,72.68660410814843,2708.1295771026976,0.0,26.02812438498877,824.0756612146472,3.5477638205573987,17.81601546630752,44.47728813559322
2026-01-19 06:00:00+00:00,0.08827069680353083,114.09095783358381,9.770886951150649,13.225698186807461,679.4265183436418,363.0366248545243,71.23445232044938,0.0,461.7417224214607,2223.923640464873,0.0,25.870298603726823,378.47098580783893,2.4669014989242046,12.306736679850342,9.121305336364854
2026-01-19 07:00:00+00:00,37.016619252724695,199.50404288908865,7.90365850999637,21.655766255397836,534.3719671959794,412.5173396812105,101.86836350314454,0.0,468.50356531931124,2154.274073282373,0.0,29.051928324150367,517.1918550722505,2.5169956211852886,15.672898468966043,13.950926624222275
2026-01-19 08:00:00+00:00,158.15512923954168,208.32238660147829,9.430160202143005,25.141788454412062,817.1621958331223,516.421656156638,0.003298897648578785,0.0,717.3731419208,2320.263021325719,15.725398836920014,31.251171193838612,381.993747850686,2.3007623689527468,16.07314461436737,1.0079965037324068
2026-01-19 09:00:00+00:00,402.249021460923,212.95458045099832,8.551238473516138,28.369960788083567,918.8650209043006,596.2551708417536,9.441043251471518,0.0,513.6133105626462,2660.1360371693427,47.0411490889746,32.98407875103103,426.33903512004787,2.3531620368608506,16.35757552296123,2.2396155770889647
2026-01-19 10:00:00+00:00,641.7655323055985,215.59222068870164,8.941769080541027,35.10327136677781,721.4672144737008,634.1841609003659,61.929023080392085,0.0,390.0136708806399,2869.458117747958,113.41166915897489,33.73267878136555,545.3188274807046,2.396999136322983,16.42873466059172,9.006110257365453
2026-01-19 11:00:00+00:00,699.470176873604,196.0905066999253,5.71391024181468,36.887497639192595,474.2441251776301,612.1336330090295,0.002909461075549257,0.0,123.50029665182198,2913.8400770074104,132.5659963916271,33.37772281617804,472.7147678779834,2.5073616092445965,16.562016548155817,0.8890019953067174
2026-01-19 12:00:00+00:00,746.631878877811,190.98508098320977,5.260385538746159,37.49863452761319,554.8183533545713,670.5529880748161,0.003115239823007597,0.0,205.3326023241737,3040.122495743583,130.9683376054112,33.82064728248431,470.2544664444587,2.536631801496843,16.987503366993785,0.951878834807877
2026-01-19 13:00:00+00:00,601.8336173552739,171.61258748517506,7.115418848499448,35.150954379743936,771.2660703038653,707.7550394334545,0.0029107186315235904,0.0,260.9501657910579,3021.7452409266507,115.62730593491071,37.15451803577994,457.76470320773035,2.4961479884875297,16.435933342217783,0.8893862485210972
