,Solar,Wind Onshore,Biomass,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Peat,Other
2026-01-01 00:00:00+00:00,0.2009898722398812,129.17810409348095,113.00157816237589,179.44898043141038,3.450356811708126,3.2044986742040535,273.0282346655995,4.803268459474776,25.73897993849967,0.12392585902165291,1.7126227596110795,27.852010694434856,27.68144957793926
2026-01-01 01:00:00+00:00,0.10715703639592933,143.62371375990506,122.2389796819129,202.0864366191187,2.875851446968728,1.3256741454480825,227.5211660355609,3.1158273874182876,22.862610295290484,0.10329145083630592,1.2884249393791842,23.056826383523195,23.46904081824229
2026-01-01 02:00:00+00:00,0.14372600008353772,147.87425766367312,129.37661619915212,218.82338212190405,2.327812436208746,1.1070237839898953,186.29330388774005,1.5172828690672358,20.1260839661687,0.04612325427282432,1.0425353813364049,18.682397797122988,19.339454639280387
2026-01-01 03:00:00+00:00,0.0965162165323573,98.22874086021886,96.54413830678783,349.03788641895665,1.4046378212103023,0.00011223310029999552,114.00908927998948,0.16421876651403738,13.672024482789883,0.0,0.6288204199604259,11.34775863059753,11.516056563342351
2026-01-01 04:00:00+00:00,0.13459412819611535,71.67739758255175,81.4586819517446,423.90977828458745,0.9687042810040243,8.949049194066102,78.62555880788767,0.12554388708473377,9.868699462685726,0.0,0.43366412579831326,7.668627291200172,8.054701003193344
2026-01-01 05:00:00+00:00,1.1125650973903631,66.98878089719621,79.22219169956861,437.2456610806268,0.8225311398087023,18.02218119845706,66.76689300559593,0.10907504148320778,9.001029401838638,0.0,0.3682261497980819,6.541912153523108,6.798953134713327
2026-01-01 06:00:00+00:00,1.6688920702243664,88.76932951107185,81.81226918673161,431.77638096456155,0.9988585863158079,2.1896238655833447,81.06095545856789,0.10046852614026502,4.0895137809858815,0.0,0.4471634368971931,7.971027022871934,8.340517590048348
2026-01-01 07:00:00+00:00,2.1803188425155917,125.96299882630761,94.02264381055491,336.09738166315674,1.6666214769386754,0.027139730168791,135.2733024065433,0.1518046694110809,6.3900265076118625,0.0,0.7461038007225466,13.51077707191536,13.720881194153463
2026-01-01 08:00:00+00:00,9.1028738284195,116.65014251822588,93.36996283774471,327.78120463404366,1.6880367360257387,0.699942059131006,137.02785417194983,0.15375528409536768,6.43455436230042,0.0,0.8100122791156067,13.885901417774521,12.920759871173757
2026-01-01 09:00:00+00:00,15.487843793655967,119.7584463620901,79.10886387286172,331.96471238955087,1.1586065790295235,17.10595167880295,94.06268761376897,0.10553199460152635,4.487352689803446,0.0,0.6500434063215934,9.717475877372035,8.742483742141234
2026-01-01 10:00:00+00:00,18.519752793077622,131.75888051061042,83.96820870358863,345.8880751047343,1.2271107573301312,10.992186798971018,99.59394996883312,0.12221464284426765,4.778636936806916,0.0,0.5160523921330202,9.998217832374428,9.211713558696117
2026-01-01 11:00:00+00:00,16.024236809976543,146.9787532486919,88.14146404823185,321.4600761344602,1.5736690267622642,3.341366915926713,127.72794446578249,0.18883494615566387,6.035049065732709,0.0,0.7050250722127256,13.070983378926467,12.052596887140442
2026-01-01 12:00:00+00:00,4.145802923507985,152.5796997999129,83.12397298547543,252.11354046431615,2.0414351302826454,7.0559698554507415,165.67670339311306,0.2102767200257852,7.699543927139028,0.0,0.9415921724947085,16.973089069884395,15.98837355839728
2026-01-01 13:00:00+00:00,1.986034730284575,150.9070286198408,84.92784316373742,286.6971022754513,1.7168722045310878,19.884958529795004,139.5805863253897,0.2243590297841031,6.36560530108636,0.0,0.7865904579755407,14.105690663247946,13.51732869887617
2026-01-01 14:00:00+00:00,3.9079631261632555,152.3844635232041,74.47358450189537,256.50682330298076,1.6263975823192245,6.7992647254531935,132.26402008524775,0.22433154497213692,4.870671473160551,0.0,0.7499035027253733,13.256877225358526,12.860699406519796
2026-01-01 15:00:00+00:00,4.888390480903118,149.11577361566225,71.17775469488599,238.6253288804175,1.5802076980657642,2.2810192608762114,128.4961998595603,0.16710926534380127,4.504115389778578,0.0,0.9828201499965044,12.602923483190036,12.77835722131996
2026-01-01 16:00:00+00:00,1.250301956866507,146.93605588503962,72.13174736871855,248.34918560436756,1.5551969760636914,0.21726403893943325,126.45865275365274,0.18607176868613684,4.451089833552095,0.0,0.8435886665161793,11.692589925037302,12.503255222560213
2026-01-01 17:00:00+00:00,1.3612159100356596,162.30348861606657,76.8154884683141,197.665134942077,1.8692725242546144,1.5176268269385373,151.99544898191502,0.1711337144232034,5.811616272351458,0.0,1.111200848423163,13.512027367436014,14.766345527764729
2026-01-01 18:00:00+00:00,0.1641219893654619,173.209133668007,78.63164926966515,140.33761574585668,2.2097897481598836,0.24648642178563512,179.64410667722873,0.23310385516717824,6.929837262847203,0.0,1.3741674093144536,15.90565897613625,17.389328976466317
2026-01-01 19:00:00+00:00,0.07772409772938167,167.008707875367,82.67655500140647,147.25103289952608,2.0516236221807,0.30212488860227005,166.8139313578429,0.20602185308503215,5.399557941758476,0.0,0.9560964452880931,13.971656460430284,15.609967556783317
2026-01-01 20:00:00+00:00,4.048799379975205,128.08269145416517,89.16508864082073,176.49215510743335,1.475072522251364,8.80420476892726,119.91337129432158,0.2205448237152525,1.2900825247202348,0.0,0.6874124375540338,9.730537869964085,11.090039176151675
2026-01-01 21:00:00+00:00,4.769461735238799,128.01733975608101,85.55175659129918,177.2907951143622,1.4581690630202402,6.928493478469994,118.56400965379964,0.16836968519371717,1.2292061685670712,0.0,0.7635850946808029,9.368523875187128,10.965289784100264
2026-01-01 22:00:00+00:00,0.3254757718855183,112.48034628656538,86.4871507064288,172.30536324901948,1.421991136462911,0.5701921698488263,115.62375599450195,0.019328034864544416,10.727882967298287,0.0,0.5928874694699,8.868254625420539,10.35237158823377
2026-01-01 23:00:00+00:00,0.06240596840781981,129.3132776643937,60.54210207749123,124.50126319001558,2.02519330367544,2.4371466362453633,165.9134698518377,0.027526899273258406,17.636775322675458,0.0,1.0951085324093122,12.959762488204607,14.960968065370492
2026-01-02 00:00:00+00:00,0.045056314908948514,76.79622010161248,55.79807475095649,196.4520257331339,0.9896204564466761,3.7038109739459437,81.26225142266695,0.013451151835197538,108.1542500353024,0.0,0.5426867207910447,6.232254924042899,7.335297414357081
2026-01-02 01:00:00+00:00,0.04605788122664726,96.50819773314325,54.507848770354755,141.72529161741414,1.404496353942526,4.223034371894392,115.31665039649371,0.01909024170407317,100.07335161578945,0.0,0.6744923291222339,8.768148014680806,10.40834067423398
2026-01-02 02:00:00+00:00,0.3560940199480774,99.5116323169873,57.3627201917283,147.84040101013724,1.4014416641675411,1.6830720716764176,114.78480398672924,0.010440873050570124,121.5645484451457,0.0,0.6820375216403946,8.891654441370338,10.411153457418868
