,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Other renewable,Storage,Nuclear,Fossil Gas,Waste,Other
2026-01-01 00:00:00+00:00,0.0,790.495765028558,0.0016702097305624373,0.0,2633.513771055814,338.08863016454933,21.741935834561485,60.445072710567686,0.0,0.0,10.263154996218894,0.0
2026-01-01 01:00:00+00:00,0.013483789010840937,620.3629216999528,0.3178897332375711,0.0,997.505736232049,161.15770987805735,6.540395409482595,12.744751698728006,783.1569446039605,0.08084498764529896,3.387867467903834,58.88145449997225
2026-01-01 02:00:00+00:00,0.0,1174.94536740184,0.24476000810604415,0.0,2854.1992784420145,479.55001911458146,30.449310212750564,60.39742537109514,0.0,0.0,11.363839449612403,0.0
2026-01-01 03:00:00+00:00,0.009448813646634722,529.1490525325546,0.24276031636171785,0.0,1480.1275838257393,206.3000131821769,7.389263670533896,43.74706539027906,560.657482306954,0.06689425590537855,8.556828478202545,38.57860722764584
2026-01-01 04:00:00+00:00,0.0,1111.4783749877286,0.32282130906057266,0.0,1965.8017874774146,433.8020598757798,28.36470069481074,43.075474000674376,0.0,0.0,5.804781654531213,0.0
2026-01-01 05:00:00+00:00,0.0,503.34076055793327,0.651155731315417,0.0,2307.7092591913915,342.8064546715781,10.934057504922624,96.82737720089821,0.0,0.0,13.0809351419605,0.0
2026-01-01 06:00:00+00:00,0.0016840198978394364,820.7600986409061,1.3264962513204477,0.0,1593.9623661986798,410.35749069727774,11.729038252018627,15.188358686821676,351.53915367398236,0.042100497445985915,8.640517032805285,25.00269604884392
2026-01-01 07:00:00+00:00,0.0,1213.34315525515,1.0762657909706654,0.0,2370.258734932884,535.838360768936,23.77925963208669,55.23470514019189,0.0,0.0,12.019518479781404,0.0
2026-01-01 08:00:00+00:00,0.14386542793587231,802.5538824116186,0.9376970692502105,0.0,1524.8217140200927,334.649718071856,10.270670419148065,29.59872432158223,611.2862828260751,0.08507154082935946,8.246400175733095,44.405973715878936
2026-01-01 09:00:00+00:00,0.0,1204.7423896415849,0.5709524167081574,0.0,2586.15377286108,504.87027961533875,27.591367732300597,73.97028572218139,0.0,0.0,12.425952010805975,0.0
2026-01-01 10:00:00+00:00,0.0,1283.6771241962824,0.43793177492237323,0.0,2051.484793208436,433.9337331329789,27.44720578333755,41.262342087101125,0.0,0.0,8.606869816941723,0.0
2026-01-01 11:00:00+00:00,3.7729057322375614,791.4248267899205,0.9978080189698878,0.0,1448.9480595269627,274.41581374194277,6.531079246370816,20.5606967092751,877.2452656438517,0.25036332299967223,6.832952817217902,60.07022845025136
2026-01-01 12:00:00+00:00,2.5131175109177435,797.420388489263,0.653260263309318,0.0,1510.6383941496588,251.2874665576713,8.905556653929468,37.46052314872796,914.8368987141686,0.18608793120457193,6.75746864307363,61.39083793807566
2026-01-01 13:00:00+00:00,1.3991137137865366,680.5109124599126,0.5865097239142842,0.0,1667.4159506688306,235.24934365825885,7.257904107683613,52.37915258532867,913.3608140216872,0.14251221938238215,6.4892606148451835,61.43352622637007
2026-01-01 14:00:00+00:00,0.11817859813203059,663.9237089012449,0.5917328397182632,0.0,2105.889685644839,292.3201604037506,11.595990423408878,38.77829255369011,438.6214500981434,0.05476777900398232,7.322610113210896,30.058422644857817
2026-01-01 15:00:00+00:00,0.0,667.3598642203315,0.4839366922898631,0.0,2693.17943735392,351.7040736583998,16.923143641408146,46.27635019867928,0.0,0.0,8.348194234971043,0.0
2026-01-01 16:00:00+00:00,0.024190770818565254,359.2334605692825,0.15012440607750632,0.0,1669.7180153765078,122.49059414232312,1.808012901552739,38.09999622326665,1295.292045834158,0.3232169796217487,6.37813523171009,103.50720756468107
2026-01-01 17:00:00+00:00,0.007120172920744551,590.0309582609304,0.7037214233813294,0.0,2152.149043031543,272.1355293754154,9.719275826341995,39.65333089266698,387.84534279112995,0.06046855983647178,5.790428348025607,31.279781317808485
2026-01-01 18:00:00+00:00,0.014433743386400692,467.0600660912751,0.5719551616387165,0.0,1827.923561644487,197.52326131156323,4.861780888349515,34.505456703719915,801.2914510268505,0.1624577177690121,5.828544412273902,64.3570312986869
2026-01-01 19:00:00+00:00,0.0,924.2906569394518,0.8169886701689453,0.0,2913.346578834091,413.12691475088377,19.0024568190307,48.690778865725655,0.0,0.0,7.500625120647981,0.0
2026-01-01 20:00:00+00:00,0.0070301200101603855,535.6573766836619,0.7142360647358577,0.0,2030.3987985590206,260.69049271958914,8.151339183351478,24.94388628821078,388.5353395270537,0.05454403456158919,6.345646774148392,30.57631004565638
2026-01-01 21:00:00+00:00,0.00718282775186474,605.3633415517174,0.6944784697688261,0.0,2006.5571333191565,281.9488619106975,11.637582107078282,22.23432842995803,387.0276600416531,0.06035989707449362,4.9478587435208325,30.271212701623444
2026-01-01 22:00:00+00:00,0.0,567.014037451718,0.7799987805025768,0.0,2221.522258360859,320.44226661946806,14.234878158778903,28.570460601572155,0.0,0.0,5.886100027100975,0.0
2026-01-01 23:00:00+00:00,0.0008651987697118407,512.2079287264074,0.6359080972600336,0.0,2188.688541936972,305.54204116253646,14.200140377740297,37.30975305902776,44.92728510252659,0.0049039606380428214,7.489190828757245,3.343441549364484
2026-01-02 00:00:00+00:00,0.00108539134198223,564.6468228552405,0.9489910698958292,0.0,1983.7315926036276,355.05815492597304,14.270087420459037,34.32872393147258,56.723303126810634,0.007073833593366877,8.669723525014806,4.239441316570682
2026-01-02 01:00:00+00:00,0.0018521396838631847,658.4100305537561,1.3566376634327648,0.0,1759.6991205616714,404.5480674504811,12.932483184642782,28.864747547706884,100.03893837725026,0.012477572607078298,9.695237371347051,7.740407577420866
2026-01-02 02:00:00+00:00,0.001875328373177726,651.852894228368,1.4220018860421961,0.0,1706.666892033591,399.5668817636652,11.199008453107734,28.652760842509746,105.51189636457836,0.01316019911001913,10.441059823599867,8.796569077054539
2026-01-02 03:00:00+00:00,8.019563302688681e-05,704.1672032781643,1.416670197243419,0.0,1802.8552037286904,428.2327069484472,12.856585205161664,29.341232043838488,4.550569902375205,0.0005677566939956589,11.066802657950955,0.3873780858016686
2026-01-02 04:00:00+00:00,0.0,700.4020826813546,1.5482970390109911,0.0,2062.3255182994462,467.88932491850073,14.716279079761053,36.11533962960059,0.0,0.0,12.078158352325286,0.0
2026-01-02 05:00:00+00:00,0.0,611.6142191704527,1.3391046793249324,0.0,2464.4515216504788,416.24203657395555,13.090021483276377,37.538069487389116,0.0,0.0,11.475026955122893,0.0
2026-01-02 06:00:00+00:00,0.0,520.9191689514691,1.3900728462404968,0.0,2815.663901211844,376.5432786431735,6.559894334969021,43.805689578974224,0.0,0.0,11.542994433329707,0.0
2026-01-02 07:00:00+00:00,0.0005116636880727409,440.2771222949607,1.0522041978806775,0.0,2985.131096888824,304.36845390402016,5.641846998553401,85.97109382406103,10.992627241576171,0.0015427045871539927,9.490236808000391,1.2982634738484944
2026-01-02 08:00:00+00:00,0.003282641257500928,439.63076535370135,0.9746183402552197,0.0,3032.2619625455804,289.74757484529874,5.774626455453122,94.25068748612428,10.905016716618388,0.0015301707273084736,8.731248338754524,1.3186871062294423
2026-01-02 09:00:00+00:00,0.0,543.3044013197456,1.023415979259406,0.0,3020.6720977168097,320.9963760637295,9.005261188285894,94.10433573604189,0.0,0.0,8.319111996128125,0.0
2026-01-02 10:00:00+00:00,0.0,524.8732241862555,1.1495762841102772,0.0,3079.7094092508437,337.54102274278637,8.853972794036732,99.6041280311925,0.0,0.0,8.34366671077473,0.0
2026-01-02 11:00:00+00:00,0.0,522.5764430007696,1.0340084022830078,0.0,3140.6956861143744,331.6515803483899,9.163341674848741,143.1229739287725,0.0,0.0,8.655966530562166,0.0
2026-01-02 12:00:00+00:00,0.0,501.25363219831706,0.8815592521256743,0.0,3178.7698460586903,323.03340321476776,9.857130823432861,147.35800514355074,0.0,0.0,8.821423309115673,0.0
2026-01-02 13:00:00+00:00,3.8846315602425054e-05,470.73215231777215,0.6856560376526359,0.0,3161.0801544707565,294.61031334658765,9.667758439770871,147.55466098639366,0.04140725670075829,7.095806569689067e-06,7.6227325921812,0.005118610062227858
2026-01-02 14:00:00+00:00,0.0,420.63584003852577,0.15528922928995212,0.0,3180.4188728222716,219.42286833895938,11.434531372437366,194.1221846351621,0.0,0.0,7.010413563353651,0.0
2026-01-02 15:00:00+00:00,0.0,398.2372263509106,0.02135655832370871,0.0,3145.022297928739,206.12284475510498,12.65682743507612,186.21997987913565,0.0,0.0,6.944467092709668,0.0
2026-01-02 16:00:00+00:00,0.0,319.9025842566697,0.0,0.0,3198.309622286034,218.41560323751233,12.605234992764046,186.4718205007666,0.0,0.0,6.845134726253386,0.0
2026-01-02 17:00:00+00:00,2.645558807216136e-07,348.41330117290175,0.004224168348018784,0.0,3055.8204300875595,235.30195244138878,14.993447074116665,148.22336179225167,0.013819407797857322,2.3707655298881873e-06,6.127773028353689,0.0016881919604539064
2026-01-02 18:00:00+00:00,7.665525211384134e-07,352.19561198898765,0.022358682965194637,0.0,3019.0243375264945,249.74038809418005,16.348656471084684,141.3131194029571,0.04147146171323518,8.409436940758967e-06,5.609157698325042,0.004889497303266073
2026-01-02 19:00:00+00:00,0.0,280.76365779213376,0.03252433066119316,0.0,3028.2403591082675,253.85691747311793,17.14643134922611,132.82781838936995,0.0,0.0,6.1322915572231285,0.0
2026-01-02 20:00:00+00:00,5.285914345608263e-07,280.2194187340288,0.015822982404321957,0.0,2941.6693479323694,240.1477016982716,16.654378267530152,123.50085144936985,0.027917458729027345,3.9154921078579735e-06,5.586365004407305,0.0031920288063624486
2026-01-02 21:00:00+00:00,5.421668514098751e-05,318.94054236661145,0.12192635877236101,0.0,2796.567363123676,261.21280480395774,17.32670168241879,109.31826532628124,2.900140849333323,0.0004969862804590521,5.115582700242122,0.3211215857415382
2026-01-02 22:00:00+00:00,0.0009101058311739988,332.85285750176655,0.0509825758067415,0.0,2551.420194125203,241.1930689268031,17.901787790780634,86.2810338798726,47.017861813327144,0.01596407571099634,4.21011090464311,4.8302283002549995
2026-01-02 23:00:00+00:00,0.0,278.4116744815628,0.007962611742323029,0.0,2585.365069614911,221.81401102939788,17.98944683615009,65.04388404947025,0.0,0.0,1.7679513767653892,0.0
2026-01-03 00:00:00+00:00,0.0,252.1472850156884,0.020544525907874395,0.0,2618.936583936729,214.80223695113807,16.467398723272705,67.92566805054163,0.0,0.005318864210791708,2.1699639325110374,0.0
2026-01-03 01:00:00+00:00,0.0,249.2021954965499,0.037655873447963346,0.0,2596.4175658663708,232.73896721066527,17.068106750762123,65.3655714660199,0.0,0.0,1.969937336184596,0.0
2026-01-03 02:00:00+00:00,0.0,205.58019935989896,0.03640330342150338,0.0,2613.4156557209044,229.0877872269581,17.330233627338085,65.35061713718612,0.0,0.0,1.9991036242932303,0.0
2026-01-03 03:00:00+00:00,0.0,134.06272687115964,0.0,0.0,2706.7247565919497,199.41062571850125,15.4690660558401,78.75732599776582,0.0,0.0,3.3754987647834573,0.0
2026-01-03 04:00:00+00:00,0.0,143.10742937541914,0.0,0.0,2710.1647571142876,212.72267297984612,17.163680134926427,71.10141317245876,0.0,0.0,2.640047223062333,0.0
2026-01-03 05:00:00+00:00,0.0,143.95097374887285,0.051818033610669965,0.0,2834.735584329215,236.58804445150557,17.540898758206463,77.66334531532523,0.0,0.0,2.8693353632644834,0.0
2026-01-03 06:00:00+00:00,0.0,106.35337368206442,0.03298844320640529,0.0,2968.6621781102112,223.39063803394356,15.906679084625708,88.37868062593381,0.0,0.0,5.075462020014476,0.0
2026-01-03 07:00:00+00:00,0.0007595442682411476,85.28794640553835,0.014567725075551726,0.0,3090.9016961835396,216.86949519040678,14.387971534481746,113.5205340074783,2.4332705599342153,0.00034111269531788066,5.191354298998256,0.2920634375834373
2026-01-03 08:00:00+00:00,0.007756327883604313,93.08732933684063,0.003159180650258988,0.0,3104.843799780468,207.72100307412074,13.102615780346845,148.58027554540394,11.524097434098518,0.0016155276776773624,5.08011469148812,1.5482333210214
