,Solar,Wind Onshore,Wind Offshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Fossil Coal-derived gas,Other
2026-01-01 00:00:00+00:00,0.006222223531704627,544.6358193388554,250.87899109620983,177.56451705174482,52.100819257708906,7.586786088628799,0.21935072973925995,0.7125582900491408,0.0,336.8979227985294,29.49672444484405,90.30665866991319,57.34319117123863,4.495388270510026,30.861842450911585,5.519333469010003,26.248874648575192
2026-01-01 01:00:00+00:00,0.0053140257691326,806.9326100858973,308.1809029613469,173.7764080905342,37.4878060250793,13.329462163151783,0.3860283743799841,1.2540086768146215,0.0,279.29725016254577,47.42690186408124,104.48266624353988,85.03676440649775,7.2721328472456115,36.14286547902318,9.699347525551847,24.68953106854154
2026-01-01 02:00:00+00:00,0.004504630944005528,1166.2895383899806,312.44602014818224,165.32002401089852,38.34614118612309,20.84898460522782,0.5989658758517391,1.9457336695530116,0.0,303.62074197856657,61.27597629601533,136.3329859038069,120.12092420368899,10.87000984319489,40.1474702959184,15.837741345436601,26.144237616611242
2026-01-01 03:00:00+00:00,0.008570926468241816,1294.6388735041328,187.73173491239268,136.24787795959588,58.18876524550675,23.28577900490464,0.6681976308907971,2.1706322192244545,0.0,470.0753112524731,67.91348266877465,134.35081909554955,130.55987423801963,11.721019493832507,24.584314579243525,17.94466139699361,38.73508587199694
2026-01-01 04:00:00+00:00,0.0021628727428955946,1440.7852425272076,274.9457065875508,235.7878378547124,57.41434190250447,22.086867360288274,0.6438866389396913,2.091658245102417,0.0,470.8415927449329,65.49701786797878,162.2314068789869,132.06660296971765,12.844805147222278,61.65655521478122,16.29996567089618,38.379349516435774
2026-01-01 05:00:00+00:00,0.009670045532189312,1606.9623181193501,262.67416841008964,226.9717412021481,57.93500343099124,23.110621073783744,0.6896703995206703,2.240386257953712,0.0,468.4608457807103,75.6697962086727,174.52249051194104,142.40331937251824,14.995625580122033,65.41879234620015,18.229763526961808,40.78078773350426
2026-01-01 06:00:00+00:00,0.00338057393080994,1791.5252317863747,177.75195869578897,218.6226680344044,60.61620384650698,28.070214007146163,0.8245007600425736,2.678381113290639,0.0,465.3812348771486,87.55792661215176,178.96693454994647,168.72835095972192,14.743894652376476,48.49284563391265,22.328026942776035,40.38324695448063
2026-01-01 07:00:00+00:00,18.28152298760394,1696.666674943679,249.49650430242565,253.45301922981847,58.22506566201522,25.272917004218574,0.7417722692991643,2.4096385749250646,0.0,453.08184389817615,76.96986472505141,175.79639408303098,148.8949732678863,13.646919297437954,60.81665184372014,20.058636862835595,38.43760104787651
2026-01-01 08:00:00+00:00,110.98846638348121,1635.9881522721057,228.027807151865,214.1000767531171,62.39715917231484,26.6148511497192,0.7462996509405277,2.424345721441534,0.0,481.99911892568633,83.60260656213268,159.90252007168175,146.74466268033032,13.36237330507427,44.21868702470524,18.908801534543908,41.32407164086026
2026-01-01 09:00:00+00:00,208.7151330183996,1541.2677257886953,176.29442128181694,160.4371430170793,68.97093867753017,26.92350282087124,0.7503059605415862,2.4373601715057354,0.0,485.84804013897576,86.05552022316188,148.60929994645235,147.9675989844296,13.064680048764243,26.279740176513712,18.62749466460077,42.12609508066215
2026-01-01 10:00:00+00:00,271.9357875802917,1493.523164194307,200.08260654830693,151.055684961321,74.16246313804297,25.856648287938338,0.7215703375216689,2.344012834905085,0.0,485.3616099298691,82.71588405574342,134.39243603914116,137.02199737367636,12.58280494709117,25.784201358643436,17.86214010753027,38.296988305670574
2026-01-01 11:00:00+00:00,281.3203254071923,1442.7802119649357,270.2716072674452,163.86812242008165,78.6574504406624,24.320914318845393,0.6772444184789125,2.2000206033063674,0.0,489.986376083178,77.2945240847956,134.79885937702284,130.16502926742652,12.117476461251057,36.464925451167815,16.777800561589952,39.274111872619855
2026-01-01 12:00:00+00:00,236.96006770522868,1430.0835944385562,159.28727862796106,129.18306919347407,78.79638629577808,24.875669683172262,0.6917541654554296,2.2471553473162125,0.0,497.5470431240753,78.47640274503397,117.64471785336906,127.92205995703803,11.932903704355969,19.202914486684282,16.845842800299472,39.228139872201616
2026-01-01 13:00:00+00:00,151.66523328341495,1477.9389197111743,157.30212764191543,131.27720878356072,70.55175005828619,24.30580904530178,0.7009527749499436,2.3039664607853023,0.0,436.76154987240733,79.2295615958842,122.35126981454852,131.1154854299325,12.093620544654637,19.6485537808536,17.58086442294664,35.29812677938425
2026-01-01 14:00:00+00:00,63.38427305657883,1649.2106804802938,371.0303824959912,218.34042184780992,15.77563881590915,25.87919563575405,0.7700449316704491,2.540927260039536,6.985088835564291,71.47726326966837,87.86521265765563,173.73249877541713,150.05550008528803,14.300586419120735,48.53018561046576,18.502262469646308,11.744837353127213
2026-01-01 15:00:00+00:00,2.8756071419768716,1281.3660544796678,321.83837353791785,192.37033922568156,2.8216364810032535,19.75372697375506,0.5914812809705259,1.9517184631822289,60.6245440789989,0.0,69.5052971099525,152.33509588360124,119.67482631387146,10.906890719885526,38.000841990080964,12.859491255843963,5.224075063610376
2026-01-01 16:00:00+00:00,0.001974372889014124,1336.24701708122,382.9914966875723,236.38703969560532,12.626256144050096,19.91598026242123,0.6065711353606982,2.001510651654713,98.01105341349526,40.17518374057831,69.95130014536478,174.83320735620075,132.11965343813702,11.232153387847895,44.616233549404626,13.817635617493256,8.365733320704829
