,Solar,Wind Onshore,Biomass,Hydro Water Reservoir,Hydro Run-of-river and poundage,Geothermal,Other renewable,Storage,Nuclear,Fossil Brown coal/Lignite,Fossil Hard coal,Fossil Gas,Fossil Oil,Waste,Other
2026-01-01 00:00:00+00:00,0.1942786998561929,774.411801602005,147.37134340170584,9.48347662525115,490.15341543349507,0.017248782915515515,31.311760989323037,116.66614394025444,2084.7251421302276,271.3899800988875,0.0,512.1524416360687,39.49487093934575,24.12177983309376,74.03131588757063
2026-01-01 01:00:00+00:00,0.0007320866063240164,751.3522004949281,182.97262240754648,336.4903339197636,390.61823305424207,0.014471996390626244,66.17522374263288,4.50129180027485,1544.7392410031025,13.032956046829108,175.43613407821226,697.9163430163998,54.31166542122085,24.319591430042053,80.94395950180825
2026-01-01 02:00:00+00:00,0.31578545508283934,612.1641587710724,159.75961567663796,5.424313878388264,494.81430164358244,0.016144953199516393,34.31436541463863,1.2983813940674078,2757.6458353424223,481.04278112141213,0.0,626.7175440709078,42.90841368965624,22.739331565522274,81.41402702341017
2026-01-01 03:00:00+00:00,0.255728586977091,98.39110526315397,142.24769477808624,246.78725199358678,213.9030390524553,0.0,61.10466601846149,0.20956478961691435,2332.3185687089413,278.9437078204125,139.8455620608899,592.0460385083566,55.81322910413476,2.4229497945610774,83.71089352036589
2026-01-01 04:00:00+00:00,0.44625217317068855,20.991486538215277,107.66124741557748,95.87029276354119,259.6578655479832,0.0,32.860391126461224,0.0,2482.945847392187,495.46718674103323,39.95223915719353,490.7875087274789,37.69997156830985,0.9689072034470685,62.46580364540183
2026-01-01 05:00:00+00:00,0.9788438064459541,49.167341731196814,107.17118268452296,55.331883406911516,303.95566678428173,0.001290230717944081,31.138908217700383,0.0,2432.046002909138,470.9828246916012,22.70680782918149,457.3564719672672,36.58622976107712,2.482640399452083,63.69390558050595
2026-01-01 06:00:00+00:00,0.24781208265397445,2.185242579430472,124.06167575071763,24.203143692210876,279.54995980827266,4.898096764622753e-05,64.87039529397532,0.0,2940.416104105041,23.91033192240889,0.0,249.69185640762453,83.79588676506171,0.06878567739243939,150.82375693424268
2026-01-01 07:00:00+00:00,85.73110605819772,209.55698467436378,51.5797741769633,79.82121880099507,269.48395703662896,0.0016698621572000633,14.169790157004831,11.677344645723458,1168.9032827952121,213.91150670526366,0.0,494.59566708158917,17.93644323671498,2.396081006176296,33.385173763009206
2026-01-01 08:00:00+00:00,256.629287524135,330.0617258061587,47.201978435634715,144.091129002431,317.82279958562475,0.0005104460639502594,12.648689324776281,43.54659965034965,1166.6491779742705,250.7022845911201,0.0,768.6534081980602,15.867531411009672,0.7336580355504096,29.216220014814894
2026-01-01 09:00:00+00:00,346.8041376732431,401.9911877989111,41.00330149614951,134.25323039714286,308.3780127719309,0.000829607962825095,9.13627314954455,8.127881181462962,994.500352570048,235.3642917029918,0.0,733.6362633336149,11.322452796042711,1.1737909716169979,20.90799454933755
2026-01-01 10:00:00+00:00,266.89714557839875,437.5772031181992,54.96963540304236,73.3928314257409,231.1789347939445,0.0012285304549780067,19.954412259505098,2.0344607097331306,1262.4217287233862,152.1897366324567,0.0,574.549287963139,24.25064692747683,1.7062922985805649,44.651455635941915
2026-01-01 11:00:00+00:00,313.2144595527833,519.9622936693218,31.8015574474441,57.59827839844789,215.7561538630561,0.002895582066072365,2.226646870717223,1.6281286292098833,600.338438785677,194.06003538492456,0.0,531.1195078801693,2.70150525354043,4.049252525480922,5.840846157161522
2026-01-01 12:00:00+00:00,258.4872911925284,405.93099094413583,39.67797013495327,38.18384480235612,256.98007784261927,0.0069858271209804566,0.0,1.274189912651451,422.418631713532,164.47376923732946,0.0,405.0395028822943,0.0,9.742187223512735,2.134558286966251
2026-01-01 13:00:00+00:00,192.19111642885247,361.6744035721684,114.73065805971795,41.13217868666416,573.1242131374457,0.02425878355873531,14.820853443593844,0.0,580.2493005536044,4.187487350437526,8.81644858763407,425.7431151920218,16.394656853710533,33.83818089877262,37.948128451817794
2026-01-01 14:00:00+00:00,95.43638235431753,812.5166464014316,205.90282245480046,288.0995795983488,983.91041748504,0.04209242845409478,27.1524966577337,81.29747501148826,689.6136367950639,16.894108909210328,67.4890767727408,1016.2118416276882,22.138078196224544,59.58364915930565,47.661696148152295
2026-01-01 15:00:00+00:00,2.510289883040516,486.3625381545443,176.0759266996419,85.12717360833143,1005.9887509820683,0.028326300394296976,34.55520898315658,76.48422198102416,1790.3696443776212,176.71636084717017,0.0,724.6495066620223,43.63221134286257,39.39096079615795,89.15887938196397
2026-01-01 16:00:00+00:00,0.5733321586898047,142.41114280932894,124.08943080642419,98.82807172249335,856.9575461716009,0.0075410976306357754,44.23424410612859,258.7979973228202,2301.308750295665,284.72724106740253,0.0,373.0211780326582,54.47796379386364,10.561622927953108,99.15393768734072
2026-01-01 17:00:00+00:00,1.1081302466110583,268.7814241621559,118.79983714872287,48.85427374341852,1172.383666596433,0.015831440944373366,17.906598440035598,323.72248135749584,1615.5342714861035,584.5298672457892,0.0,506.64202757972413,22.694458985499658,22.18823267398416,44.86389889308254
2026-01-01 18:00:00+00:00,0.719772690069912,621.6678923046863,175.21097372828902,46.46389781194303,1272.0387970625197,0.03935942274876201,7.448988904076546,215.0928586390156,937.6225253309736,417.694523448961,0.0,767.0844951787399,9.380208249577873,54.822871094305164,28.48783613409335
2026-01-01 19:00:00+00:00,0.6196629189149149,273.92689884023724,146.68784575699112,58.22097683747468,820.5648634256615,0.016910059315812364,37.13055092167821,55.26561500820196,2095.584025119758,266.56642329796546,0.0,497.5148694310261,47.257064809408625,23.604628944424263,88.16466462894233
2026-01-01 20:00:00+00:00,0.7619096252755324,32.16275515059009,273.5373416662838,98.78957621760608,650.9450315286883,0.00034140020601984615,143.54911166929443,130.7551145498082,6263.405059515061,48.000306392358546,6.154826040385607,590.3371331173686,181.40089226591033,0.6220306414632544,318.3285702196979
2026-01-01 21:00:00+00:00,0.5665968564668453,146.2806353214234,109.78122024621575,9.347102042481659,387.67321004106617,0.0063240289047914785,19.269968893143496,36.8952382742899,2288.346803907948,567.3166022608054,2.1135188272000685,520.9649972721788,23.220033542812626,9.167300978463441,42.57544750659924
2026-01-01 22:00:00+00:00,0.12698538462521497,530.5627800824343,151.48798867082613,18.894618725890314,609.3147627898029,0.024129363270507048,20.704449359094014,0.0,1663.4650766185914,306.1328472446979,4.044612790802932,622.203040779886,24.438500341570286,33.72264677828867,50.10256107021954
2026-01-01 23:00:00+00:00,0.17309005439617484,294.2032398788733,137.40478506655873,3.4699835507915684,449.4592959038273,0.013722948960434087,41.94338395794262,0.0,2122.6996427788613,103.03654138613959,0.0,461.1910995536071,51.87533280044271,19.100233016805504,96.2546491027936
2026-01-02 00:00:00+00:00,0.16051327906818166,323.63745926241313,135.16368697521204,25.044906884644604,409.4812473221108,0.012799135264611346,40.69334121261288,0.0,2060.320079614681,113.37911490337875,9.59346565785595,440.51866775144947,49.90896311752569,17.970128585609334,91.59062629817375
2026-01-02 01:00:00+00:00,0.15392826262616582,399.75661962572207,136.2256753254651,62.43106647226268,395.3038130754049,0.011819733633798008,42.770330714889205,0.0,1973.8531658943948,107.46494296796502,32.03006165473349,452.7011468370449,49.17730615733214,16.96227334024983,89.35784993827568
2026-01-02 02:00:00+00:00,0.15427822653109424,406.3058581547571,135.48856870829496,65.60929795217831,380.7677014882031,0.01051889455313167,43.48035522653987,0.0,1981.9415280046358,112.11053796100518,34.51332976445396,442.6733214927741,49.24192889638825,15.203486574244376,92.57428865544057
2026-01-02 03:00:00+00:00,0.21838596673865407,390.71964212633964,132.42111209177307,53.17600453393092,392.6473170070164,0.010863721249612192,41.654957907660894,0.0,1930.5760512909578,108.70985188191129,29.71180465717982,443.58176495644943,48.1432975405531,15.59664702930326,93.00729928893647
2026-01-02 04:00:00+00:00,0.2785875238176677,375.00816523436885,128.85872292267314,52.75341462087174,382.67215708806475,0.010646478275571703,40.73408691465124,0.02777340357313896,1949.129024192353,118.11822384282047,26.31086151567514,445.6340935162354,49.135865213844276,15.24325740053824,89.8851201322372
2026-01-02 05:00:00+00:00,0.36429197064132324,348.1719791020653,129.95594995969617,54.609128892053555,401.47899301303374,0.009974371200381452,40.5187148330013,0.0,2015.9653712757217,131.4411884420567,20.392728413773504,478.6208328172791,49.18432181241312,14.187310283831707,89.67421481323247
2026-01-02 06:00:00+00:00,0.6046973353705595,404.5446683694664,127.98509799088525,52.43320106484917,539.3223107731667,0.013416933690922872,35.94410094499708,20.731936336689166,1760.4071604192309,85.42720889004245,10.810924037909247,472.70282365883327,43.881236893565884,18.901966072770247,84.41425027853232
2026-01-02 07:00:00+00:00,17.343333331600633,254.5469123042751,81.19440448644686,43.86552088176814,353.020534535971,0.005519324734467671,28.144024635792967,27.592577975322154,1421.367273004288,86.09127171203036,0.0,339.2836180184452,35.58024398910341,7.676937467532393,67.8378283326892
2026-01-02 08:00:00+00:00,122.56472261208363,474.1671697716019,69.69032019877619,85.67472535329175,320.01734501616426,0.0026566355384949744,23.96347737556561,28.045937116169817,1381.6041113873628,137.01679092794825,0.0,563.9372875762103,30.7291221719457,3.691154245214664,56.770179612126846
2026-01-02 09:00:00+00:00,246.52706991662225,597.8034990132957,91.23067729172371,114.04173955990952,412.43903173728563,0.0061648696063550884,26.638469700184924,56.48239978417645,1563.3686351507974,176.34078986631502,0.0,757.5061167244068,33.81220480795465,8.5623188977154,63.29088268000627
2026-01-02 10:00:00+00:00,276.7661205149399,592.8651203284904,76.32776519307072,102.5226182870893,405.5539720693651,0.005121540727542437,21.06603316678417,35.761701336706295,1343.270408063811,196.97853992892377,0.0,771.9594129529203,26.239493608803606,7.113251010475608,48.87044199789241
2026-01-02 11:00:00+00:00,204.39989462629126,579.2147980592102,77.0856597611106,120.9578314396194,335.6026989785431,0.005800056918736253,21.508742312610362,38.68830007554697,1373.1307412288838,187.34617458709957,0.0,662.5552081888936,26.943335565974547,8.071061957166354,50.989753162131116
2026-01-02 12:00:00+00:00,132.56692980416784,707.724400396386,81.76789214372195,105.72051314997911,391.43649930808374,0.009915168470134935,18.818592883276292,19.846755953122006,1152.2192803351084,156.7544849481386,0.0,599.8881379735708,23.53998362445415,13.787193563517839,44.91942074800342
2026-01-02 13:00:00+00:00,66.83644619719507,672.1700285545368,97.13218476966696,90.28990334839459,357.0370330654701,0.011495926221045526,24.50047044064074,38.3040313034558,1153.610735516844,106.211141834621,22.727761836441893,530.8804549314767,27.354409885743532,16.55501402656316,49.50388836272858
