,LT_LV,LV_LT,LV_EE,EE_LV,LV_EE_net_export,LV_LT_net_export,Net Export
2026-01-01 00:00:00+00:00,646.8,0.0,140.975,0.0,140.975,-646.8,-505.82499999999993
2026-01-01 01:00:00+00:00,727.275,0.0,233.35,0.0,233.35,-727.275,-493.92499999999995
2026-01-01 02:00:00+00:00,786.0,0.0,308.65,0.0,308.65,-786.0,-477.35
2026-01-01 03:00:00+00:00,742.0,0.0,431.4,0.0,431.4,-742.0,-310.6
2026-01-01 04:00:00+00:00,724.05,0.0,507.725,0.0,507.725,-724.05,-216.32499999999993
2026-01-01 05:00:00+00:00,735.25,0.0,533.975,0.0,533.975,-735.25,-201.27499999999998
2026-01-01 06:00:00+00:00,770.125,0.0,516.225,0.0,516.225,-770.125,-253.89999999999998
2026-01-01 07:00:00+00:00,746.225,0.0,397.575,0.0,397.575,-746.225,-348.65000000000003
2026-01-01 08:00:00+00:00,755.0500000000001,0.0,381.75,0.0,381.75,-755.0500000000001,-373.30000000000007
2026-01-01 09:00:00+00:00,775.15,0.0,443.925,0.0,443.925,-775.15,-331.22499999999997
2026-01-01 10:00:00+00:00,812.725,0.0,470.175,0.0,470.175,-812.725,-342.55
2026-01-01 11:00:00+00:00,802.925,0.0,419.075,0.0,419.075,-802.925,-383.84999999999997
2026-01-01 12:00:00+00:00,686.0,0.0,287.25,0.0,287.25,-686.0,-398.75
2026-01-01 13:00:00+00:00,790.0,0.0,360.4,0.0,360.4,-790.0,-429.6
2026-01-01 14:00:00+00:00,807.0,0.0,310.85,0.0,310.85,-807.0,-496.15
2026-01-01 15:00:00+00:00,801.0,0.0,286.675,0.0,286.675,-801.0,-514.325
2026-01-01 16:00:00+00:00,800.0,0.0,290.6,0.0,290.6,-800.0,-509.4
2026-01-01 17:00:00+00:00,816.6,0.0,223.425,0.0,223.425,-816.6,-593.175
2026-01-01 18:00:00+00:00,821.0,0.0,133.65,0.0,133.65,-821.0,-687.35
2026-01-01 19:00:00+00:00,835.125,0.0,164.07500000000002,0.0,164.07500000000002,-835.125,-671.05
2026-01-01 20:00:00+00:00,855.0,0.0,239.675,0.0,239.675,-855.0,-615.325
2026-01-01 21:00:00+00:00,828.025,0.0,240.4,0.0,240.4,-828.025,-587.625
2026-01-01 22:00:00+00:00,821.275,0.0,230.025,0.0,230.025,-821.275,-591.25
2026-01-01 23:00:00+00:00,525.8,0.0,120.025,0.0,120.025,-525.8,-405.775
2026-01-02 00:00:00+00:00,656.525,0.0,333.45,0.0,333.45,-656.525,-323.075
2026-01-02 01:00:00+00:00,502.75,0.0,245.225,0.0,245.225,-502.75,-257.525
2026-01-02 02:00:00+00:00,550.85,0.0,272.525,0.0,272.525,-550.85,-278.32500000000005
2026-01-02 03:00:00+00:00,688.575,0.0,387.275,0.0,387.275,-688.575,-301.30000000000007
2026-01-02 04:00:00+00:00,502.45,0.0,154.175,13.15,141.025,-502.45,-361.42499999999995
2026-01-02 05:00:00+00:00,101.975,0.0,0.0,338.275,-338.275,-101.975,-440.25
2026-01-02 06:00:00+00:00,167.025,0.0,0.0,331.1,-331.1,-167.025,-498.125
2026-01-02 07:00:00+00:00,225.3,0.0,0.0,283.65,-283.65,-225.3,-508.95
2026-01-02 08:00:00+00:00,245.225,0.0,0.0,291.875,-291.875,-245.225,-537.1
2026-01-02 09:00:00+00:00,248.85,0.0,0.0,237.55,-237.55,-248.85,-486.4
2026-01-02 10:00:00+00:00,636.4,0.0,208.625,31.475,177.15,-636.4,-459.25
2026-01-02 11:00:00+00:00,925.1,0.0,414.925,0.0,414.925,-925.1,-510.175
2026-01-02 12:00:00+00:00,969.175,0.0,436.775,0.0,436.775,-969.175,-532.4
2026-01-02 13:00:00+00:00,978.675,0.0,435.4,0.0,435.4,-978.675,-543.275
2026-01-02 14:00:00+00:00,764.3,0.0,348.6,0.0,348.6,-764.3,-415.69999999999993
2026-01-02 15:00:00+00:00,804.45,0.0,489.15,0.0,489.15,-804.45,-315.30000000000007
2026-01-02 16:00:00+00:00,1027.0,0.0,708.425,0.0,708.425,-1027.0,-318.57500000000005
2026-01-02 17:00:00+00:00,924.375,0.0,635.375,0.0,635.375,-924.375,-289.0
2026-01-02 18:00:00+00:00,617.45,0.0,381.425,0.0,381.425,-617.45,-236.02500000000003
2026-01-02 19:00:00+00:00,197.125,0.0,10.175,15.575,-5.399999999999999,-197.125,-202.525
2026-01-02 20:00:00+00:00,338.225,0.0,186.89999999999998,0.0,186.89999999999998,-338.225,-151.32500000000005
2026-01-02 21:00:00+00:00,207.10000000000002,0.0,23.15,62.6,-39.45,-207.10000000000002,-246.55
2026-01-02 22:00:00+00:00,437.2,0.0,111.95,5.225,106.72500000000001,-437.2,-330.47499999999997
2026-01-02 23:00:00+00:00,156.425,0.0,10.8,162.975,-152.17499999999998,-156.425,-308.6
2026-01-03 00:00:00+00:00,33.75,0.0,0.0,251.9,-251.9,-33.75,-285.65
2026-01-03 01:00:00+00:00,163.925,0.0,42.9,74.875,-31.975,-163.925,-195.9
2026-01-03 02:00:00+00:00,245.825,0.0,58.05,1.625,56.425,-245.825,-189.39999999999998
2026-01-03 03:00:00+00:00,218.0,0.0,40.324999999999996,6.7,33.62499999999999,-218.0,-184.375
2026-01-03 04:00:00+00:00,111.1,0.0,0.0,210.425,-210.425,-111.1,-321.525
2026-01-03 05:00:00+00:00,82.075,0.0,0.0,168.025,-168.025,-82.075,-250.10000000000002
2026-01-03 06:00:00+00:00,79.675,0.0,0.0,222.825,-222.825,-79.675,-302.5
2026-01-03 07:00:00+00:00,196.725,0.0,0.0,149.15,-149.15,-196.725,-345.875
2026-01-03 08:00:00+00:00,29.65,0.0,0.0,120.525,-120.525,-29.65,-150.175
2026-01-03 09:00:00+00:00,0.0,4.325,0.0,90.05,-90.05,4.325,-85.725
2026-01-03 10:00:00+00:00,125.07499999999999,0.0,45.95,0.0,45.95,-125.07499999999999,-79.12499999999999
2026-01-03 11:00:00+00:00,46.775,0.0,0.775,16.05,-15.275,-46.775,-62.05
2026-01-03 12:00:00+00:00,128.525,0.0,0.0,61.375,-61.375,-128.525,-189.9
2026-01-03 13:00:00+00:00,197.72500000000002,0.0,19.65,0.0,19.65,-197.72500000000002,-178.07500000000002
2026-01-03 14:00:00+00:00,267.075,0.0,133.82500000000002,0.0,133.82500000000002,-267.075,-133.24999999999997
2026-01-03 15:00:00+00:00,132.2,0.0,4.9,1.625,3.2750000000000004,-132.2,-128.92499999999998
2026-01-03 16:00:00+00:00,93.85,0.0,0.0,23.1,-23.1,-93.85,-116.94999999999999
2026-01-03 17:00:00+00:00,386.1,0.0,0.0,45.225,-45.225,-386.1,-431.32500000000005
2026-01-03 18:00:00+00:00,436.1,0.0,0.0,62.5,-62.5,-436.1,-498.6
2026-01-03 19:00:00+00:00,392.7,0.0,0.0,72.125,-72.125,-392.7,-464.825
2026-01-03 20:00:00+00:00,325.625,0.0,0.0,113.525,-113.525,-325.625,-439.15
2026-01-03 21:00:00+00:00,307.475,0.0,0.0,172.225,-172.225,-307.475,-479.70000000000005
2026-01-03 22:00:00+00:00,229.375,0.0,0.0,210.575,-210.575,-229.375,-439.95
2026-01-03 23:00:00+00:00,50.75,0.0,0.0,236.875,-236.875,-50.75,-287.625
2026-01-04 00:00:00+00:00,23.55,0.0,0.0,243.175,-243.175,-23.55,-266.725
2026-01-04 01:00:00+00:00,0.225,13.75,0.0,288.825,-288.825,13.525,-275.3
2026-01-04 02:00:00+00:00,0.0,4.775,0.0,280.65,-280.65,4.775,-275.875
2026-01-04 03:00:00+00:00,22.849999999999998,0.0,0.0,266.9,-266.9,-22.849999999999998,-289.75
2026-01-04 04:00:00+00:00,32.375,0.0,0.0,287.325,-287.325,-32.375,-319.7
2026-01-04 05:00:00+00:00,0.0,35.625,0.0,306.5,-306.5,35.625,-270.875
2026-01-04 06:00:00+00:00,29.45,3.45,0.0,293.7,-293.7,-26.0,-319.7
2026-01-04 07:00:00+00:00,38.025,0.0,0.0,311.65,-311.65,-38.025,-349.67499999999995
2026-01-04 08:00:00+00:00,35.25,0.0,0.0,315.775,-315.775,-35.25,-351.025
2026-01-04 09:00:00+00:00,70.5,0.0,0.0,284.625,-284.625,-70.5,-355.125
2026-01-04 10:00:00+00:00,27.55,0.3,0.0,320.925,-320.925,-27.25,-348.175
2026-01-04 11:00:00+00:00,0.0,47.575,0.0,231.7,-231.7,47.575,-184.125
2026-01-04 12:00:00+00:00,0.0,155.6,0.0,267.725,-267.725,155.6,-112.12500000000003
2026-01-04 13:00:00+00:00,0.0,155.025,0.0,294.375,-294.375,155.025,-139.35
2026-01-04 14:00:00+00:00,0.0,131.85000000000002,0.0,303.65,-303.65,131.85000000000002,-171.79999999999995
2026-01-04 15:00:00+00:00,0.0,62.325,0.0,276.25,-276.25,62.325,-213.925
2026-01-04 16:00:00+00:00,16.35,5.725,0.0,196.85,-196.85,-10.625000000000002,-207.475
2026-01-04 17:00:00+00:00,72.825,0.0,0.0,76.475,-76.475,-72.825,-149.3
2026-01-04 18:00:00+00:00,269.45,0.0,156.1,0.0,156.1,-269.45,-113.35
2026-01-04 19:00:00+00:00,344.55,0.0,271.125,0.0,271.125,-344.55,-73.42500000000001
2026-01-04 20:00:00+00:00,577.3,0.0,339.675,0.0,339.675,-577.3,-237.62499999999994
2026-01-04 21:00:00+00:00,703.85,0.0,518.25,0.0,518.25,-703.85,-185.60000000000002
2026-01-04 22:00:00+00:00,699.1,0.0,455.0,0.0,455.0,-699.1,-244.10000000000002
2026-01-04 23:00:00+00:00,692.775,0.0,344.45,0.0,344.45,-692.775,-348.325
2026-01-05 00:00:00+00:00,637.7,0.0,342.45,0.0,342.45,-637.7,-295.25000000000006
2026-01-05 01:00:00+00:00,271.2,0.0,16.575,9.575,7.0,-271.2,-264.2
2026-01-05 02:00:00+00:00,322.15,0.0,51.4,0.0,51.4,-322.15,-270.75
2026-01-05 03:00:00+00:00,557.175,0.0,262.025,0.0,262.025,-557.175,-295.15
2026-01-05 04:00:00+00:00,451.025,0.0,113.17500000000001,0.0,113.17500000000001,-451.025,-337.84999999999997
2026-01-05 05:00:00+00:00,434.95,0.0,407.02500000000003,0.0,407.02500000000003,-434.95,-27.924999999999955
2026-01-05 06:00:00+00:00,170.45,0.0,220.3,0.0,220.3,-170.45,49.85000000000002
2026-01-05 07:00:00+00:00,73.15,43.325,148.6,0.45,148.15,-29.825000000000003,118.325
2026-01-05 08:00:00+00:00,0.0,233.05,0.0,159.45,-159.45,233.05,73.60000000000002
2026-01-05 09:00:00+00:00,0.0,135.4,0.0,69.225,-69.225,135.4,66.17500000000001
2026-01-05 10:00:00+00:00,0.0,110.95,0.0,94.825,-94.825,110.95,16.125
2026-01-05 11:00:00+00:00,0.0,168.6,0.0,162.875,-162.875,168.6,5.724999999999994
2026-01-05 12:00:00+00:00,0.0,130.025,0.0,36.95,-36.95,130.025,93.075
2026-01-05 13:00:00+00:00,0.0,196.77499999999998,0.0,106.275,-106.275,196.77499999999998,90.49999999999997
2026-01-05 14:00:00+00:00,0.0,186.77499999999998,0.0,54.6,-54.6,186.77499999999998,132.17499999999998
2026-01-05 15:00:00+00:00,0.0,392.275,0.0,251.725,-251.725,392.275,140.54999999999998
2026-01-05 16:00:00+00:00,117.425,122.275,253.32500000000002,46.95,206.375,4.8500000000000085,211.22500000000002
2026-01-05 17:00:00+00:00,133.8,78.2,303.125,9.6,293.525,-55.60000000000001,237.92499999999995
2026-01-05 18:00:00+00:00,0.0,522.7,0.0,284.75,-284.75,522.7,237.95000000000005
2026-01-05 19:00:00+00:00,0.0,577.775,0.0,283.7,-283.7,577.775,294.075
2026-01-05 20:00:00+00:00,0.0,127.6,20.049999999999997,36.9,-16.85,127.6,110.75
2026-01-05 21:00:00+00:00,11.05,73.025,34.575,9.4,25.175000000000004,61.97500000000001,87.15
2026-01-05 22:00:00+00:00,0.0,192.1,0.0,108.3,-108.3,192.1,83.8
2026-01-05 23:00:00+00:00,0.0,488.175,0.0,572.175,-572.175,488.175,-83.99999999999994
2026-01-06 00:00:00+00:00,0.0,455.825,0.0,531.0,-531.0,455.825,-75.17500000000001
2026-01-06 01:00:00+00:00,0.0,431.6,0.0,509.55,-509.55,431.6,-77.94999999999999
2026-01-06 02:00:00+00:00,0.0,443.975,0.0,533.15,-533.15,443.975,-89.17499999999995
2026-01-06 03:00:00+00:00,0.0,501.725,0.0,513.9,-513.9,501.725,-12.174999999999955
2026-01-06 04:00:00+00:00,0.0,189.275,0.0,295.475,-295.475,189.275,-106.20000000000002
2026-01-06 05:00:00+00:00,0.0,264.85,0.0,225.025,-225.025,264.85,39.82500000000002
2026-01-06 06:00:00+00:00,0.0,347.725,0.0,261.79999999999995,-261.79999999999995,347.725,85.92500000000007
2026-01-06 07:00:00+00:00,0.0,378.1,0.0,183.925,-183.925,378.1,194.175
2026-01-06 08:00:00+00:00,0.0,466.325,0.0,255.02499999999998,-255.02499999999998,466.325,211.3
2026-01-06 09:00:00+00:00,0.0,726.65,0.0,526.475,-526.475,726.65,200.17499999999995
2026-01-06 10:00:00+00:00,0.0,511.2,0.0,398.95,-398.95,511.2,112.25
2026-01-06 11:00:00+00:00,0.0,379.35,0.0,274.425,-274.425,379.35,104.92500000000001
2026-01-06 12:00:00+00:00,0.0,576.325,0.0,485.5,-485.5,576.325,90.82500000000005
