,IT_SUD_IT_CALA,IT_CALA_IT_SUD,IT_SICI_IT_CALA,IT_CALA_IT_SICI,IT_CALA_IT_SICI_net_export,IT_CALA_IT_SUD_net_export,Net Export
2026-01-30 00:00:00+00:00,0.0,573.75,0.0,393.0,393.0,573.75,966.75
2026-01-30 01:00:00+00:00,0.0,548.5,0.0,424.75,424.75,548.5,973.25
2026-01-30 02:00:00+00:00,0.0,421.75,0.0,508.25,508.25,421.75,930.0
2026-01-30 03:00:00+00:00,0.0,435.75,0.0,460.25,460.25,435.75,896.0
2026-01-30 04:00:00+00:00,0.0,467.0,0.0,498.0,498.0,467.0,965.0
2026-01-30 05:00:00+00:00,0.0,872.5,0.0,374.5,374.5,872.5,1247.0
2026-01-30 06:00:00+00:00,0.0,865.0,0.0,476.25,476.25,865.0,1341.25
2026-01-30 07:00:00+00:00,0.0,981.5,0.0,340.0,340.0,981.5,1321.5
2026-01-30 08:00:00+00:00,0.0,736.5,0.0,474.5,474.5,736.5,1211.0
2026-01-30 09:00:00+00:00,0.0,825.5,0.0,359.25,359.25,825.5,1184.75
2026-01-30 10:00:00+00:00,0.0,1198.5,128.75,41.0,-87.75,1198.5,1110.75
2026-01-30 11:00:00+00:00,0.0,1696.75,618.0,0.0,-618.0,1696.75,1078.75
2026-01-30 12:00:00+00:00,0.0,1887.25,730.5,0.0,-730.5,1887.25,1156.75
2026-01-30 13:00:00+00:00,0.0,2103.5,827.0,0.0,-827.0,2103.5,1276.5
2026-01-30 14:00:00+00:00,0.0,2305.0,955.25,0.0,-955.25,2305.0,1349.75
2026-01-30 15:00:00+00:00,0.0,2214.0,708.0,0.0,-708.0,2214.0,1506.0
2026-01-30 16:00:00+00:00,0.0,1721.5,248.25,0.0,-248.25,1721.5,1473.25
2026-01-30 17:00:00+00:00,0.0,1547.5,52.25,5.25,-47.0,1547.5,1500.5
2026-01-30 18:00:00+00:00,0.0,1452.75,8.5,63.0,54.5,1452.75,1507.25
2026-01-30 19:00:00+00:00,0.0,1234.25,0.0,203.75,203.75,1234.25,1438.0
2026-01-30 20:00:00+00:00,0.0,1337.5,0.0,209.0,209.0,1337.5,1546.5
2026-01-30 21:00:00+00:00,0.0,1198.5,0.0,461.25,461.25,1198.5,1659.75
2026-01-30 22:00:00+00:00,0.0,1171.5,0.0,309.0,309.0,1171.5,1480.5
2026-01-30 23:00:00+00:00,0.0,869.5,0.0,461.25,461.25,869.5,1330.75
2026-01-31 00:00:00+00:00,0.0,598.75,0.0,634.75,634.75,598.75,1233.5
2026-01-31 01:00:00+00:00,0.0,499.0,0.0,644.5,644.5,499.0,1143.5
2026-01-31 02:00:00+00:00,0.0,465.75,0.0,689.5,689.5,465.75,1155.25
2026-01-31 03:00:00+00:00,0.0,315.5,0.0,802.75,802.75,315.5,1118.25
2026-01-31 04:00:00+00:00,0.0,167.5,0.0,887.5,887.5,167.5,1055.0
2026-01-31 05:00:00+00:00,16.0,18.25,0.0,1137.0,1137.0,2.25,1139.25
2026-01-31 06:00:00+00:00,10.75,133.25,0.0,1050.5,1050.5,122.5,1173.0
2026-01-31 07:00:00+00:00,0.0,154.75,0.0,1081.25,1081.25,154.75,1236.0
2026-01-31 08:00:00+00:00,0.0,379.5,0.0,877.5,877.5,379.5,1257.0
2026-01-31 09:00:00+00:00,0.0,492.0,0.0,792.75,792.75,492.0,1284.75
2026-01-31 10:00:00+00:00,0.0,622.0,0.0,585.75,585.75,622.0,1207.75
2026-01-31 11:00:00+00:00,0.0,536.5,0.0,649.0,649.0,536.5,1185.5
2026-01-31 12:00:00+00:00,0.0,440.5,0.0,817.0,817.0,440.5,1257.5
2026-01-31 13:00:00+00:00,0.0,335.0,0.0,922.5,922.5,335.0,1257.5
2026-01-31 14:00:00+00:00,28.5,161.0,0.0,1099.5,1099.5,132.5,1232.0
2026-01-31 15:00:00+00:00,0.0,665.5,0.0,892.25,892.25,665.5,1557.75
2026-01-31 16:00:00+00:00,0.0,1019.5,0.0,836.25,836.25,1019.5,1855.75
2026-01-31 17:00:00+00:00,0.0,1007.25,0.0,1010.25,1010.25,1007.25,2017.5
2026-01-31 18:00:00+00:00,0.0,967.75,0.0,1110.25,1110.25,967.75,2078.0
2026-01-31 19:00:00+00:00,0.0,891.5,0.0,1239.25,1239.25,891.5,2130.75
2026-01-31 20:00:00+00:00,0.0,158.75,0.0,1609.75,1609.75,158.75,1768.5
2026-01-31 21:00:00+00:00,0.0,441.5,0.0,1365.75,1365.75,441.5,1807.25
2026-01-31 22:00:00+00:00,0.0,356.0,0.0,994.0,994.0,356.0,1350.0
2026-01-31 23:00:00+00:00,397.5,0.0,0.0,631.5,631.5,-397.5,234.0
2026-02-01 00:00:00+00:00,26.25,74.0,0.0,222.5,222.5,47.75,270.25
2026-02-01 01:00:00+00:00,0.0,345.25,67.0,9.25,-57.75,345.25,287.5
2026-02-01 02:00:00+00:00,0.0,482.25,272.5,0.0,-272.5,482.25,209.75
2026-02-01 03:00:00+00:00,0.0,558.5,366.0,0.0,-366.0,558.5,192.5
2026-02-01 04:00:00+00:00,0.0,546.5,381.0,0.0,-381.0,546.5,165.5
2026-02-01 05:00:00+00:00,0.0,643.0,386.25,0.0,-386.25,643.0,256.75
2026-02-01 06:00:00+00:00,0.0,888.25,618.25,0.0,-618.25,888.25,270.0
2026-02-01 07:00:00+00:00,0.0,532.5,364.5,0.0,-364.5,532.5,168.0
2026-02-01 08:00:00+00:00,0.0,539.25,481.5,0.0,-481.5,539.25,57.75
2026-02-01 09:00:00+00:00,0.0,777.0,685.25,0.0,-685.25,777.0,91.75
2026-02-01 10:00:00+00:00,0.0,825.5,638.5,0.0,-638.5,825.5,187.0
2026-02-01 11:00:00+00:00,0.0,820.75,601.5,0.0,-601.5,820.75,219.25
2026-02-01 12:00:00+00:00,0.0,809.25,603.5,0.0,-603.5,809.25,205.75
2026-02-01 13:00:00+00:00,0.0,811.75,573.75,0.0,-573.75,811.75,238.0
2026-02-01 14:00:00+00:00,0.0,771.25,373.25,0.0,-373.25,771.25,398.0
2026-02-01 15:00:00+00:00,0.0,1004.5,16.0,35.25,19.25,1004.5,1023.75
2026-02-01 16:00:00+00:00,0.0,1401.5,0.0,416.25,416.25,1401.5,1817.75
2026-02-01 17:00:00+00:00,0.0,868.75,0.0,822.0,822.0,868.75,1690.75
2026-02-01 18:00:00+00:00,0.0,562.75,0.0,1166.0,1166.0,562.75,1728.75
2026-02-01 19:00:00+00:00,0.0,650.5,0.0,1058.25,1058.25,650.5,1708.75
2026-02-01 20:00:00+00:00,0.0,813.5,0.0,902.25,902.25,813.5,1715.75
2026-02-01 21:00:00+00:00,0.0,813.0,0.0,903.5,903.5,813.0,1716.5
2026-02-01 22:00:00+00:00,0.0,808.75,0.0,739.25,739.25,808.75,1548.0
2026-02-01 23:00:00+00:00,0.0,665.75,0.0,480.5,480.5,665.75,1146.25
2026-02-02 00:00:00+00:00,0.0,794.75,0.0,370.5,370.5,794.75,1165.25
2026-02-02 01:00:00+00:00,0.0,882.0,0.0,298.5,298.5,882.0,1180.5
2026-02-02 02:00:00+00:00,0.0,792.0,0.0,278.25,278.25,792.0,1070.25
2026-02-02 03:00:00+00:00,0.0,646.5,0.0,371.5,371.5,646.5,1018.0
2026-02-02 04:00:00+00:00,0.0,708.0,0.0,383.75,383.75,708.0,1091.75
2026-02-02 05:00:00+00:00,0.0,1367.25,0.0,305.75,305.75,1367.25,1673.0
2026-02-02 06:00:00+00:00,0.0,1156.75,0.0,531.0,531.0,1156.75,1687.75
2026-02-02 07:00:00+00:00,0.0,1058.25,0.0,528.75,528.75,1058.25,1587.0
2026-02-02 08:00:00+00:00,0.0,1457.25,0.0,201.5,201.5,1457.25,1658.75
2026-02-02 09:00:00+00:00,0.0,1343.75,48.75,43.75,-5.0,1343.75,1338.75
2026-02-02 10:00:00+00:00,0.0,1524.25,180.25,0.0,-180.25,1524.25,1344.0
2026-02-02 11:00:00+00:00,0.0,1557.5,110.25,0.0,-110.25,1557.5,1447.25
2026-02-02 12:00:00+00:00,0.0,1530.25,68.5,5.75,-62.75,1530.25,1467.5
2026-02-02 13:00:00+00:00,0.0,1582.0,0.0,76.5,76.5,1582.0,1658.5
2026-02-02 14:00:00+00:00,0.0,1570.25,0.0,262.0,262.0,1570.25,1832.25
2026-02-02 15:00:00+00:00,0.0,1580.75,0.0,460.75,460.75,1580.75,2041.5
2026-02-02 16:00:00+00:00,0.0,1172.5,0.0,626.0,626.0,1172.5,1798.5
2026-02-02 17:00:00+00:00,0.0,1040.75,0.0,736.5,736.5,1040.75,1777.25
2026-02-02 18:00:00+00:00,0.0,1004.5,0.0,728.5,728.5,1004.5,1733.0
2026-02-02 19:00:00+00:00,0.0,1293.5,0.0,563.75,563.75,1293.5,1857.25
2026-02-02 20:00:00+00:00,0.0,1417.25,0.0,459.25,459.25,1417.25,1876.5
2026-02-02 21:00:00+00:00,0.0,1278.25,0.0,667.5,667.5,1278.25,1945.75
2026-02-02 22:00:00+00:00,0.0,907.0,0.0,422.0,422.0,907.0,1329.0
2026-02-02 23:00:00+00:00,0.0,554.5,0.0,125.75,125.75,554.5,680.25
2026-02-03 00:00:00+00:00,0.0,546.5,42.75,4.75,-38.0,546.5,508.5
2026-02-03 01:00:00+00:00,0.0,624.75,99.25,0.0,-99.25,624.75,525.5
2026-02-03 02:00:00+00:00,0.0,685.25,116.0,0.0,-116.0,685.25,569.25
2026-02-03 03:00:00+00:00,0.0,792.25,182.25,0.0,-182.25,792.25,610.0
2026-02-03 04:00:00+00:00,0.0,952.5,250.0,0.0,-250.0,952.5,702.5
2026-02-03 05:00:00+00:00,0.0,1375.5,300.0,0.0,-300.0,1375.5,1075.5
2026-02-03 06:00:00+00:00,0.0,1322.0,324.25,0.0,-324.25,1322.0,997.75
2026-02-03 07:00:00+00:00,0.0,1250.25,220.0,0.0,-220.0,1250.25,1030.25
2026-02-03 08:00:00+00:00,0.0,1562.0,422.0,0.0,-422.0,1562.0,1140.0
2026-02-03 09:00:00+00:00,0.0,1582.75,633.0,0.0,-633.0,1582.75,949.75
2026-02-03 10:00:00+00:00,0.0,1576.75,912.25,0.0,-912.25,1576.75,664.5
2026-02-03 11:00:00+00:00,0.0,1595.25,938.5,0.0,-938.5,1595.25,656.75
2026-02-03 12:00:00+00:00,0.0,1595.25,887.0,0.0,-887.0,1595.25,708.25
2026-02-03 13:00:00+00:00,0.0,1558.75,797.5,0.0,-797.5,1558.75,761.25
2026-02-03 14:00:00+00:00,0.0,1354.75,190.5,0.0,-190.5,1354.75,1164.25
2026-02-03 15:00:00+00:00,0.0,1548.75,6.0,106.5,100.5,1548.75,1649.25
2026-02-03 16:00:00+00:00,0.0,1360.75,0.0,306.5,306.5,1360.75,1667.25
2026-02-03 17:00:00+00:00,0.0,1240.0,0.0,441.75,441.75,1240.0,1681.75
2026-02-03 18:00:00+00:00,0.0,1180.75,0.0,462.5,462.5,1180.75,1643.25
2026-02-03 19:00:00+00:00,0.0,1126.0,0.0,460.5,460.5,1126.0,1586.5
2026-02-03 20:00:00+00:00,0.0,1390.0,0.0,281.75,281.75,1390.0,1671.75
2026-02-03 21:00:00+00:00,0.0,1236.0,0.0,436.25,436.25,1236.0,1672.25
2026-02-03 22:00:00+00:00,0.0,1171.75,0.0,172.0,172.0,1171.75,1343.75
2026-02-03 23:00:00+00:00,0.0,1233.5,178.75,0.0,-178.75,1233.5,1054.75
2026-02-04 00:00:00+00:00,0.0,1169.0,313.25,0.0,-313.25,1169.0,855.75
2026-02-04 01:00:00+00:00,0.0,1337.25,442.75,0.0,-442.75,1337.25,894.5
2026-02-04 02:00:00+00:00,0.0,1381.0,476.0,0.0,-476.0,1381.0,905.0
2026-02-04 03:00:00+00:00,0.0,1360.25,426.25,0.0,-426.25,1360.25,934.0
2026-02-04 04:00:00+00:00,0.0,1385.0,241.25,0.0,-241.25,1385.0,1143.75
2026-02-04 05:00:00+00:00,0.0,1329.0,10.25,133.0,122.75,1329.0,1451.75
2026-02-04 06:00:00+00:00,0.0,1399.75,0.0,377.5,377.5,1399.75,1777.25
2026-02-04 07:00:00+00:00,0.0,1395.0,0.0,354.25,354.25,1395.0,1749.25
2026-02-04 08:00:00+00:00,0.0,1370.5,0.0,231.5,231.5,1370.5,1602.0
2026-02-04 09:00:00+00:00,0.0,1372.75,73.25,71.0,-2.25,1372.75,1370.5
2026-02-04 10:00:00+00:00,0.0,1311.25,215.25,0.0,-215.25,1311.25,1096.0
2026-02-04 11:00:00+00:00,0.0,1262.25,288.0,0.0,-288.0,1262.25,974.25
2026-02-04 12:00:00+00:00,0.0,1257.75,319.5,0.0,-319.5,1257.75,938.25
2026-02-04 13:00:00+00:00,0.0,1376.0,250.5,0.0,-250.5,1376.0,1125.5
2026-02-04 14:00:00+00:00,0.0,1451.5,63.0,27.5,-35.5,1451.5,1416.0
2026-02-04 15:00:00+00:00,0.0,1577.75,0.0,295.75,295.75,1577.75,1873.5
2026-02-04 16:00:00+00:00,0.0,1940.75,0.0,257.0,257.0,1940.75,2197.75
2026-02-04 17:00:00+00:00,0.0,1821.25,0.0,403.75,403.75,1821.25,2225.0
2026-02-04 18:00:00+00:00,0.0,1586.25,0.0,631.25,631.25,1586.25,2217.5
2026-02-04 19:00:00+00:00,0.0,1040.75,0.0,1015.0,1015.0,1040.75,2055.75
2026-02-04 20:00:00+00:00,0.0,868.75,0.0,1223.25,1223.25,868.75,2092.0
2026-02-04 21:00:00+00:00,0.0,1080.0,0.0,1044.75,1044.75,1080.0,2124.75
2026-02-04 22:00:00+00:00,0.0,840.0,0.0,796.25,796.25,840.0,1636.25
2026-02-04 23:00:00+00:00,0.0,409.25,0.0,368.5,368.5,409.25,777.75
2026-02-05 00:00:00+00:00,0.0,545.75,0.0,194.0,194.0,545.75,739.75
2026-02-05 01:00:00+00:00,0.0,731.25,13.0,27.75,14.75,731.25,746.0
2026-02-05 02:00:00+00:00,0.0,731.25,98.0,0.0,-98.0,731.25,633.25
2026-02-05 03:00:00+00:00,0.0,798.5,176.5,0.0,-176.5,798.5,622.0
2026-02-05 04:00:00+00:00,0.0,814.25,238.5,0.0,-238.5,814.25,575.75
2026-02-05 05:00:00+00:00,0.0,1690.75,441.25,0.0,-441.25,1690.75,1249.5
2026-02-05 06:00:00+00:00,0.0,2108.0,448.25,0.0,-448.25,2108.0,1659.75
2026-02-05 07:00:00+00:00,0.0,2220.75,557.25,0.0,-557.25,2220.75,1663.5
2026-02-05 08:00:00+00:00,0.0,2229.5,665.75,0.0,-665.75,2229.5,1563.75
2026-02-05 09:00:00+00:00,0.0,2102.5,538.25,0.0,-538.25,2102.5,1564.25
2026-02-05 10:00:00+00:00,0.0,1503.5,544.75,0.0,-544.75,1503.5,958.75
2026-02-05 11:00:00+00:00,0.0,1910.5,694.0,0.0,-694.0,1910.5,1216.5
2026-02-05 12:00:00+00:00,0.0,2048.0,705.75,0.0,-705.75,2048.0,1342.25
2026-02-05 13:00:00+00:00,0.0,1850.0,547.25,0.0,-547.25,1850.0,1302.75
2026-02-05 14:00:00+00:00,0.0,1834.5,415.75,0.0,-415.75,1834.5,1418.75
2026-02-05 15:00:00+00:00,0.0,2544.5,204.25,0.0,-204.25,2544.5,2340.25
2026-02-05 16:00:00+00:00,0.0,2123.75,49.25,224.25,175.0,2123.75,2298.75
2026-02-05 17:00:00+00:00,0.0,1565.0,0.0,648.25,648.25,1565.0,2213.25
2026-02-05 18:00:00+00:00,0.0,1285.25,0.0,864.0,864.0,1285.25,2149.25
2026-02-05 19:00:00+00:00,0.0,1165.25,0.0,812.75,812.75,1165.25,1978.0
2026-02-05 20:00:00+00:00,0.0,1065.75,0.0,642.0,642.0,1065.75,1707.75
2026-02-05 21:00:00+00:00,0.0,506.75,0.0,906.25,906.25,506.75,1413.0
2026-02-05 22:00:00+00:00,0.0,439.5,0.0,711.0,711.0,439.5,1150.5
2026-02-05 23:00:00+00:00,0.0,586.5,0.0,299.5,299.5,586.5,886.0
2026-02-06 00:00:00+00:00,0.0,846.25,1.0,58.25,57.25,846.25,903.5
2026-02-06 01:00:00+00:00,0.0,938.0,43.75,2.5,-41.25,938.0,896.75
2026-02-06 02:00:00+00:00,0.0,970.25,103.0,0.0,-103.0,970.25,867.25
2026-02-06 03:00:00+00:00,0.0,1049.5,105.5,0.0,-105.5,1049.5,944.0
2026-02-06 04:00:00+00:00,0.0,1526.5,61.75,11.0,-50.75,1526.5,1475.75
2026-02-06 05:00:00+00:00,0.0,1410.75,11.5,50.0,38.5,1410.75,1449.25
2026-02-06 06:00:00+00:00,0.0,1437.0,4.0,75.25,71.25,1437.0,1508.25
2026-02-06 07:00:00+00:00,0.0,1636.25,151.5,0.0,-151.5,1636.25,1484.75
2026-02-06 08:00:00+00:00,0.0,2147.25,689.5,0.0,-689.5,2147.25,1457.75
2026-02-06 09:00:00+00:00,0.0,1164.25,484.5,0.0,-484.5,1164.25,679.75
2026-02-06 10:00:00+00:00,0.0,883.25,345.25,0.0,-345.25,883.25,538.0
2026-02-06 11:00:00+00:00,0.0,875.5,308.75,0.0,-308.75,875.5,566.75
2026-02-06 12:00:00+00:00,0.0,895.75,332.75,0.0,-332.75,895.75,563.0
2026-02-06 13:00:00+00:00,0.0,955.25,346.75,0.0,-346.75,955.25,608.5
2026-02-06 14:00:00+00:00,0.0,1329.25,591.75,0.0,-591.75,1329.25,737.5
2026-02-06 15:00:00+00:00,0.0,1805.0,351.5,0.0,-351.5,1805.0,1453.5
2026-02-06 16:00:00+00:00,0.0,1817.5,31.0,91.25,60.25,1817.5,1877.75
2026-02-06 17:00:00+00:00,0.0,1615.25,0.0,498.75,498.75,1615.25,2114.0
2026-02-06 18:00:00+00:00,0.0,1265.25,0.0,874.0,874.0,1265.25,2139.25
2026-02-06 19:00:00+00:00,0.0,1197.25,0.0,920.5,920.5,1197.25,2117.75
2026-02-06 20:00:00+00:00,0.0,1349.25,0.0,822.75,822.75,1349.25,2172.0
2026-02-06 21:00:00+00:00,0.0,1565.25,0.0,682.5,682.5,1565.25,2247.75
2026-02-06 22:00:00+00:00,0.0,1518.75,0.0,556.75,556.75,1518.75,2075.5
2026-02-06 23:00:00+00:00,0.0,888.5,0.0,419.75,419.75,888.5,1308.25
2026-02-07 00:00:00+00:00,0.0,938.25,0.0,388.75,388.75,938.25,1327.0
2026-02-07 01:00:00+00:00,0.0,878.75,0.0,409.25,409.25,878.75,1288.0
2026-02-07 02:00:00+00:00,0.0,905.5,0.0,432.25,432.25,905.5,1337.75
2026-02-07 03:00:00+00:00,0.0,809.25,0.0,520.5,520.5,809.25,1329.75
2026-02-07 04:00:00+00:00,0.0,614.25,0.0,587.0,587.0,614.25,1201.25
2026-02-07 05:00:00+00:00,0.0,379.75,0.0,690.75,690.75,379.75,1070.5
2026-02-07 06:00:00+00:00,0.0,448.25,0.0,605.0,605.0,448.25,1053.25
2026-02-07 07:00:00+00:00,0.0,408.5,0.0,643.75,643.75,408.5,1052.25
2026-02-07 08:00:00+00:00,0.0,751.75,0.0,327.25,327.25,751.75,1079.0
2026-02-07 09:00:00+00:00,0.0,174.5,0.0,259.0,259.0,174.5,433.5
2026-02-07 10:00:00+00:00,0.0,232.75,0.0,269.25,269.25,232.75,502.0
2026-02-07 11:00:00+00:00,0.0,363.0,0.0,122.5,122.5,363.0,485.5
2026-02-07 12:00:00+00:00,0.0,321.75,19.25,74.5,55.25,321.75,377.0
2026-02-07 13:00:00+00:00,0.0,150.25,0.0,125.75,125.75,150.25,276.0
2026-02-07 14:00:00+00:00,0.0,472.5,46.5,124.75,78.25,472.5,550.75
2026-02-07 15:00:00+00:00,0.0,1161.0,219.75,20.25,-199.5,1161.0,961.5
2026-02-07 16:00:00+00:00,0.0,1521.5,52.75,7.25,-45.5,1521.5,1476.0
2026-02-07 17:00:00+00:00,0.0,1790.5,0.0,225.0,225.0,1790.5,2015.5
2026-02-07 18:00:00+00:00,0.0,1777.75,0.0,254.0,254.0,1777.75,2031.75
2026-02-07 19:00:00+00:00,0.0,1764.75,0.0,309.25,309.25,1764.75,2074.0
2026-02-07 20:00:00+00:00,0.0,1489.0,0.0,628.0,628.0,1489.0,2117.0
2026-02-07 21:00:00+00:00,0.0,1136.25,0.0,515.5,515.5,1136.25,1651.75
2026-02-07 22:00:00+00:00,0.0,877.25,0.0,303.75,303.75,877.25,1181.0
2026-02-07 23:00:00+00:00,0.0,431.25,27.25,18.0,-9.25,431.25,422.0
2026-02-08 00:00:00+00:00,0.0,528.25,107.0,0.0,-107.0,528.25,421.25
2026-02-08 01:00:00+00:00,0.0,594.75,158.0,0.0,-158.0,594.75,436.75
2026-02-08 02:00:00+00:00,0.0,628.25,106.75,0.0,-106.75,628.25,521.5
2026-02-08 03:00:00+00:00,0.0,440.0,3.0,76.0,73.0,440.0,513.0
2026-02-08 04:00:00+00:00,0.0,176.5,0.0,297.75,297.75,176.5,474.25
2026-02-08 05:00:00+00:00,160.25,0.0,0.0,560.0,560.0,-160.25,399.75
2026-02-08 06:00:00+00:00,283.0,0.0,0.0,610.75,610.75,-283.0,327.75
2026-02-08 07:00:00+00:00,134.5,0.0,0.0,408.0,408.0,-134.5,273.5
2026-02-08 08:00:00+00:00,3.25,32.25,0.0,265.75,265.75,29.0,294.75
2026-02-08 09:00:00+00:00,0.0,294.0,0.0,51.75,51.75,294.0,345.75
2026-02-08 10:00:00+00:00,0.0,477.25,124.25,0.0,-124.25,477.25,353.0
2026-02-08 11:00:00+00:00,0.0,656.75,296.5,0.0,-296.5,656.75,360.25
2026-02-08 12:00:00+00:00,0.0,728.5,431.5,0.0,-431.5,728.5,297.0
2026-02-08 13:00:00+00:00,0.0,779.0,429.25,0.0,-429.25,779.0,349.75
2026-02-08 14:00:00+00:00,0.0,764.75,170.0,0.0,-170.0,764.75,594.75
2026-02-08 15:00:00+00:00,0.0,1166.5,36.0,50.5,14.5,1166.5,1181.0
2026-02-08 16:00:00+00:00,0.0,1693.75,78.75,45.0,-33.75,1693.75,1660.0
2026-02-08 17:00:00+00:00,0.0,1457.75,0.0,180.0,180.0,1457.75,1637.75
2026-02-08 18:00:00+00:00,0.0,1267.5,0.0,286.75,286.75,1267.5,1554.25
2026-02-08 19:00:00+00:00,0.0,1107.25,0.0,416.25,416.25,1107.25,1523.5
2026-02-08 20:00:00+00:00,0.0,976.25,0.0,519.25,519.25,976.25,1495.5
2026-02-08 21:00:00+00:00,0.0,824.25,0.0,725.75,725.75,824.25,1550.0
2026-02-08 22:00:00+00:00,0.0,695.5,0.0,566.0,566.0,695.5,1261.5
2026-02-08 23:00:00+00:00,0.0,154.75,0.0,485.75,485.75,154.75,640.5
2026-02-09 00:00:00+00:00,0.0,273.5,0.0,409.75,409.75,273.5,683.25
2026-02-09 01:00:00+00:00,0.0,252.25,0.0,332.0,332.0,252.25,584.25
2026-02-09 02:00:00+00:00,0.0,284.75,0.0,279.75,279.75,284.75,564.5
2026-02-09 03:00:00+00:00,0.0,364.75,0.0,191.75,191.75,364.75,556.5
2026-02-09 04:00:00+00:00,0.0,846.5,16.0,66.25,50.25,846.5,896.75
2026-02-09 05:00:00+00:00,0.0,2007.5,101.75,38.25,-63.5,2007.5,1944.0
2026-02-09 06:00:00+00:00,0.0,1990.75,66.5,47.25,-19.25,1990.75,1971.5
2026-02-09 07:00:00+00:00,0.0,1886.5,11.0,88.5,77.5,1886.5,1964.0
2026-02-09 08:00:00+00:00,0.0,1962.5,10.5,36.25,25.75,1962.5,1988.25
2026-02-09 09:00:00+00:00,0.0,1884.0,4.25,18.75,14.5,1884.0,1898.5
2026-02-09 10:00:00+00:00,0.0,1880.25,67.25,0.0,-67.25,1880.25,1813.0
2026-02-09 11:00:00+00:00,0.0,1775.0,47.5,0.0,-47.5,1775.0,1727.5
2026-02-09 12:00:00+00:00,0.0,1708.75,2.0,26.75,24.75,1708.75,1733.5
2026-02-09 13:00:00+00:00,0.0,1818.25,47.0,0.0,-47.0,1818.25,1771.25
2026-02-09 14:00:00+00:00,0.0,2169.75,258.25,0.0,-258.25,2169.75,1911.5
2026-02-09 15:00:00+00:00,0.0,1888.75,11.25,82.5,71.25,1888.75,1960.0
2026-02-09 16:00:00+00:00,0.0,1467.75,0.0,417.5,417.5,1467.75,1885.25
2026-02-09 17:00:00+00:00,0.0,1109.75,0.0,751.0,751.0,1109.75,1860.75
2026-02-09 18:00:00+00:00,0.0,1023.75,0.0,812.75,812.75,1023.75,1836.5
2026-02-09 19:00:00+00:00,0.0,1099.25,0.0,747.25,747.25,1099.25,1846.5
2026-02-09 20:00:00+00:00,0.0,1352.25,0.0,542.75,542.75,1352.25,1895.0
2026-02-09 21:00:00+00:00,0.0,1284.5,0.0,601.75,601.75,1284.5,1886.25
2026-02-09 22:00:00+00:00,0.0,706.5,0.0,738.0,738.0,706.5,1444.5
2026-02-09 23:00:00+00:00,0.0,50.75,0.0,566.5,566.5,50.75,617.25
2026-02-10 00:00:00+00:00,0.0,46.75,0.0,480.0,480.0,46.75,526.75
2026-02-10 01:00:00+00:00,0.0,72.0,0.0,472.5,472.5,72.0,544.5
2026-02-10 02:00:00+00:00,0.0,186.5,0.0,462.5,462.5,186.5,649.0
2026-02-10 03:00:00+00:00,0.0,207.0,0.0,426.25,426.25,207.0,633.25
2026-02-10 04:00:00+00:00,0.0,201.0,0.0,290.5,290.5,201.0,491.5
2026-02-10 05:00:00+00:00,0.0,1253.5,0.0,168.75,168.75,1253.5,1422.25
2026-02-10 06:00:00+00:00,0.0,1406.75,0.0,247.25,247.25,1406.75,1654.0
2026-02-10 07:00:00+00:00,0.0,1137.75,0.0,319.5,319.5,1137.75,1457.25
2026-02-10 08:00:00+00:00,0.0,1473.0,29.25,24.0,-5.25,1473.0,1467.75
2026-02-10 09:00:00+00:00,0.0,1106.5,77.0,3.5,-73.5,1106.5,1033.0
2026-02-10 10:00:00+00:00,0.0,1328.25,235.75,0.0,-235.75,1328.25,1092.5
2026-02-10 11:00:00+00:00,0.0,1230.75,234.0,0.0,-234.0,1230.75,996.75
2026-02-10 12:00:00+00:00,0.0,1261.5,229.5,0.0,-229.5,1261.5,1032.0
2026-02-10 13:00:00+00:00,0.0,1352.0,22.25,84.75,62.5,1352.0,1414.5
2026-02-10 14:00:00+00:00,0.0,1442.0,2.5,130.75,128.25,1442.0,1570.25
2026-02-10 15:00:00+00:00,0.0,1626.25,0.0,415.5,415.5,1626.25,2041.75
2026-02-10 16:00:00+00:00,0.0,1179.25,0.0,818.75,818.75,1179.25,1998.0
2026-02-10 17:00:00+00:00,0.0,968.5,0.0,1015.75,1015.75,968.5,1984.25
2026-02-10 18:00:00+00:00,0.0,907.25,0.0,1049.25,1049.25,907.25,1956.5
2026-02-10 19:00:00+00:00,0.0,878.5,0.0,1020.0,1020.0,878.5,1898.5
2026-02-10 20:00:00+00:00,0.0,923.0,0.0,1004.0,1004.0,923.0,1927.0
2026-02-10 21:00:00+00:00,0.0,997.25,0.0,1013.5,1013.5,997.25,2010.75
2026-02-10 22:00:00+00:00,0.0,331.25,0.0,1032.5,1032.5,331.25,1363.75
2026-02-10 23:00:00+00:00,118.5,0.0,0.0,929.25,929.25,-118.5,810.75
2026-02-11 00:00:00+00:00,0.0,67.0,0.0,777.25,777.25,67.0,844.25
2026-02-11 01:00:00+00:00,0.0,181.0,0.0,652.0,652.0,181.0,833.0
2026-02-11 02:00:00+00:00,0.0,200.0,0.0,518.5,518.5,200.0,718.5
2026-02-11 03:00:00+00:00,0.0,337.0,0.0,360.0,360.0,337.0,697.0
2026-02-11 04:00:00+00:00,0.0,602.25,0.0,154.0,154.0,602.25,756.25
2026-02-11 05:00:00+00:00,0.0,1394.25,144.25,25.75,-118.5,1394.25,1275.75
