,SE_3_FI,FI_SE_3,EE_FI,FI_EE,FI_SE_1,SE_1_FI,FI_EE_net_export,FI_SE_1_net_export,FI_SE_3_net_export,Net Export
2026-01-21 07:00:00+00:00,827.025,0.0,0.0,1016.0,0.0,1913.6,1016.0,-1913.6,-827.025,-1724.625
2026-01-21 08:00:00+00:00,963.1,0.0,0.0,1007.85,0.0,1882.375,1007.85,-1882.375,-963.1,-1837.625
2026-01-21 09:00:00+00:00,1046.0,0.0,0.0,1016.0,0.0,1886.1,1016.0,-1886.1,-1046.0,-1916.1
2026-01-21 10:00:00+00:00,1199.425,0.0,0.0,1016.0,0.0,1835.9,1016.0,-1835.9,-1199.425,-2019.325
2026-01-21 11:00:00+00:00,1200.0,0.0,0.0,1016.0,0.0,1816.925,1016.0,-1816.925,-1200.0,-2000.925
2026-01-21 12:00:00+00:00,1192.15,0.0,0.0,1016.0,0.0,1844.45,1016.0,-1844.45,-1192.15,-2020.6000000000001
2026-01-21 13:00:00+00:00,1152.0,0.0,0.0,998.55,0.0,1838.35,998.55,-1838.35,-1152.0,-1991.8
2026-01-21 14:00:00+00:00,1191.7,0.0,0.0,1011.775,0.0,1829.55,1011.775,-1829.55,-1191.7,-2009.475
2026-01-21 15:00:00+00:00,1018.625,0.0,0.0,1002.625,0.0,1939.275,1002.625,-1939.275,-1018.625,-1955.275
2026-01-21 16:00:00+00:00,1062.25,0.0,0.0,950.8,0.0,1802.0,950.8,-1802.0,-1062.25,-1913.45
2026-01-21 17:00:00+00:00,1141.075,0.0,0.0,903.125,0.0,1859.05,903.125,-1859.05,-1141.075,-2097.0
2026-01-21 18:00:00+00:00,1168.775,0.0,0.0,706.05,0.0,1891.375,706.05,-1891.375,-1168.775,-2354.1000000000004
2026-01-21 19:00:00+00:00,1135.4,0.0,0.0,771.35,0.0,1879.425,771.35,-1879.425,-1135.4,-2243.475
2026-01-21 20:00:00+00:00,1199.85,0.0,0.0,716.5,0.0,1893.425,716.5,-1893.425,-1199.85,-2376.7749999999996
2026-01-21 21:00:00+00:00,1173.0,0.0,0.0,735.575,0.0,1887.25,735.575,-1887.25,-1173.0,-2324.675
2026-01-21 22:00:00+00:00,1199.975,0.0,0.0,548.6,0.0,1862.6,548.6,-1862.6,-1199.975,-2513.975
2026-01-21 23:00:00+00:00,1200.0,0.0,0.0,947.05,0.0,1943.6,947.05,-1943.6,-1200.0,-2196.55
2026-01-22 00:00:00+00:00,1200.0,0.0,0.0,950.325,0.0,1948.175,950.325,-1948.175,-1200.0,-2197.85
2026-01-22 01:00:00+00:00,1200.0,0.0,0.0,958.95,0.0,1951.65,958.95,-1951.65,-1200.0,-2192.7
2026-01-22 02:00:00+00:00,1200.0,0.0,0.0,849.7,0.0,1962.525,849.7,-1962.525,-1200.0,-2312.825
2026-01-22 03:00:00+00:00,1186.475,0.0,0.0,754.325,0.0,1958.2,754.325,-1958.2,-1186.475,-2390.35
2026-01-22 04:00:00+00:00,1200.0,0.0,0.0,701.3,0.0,1945.375,701.3,-1945.375,-1200.0,-2444.075
2026-01-22 05:00:00+00:00,1200.0,0.0,0.0,758.6,0.0,1933.675,758.6,-1933.675,-1200.0,-2375.075
2026-01-22 06:00:00+00:00,1200.0,0.0,0.0,970.425,0.0,1930.675,970.425,-1930.675,-1200.0,-2160.25
2026-01-22 07:00:00+00:00,1200.0,0.0,0.0,1006.35,0.0,1938.925,1006.35,-1938.925,-1200.0,-2132.575
2026-01-22 08:00:00+00:00,1200.0,0.0,0.0,915.675,0.0,1944.65,915.675,-1944.65,-1200.0,-2228.9750000000004
2026-01-22 09:00:00+00:00,1200.0,0.0,0.0,837.625,0.0,1924.175,837.625,-1924.175,-1200.0,-2286.55
2026-01-22 10:00:00+00:00,1200.0,0.0,0.0,799.425,0.0,1942.0,799.425,-1942.0,-1200.0,-2342.575
2026-01-22 11:00:00+00:00,1200.0,0.0,0.0,878.375,0.0,1942.025,878.375,-1942.025,-1200.0,-2263.65
2026-01-22 12:00:00+00:00,1200.0,0.0,0.0,840.3,0.0,1941.75,840.3,-1941.75,-1200.0,-2301.45
2026-01-22 13:00:00+00:00,1200.0,0.0,0.0,755.6750000000001,0.0,1935.3,755.6750000000001,-1935.3,-1200.0,-2379.625
2026-01-22 14:00:00+00:00,1200.0,0.0,0.0,823.375,0.0,1944.55,823.375,-1944.55,-1200.0,-2321.175
2026-01-22 15:00:00+00:00,1200.0,0.0,0.0,832.7249999999999,0.0,1947.05,832.7249999999999,-1947.05,-1200.0,-2314.325
2026-01-22 16:00:00+00:00,1200.0,0.0,0.0,734.425,0.0,1949.025,734.425,-1949.025,-1200.0,-2414.6000000000004
2026-01-22 17:00:00+00:00,1200.0,0.0,0.0,566.5,0.0,1947.725,566.5,-1947.725,-1200.0,-2581.225
2026-01-22 18:00:00+00:00,1200.0,0.0,0.0,525.8,0.0,1950.9,525.8,-1950.9,-1200.0,-2625.1000000000004
2026-01-22 19:00:00+00:00,1200.0,0.0,0.0,465.025,0.0,1836.475,465.025,-1836.475,-1200.0,-2571.45
2026-01-22 20:00:00+00:00,1200.0,0.0,0.0,284.8,0.0,1936.85,284.8,-1936.85,-1200.0,-2852.05
2026-01-22 21:00:00+00:00,1200.0,0.0,0.0,321.85,0.0,1940.1,321.85,-1940.1,-1200.0,-2818.25
2026-01-22 22:00:00+00:00,1199.65,0.0,0.0,343.4,0.0,1944.675,343.4,-1944.675,-1199.65,-2800.925
2026-01-22 23:00:00+00:00,1175.175,0.0,0.0,409.4,0.0,1906.075,409.4,-1906.075,-1175.175,-2671.8500000000004
2026-01-23 00:00:00+00:00,1187.45,0.0,0.0,470.675,0.0,1948.75,470.675,-1948.75,-1187.45,-2665.525
2026-01-23 01:00:00+00:00,1200.0,0.0,0.0,534.3,0.0,1952.8,534.3,-1952.8,-1200.0,-2618.5
2026-01-23 02:00:00+00:00,1197.525,0.0,0.0,530.5749999999999,0.0,1923.05,530.5749999999999,-1923.05,-1197.525,-2590.0
2026-01-23 03:00:00+00:00,1200.0,0.0,0.0,524.4,0.0,1953.5,524.4,-1953.5,-1200.0,-2629.1
2026-01-23 04:00:00+00:00,1200.0,0.0,0.0,352.75,0.0,1955.725,352.75,-1955.725,-1200.0,-2802.975
2026-01-23 05:00:00+00:00,1200.0,0.0,0.0,381.4,0.0,1899.9,381.4,-1899.9,-1200.0,-2718.5
2026-01-23 06:00:00+00:00,1200.0,0.0,0.0,479.925,0.0,1942.35,479.925,-1942.35,-1200.0,-2662.425
2026-01-23 07:00:00+00:00,1188.425,0.0,0.0,544.775,0.0,1934.75,544.775,-1934.75,-1188.425,-2578.3999999999996
2026-01-23 08:00:00+00:00,1184.65,0.0,0.0,545.125,0.0,1949.9,545.125,-1949.9,-1184.65,-2589.425
2026-01-23 09:00:00+00:00,1191.975,0.0,0.0,563.15,0.0,1951.075,563.15,-1951.075,-1191.975,-2579.9
2026-01-23 10:00:00+00:00,1200.0,0.0,0.0,596.525,0.0,1934.9,596.525,-1934.9,-1200.0,-2538.375
2026-01-23 11:00:00+00:00,1200.0,0.0,0.0,583.7,0.0,1934.55,583.7,-1934.55,-1200.0,-2550.85
2026-01-23 12:00:00+00:00,1200.0,0.0,0.0,551.45,0.0,1933.675,551.45,-1933.675,-1200.0,-2582.225
2026-01-23 13:00:00+00:00,1200.0,0.0,0.0,497.85,0.0,1934.925,497.85,-1934.925,-1200.0,-2637.075
2026-01-23 14:00:00+00:00,1200.0,0.0,0.0,460.9,0.0,1953.625,460.9,-1953.625,-1200.0,-2692.725
2026-01-23 15:00:00+00:00,1200.0,0.0,0.0,327.725,0.0,1954.425,327.725,-1954.425,-1200.0,-2826.7
2026-01-23 16:00:00+00:00,1200.0,0.0,0.0,287.7,0.0,1923.0,287.7,-1923.0,-1200.0,-2835.3
2026-01-23 17:00:00+00:00,1200.0,0.0,0.0,232.07500000000002,0.0,1959.0,232.07500000000002,-1959.0,-1200.0,-2926.925
2026-01-23 18:00:00+00:00,1200.0,0.0,0.0,198.25,0.0,1960.625,198.25,-1960.625,-1200.0,-2962.375
2026-01-23 19:00:00+00:00,1200.0,0.0,0.0,531.1,0.0,1944.85,531.1,-1944.85,-1200.0,-2613.75
2026-01-23 20:00:00+00:00,1200.0,0.0,0.0,507.275,0.0,1953.975,507.275,-1953.975,-1200.0,-2646.7
2026-01-23 21:00:00+00:00,1200.0,0.0,0.0,324.5,0.0,1962.0,324.5,-1962.0,-1200.0,-2837.5
2026-01-23 22:00:00+00:00,1157.375,0.0,0.0,132.5,0.0,1927.575,132.5,-1927.575,-1157.375,-2952.45
2026-01-23 23:00:00+00:00,1200.0,0.0,0.0,48.85,0.0,1983.575,48.85,-1983.575,-1200.0,-3134.7250000000004
2026-01-24 00:00:00+00:00,1199.325,0.0,3.975,78.575,0.0,1976.1,74.60000000000001,-1976.1,-1199.325,-3100.825
2026-01-24 01:00:00+00:00,1166.65,0.0,0.0,155.45,0.0,1984.225,155.45,-1984.225,-1166.65,-2995.425
2026-01-24 02:00:00+00:00,1167.925,0.0,0.0,118.875,0.0,1979.45,118.875,-1979.45,-1167.925,-3028.5
2026-01-24 03:00:00+00:00,1183.7,0.0,0.0,69.67500000000001,0.0,1974.85,69.67500000000001,-1974.85,-1183.7,-3088.875
2026-01-24 04:00:00+00:00,1184.275,0.0,0.0,203.825,0.0,1973.95,203.825,-1973.95,-1184.275,-2954.4
2026-01-24 05:00:00+00:00,1158.225,0.0,0.0,319.6,0.0,1970.525,319.6,-1970.525,-1158.225,-2809.15
2026-01-24 06:00:00+00:00,1177.85,0.0,0.0,468.35,0.0,1970.375,468.35,-1970.375,-1177.85,-2679.875
2026-01-24 07:00:00+00:00,1192.925,0.0,0.0,596.3,0.0,1958.625,596.3,-1958.625,-1192.925,-2555.25
2026-01-24 08:00:00+00:00,1199.975,0.0,0.0,692.075,0.0,1952.95,692.075,-1952.95,-1199.975,-2460.85
2026-01-24 09:00:00+00:00,1187.05,0.0,0.0,768.775,0.0,1953.05,768.775,-1953.05,-1187.05,-2371.325
2026-01-24 10:00:00+00:00,1191.475,0.0,0.0,758.675,0.0,1961.85,758.675,-1961.85,-1191.475,-2394.6499999999996
2026-01-24 11:00:00+00:00,1200.0,0.0,0.0,679.9,0.0,1963.675,679.9,-1963.675,-1200.0,-2483.775
2026-01-24 12:00:00+00:00,1200.0,0.0,0.0,856.175,0.0,1954.7,856.175,-1954.7,-1200.0,-2298.525
2026-01-24 13:00:00+00:00,1200.0,0.0,0.0,843.375,0.0,1952.65,843.375,-1952.65,-1200.0,-2309.275
2026-01-24 14:00:00+00:00,1200.0,0.0,0.0,773.375,0.0,1951.85,773.375,-1951.85,-1200.0,-2378.475
2026-01-24 15:00:00+00:00,1200.0,0.0,0.0,638.55,0.0,1952.1,638.55,-1952.1,-1200.0,-2513.55
2026-01-24 16:00:00+00:00,1200.0,0.0,0.0,441.4,0.0,1951.05,441.4,-1951.05,-1200.0,-2709.65
2026-01-24 17:00:00+00:00,1188.025,0.0,0.0,475.85,0.0,1948.35,475.85,-1948.35,-1188.025,-2660.525
2026-01-24 18:00:00+00:00,1081.875,0.0,0.0,512.45,0.0,1948.725,512.45,-1948.725,-1081.875,-2518.1499999999996
2026-01-24 19:00:00+00:00,937.575,0.0,0.0,450.325,0.0,1947.75,450.325,-1947.75,-937.575,-2435.0
2026-01-24 20:00:00+00:00,885.65,0.0,0.0,301.75,0.0,1943.85,301.75,-1943.85,-885.65,-2527.75
2026-01-24 21:00:00+00:00,871.225,0.0,0.0,352.95,0.0,1941.275,352.95,-1941.275,-871.225,-2459.55
2026-01-24 22:00:00+00:00,1089.7,0.0,0.0,773.65,0.0,1935.65,773.65,-1935.65,-1089.7,-2251.7
2026-01-24 23:00:00+00:00,885.2,0.0,0.0,753.35,0.0,1940.425,753.35,-1940.425,-885.2,-2072.2749999999996
2026-01-25 00:00:00+00:00,1077.65,0.0,0.0,937.4,0.0,1939.225,937.4,-1939.225,-1077.65,-2079.475
2026-01-25 01:00:00+00:00,1175.1,0.0,0.0,890.375,0.0,1941.1,890.375,-1941.1,-1175.1,-2225.825
2026-01-25 02:00:00+00:00,1114.125,0.0,0.0,961.025,0.0,1943.9,961.025,-1943.9,-1114.125,-2097.0
2026-01-25 03:00:00+00:00,918.125,0.0,0.0,1014.925,0.0,1938.325,1014.925,-1938.325,-918.125,-1841.525
2026-01-25 04:00:00+00:00,812.25,0.0,0.0,995.925,0.0,1937.1,995.925,-1937.1,-812.25,-1753.425
2026-01-25 05:00:00+00:00,994.2,0.0,0.0,1016.0,0.0,1940.7,1016.0,-1940.7,-994.2,-1918.9
2026-01-25 06:00:00+00:00,493.425,0.0,0.0,775.9,0.0,1936.8,775.9,-1936.8,-493.425,-1654.325
2026-01-25 07:00:00+00:00,705.225,0.0,0.0,1013.95,0.0,1936.95,1013.95,-1936.95,-705.225,-1628.225
2026-01-25 08:00:00+00:00,693.875,0.0,0.0,1007.025,0.0,1936.65,1007.025,-1936.65,-693.875,-1623.5
2026-01-25 09:00:00+00:00,388.15,0.0,0.0,948.75,0.0,1940.05,948.75,-1940.05,-388.15,-1379.4499999999998
2026-01-25 10:00:00+00:00,12.95,9.725,0.0,950.125,0.0,1939.7,950.125,-1939.7,-3.2249999999999996,-992.8000000000001
2026-01-25 11:00:00+00:00,41.1,0.0,0.0,968.6,0.0,1953.45,968.6,-1953.45,-41.1,-1025.95
2026-01-25 12:00:00+00:00,3.45,4.45,0.0,972.025,0.0,1956.275,972.025,-1956.275,1.0,-983.2500000000001
2026-01-25 13:00:00+00:00,0.0,225.6,0.0,934.55,0.0,1957.65,934.55,-1957.65,225.6,-797.5000000000001
2026-01-25 14:00:00+00:00,409.2,0.0,0.0,945.25,0.0,1954.725,945.25,-1954.725,-409.2,-1418.675
2026-01-25 15:00:00+00:00,0.0,219.825,0.0,939.025,0.0,1954.675,939.025,-1954.675,219.825,-795.825
2026-01-25 16:00:00+00:00,0.0,556.05,0.0,871.45,0.0,1953.1,871.45,-1953.1,556.05,-525.5999999999999
2026-01-25 17:00:00+00:00,0.0,749.1,0.0,860.9,0.0,1945.95,860.9,-1945.95,749.1,-335.95000000000016
2026-01-25 18:00:00+00:00,0.0,612.15,0.0,919.675,0.0,1952.675,919.675,-1952.675,612.15,-420.85
2026-01-25 19:00:00+00:00,0.0,392.5,0.0,857.5,0.0,1954.825,857.5,-1954.825,392.5,-704.825
2026-01-25 20:00:00+00:00,94.6,1.25,0.0,929.95,0.0,1952.35,929.95,-1952.35,-93.35,-1115.7499999999998
2026-01-25 21:00:00+00:00,53.225,0.0,0.0,720.875,0.0,1930.0,720.875,-1930.0,-53.225,-1262.35
2026-01-25 22:00:00+00:00,370.0,0.0,0.0,830.825,0.0,1963.25,830.825,-1963.25,-370.0,-1502.425
2026-01-25 23:00:00+00:00,746.85,0.0,0.0,998.95,0.0,1957.85,998.95,-1957.85,-746.85,-1705.75
2026-01-26 00:00:00+00:00,759.575,0.0,0.0,765.45,0.0,1963.125,765.45,-1963.125,-759.575,-1957.25
2026-01-26 01:00:00+00:00,1046.275,0.0,0.0,905.15,0.0,1966.7,905.15,-1966.7,-1046.275,-2107.8250000000003
2026-01-26 02:00:00+00:00,1109.35,0.0,0.0,776.85,0.0,1965.125,776.85,-1965.125,-1109.35,-2297.625
2026-01-26 03:00:00+00:00,1043.525,0.0,0.0,626.2,0.0,1968.375,626.2,-1968.375,-1043.525,-2385.7
2026-01-26 04:00:00+00:00,1126.55,0.0,0.0,826.05,0.0,1972.4,826.05,-1972.4,-1126.55,-2272.9
2026-01-26 05:00:00+00:00,1200.0,0.0,0.0,961.875,0.0,1965.675,961.875,-1965.675,-1200.0,-2203.8
2026-01-26 06:00:00+00:00,1170.35,0.0,0.0,1016.0,0.0,1961.9,1016.0,-1961.9,-1170.35,-2116.25
2026-01-26 07:00:00+00:00,910.5,0.0,0.0,996.1500000000001,0.0,1952.8,996.1500000000001,-1952.8,-910.5,-1867.1499999999999
2026-01-26 08:00:00+00:00,791.525,0.0,0.0,1010.05,0.0,1949.0,1010.05,-1949.0,-791.525,-1730.475
2026-01-26 09:00:00+00:00,1059.325,0.0,0.0,1016.0,0.0,1947.25,1016.0,-1947.25,-1059.325,-1990.575
2026-01-26 10:00:00+00:00,1067.5,0.0,0.0,1016.0,0.0,1945.7,1016.0,-1945.7,-1067.5,-1997.2
2026-01-26 11:00:00+00:00,1186.7,0.0,0.0,1016.0,0.0,1944.1,1016.0,-1944.1,-1186.7,-2114.8
2026-01-26 12:00:00+00:00,1065.3,0.0,0.0,1016.0,0.0,1945.95,1016.0,-1945.95,-1065.3,-1995.25
2026-01-26 13:00:00+00:00,1155.4,0.0,0.0,1016.0,0.0,1947.475,1016.0,-1947.475,-1155.4,-2086.875
2026-01-26 14:00:00+00:00,1191.075,0.0,0.0,1015.575,0.0,1949.95,1015.575,-1949.95,-1191.075,-2125.45
2026-01-26 15:00:00+00:00,977.8,0.0,0.0,1016.0,0.0,1946.85,1016.0,-1946.85,-977.8,-1908.6499999999999
2026-01-26 16:00:00+00:00,903.75,0.0,0.0,1016.0,0.0,1947.775,1016.0,-1947.775,-903.75,-1835.525
2026-01-26 17:00:00+00:00,1015.25,0.0,0.0,1016.0,0.0,1952.325,1016.0,-1952.325,-1015.25,-1951.575
2026-01-26 18:00:00+00:00,958.1,0.0,0.0,1016.0,0.0,1948.1,1016.0,-1948.1,-958.1,-1890.1999999999998
2026-01-26 19:00:00+00:00,965.125,0.0,0.0,1016.0,0.0,1937.0,1016.0,-1937.0,-965.125,-1886.125
2026-01-26 20:00:00+00:00,1181.35,0.0,0.0,1015.9,0.0,1952.95,1015.9,-1952.95,-1181.35,-2118.4
2026-01-26 21:00:00+00:00,1199.95,0.0,0.0,965.05,0.0,1955.55,965.05,-1955.55,-1199.95,-2190.45
2026-01-26 22:00:00+00:00,1068.6,0.0,0.0,957.95,0.0,1957.125,957.95,-1957.125,-1068.6,-2067.7749999999996
2026-01-26 23:00:00+00:00,1156.875,0.0,0.0,910.0,0.0,1943.7,910.0,-1943.7,-1156.875,-2190.575
2026-01-27 00:00:00+00:00,1200.0,0.0,0.0,952.65,0.0,1946.85,952.65,-1946.85,-1200.0,-2194.2
2026-01-27 01:00:00+00:00,1182.425,0.0,0.0,900.0,0.0,1939.625,900.0,-1939.625,-1182.425,-2222.05
2026-01-27 02:00:00+00:00,1149.9,0.0,0.0,985.675,0.0,1944.275,985.675,-1944.275,-1149.9,-2108.5
2026-01-27 03:00:00+00:00,1200.0,0.0,0.0,947.975,0.0,1957.3,947.975,-1957.3,-1200.0,-2209.325
2026-01-27 04:00:00+00:00,1200.0,0.0,0.0,780.55,0.0,1958.575,780.55,-1958.575,-1200.0,-2378.025
2026-01-27 05:00:00+00:00,1200.0,0.0,0.0,787.05,0.0,1956.575,787.05,-1956.575,-1200.0,-2369.525
2026-01-27 06:00:00+00:00,1200.0,0.0,0.0,1013.85,0.0,1955.225,1013.85,-1955.225,-1200.0,-2141.375
2026-01-27 07:00:00+00:00,1193.6,0.0,0.0,994.95,0.0,1952.2,994.95,-1952.2,-1193.6,-2150.85
2026-01-27 08:00:00+00:00,1181.2,0.0,0.0,1014.4,0.0,1947.775,1014.4,-1947.775,-1181.2,-2114.5750000000003
2026-01-27 09:00:00+00:00,1195.625,0.0,0.0,953.375,0.0,1913.95,953.375,-1913.95,-1195.625,-2156.2
2026-01-27 10:00:00+00:00,1200.0,0.0,0.0,874.3,0.0,1942.575,874.3,-1942.575,-1200.0,-2268.275
2026-01-27 11:00:00+00:00,1200.0,0.0,0.0,949.925,0.0,1927.85,949.925,-1927.85,-1200.0,-2177.925
2026-01-27 12:00:00+00:00,1200.0,0.0,0.0,872.9250000000001,0.0,1882.975,872.9250000000001,-1882.975,-1200.0,-2210.0499999999997
2026-01-27 13:00:00+00:00,1200.0,0.0,0.0,936.075,0.0,1851.425,936.075,-1851.425,-1200.0,-2115.35
2026-01-27 14:00:00+00:00,1200.0,0.0,0.0,918.4,0.0,1849.975,918.4,-1849.975,-1200.0,-2131.575
2026-01-27 15:00:00+00:00,1200.0,0.0,0.0,755.025,0.0,1788.425,755.025,-1788.425,-1200.0,-2233.4
2026-01-27 16:00:00+00:00,1200.0,0.0,0.0,654.85,0.0,1773.45,654.85,-1773.45,-1200.0,-2318.6
2026-01-27 17:00:00+00:00,1200.0,0.0,0.0,651.475,0.0,1840.05,651.475,-1840.05,-1200.0,-2388.575
2026-01-27 18:00:00+00:00,1200.0,0.0,0.0,668.875,0.0,1859.875,668.875,-1859.875,-1200.0,-2391.0
2026-01-27 19:00:00+00:00,1200.0,0.0,0.0,709.475,0.0,1850.4,709.475,-1850.4,-1200.0,-2340.925
2026-01-27 20:00:00+00:00,1200.0,0.0,0.0,407.925,0.0,1859.0,407.925,-1859.0,-1200.0,-2651.075
2026-01-27 21:00:00+00:00,1200.0,0.0,0.0,490.15,0.0,1842.875,490.15,-1842.875,-1200.0,-2552.725
2026-01-27 22:00:00+00:00,1200.0,0.0,0.0,501.5,0.0,1885.8,501.5,-1885.8,-1200.0,-2584.3
2026-01-27 23:00:00+00:00,1200.0,0.0,0.0,651.075,0.0,1785.85,651.075,-1785.85,-1200.0,-2334.7749999999996
2026-01-28 00:00:00+00:00,1200.0,0.0,0.0,573.9,0.0,1773.925,573.9,-1773.925,-1200.0,-2400.025
2026-01-28 01:00:00+00:00,1200.0,0.0,0.0,521.4,0.0,1747.225,521.4,-1747.225,-1200.0,-2425.825
2026-01-28 02:00:00+00:00,1200.0,0.0,0.0,530.35,0.0,1763.0,530.35,-1763.0,-1200.0,-2432.65
2026-01-28 03:00:00+00:00,1200.0,0.0,0.0,568.6,0.0,1772.5,568.6,-1772.5,-1200.0,-2403.9
2026-01-28 04:00:00+00:00,1200.0,0.0,0.0,451.825,0.0,1864.05,451.825,-1864.05,-1200.0,-2612.225
2026-01-28 05:00:00+00:00,1200.0,0.0,0.0,385.45,0.0,1865.525,385.45,-1865.525,-1200.0,-2680.075
2026-01-28 06:00:00+00:00,1200.0,0.0,0.0,575.7,0.0,1914.325,575.7,-1914.325,-1200.0,-2538.625
2026-01-28 07:00:00+00:00,1199.4,0.0,0.0,617.275,0.0,1904.0,617.275,-1904.0,-1199.4,-2486.125
2026-01-28 08:00:00+00:00,1200.0,0.0,0.0,651.725,0.0,1921.55,651.725,-1921.55,-1200.0,-2469.825
2026-01-28 09:00:00+00:00,1200.0,0.0,0.0,357.75,0.0,1920.025,357.75,-1920.025,-1200.0,-2762.275
2026-01-28 10:00:00+00:00,1200.0,0.0,0.0,464.075,0.0,1919.175,464.075,-1919.175,-1200.0,-2655.1
2026-01-28 11:00:00+00:00,1200.0,0.0,0.0,562.7,0.0,1917.875,562.7,-1917.875,-1200.0,-2555.175
2026-01-28 12:00:00+00:00,1200.0,0.0,0.0,552.475,0.0,1921.025,552.475,-1921.025,-1200.0,-2568.55
2026-01-28 13:00:00+00:00,1200.0,0.0,0.0,512.775,0.0,1920.45,512.775,-1920.45,-1200.0,-2607.675
2026-01-28 14:00:00+00:00,1200.0,0.0,0.0,442.35,0.0,1923.175,442.35,-1923.175,-1200.0,-2680.825
2026-01-28 15:00:00+00:00,1200.0,0.0,0.0,328.7,0.0,1923.95,328.7,-1923.95,-1200.0,-2795.25
2026-01-28 16:00:00+00:00,1200.0,0.0,0.0,354.325,0.0,1936.45,354.325,-1936.45,-1200.0,-2782.125
2026-01-28 17:00:00+00:00,1200.0,0.0,0.0,241.275,0.0,1930.8,241.275,-1930.8,-1200.0,-2889.5249999999996
2026-01-28 18:00:00+00:00,1200.0,0.0,0.0,208.45,0.0,1922.975,208.45,-1922.975,-1200.0,-2914.5249999999996
2026-01-28 19:00:00+00:00,1150.825,0.0,0.0,177.05,0.0,1920.95,177.05,-1920.95,-1150.825,-2894.7250000000004
2026-01-28 20:00:00+00:00,1200.0,0.0,3.375,11.875,0.0,1922.675,8.5,-1922.675,-1200.0,-3114.175
2026-01-28 21:00:00+00:00,1200.0,0.0,0.0,240.3,0.0,1926.825,240.3,-1926.825,-1200.0,-2886.525
2026-01-28 22:00:00+00:00,1200.0,0.0,0.0,113.44999999999999,0.0,1934.375,113.44999999999999,-1934.375,-1200.0,-3020.925
2026-01-28 23:00:00+00:00,1064.325,0.0,0.0,85.0,0.0,1895.1,85.0,-1895.1,-1064.325,-2874.425
2026-01-29 00:00:00+00:00,907.25,0.0,0.0,91.075,0.0,1831.3,91.075,-1831.3,-907.25,-2647.475
2026-01-29 01:00:00+00:00,918.675,0.0,2.85,6.45,0.0,1855.4,3.6,-1855.4,-918.675,-2770.4750000000004
2026-01-29 02:00:00+00:00,884.525,0.0,93.60000000000001,0.0,0.0,1841.925,-93.60000000000001,-1841.925,-884.525,-2820.0499999999997
2026-01-29 03:00:00+00:00,962.275,0.0,159.425,0.0,0.0,1852.05,-159.425,-1852.05,-962.275,-2973.75
2026-01-29 04:00:00+00:00,1194.35,0.0,6.375,2.05,0.0,1866.325,-4.325,-1866.325,-1194.35,-3065.0
2026-01-29 05:00:00+00:00,1197.375,0.0,0.0,52.324999999999996,0.0,1868.925,52.324999999999996,-1868.925,-1197.375,-3013.975
2026-01-29 06:00:00+00:00,1176.475,0.0,0.0,354.875,0.0,1930.375,354.875,-1930.375,-1176.475,-2751.975
2026-01-29 07:00:00+00:00,1199.35,0.0,0.0,438.675,0.0,1883.9,438.675,-1883.9,-1199.35,-2644.575
2026-01-29 08:00:00+00:00,1169.7,0.0,0.0,453.55,0.0,1915.8,453.55,-1915.8,-1169.7,-2631.95
2026-01-29 09:00:00+00:00,1191.475,0.0,0.0,274.55,0.0,1885.075,274.55,-1885.075,-1191.475,-2802.0
2026-01-29 10:00:00+00:00,1185.75,0.0,0.0,218.175,0.0,1848.3,218.175,-1848.3,-1185.75,-2815.875
2026-01-29 11:00:00+00:00,1198.65,0.0,0.0,194.025,0.0,1865.85,194.025,-1865.85,-1198.65,-2870.475
2026-01-29 12:00:00+00:00,1200.0,0.0,0.0,233.375,0.0,1879.4,233.375,-1879.4,-1200.0,-2846.025
2026-01-29 13:00:00+00:00,1200.0,0.0,0.0,349.025,0.0,1873.125,349.025,-1873.125,-1200.0,-2724.1
2026-01-29 14:00:00+00:00,1200.0,0.0,0.0,311.6,0.0,1860.95,311.6,-1860.95,-1200.0,-2749.35
2026-01-29 15:00:00+00:00,1200.0,0.0,0.0,105.025,0.0,1880.075,105.025,-1880.075,-1200.0,-2975.05
2026-01-29 16:00:00+00:00,1200.0,0.0,23.175,17.975,0.0,1886.9,-5.199999999999999,-1886.9,-1200.0,-3092.1000000000004
2026-01-29 17:00:00+00:00,1199.75,0.0,134.6,0.0,0.0,1793.1,-134.6,-1793.1,-1199.75,-3127.45
2026-01-29 18:00:00+00:00,1200.0,0.0,199.975,0.0,0.0,1738.85,-199.975,-1738.85,-1200.0,-3138.825
2026-01-29 19:00:00+00:00,1200.0,0.0,208.6,0.0,0.0,1772.2,-208.6,-1772.2,-1200.0,-3180.8
2026-01-29 20:00:00+00:00,1200.0,0.0,198.25,0.0,0.0,1767.575,-198.25,-1767.575,-1200.0,-3165.825
2026-01-29 21:00:00+00:00,1200.0,0.0,119.675,0.0,0.0,1763.05,-119.675,-1763.05,-1200.0,-3082.725
2026-01-29 22:00:00+00:00,1200.0,0.0,99.625,0.0,0.0,1743.175,-99.625,-1743.175,-1200.0,-3042.8
2026-01-29 23:00:00+00:00,1200.0,0.0,108.975,0.0,0.0,1716.725,-108.975,-1716.725,-1200.0,-3025.7
2026-01-30 00:00:00+00:00,1200.0,0.0,89.52499999999999,0.0,0.0,1664.225,-89.52499999999999,-1664.225,-1200.0,-2953.75
