,NO_4_SE_2,SE_2_NO_4,NO_4_NO_3,NO_3_NO_4,NO_4_SE_1,SE_1_NO_4,NO_4_SE_2_net_export,NO_4_NO_3_net_export,NO_4_SE_1_net_export,Net Export
2026-01-22 04:00:00+00:00,135.75,0.1,1061.7,0.0,0.025,0.0,135.65,1061.7,0.025,1197.3750000000002
2026-01-22 05:00:00+00:00,624.0,0.0,495.575,0.0,0.0,0.225,624.0,495.575,-0.225,1119.3500000000001
2026-01-22 06:00:00+00:00,865.325,0.0,180.2,0.0,0.0,0.1,865.325,180.2,-0.1,1045.4250000000002
2026-01-22 07:00:00+00:00,800.825,0.0,224.7,0.0,0.0,0.0,800.825,224.7,0.0,1025.525
2026-01-22 08:00:00+00:00,689.75,0.0,293.375,0.0,0.0,0.025,689.75,293.375,-0.025,983.1
2026-01-22 09:00:00+00:00,122.4,0.05,838.125,0.0,0.0,0.025,122.35000000000001,838.125,-0.025,960.45
2026-01-22 10:00:00+00:00,0.0,0.125,949.95,0.0,0.0,0.1,-0.125,949.95,-0.1,949.725
2026-01-22 11:00:00+00:00,0.0,0.025,951.45,0.0,0.0,0.05,-0.025,951.45,-0.05,951.3750000000001
2026-01-22 12:00:00+00:00,0.0,0.0,951.95,0.0,0.025,4.875,0.0,951.95,-4.85,947.1
2026-01-22 13:00:00+00:00,193.3,0.0,751.325,0.0,0.0,9.95,193.3,751.325,-9.95,934.675
2026-01-22 14:00:00+00:00,582.1,0.0,361.5,0.0,0.0,0.025,582.1,361.5,-0.025,943.575
2026-01-22 15:00:00+00:00,649.3,0.0,322.45,0.0,0.0,0.0,649.3,322.45,0.0,971.75
2026-01-22 16:00:00+00:00,715.775,0.0,286.45,0.0,0.0,0.025,715.775,286.45,-0.025,1002.1999999999999
2026-01-22 17:00:00+00:00,741.8,0.0,271.575,0.0,0.15,0.0,741.8,271.575,0.15,1013.525
2026-01-22 18:00:00+00:00,763.775,0.0,236.975,0.0,1.325,0.0,763.775,236.975,1.325,1002.075
2026-01-22 19:00:00+00:00,779.95,0.0,200.3,0.0,4.25,0.0,779.95,200.3,4.25,984.5
2026-01-22 20:00:00+00:00,349.625,0.025,641.35,0.0,4.1,0.025,349.6,641.35,4.074999999999999,995.0250000000001
2026-01-22 21:00:00+00:00,89.825,0.025,934.35,0.0,2.175,0.075,89.8,934.35,2.0999999999999996,1026.25
2026-01-22 22:00:00+00:00,34.8,0.025,1031.425,0.0,5.8,0.05,34.775,1031.425,5.75,1071.95
2026-01-22 23:00:00+00:00,0.0,0.0,1013.35,0.0,0.0,0.025,0.0,1013.35,-0.025,1013.325
2026-01-23 00:00:00+00:00,0.0,0.0,999.625,0.0,0.0,0.0,0.0,999.625,0.0,999.625
2026-01-23 01:00:00+00:00,0.0,0.0,1005.95,0.0,1.75,0.0,0.0,1005.95,1.75,1007.7
2026-01-23 02:00:00+00:00,10.9,0.0,1266.0,0.0,0.0,0.05,10.9,1266.0,-0.05,1276.8500000000001
2026-01-23 03:00:00+00:00,0.025,0.0,888.725,0.0,0.475,0.0,0.025,888.725,0.475,889.225
2026-01-23 04:00:00+00:00,5.15,0.0,1071.575,0.0,5.15,0.0,5.15,1071.575,5.15,1081.8750000000002
2026-01-23 05:00:00+00:00,252.85,0.0,824.2,0.0,0.0,0.0,252.85,824.2,0.0,1077.05
2026-01-23 06:00:00+00:00,765.9,0.0,355.3,0.0,0.0,0.0,765.9,355.3,0.0,1121.2
2026-01-23 07:00:00+00:00,599.375,0.0,446.25,0.0,0.0,41.15,599.375,446.25,-41.15,1004.475
2026-01-23 08:00:00+00:00,597.35,0.0,494.625,0.0,0.0,0.0,597.35,494.625,0.0,1091.975
2026-01-23 09:00:00+00:00,441.875,0.0,637.175,0.0,0.0,0.0,441.875,637.175,0.0,1079.05
2026-01-23 10:00:00+00:00,428.425,0.0,592.225,0.0,0.0,0.15,428.425,592.225,-0.15,1020.5000000000001
2026-01-23 11:00:00+00:00,416.725,0.0,600.65,0.0,0.0,0.125,416.725,600.65,-0.125,1017.25
2026-01-23 12:00:00+00:00,428.325,0.0,594.0,0.0,0.0,0.1,428.325,594.0,-0.1,1022.225
2026-01-23 13:00:00+00:00,529.775,0.0,471.25,0.0,0.0,0.175,529.775,471.25,-0.175,1000.85
2026-01-23 14:00:00+00:00,522.475,0.0,514.775,0.0,0.0,0.0,522.475,514.775,0.0,1037.25
2026-01-23 15:00:00+00:00,573.125,0.0,524.15,0.0,0.0,0.025,573.125,524.15,-0.025,1097.25
2026-01-23 16:00:00+00:00,556.3,0.0,485.475,0.0,0.0,0.0,556.3,485.475,0.0,1041.775
2026-01-23 17:00:00+00:00,407.675,0.0,510.5,0.0,7.075,0.0,407.675,510.5,7.075,925.25
2026-01-23 18:00:00+00:00,454.875,0.0,501.8,0.0,2.8,0.0,454.875,501.8,2.8,959.4749999999999
2026-01-23 19:00:00+00:00,475.1,0.0,574.325,0.0,0.0,0.0,475.1,574.325,0.0,1049.4250000000002
2026-01-23 20:00:00+00:00,271.025,0.0,757.325,0.0,0.0,0.0,271.025,757.325,0.0,1028.35
2026-01-23 21:00:00+00:00,66.625,2.9,1077.4,0.0,0.0,0.0,63.725,1077.4,0.0,1141.125
2026-01-23 22:00:00+00:00,61.95,0.0,1019.725,0.0,0.0,0.025,61.95,1019.725,-0.025,1081.6499999999999
2026-01-23 23:00:00+00:00,369.025,0.0,774.5,0.0,0.0,0.0,369.025,774.5,0.0,1143.525
2026-01-24 00:00:00+00:00,620.975,0.0,553.75,0.0,0.0,0.075,620.975,553.75,-0.075,1174.6499999999999
2026-01-24 01:00:00+00:00,332.65,0.0,756.1,0.0,6.05,0.0,332.65,756.1,6.05,1094.8
2026-01-24 02:00:00+00:00,6.75,0.0,1064.65,0.0,5.775,0.0,6.75,1064.65,5.775,1077.1750000000002
2026-01-24 03:00:00+00:00,211.575,0.0,831.65,0.0,5.925,0.0,211.575,831.65,5.925,1049.1499999999999
2026-01-24 04:00:00+00:00,91.5,0.0,993.575,0.0,5.65,0.0,91.5,993.575,5.65,1090.7250000000001
2026-01-24 05:00:00+00:00,442.075,0.0,742.4,0.0,2.825,0.0,442.075,742.4,2.825,1187.3
2026-01-24 06:00:00+00:00,229.325,0.0,871.025,0.0,3.225,0.0,229.325,871.025,3.225,1103.5749999999998
2026-01-24 07:00:00+00:00,169.925,0.0,972.25,0.0,0.0,0.0,169.925,972.25,0.0,1142.175
2026-01-24 08:00:00+00:00,121.875,0.0,873.55,0.0,0.3,0.025,121.875,873.55,0.27499999999999997,995.6999999999999
2026-01-24 09:00:00+00:00,116.075,0.0,958.575,0.0,0.0,0.025,116.075,958.575,-0.025,1074.625
2026-01-24 10:00:00+00:00,58.525,0.0,1072.625,0.0,0.0,0.025,58.525,1072.625,-0.025,1131.125
2026-01-24 11:00:00+00:00,68.725,0.0,1054.1,0.0,0.0,0.025,68.725,1054.1,-0.025,1122.7999999999997
2026-01-24 12:00:00+00:00,28.85,0.0,1055.55,0.0,0.0,0.0,28.85,1055.55,0.0,1084.3999999999999
2026-01-24 13:00:00+00:00,42.55,0.0,1035.6,0.0,0.0,0.025,42.55,1035.6,-0.025,1078.1249999999998
2026-01-24 14:00:00+00:00,80.675,0.0,999.275,0.0,0.0,0.1,80.675,999.275,-0.1,1079.8500000000001
2026-01-24 15:00:00+00:00,148.3,0.0,972.925,0.0,0.0,0.125,148.3,972.925,-0.125,1121.1
2026-01-24 16:00:00+00:00,217.4,0.0,910.875,0.0,0.0,0.0,217.4,910.875,0.0,1128.275
2026-01-24 17:00:00+00:00,159.725,0.0,919.95,0.0,0.0,0.0,159.725,919.95,0.0,1079.675
2026-01-24 18:00:00+00:00,274.0,0.0,844.05,0.0,0.0,0.0,274.0,844.05,0.0,1118.05
2026-01-24 19:00:00+00:00,178.775,0.0,902.5,0.0,0.0,0.0,178.775,902.5,0.0,1081.275
2026-01-24 20:00:00+00:00,145.325,0.0,929.675,0.0,0.0,0.0,145.325,929.675,0.0,1075.0
2026-01-24 21:00:00+00:00,162.425,0.0,904.9,0.0,0.0,0.0,162.425,904.9,0.0,1067.325
2026-01-24 22:00:00+00:00,180.425,0.0,878.175,0.0,0.0,0.0,180.425,878.175,0.0,1058.6
2026-01-24 23:00:00+00:00,84.875,0.0,962.825,0.0,0.275,0.2,84.875,962.825,0.07500000000000001,1047.775
2026-01-25 00:00:00+00:00,7.625,0.0,1251.775,0.0,0.25,258.25,7.625,1251.775,-258.0,1001.4000000000001
2026-01-25 01:00:00+00:00,5.0,0.0,1405.225,0.0,0.0,523.45,5.0,1405.225,-523.45,886.7749999999999
2026-01-25 02:00:00+00:00,0.175,0.0,1417.175,0.0,0.0,646.125,0.175,1417.175,-646.125,771.2249999999999
2026-01-25 03:00:00+00:00,7.5,0.0,1421.975,0.0,0.0,570.675,7.5,1421.975,-570.675,858.8
2026-01-25 04:00:00+00:00,0.0,0.0,1472.225,0.0,0.0,460.85,0.0,1472.225,-460.85,1011.3749999999999
2026-01-25 05:00:00+00:00,0.0,0.0,1053.475,0.0,0.0,13.375,0.0,1053.475,-13.375,1040.1
2026-01-25 06:00:00+00:00,0.0,9.9,1095.75,0.0,0.0,0.225,-9.9,1095.75,-0.225,1085.625
2026-01-25 07:00:00+00:00,0.0,15.6,1097.275,0.0,0.0,0.325,-15.6,1097.275,-0.325,1081.3500000000001
2026-01-25 08:00:00+00:00,0.225,3.425,1076.75,0.0,0.0,0.15,-3.1999999999999997,1076.75,-0.15,1073.3999999999999
2026-01-25 09:00:00+00:00,4.45,0.0,902.375,0.0,0.225,0.0,4.45,902.375,0.225,907.0500000000001
2026-01-25 10:00:00+00:00,5.225,0.0,937.475,0.0,0.175,0.0,5.225,937.475,0.175,942.875
2026-01-25 11:00:00+00:00,0.0,0.0,872.5,0.0,0.0,0.025,0.0,872.5,-0.025,872.475
2026-01-25 12:00:00+00:00,2.45,0.0,881.75,0.0,0.05,0.0,2.45,881.75,0.05,884.25
2026-01-25 13:00:00+00:00,4.975,0.0,888.225,0.0,0.0,0.0,4.975,888.225,0.0,893.2
2026-01-25 14:00:00+00:00,2.5,0.0,943.7,0.0,0.0,0.0,2.5,943.7,0.0,946.2
2026-01-25 15:00:00+00:00,2.525,0.0,1012.2,0.0,0.0,0.025,2.525,1012.2,-0.025,1014.7
2026-01-25 16:00:00+00:00,0.0,0.0,977.4,0.0,0.0,0.0,0.0,977.4,0.0,977.4
2026-01-25 17:00:00+00:00,1.875,0.0,1027.5,0.0,0.0,0.025,1.875,1027.5,-0.025,1029.35
2026-01-25 18:00:00+00:00,0.0,0.0,1223.65,0.0,0.0,0.075,0.0,1223.65,-0.075,1223.575
2026-01-25 19:00:00+00:00,4.825,1.175,1230.325,0.0,0.0,0.15,3.6500000000000004,1230.325,-0.15,1233.825
2026-01-25 20:00:00+00:00,7.025,0.0,1102.425,0.0,1.95,0.0,7.025,1102.425,1.95,1111.4
2026-01-25 21:00:00+00:00,36.775,0.0,1217.85,0.0,0.0,2.25,36.775,1217.85,-2.25,1252.375
2026-01-25 22:00:00+00:00,0.0,0.0,1176.825,0.0,4.925,0.0,0.0,1176.825,4.925,1181.75
2026-01-25 23:00:00+00:00,13.725,0.0,1187.7,0.0,0.0,16.8,13.725,1187.7,-16.8,1184.625
2026-01-26 00:00:00+00:00,178.85,0.0,1105.75,0.0,0.0,0.625,178.85,1105.75,-0.625,1283.975
2026-01-26 01:00:00+00:00,81.4,0.0,1260.85,0.0,0.0,60.925,81.4,1260.85,-60.925,1281.325
2026-01-26 02:00:00+00:00,0.0,0.0,1470.375,0.0,0.0,203.55,0.0,1470.375,-203.55,1266.825
2026-01-26 03:00:00+00:00,0.0,0.0,1346.625,0.0,0.0,117.875,0.0,1346.625,-117.875,1228.75
2026-01-26 04:00:00+00:00,3.525,0.0,1395.475,0.0,0.0,323.3,3.525,1395.475,-323.3,1075.7
2026-01-26 05:00:00+00:00,0.05,0.0,997.45,0.0,0.05,0.0,0.05,997.45,0.05,997.55
2026-01-26 06:00:00+00:00,0.0,0.3,1170.0,0.0,0.0,76.325,-0.3,1170.0,-76.325,1093.375
2026-01-26 07:00:00+00:00,39.325,0.0,1043.55,0.0,0.0,0.0,39.325,1043.55,0.0,1082.875
2026-01-26 08:00:00+00:00,0.0,37.45,1261.525,0.0,0.0,197.675,-37.45,1261.525,-197.675,1026.4
2026-01-26 09:00:00+00:00,0.0,103.175,1349.625,0.0,0.0,299.425,-103.175,1349.625,-299.425,947.0250000000001
2026-01-26 10:00:00+00:00,19.0,51.85,1111.95,0.0,0.0,105.275,-32.85,1111.95,-105.275,973.8250000000002
2026-01-26 11:00:00+00:00,174.625,0.0,841.45,0.0,0.0,0.3,174.625,841.45,-0.3,1015.7750000000001
2026-01-26 12:00:00+00:00,185.075,0.0,861.05,0.0,0.0,0.3,185.075,861.05,-0.3,1045.825
2026-01-26 13:00:00+00:00,260.15,0.0,794.475,0.0,0.0,0.0,260.15,794.475,0.0,1054.625
2026-01-26 14:00:00+00:00,342.175,0.0,692.825,0.0,0.0,0.025,342.175,692.825,-0.025,1034.975
2026-01-26 15:00:00+00:00,339.425,0.0,696.95,0.0,0.0,0.05,339.425,696.95,-0.05,1036.325
2026-01-26 16:00:00+00:00,348.075,0.0,710.075,0.0,0.0,0.025,348.075,710.075,-0.025,1058.125
2026-01-26 17:00:00+00:00,311.75,0.0,766.5,0.0,0.0,0.025,311.75,766.5,-0.025,1078.225
2026-01-26 18:00:00+00:00,143.6,0.0,890.875,0.0,0.0,0.325,143.6,890.875,-0.325,1034.1499999999999
2026-01-26 19:00:00+00:00,118.65,0.0,965.925,0.0,0.0,0.0,118.65,965.925,0.0,1084.575
2026-01-26 20:00:00+00:00,62.575,0.0,1088.2,0.0,0.0,81.925,62.575,1088.2,-81.925,1068.8500000000001
2026-01-26 21:00:00+00:00,49.9,0.0,1196.1,0.0,0.0,100.75,49.9,1196.1,-100.75,1145.25
2026-01-26 22:00:00+00:00,133.725,0.0,1073.125,0.0,0.0,23.15,133.725,1073.125,-23.15,1183.6999999999998
2026-01-26 23:00:00+00:00,74.575,0.0,1147.825,0.0,0.025,3.425,74.575,1147.825,-3.4,1219.0
2026-01-27 00:00:00+00:00,86.175,0.0,1154.0,0.0,0.0,1.9,86.175,1154.0,-1.9,1238.2749999999999
2026-01-27 01:00:00+00:00,87.45,0.0,1191.45,0.0,0.0,1.175,87.45,1191.45,-1.175,1277.7250000000001
2026-01-27 02:00:00+00:00,100.075,0.0,1183.275,0.0,0.0,2.075,100.075,1183.275,-2.075,1281.275
2026-01-27 03:00:00+00:00,76.575,0.0,1186.35,0.0,0.0,2.375,76.575,1186.35,-2.375,1260.55
2026-01-27 04:00:00+00:00,32.1,0.0,1170.75,0.0,0.0,9.125,32.1,1170.75,-9.125,1193.725
2026-01-27 05:00:00+00:00,3.6,11.775,1124.325,0.0,0.0,0.8,-8.175,1124.325,-0.8,1115.3500000000001
2026-01-27 06:00:00+00:00,0.0,19.1,1018.95,0.0,0.0,1.55,-19.1,1018.95,-1.55,998.3000000000001
2026-01-27 07:00:00+00:00,0.0,11.625,961.35,0.0,0.0,0.1,-11.625,961.35,-0.1,949.625
2026-01-27 08:00:00+00:00,0.0,13.55,950.3,0.0,0.025,0.125,-13.55,950.3,-0.1,936.65
2026-01-27 09:00:00+00:00,0.0,12.0,967.15,0.0,0.0,0.0,-12.0,967.15,0.0,955.15
2026-01-27 10:00:00+00:00,0.0,9.525,985.9,0.0,0.0,0.0,-9.525,985.9,0.0,976.375
2026-01-27 11:00:00+00:00,8.1,0.0,972.475,0.0,0.0,0.0,8.1,972.475,0.0,980.575
2026-01-27 12:00:00+00:00,10.525,0.0,965.425,0.0,0.0,0.0,10.525,965.425,0.0,975.9499999999999
2026-01-27 13:00:00+00:00,140.275,0.0,856.8,0.0,0.0,0.0,140.275,856.8,0.0,997.0749999999999
2026-01-27 14:00:00+00:00,246.775,0.0,708.9,0.0,0.0,0.0,246.775,708.9,0.0,955.675
2026-01-27 15:00:00+00:00,419.675,0.0,601.0,0.0,0.0,0.0,419.675,601.0,0.0,1020.675
2026-01-27 16:00:00+00:00,613.4,0.0,429.625,0.0,0.0,0.0,613.4,429.625,0.0,1043.025
2026-01-27 17:00:00+00:00,648.925,0.0,399.375,0.0,0.0,0.0,648.925,399.375,0.0,1048.3
2026-01-27 18:00:00+00:00,673.85,0.0,368.3,0.0,0.0,0.0,673.85,368.3,0.0,1042.15
2026-01-27 19:00:00+00:00,580.325,0.0,419.9,0.0,0.0,0.0,580.325,419.9,0.0,1000.225
2026-01-27 20:00:00+00:00,776.8,0.0,276.175,0.0,0.0,0.0,776.8,276.175,0.0,1052.975
2026-01-27 21:00:00+00:00,874.85,0.0,203.85,0.0,0.0,0.0,874.85,203.85,0.0,1078.7
2026-01-27 22:00:00+00:00,989.85,0.0,144.075,0.0,0.0,0.0,989.85,144.075,0.0,1133.925
2026-01-27 23:00:00+00:00,520.2,0.0,524.8,0.0,0.0,0.175,520.2,524.8,-0.175,1044.825
2026-01-28 00:00:00+00:00,596.55,0.0,474.3,0.0,0.0,0.0,596.55,474.3,0.0,1070.85
2026-01-28 01:00:00+00:00,629.625,0.0,452.775,0.0,0.0,5.325,629.625,452.775,-5.325,1077.075
2026-01-28 02:00:00+00:00,601.825,0.0,484.45,0.0,0.0,8.3,601.825,484.45,-8.3,1077.9750000000001
2026-01-28 03:00:00+00:00,564.375,0.0,500.575,0.0,0.0,3.625,564.375,500.575,-3.625,1061.325
2026-01-28 04:00:00+00:00,441.425,0.0,564.15,0.0,0.0,0.0,441.425,564.15,0.0,1005.575
2026-01-28 05:00:00+00:00,232.925,0.0,675.9,0.0,0.0,0.0,232.925,675.9,0.0,908.825
2026-01-28 06:00:00+00:00,100.1,0.0,770.05,0.0,0.0,0.1,100.1,770.05,-0.1,870.05
2026-01-28 07:00:00+00:00,0.0,2.4,864.1,0.0,0.0,0.0,-2.4,864.1,0.0,861.7
2026-01-28 08:00:00+00:00,0.0,12.55,780.075,0.0,0.025,0.0,-12.55,780.075,0.025,767.5500000000001
2026-01-28 09:00:00+00:00,0.0,100.075,904.825,0.0,0.0,3.45,-100.075,904.825,-3.45,801.3
2026-01-28 10:00:00+00:00,0.0,83.8,903.225,0.0,0.0,34.425,-83.8,903.225,-34.425,785.0000000000001
2026-01-28 11:00:00+00:00,0.0,104.125,911.05,0.0,0.0,3.2,-104.125,911.05,-3.2,803.7249999999999
2026-01-28 12:00:00+00:00,0.0,22.0,838.0,0.0,0.0,0.225,-22.0,838.0,-0.225,815.775
2026-01-28 13:00:00+00:00,0.0,15.5,816.275,0.0,0.0,0.3,-15.5,816.275,-0.3,800.475
2026-01-28 14:00:00+00:00,0.0,19.475,782.275,0.0,0.0,0.075,-19.475,782.275,-0.075,762.7249999999999
2026-01-28 15:00:00+00:00,0.0,7.175,784.3,0.0,0.125,0.2,-7.175,784.3,-0.07500000000000001,777.05
2026-01-28 16:00:00+00:00,0.0,0.1,794.475,0.0,0.0,0.075,-0.1,794.475,-0.075,794.3
2026-01-28 17:00:00+00:00,0.0,0.275,787.075,0.0,0.0,0.0,-0.275,787.075,0.0,786.8000000000001
2026-01-28 18:00:00+00:00,0.0,2.45,812.35,0.0,0.0,17.9,-2.45,812.35,-17.9,792.0
2026-01-28 19:00:00+00:00,0.0,13.575,791.85,0.0,6.4,0.05,-13.575,791.85,6.3500000000000005,784.625
2026-01-28 20:00:00+00:00,0.0,0.0,804.625,0.0,0.0,0.0,0.0,804.625,0.0,804.625
2026-01-28 21:00:00+00:00,0.0,1.575,831.05,0.0,0.0,0.0,-1.575,831.05,0.0,829.4749999999999
2026-01-28 22:00:00+00:00,0.025,3.4,870.65,0.0,0.0,0.7,-3.375,870.65,-0.7,866.5749999999999
2026-01-28 23:00:00+00:00,0.0,5.625,897.5,0.0,0.0,10.175,-5.625,897.5,-10.175,881.7
2026-01-29 00:00:00+00:00,0.0,4.0,945.1,0.0,0.0,5.225,-4.0,945.1,-5.225,935.875
2026-01-29 01:00:00+00:00,0.0,5.05,982.85,0.0,0.0,4.325,-5.05,982.85,-4.325,973.475
2026-01-29 02:00:00+00:00,0.0,9.025,1023.725,0.0,0.0,7.975,-9.025,1023.725,-7.975,1006.725
2026-01-29 03:00:00+00:00,0.0,11.9,1053.7,0.0,0.0,11.85,-11.9,1053.7,-11.85,1029.95
2026-01-29 04:00:00+00:00,0.0,10.5,1037.4,0.0,0.0,0.2,-10.5,1037.4,-0.2,1026.7
2026-01-29 05:00:00+00:00,9.975,5.1,968.25,0.0,0.0,9.475,4.875,968.25,-9.475,963.65
2026-01-29 06:00:00+00:00,184.8,0.0,790.125,0.0,0.0,0.325,184.8,790.125,-0.325,974.5999999999999
2026-01-29 07:00:00+00:00,112.875,0.0,845.35,0.0,0.0,26.1,112.875,845.35,-26.1,932.125
2026-01-29 08:00:00+00:00,203.1,0.0,744.35,0.0,0.0,56.75,203.1,744.35,-56.75,890.7
2026-01-29 09:00:00+00:00,139.575,0.0,774.65,0.0,0.0,9.4,139.575,774.65,-9.4,904.8249999999999
2026-01-29 10:00:00+00:00,222.975,0.0,743.0,0.0,0.0,9.3,222.975,743.0,-9.3,956.6750000000001
2026-01-29 11:00:00+00:00,275.55,0.0,697.15,0.0,0.0,10.875,275.55,697.15,-10.875,961.825
2026-01-29 12:00:00+00:00,259.9,0.0,707.975,0.0,0.0,0.0,259.9,707.975,0.0,967.875
2026-01-29 13:00:00+00:00,275.825,0.0,651.8,0.0,0.0,0.0,275.825,651.8,0.0,927.625
2026-01-29 14:00:00+00:00,292.85,0.0,643.475,0.0,0.0,0.0,292.85,643.475,0.0,936.325
2026-01-29 15:00:00+00:00,286.5,0.0,681.1,0.0,0.0,0.25,286.5,681.1,-0.25,967.35
2026-01-29 16:00:00+00:00,311.525,0.0,691.375,0.0,0.0,4.925,311.525,691.375,-4.925,997.975
2026-01-29 17:00:00+00:00,428.0,0.0,612.375,0.0,0.0,10.825,428.0,612.375,-10.825,1029.55
2026-01-29 18:00:00+00:00,350.85,0.0,675.35,0.0,0.025,0.0,350.85,675.35,0.025,1026.2250000000001
2026-01-29 19:00:00+00:00,280.4,0.0,740.35,0.0,0.0,0.0,280.4,740.35,0.0,1020.75
2026-01-29 20:00:00+00:00,303.775,0.0,719.375,0.0,0.0,0.0,303.775,719.375,0.0,1023.15
2026-01-29 21:00:00+00:00,330.45,0.0,741.05,0.0,0.0,0.0,330.45,741.05,0.0,1071.5
2026-01-29 22:00:00+00:00,442.0,0.0,641.825,0.0,0.0,0.0,442.0,641.825,0.0,1083.825
2026-01-29 23:00:00+00:00,222.6,0.0,861.275,0.0,0.0,0.0,222.6,861.275,0.0,1083.875
2026-01-30 00:00:00+00:00,289.175,0.0,818.025,0.0,0.0,2.85,289.175,818.025,-2.85,1104.3500000000001
2026-01-30 01:00:00+00:00,230.7,0.0,851.025,0.0,0.0,3.8,230.7,851.025,-3.8,1077.925
2026-01-30 02:00:00+00:00,278.775,0.0,845.05,0.0,0.0,0.0,278.775,845.05,0.0,1123.8249999999998
2026-01-30 03:00:00+00:00,87.3,1.15,1094.375,0.0,0.0,0.0,86.14999999999999,1094.375,0.0,1180.525
2026-01-30 04:00:00+00:00,0.0,2.125,1039.8,0.0,0.0,0.0,-2.125,1039.8,0.0,1037.675
2026-01-30 05:00:00+00:00,15.075,0.0,967.5,0.0,15.425,0.0,15.075,967.5,15.425,998.0
2026-01-30 06:00:00+00:00,11.05,0.875,991.15,0.0,3.9,0.0,10.175,991.15,3.9,1005.2249999999999
2026-01-30 07:00:00+00:00,1.425,4.425,839.775,0.0,3.0,0.05,-3.0,839.775,2.95,839.725
2026-01-30 08:00:00+00:00,0.0,7.425,796.925,0.0,0.0,65.8,-7.425,796.925,-65.8,723.7
2026-01-30 09:00:00+00:00,0.0,3.05,734.5,0.0,0.0,0.1,-3.05,734.5,-0.1,731.35
2026-01-30 10:00:00+00:00,0.0,0.0,732.125,0.0,0.0,0.0,0.0,732.125,0.0,732.125
2026-01-30 11:00:00+00:00,0.0,1.575,735.65,0.0,0.0,1.575,-1.575,735.65,-1.575,732.4999999999999
2026-01-30 12:00:00+00:00,0.0,2.525,782.9,0.0,0.0,29.35,-2.525,782.9,-29.35,751.025
2026-01-30 13:00:00+00:00,0.0,0.0,759.875,0.0,13.95,0.0,0.0,759.875,13.95,773.825
2026-01-30 14:00:00+00:00,0.0,0.0,799.0,0.0,13.8,0.0,0.0,799.0,13.8,812.8
2026-01-30 15:00:00+00:00,0.0,0.0,816.9,0.0,12.475,0.0,0.0,816.9,12.475,829.375
2026-01-30 16:00:00+00:00,27.725,0.0,856.25,0.0,11.3,0.0,27.725,856.25,11.3,895.275
2026-01-30 17:00:00+00:00,39.8,0.0,798.075,0.0,11.2,0.0,39.8,798.075,11.2,849.075
2026-01-30 18:00:00+00:00,43.9,0.0,903.4,0.0,7.525,0.0,43.9,903.4,7.525,954.8249999999999
2026-01-30 19:00:00+00:00,3.925,0.0,933.925,0.0,0.0,0.0,3.925,933.925,0.0,937.8499999999999
2026-01-30 20:00:00+00:00,61.675,0.0,916.5,0.0,0.0,0.0,61.675,916.5,0.0,978.175
2026-01-30 21:00:00+00:00,33.4,0.0,957.375,0.0,0.0,0.0,33.4,957.375,0.0,990.775
2026-01-30 22:00:00+00:00,11.9,0.0,992.45,0.0,24.375,0.0,11.9,992.45,24.375,1028.725
2026-01-30 23:00:00+00:00,17.275,0.025,1044.45,0.0,13.55,0.0,17.25,1044.45,13.55,1075.25
2026-01-31 00:00:00+00:00,87.3,0.0,1035.2,0.0,1.85,0.075,87.3,1035.2,1.7750000000000001,1124.275
2026-01-31 01:00:00+00:00,58.85,0.075,1109.075,0.0,165.525,0.0,58.775,1109.075,165.525,1333.3750000000002
2026-01-31 02:00:00+00:00,5.35,0.0,1044.3,0.0,247.7,0.0,5.35,1044.3,247.7,1297.35
2026-01-31 03:00:00+00:00,2.05,0.075,861.475,0.0,385.5,0.0,1.9749999999999999,861.475,385.5,1248.95
2026-01-31 04:00:00+00:00,6.85,0.0,938.9,0.0,303.525,0.0,6.85,938.9,303.525,1249.275
2026-01-31 05:00:00+00:00,6.05,0.0,846.95,0.0,392.625,0.0,6.05,846.95,392.625,1245.625
2026-01-31 06:00:00+00:00,5.25,0.0,1044.0,0.0,158.225,0.0,5.25,1044.0,158.225,1207.475
2026-01-31 07:00:00+00:00,0.65,0.0,1033.175,0.0,206.125,0.0,0.65,1033.175,206.125,1239.95
2026-01-31 08:00:00+00:00,0.0,0.3,987.225,0.0,233.8,0.0,-0.3,987.225,233.8,1220.7250000000001
2026-01-31 09:00:00+00:00,1.95,0.075,1070.275,0.0,124.2,0.0,1.875,1070.275,124.2,1196.3500000000001
2026-01-31 10:00:00+00:00,0.0,0.3,1167.75,0.0,6.725,0.0,-0.3,1167.75,6.725,1174.175
2026-01-31 11:00:00+00:00,0.0,0.3,1163.675,0.0,0.0,0.0,-0.3,1163.675,0.0,1163.375
2026-01-31 12:00:00+00:00,3.6,0.0,917.05,0.0,226.775,0.0,3.6,917.05,226.775,1147.425
2026-01-31 13:00:00+00:00,0.625,0.225,954.125,0.0,129.85,0.0,0.4,954.125,129.85,1084.375
2026-01-31 14:00:00+00:00,0.0,0.225,957.95,0.0,97.7,0.0,-0.225,957.95,97.7,1055.425
2026-01-31 15:00:00+00:00,0.4,0.075,934.975,0.0,58.95,0.0,0.325,934.975,58.95,994.2500000000001
2026-01-31 16:00:00+00:00,5.525,0.0,865.925,0.0,0.0,17.675,5.525,865.925,-17.675,853.775
2026-01-31 17:00:00+00:00,1.65,0.0,959.475,0.0,0.0,13.825,1.65,959.475,-13.825,947.3
