,AT_SI,SI_AT,HU_SI,SI_HU,IT_NORD_SI,SI_IT_NORD,SI_HR,HR_SI,SI_AT_net_export,SI_HR_net_export,SI_IT_NORD_net_export,SI_HU_net_export,Net Export
2026-01-02 15:00:00+00:00,482.15,60.575,9.625,925.775,785.55,23.525,980.175,197.0,-421.575,783.175,-762.025,916.15,515.7249999999999
2026-01-02 16:00:00+00:00,392.5,138.525,63.775,939.0,854.0,1.5,1023.625,147.8,-253.975,875.825,-852.5,875.225,644.575
2026-01-02 17:00:00+00:00,348.225,717.55,663.825,869.025,848.925,127.475,998.9,192.125,369.32499999999993,806.775,-721.4499999999999,205.19999999999993,659.8499999999999
2026-01-02 18:00:00+00:00,438.475,123.25,207.95,861.525,850.6,120.925,1004.125,95.275,-315.225,908.85,-729.6750000000001,653.575,517.525
2026-01-02 19:00:00+00:00,620.275,156.275,299.875,803.875,862.35,258.2,991.275,135.325,-464.0,855.95,-604.1500000000001,504.0,291.79999999999995
2026-01-02 20:00:00+00:00,680.725,470.8,307.275,495.825,726.55,35.675,856.525,172.025,-209.925,684.5,-690.875,188.55,-27.75
2026-01-02 21:00:00+00:00,683.3,772.45,703.575,301.125,523.45,213.75,810.15,278.7,89.15000000000009,531.45,-309.70000000000005,-402.45000000000005,-91.54999999999995
2026-01-02 22:00:00+00:00,856.7,863.15,695.35,14.5,15.7,197.625,730.275,267.2,6.449999999999932,463.075,181.925,-680.85,-29.40000000000009
2026-01-02 23:00:00+00:00,330.95,510.175,463.775,11.774999999999999,430.2,677.2,663.9,609.675,179.22500000000002,54.22500000000002,247.00000000000006,-452.0,28.450000000000102
2026-01-03 00:00:00+00:00,411.075,555.425,519.45,0.2,1.75,200.75,419.95,352.7,144.34999999999997,67.25,199.0,-519.25,-108.65000000000003
2026-01-03 01:00:00+00:00,325.8,508.025,478.925,0.55,0.0,147.0,350.0,299.5,182.22499999999997,50.5,147.0,-478.375,-98.65000000000003
2026-01-03 02:00:00+00:00,291.4,205.45,391.625,0.17500000000000002,0.0,186.0,350.3,166.125,-85.94999999999999,184.175,186.0,-391.45,-107.22499999999997
2026-01-03 03:00:00+00:00,333.25,397.95,424.775,0.17500000000000002,0.0,186.0,350.925,269.675,64.69999999999999,81.25,186.0,-424.59999999999997,-92.64999999999998
2026-01-03 04:00:00+00:00,541.575,439.3,395.825,0.325,0.0,186.0,442.175,282.175,-102.27500000000003,160.0,186.0,-395.5,-151.77500000000003
2026-01-03 05:00:00+00:00,782.85,417.375,388.975,0.15,0.0,186.0,586.8,301.05,-365.475,285.74999999999994,186.0,-388.82500000000005,-282.5500000000001
2026-01-03 06:00:00+00:00,960.875,189.65,211.675,0.325,0.0,189.0,733.625,93.225,-771.225,640.4,189.0,-211.35000000000002,-153.17500000000007
2026-01-03 07:00:00+00:00,761.7,77.72500000000001,305.9,4.9,0.0,260.0,674.825,82.925,-683.975,591.9000000000001,260.0,-301.0,-133.07499999999993
2026-01-03 08:00:00+00:00,565.5,168.2,538.975,3.725,10.0,290.0,578.225,87.1,-397.3,491.125,280.0,-535.25,-161.425
2026-01-03 09:00:00+00:00,421.45000000000005,187.3,628.575,1.375,15.525,295.2,540.025,123.95,-234.15000000000003,416.075,279.675,-627.2,-165.60000000000008
2026-01-03 10:00:00+00:00,483.15,115.30000000000001,637.15,1.25,29.474999999999998,294.0,640.625,77.925,-367.84999999999997,562.7,264.525,-635.9,-176.52499999999992
2026-01-03 11:00:00+00:00,502.4,103.0,597.625,2.0,1.45,264.45,666.7,110.0,-399.4,556.7,263.0,-595.625,-175.32499999999993
2026-01-03 12:00:00+00:00,611.775,3.7,366.075,24.549999999999997,1.35,138.39999999999998,751.225,97.8,-608.0749999999999,653.4250000000001,137.04999999999998,-341.525,-159.12499999999986
2026-01-03 13:00:00+00:00,948.25,5.325,245.8,73.6,118.0,263.125,856.45,164.475,-942.925,691.975,145.125,-172.20000000000002,-278.025
2026-01-03 14:00:00+00:00,829.15,1.4249999999999998,129.025,360.45,515.95,201.075,1020.525,147.8,-827.725,872.7249999999999,-314.87500000000006,231.42499999999998,-38.45000000000019
2026-01-03 15:00:00+00:00,554.225,1.5,182.0,713.5,731.725,285.725,986.55,182.475,-552.725,804.0749999999999,-446.0,531.5,336.8499999999999
2026-01-03 16:00:00+00:00,489.625,1.85,121.125,497.6,542.5,230.825,1062.9,155.825,-487.775,907.075,-311.675,376.475,484.1000000000001
2026-01-03 17:00:00+00:00,437.025,9.775,209.10000000000002,501.84999999999997,564.825,334.375,1039.95,204.1,-427.25,835.85,-230.45000000000005,292.74999999999994,470.8999999999999
2026-01-03 18:00:00+00:00,543.125,2.9000000000000004,292.925,369.75,395.975,161.225,1154.625,137.95,-540.225,1016.675,-234.75000000000003,76.82499999999999,318.52499999999986
2026-01-03 19:00:00+00:00,810.6,15.85,87.72500000000001,425.85,410.075,105.475,962.95,125.675,-794.75,837.2750000000001,-304.6,338.125,76.05000000000007
2026-01-03 20:00:00+00:00,927.2,5.95,56.5,371.825,376.825,140.10000000000002,924.35,139.925,-921.25,784.425,-236.72499999999997,315.325,-58.22500000000002
2026-01-03 21:00:00+00:00,1032.05,16.05,65.25,324.1,336.6,148.95,930.625,131.2,-1016.0,799.425,-187.65000000000003,258.85,-145.37500000000006
2026-01-03 22:00:00+00:00,942.875,6.9,148.825,68.85,37.6,258.125,837.75,139.775,-935.975,697.975,220.525,-79.975,-97.44999999999999
2026-01-03 23:00:00+00:00,991.8,11.7,186.84999999999997,75.125,3.475,417.7,748.175,121.67500000000001,-980.0999999999999,626.5,414.22499999999997,-111.72499999999997,-51.09999999999991
2026-01-04 00:00:00+00:00,1004.45,7.7,137.85,17.375,23.05,469.05,596.525,104.07499999999999,-996.75,492.45,446.0,-120.475,-178.775
2026-01-04 01:00:00+00:00,852.025,4.525,180.675,4.375,6.25,452.25,490.225,69.825,-847.5,420.40000000000003,446.0,-176.3,-157.39999999999998
2026-01-04 02:00:00+00:00,703.5,16.425,231.625,58.5,121.325,447.45,522.15,123.075,-687.075,399.075,326.125,-173.125,-135.00000000000006
2026-01-04 03:00:00+00:00,686.575,48.075,324.8,3.8,0.0,495.0,416.75,106.4,-638.5,310.35,495.0,-321.0,-154.14999999999998
2026-01-04 04:00:00+00:00,647.2,209.2,247.175,1.425,5.05,192.575,490.55,162.375,-438.00000000000006,328.175,187.52499999999998,-245.75,-168.05000000000007
2026-01-04 05:00:00+00:00,616.65,2.975,189.875,93.05,305.25,338.325,586.725,132.2,-613.675,454.52500000000003,33.07499999999999,-96.825,-222.89999999999992
2026-01-04 06:00:00+00:00,449.875,225.825,31.775,154.2,537.6,55.3,497.075,74.225,-224.05,422.85,-482.3,122.42499999999998,-161.07500000000002
2026-01-04 07:00:00+00:00,422.95,47.0,144.825,48.25,296.075,353.275,391.1,85.625,-375.95,305.475,57.19999999999999,-96.57499999999999,-109.84999999999997
2026-01-04 08:00:00+00:00,485.35,111.125,373.95000000000005,91.375,140.95,466.575,351.55,155.1,-374.225,196.45000000000002,325.625,-282.57500000000005,-134.72500000000005
2026-01-04 09:00:00+00:00,510.275,92.575,441.075,158.825,182.45,420.0,357.275,146.125,-417.7,211.14999999999998,237.55,-282.25,-251.25
2026-01-04 10:00:00+00:00,340.675,0.0,381.425,42.475,36.525,57.625,433.025,66.875,-340.675,366.15,21.1,-338.95,-292.375
2026-01-04 11:00:00+00:00,466.57500000000005,0.0,390.675,214.95,56.35,118.15,382.075,63.275000000000006,-466.57500000000005,318.79999999999995,61.800000000000004,-175.72500000000002,-261.7000000000001
2026-01-04 12:00:00+00:00,368.0,21.549999999999997,190.975,8.75,127.44999999999999,0.0,421.35,57.6,-346.45,363.75,-127.44999999999999,-182.225,-292.375
2026-01-04 13:00:00+00:00,653.55,2.25,12.85,426.675,682.05,27.8,665.5,72.325,-651.3,593.175,-654.25,413.825,-298.55
2026-01-04 14:00:00+00:00,564.125,1.125,38.675,542.875,695.575,88.35,598.775,137.075,-563.0,461.7,-607.225,504.2,-204.3250000000001
2026-01-04 15:00:00+00:00,400.5,0.75,82.55000000000001,681.775,703.8,63.72500000000001,549.425,84.0,-399.75,465.42499999999995,-640.0749999999999,599.2249999999999,24.824999999999932
2026-01-04 16:00:00+00:00,449.125,174.125,7.1,587.925,392.575,46.425,539.075,101.92500000000001,-275.0,437.15000000000003,-346.15,580.8249999999999,396.825
2026-01-04 17:00:00+00:00,671.85,19.875,211.025,533.5,283.975,626.875,558.2,254.7,-651.975,303.50000000000006,342.9,322.475,316.90000000000003
2026-01-04 18:00:00+00:00,553.4,100.75,447.6,399.75,328.075,589.575,491.825,87.4,-452.65,404.42499999999995,261.50000000000006,-47.85000000000002,165.425
2026-01-04 19:00:00+00:00,684.125,21.375,501.65,303.70000000000005,61.175,481.75,490.97499999999997,77.0,-662.75,413.97499999999997,420.575,-197.94999999999993,-26.149999999999977
2026-01-04 20:00:00+00:00,791.85,3.8500000000000005,339.95,232.5,20.725,147.3,612.725,62.75,-788.0,549.975,126.57500000000002,-107.44999999999999,-218.89999999999995
2026-01-04 21:00:00+00:00,683.225,0.725,58.025000000000006,239.925,171.975,120.25,424.35,80.175,-682.5,344.175,-51.724999999999994,181.9,-208.14999999999995
2026-01-04 22:00:00+00:00,562.475,3.225,375.175,8.9,4.7,383.7,485.125,86.675,-559.25,398.45,379.0,-366.27500000000003,-148.07500000000005
2026-01-04 23:00:00+00:00,567.3499999999999,12.85,7.3999999999999995,126.375,170.5,11.875,531.15,68.17500000000001,-554.4999999999999,462.97499999999997,-158.625,118.975,-131.17499999999993
2026-01-05 00:00:00+00:00,471.95000000000005,0.7,5.9,29.0,0.625,2.275,416.05,60.85,-471.25000000000006,355.2,1.65,23.1,-91.30000000000007
2026-01-05 01:00:00+00:00,395.625,4.875,118.8,77.475,18.4,0.8,361.1,163.6,-390.75,197.50000000000003,-17.599999999999998,-41.325,-252.17499999999995
2026-01-05 02:00:00+00:00,266.125,41.675,0.575,33.675,27.1,2.3,350.825,217.825,-224.45,133.0,-24.8,33.099999999999994,-83.14999999999999
2026-01-05 03:00:00+00:00,468.075,0.5750000000000001,106.275,282.2,0.0,48.974999999999994,392.125,256.875,-467.5,135.25,48.974999999999994,175.92499999999998,-107.35
2026-01-05 04:00:00+00:00,500.3,6.8,43.400000000000006,56.85,38.875,50.525,367.1,124.325,-493.5,242.77500000000003,11.649999999999999,13.449999999999996,-225.62499999999997
2026-01-05 05:00:00+00:00,912.275,16.025,86.75000000000001,168.1,232.175,159.175,547.3,143.075,-896.25,404.22499999999997,-73.0,81.34999999999998,-483.6750000000001
2026-01-05 06:00:00+00:00,846.275,1.625,90.575,471.4,804.0,171.25,699.7,137.975,-844.65,561.725,-632.75,380.825,-534.8499999999999
2026-01-05 07:00:00+00:00,773.7,0.0,182.1,621.9,804.0,303.75,841.55,142.475,-773.7,699.0749999999999,-500.25,439.79999999999995,-135.07500000000016
2026-01-05 08:00:00+00:00,846.9,2.15,133.975,584.025,752.0,222.575,878.075,138.5,-844.75,739.575,-529.425,450.04999999999995,-184.54999999999995
2026-01-05 09:00:00+00:00,961.3,0.0,65.10000000000001,502.975,752.0,121.9,957.775,165.375,-961.3,792.4,-630.1,437.875,-361.125
2026-01-05 10:00:00+00:00,1157.025,139.95,123.65,476.775,752.0,87.925,1079.975,184.27499999999998,-1017.075,895.6999999999999,-664.075,353.125,-432.32500000000016
2026-01-05 11:00:00+00:00,1310.15,193.9,127.17500000000001,436.35,734.0,79.92500000000001,1104.8249999999998,150.6,-1116.25,954.2249999999998,-654.075,309.175,-506.92500000000024
2026-01-05 12:00:00+00:00,1227.2,132.95,127.925,546.675,734.0,14.35,1102.625,175.1,-1094.25,927.525,-719.65,418.74999999999994,-467.62500000000006
2026-01-05 13:00:00+00:00,914.45,4.95,0.0,627.0,734.0,0.0,885.4,238.27499999999998,-909.5,647.125,-734.0,627.0,-369.375
2026-01-05 14:00:00+00:00,635.05,3.125,11.899999999999999,722.7,660.0,0.0,745.75,201.075,-631.925,544.675,-660.0,710.8000000000001,-36.44999999999993
2026-01-05 15:00:00+00:00,485.975,3.975,66.825,868.9000000000001,660.0,0.0,841.15,267.65,-482.0,573.5,-660.0,802.075,233.57500000000005
2026-01-05 16:00:00+00:00,322.825,41.325,29.675,771.375,660.0,0.0,813.325,300.35,-281.5,512.975,-660.0,741.7,313.17500000000007
2026-01-05 17:00:00+00:00,329.55,5.05,76.175,777.9000000000001,660.0,0.0,806.7,246.875,-324.5,559.825,-660.0,701.7250000000001,277.0500000000002
2026-01-05 18:00:00+00:00,507.875,10.125,13.075,775.6,660.0,0.025,833.1,215.95,-497.75,617.1500000000001,-659.975,762.525,221.95000000000005
2026-01-05 19:00:00+00:00,704.175,21.975,153.825,762.4,660.0,39.05,825.975,128.5,-682.1999999999999,697.475,-620.95,608.575,2.900000000000091
2026-01-05 20:00:00+00:00,1018.375,90.075,176.6,374.575,474.925,264.725,863.975,323.25,-928.3,540.725,-210.2,197.975,-399.79999999999984
2026-01-05 21:00:00+00:00,857.3,116.77499999999999,134.75,236.525,473.0,151.25,747.025,300.525,-740.525,446.5,-321.75,101.775,-514.0
2026-01-05 22:00:00+00:00,646.9,97.4,152.9,32.925,158.9,133.0,519.675,279.55,-549.5,240.12499999999994,-25.900000000000006,-119.97500000000001,-455.2500000000001
2026-01-05 23:00:00+00:00,659.775,0.0,324.45,208.275,240.65,415.525,378.875,230.45,-659.775,148.425,174.87499999999997,-116.17499999999998,-452.65
2026-01-06 00:00:00+00:00,237.825,134.0,300.975,259.175,596.05,122.225,477.2,240.125,-103.82499999999999,237.075,-473.82499999999993,-41.80000000000001,-382.37499999999994
2026-01-06 01:00:00+00:00,643.7,0.0,504.40000000000003,152.225,223.05,797.05,424.75,431.5,-643.7,-6.75,574.0,-352.17500000000007,-428.6250000000001
2026-01-06 02:00:00+00:00,261.975,78.5,595.875,193.975,288.125,563.6750000000001,446.675,564.925,-183.47500000000002,-118.24999999999994,275.55000000000007,-401.9,-428.0749999999999
2026-01-06 03:00:00+00:00,377.775,6.5,326.225,150.1,221.7,281.52500000000003,425.0,377.125,-371.275,47.875,59.825000000000045,-176.12500000000003,-439.69999999999993
2026-01-06 04:00:00+00:00,476.825,0.0,227.54999999999998,290.775,482.95000000000005,162.15,495.475,330.2,-476.825,165.27500000000003,-320.80000000000007,63.224999999999994,-569.125
2026-01-06 05:00:00+00:00,439.425,10.775,73.95,325.0,756.9,51.7,392.25,235.8,-428.65000000000003,156.45,-705.1999999999999,251.05,-726.3499999999999
2026-01-06 06:00:00+00:00,558.0,0.0,19.05,484.775,680.0,3.025,370.32500000000005,156.925,-558.0,213.40000000000003,-676.975,465.72499999999997,-555.8500000000001
2026-01-06 07:00:00+00:00,179.85,30.150000000000002,6.125,463.6,680.0,0.0,427.525,170.29999999999998,-149.7,257.225,-680.0,457.475,-114.99999999999989
2026-01-06 08:00:00+00:00,365.125,0.0,25.475,434.6,679.0,0.0,526.625,134.075,-365.125,392.55,-679.0,409.125,-242.45000000000005
2026-01-06 09:00:00+00:00,519.325,1.4,23.375,352.775,679.0,0.0,552.25,131.15,-517.9250000000001,421.1,-679.0,329.4,-446.42500000000007
2026-01-06 10:00:00+00:00,832.275,88.75,18.5,336.85,679.0,0.85,606.4,163.05,-743.525,443.34999999999997,-678.15,318.35,-659.975
2026-01-06 11:00:00+00:00,927.7,211.725,174.625,335.225,679.0,0.0,617.95,142.575,-715.975,475.37500000000006,-679.0,160.60000000000002,-758.9999999999999
2026-01-06 12:00:00+00:00,1042.85,131.75,183.475,441.05,679.0,8.075,634.0,169.45,-911.0999999999999,464.55,-670.925,257.57500000000005,-859.8999999999999
2026-01-06 13:00:00+00:00,1191.825,100.05,15.3,614.7249999999999,679.0,5.45,658.425,250.9,-1091.775,407.525,-673.55,599.425,-758.3750000000002
2026-01-06 14:00:00+00:00,921.875,226.70000000000002,95.55,785.9,621.0,1.625,611.5,314.8,-695.175,296.7,-619.375,690.35,-327.4999999999999
2026-01-06 15:00:00+00:00,811.575,124.65,104.9,944.625,621.0,0.15,697.7,340.3,-686.9250000000001,357.40000000000003,-620.85,839.725,-110.64999999999998
2026-01-06 16:00:00+00:00,645.475,320.425,27.075,918.05,621.0,2.775,652.25,406.35,-325.05,245.89999999999998,-618.225,890.9749999999999,193.5999999999999
2026-01-06 17:00:00+00:00,579.25,237.45,12.9,810.55,578.0,3.975,617.025,384.575,-341.8,232.45,-574.025,797.65,114.27499999999998
2026-01-06 18:00:00+00:00,710.05,225.15,179.775,778.05,578.0,168.175,599.7,456.05,-484.9,143.65000000000003,-409.825,598.275,-152.79999999999995
2026-01-06 19:00:00+00:00,1235.275,9.975,6.475,759.675,541.75,54.025000000000006,572.35,103.4,-1225.3000000000002,468.95000000000005,-487.725,753.1999999999999,-490.87500000000034
2026-01-06 20:00:00+00:00,1154.075,2.4,4.15,349.125,409.75,103.625,543.05,84.375,-1151.675,458.67499999999995,-306.125,344.975,-654.15
2026-01-06 21:00:00+00:00,1148.225,0.35,123.47500000000001,195.425,286.6,215.2,459.575,87.05000000000001,-1147.875,372.525,-71.40000000000003,71.95,-774.8
2026-01-06 22:00:00+00:00,1019.925,79.8,227.3,0.42500000000000004,76.8,389.0,453.325,274.15,-940.125,179.175,312.2,-226.875,-675.625
2026-01-06 23:00:00+00:00,879.0749999999999,4.25,444.2,0.15000000000000002,9.35,544.925,555.075,380.15,-874.8249999999999,174.92500000000007,535.5749999999999,-444.05,-608.375
2026-01-07 00:00:00+00:00,719.525,2.4,431.475,0.175,54.300000000000004,539.0,549.975,468.975,-717.125,81.0,484.7,-431.3,-582.725
2026-01-07 01:00:00+00:00,729.225,3.8,368.925,0.15,7.675,539.0,523.05,519.025,-725.4250000000001,4.024999999999977,531.325,-368.77500000000003,-558.8500000000001
2026-01-07 02:00:00+00:00,726.525,24.375,346.17499999999995,0.4,0.0,534.375,448.15,488.125,-702.15,-39.97500000000002,534.375,-345.775,-553.525
2026-01-07 03:00:00+00:00,660.55,54.95,219.525,0.3,2.1,287.825,382.85,403.175,-605.5999999999999,-20.32499999999999,285.72499999999997,-219.225,-559.425
2026-01-07 04:00:00+00:00,821.25,8.85,399.025,0.7250000000000001,62.875,507.425,460.1,371.25,-812.4,88.85000000000002,444.55,-398.29999999999995,-677.3
2026-01-07 05:00:00+00:00,1120.4,16.425,515.85,41.85,297.85,503.025,836.65,204.39999999999998,-1103.9750000000001,632.25,205.17499999999995,-474.0,-740.5500000000002
2026-01-07 06:00:00+00:00,1329.275,16.9,210.14999999999998,375.0,660.0,356.25,831.275,136.775,-1312.375,694.5,-303.75,164.85000000000002,-756.775
2026-01-07 07:00:00+00:00,1356.3,13.1,286.25,329.0,647.0,489.0,1027.825,131.2,-1343.2,896.625,-158.0,42.75,-561.825
2026-01-07 08:00:00+00:00,1212.525,0.3,152.5,323.75,647.0,168.4,1125.95,123.275,-1212.2250000000001,1002.6750000000001,-478.6,171.25,-516.9000000000001
2026-01-07 09:00:00+00:00,1259.025,1.525,144.2,255.75,660.55,111.9,1079.7250000000001,119.2,-1257.5,960.5250000000001,-548.65,111.55000000000001,-734.0749999999998
2026-01-07 10:00:00+00:00,1653.825,0.25,258.9,293.25,660.0,180.025,1350.775,121.65,-1653.575,1229.125,-479.975,34.35000000000002,-870.075
2026-01-07 11:00:00+00:00,1627.35,6.85,287.15,339.75,660.0,111.125,1258.325,119.2,-1620.5,1139.125,-548.875,52.60000000000002,-977.65
2026-01-07 12:00:00+00:00,1633.375,5.125,226.7,361.75,660.0,141.725,1232.0,117.5,-1628.25,1114.5,-518.275,135.05,-896.9750000000001
2026-01-07 13:00:00+00:00,1546.4,17.4,326.425,505.25,660.0,147.975,1156.525,120.025,-1529.0,1036.5,-512.025,178.825,-825.7
2026-01-07 14:00:00+00:00,1391.975,26.3,276.925,511.75,431.0,80.45,1009.925,113.575,-1365.675,896.3499999999999,-350.55,234.825,-585.05
2026-01-07 15:00:00+00:00,1204.725,17.15,139.275,562.0,431.0,26.375,939.8,112.775,-1187.5749999999998,827.025,-404.625,422.725,-342.4499999999998
2026-01-07 16:00:00+00:00,1068.625,20.95,167.55,580.25,431.0,16.35,889.25,113.325,-1047.675,775.925,-414.65,412.7,-273.7
2026-01-07 17:00:00+00:00,1133.575,0.5750000000000001,199.925,632.5,431.0,0.525,889.275,111.775,-1133.0,777.5,-430.475,432.575,-353.40000000000003
2026-01-07 18:00:00+00:00,1246.85,0.25,102.875,559.75,431.0,0.0,913.375,104.625,-1246.6,808.75,-431.0,456.875,-411.9749999999999
2026-01-07 19:00:00+00:00,1078.325,16.349999999999998,290.275,482.5,663.3,63.825,767.7750000000001,107.75,-1061.9750000000001,660.0250000000001,-599.4749999999999,192.22500000000002,-809.1999999999999
2026-01-07 20:00:00+00:00,1249.85,3.625,183.875,291.5,662.4000000000001,137.6,860.4,121.425,-1246.225,738.975,-524.8000000000001,107.625,-924.425
2026-01-07 21:00:00+00:00,1376.575,9.549999999999999,366.55,196.775,384.675,313.675,890.225,112.4,-1367.025,777.825,-71.0,-169.775,-829.975
