,RS_ME,ME_RS,ME_BA,BA_ME,ME_IT_CSUD,IT_CSUD_ME,ME_BA_net_export,ME_RS_net_export,ME_IT_CSUD_net_export,Net Export
2026-01-10 20:00:00+00:00,40.0,165.0,235.0,18.0,145.0,100.0,217.0,125.0,45.0,387.0
2026-01-10 21:00:00+00:00,29.0,130.0,228.0,52.0,153.0,100.0,176.0,101.0,53.0,330.0
2026-01-10 22:00:00+00:00,47.0,132.0,227.0,79.0,184.0,60.0,148.0,85.0,124.0,357.0
2026-01-10 23:00:00+00:00,56.0,111.0,65.0,58.0,204.0,0.0,7.0,55.0,204.0,266.0
2026-01-11 00:00:00+00:00,27.0,160.0,57.0,58.0,204.0,0.0,-1.0,133.0,204.0,336.0
2026-01-11 01:00:00+00:00,25.0,189.0,55.0,166.0,321.0,0.0,-111.0,164.0,321.0,374.0
2026-01-11 02:00:00+00:00,25.0,231.0,60.0,165.0,321.0,0.0,-105.0,206.0,321.0,422.0
2026-01-11 03:00:00+00:00,24.0,227.0,65.0,165.0,321.0,0.0,-100.0,203.0,321.0,424.0
2026-01-11 04:00:00+00:00,24.0,237.0,65.0,166.0,312.0,0.0,-101.0,213.0,312.0,424.0
2026-01-11 05:00:00+00:00,25.0,196.0,174.0,184.0,223.0,0.0,-10.0,171.0,223.0,384.0
2026-01-11 06:00:00+00:00,59.0,193.0,214.0,216.0,216.0,0.0,-2.0,134.0,216.0,348.0
2026-01-11 07:00:00+00:00,60.0,189.0,207.0,216.0,213.0,0.0,-9.0,129.0,213.0,333.0
2026-01-11 08:00:00+00:00,65.0,215.0,219.0,92.0,5.0,10.0,127.0,150.0,-5.0,272.0
2026-01-11 09:00:00+00:00,31.0,204.0,204.0,33.0,5.0,10.0,171.0,173.0,-5.0,339.0
2026-01-11 10:00:00+00:00,31.0,204.0,204.0,39.0,5.0,44.0,165.0,173.0,-39.0,299.0
2026-01-11 11:00:00+00:00,31.0,204.0,204.0,39.0,5.0,80.0,165.0,173.0,-75.0,263.0
2026-01-11 12:00:00+00:00,30.0,205.0,204.0,39.0,5.0,50.0,165.0,175.0,-45.0,295.0
2026-01-11 13:00:00+00:00,30.0,201.0,215.0,39.0,5.0,22.0,176.0,171.0,-17.0,330.0
2026-01-11 14:00:00+00:00,75.0,205.0,205.0,52.0,5.0,10.0,153.0,130.0,-5.0,278.0
2026-01-11 15:00:00+00:00,74.0,227.0,182.0,58.0,49.0,0.0,124.0,153.0,49.0,326.0
2026-01-11 16:00:00+00:00,30.0,183.0,206.0,67.0,56.0,39.0,139.0,153.0,17.0,309.0
2026-01-11 17:00:00+00:00,40.0,214.0,173.0,69.0,49.0,0.0,104.0,174.0,49.0,327.0
2026-01-11 18:00:00+00:00,40.0,183.0,202.0,69.0,51.0,0.0,133.0,143.0,51.0,327.0
2026-01-11 19:00:00+00:00,37.0,240.0,152.0,79.0,49.0,0.0,73.0,203.0,49.0,325.0
2026-01-11 20:00:00+00:00,68.0,205.0,123.0,79.0,100.0,0.0,44.0,137.0,100.0,281.0
2026-01-11 21:00:00+00:00,56.0,145.0,104.0,69.0,172.0,14.0,35.0,89.0,158.0,282.0
2026-01-11 22:00:00+00:00,56.0,89.0,71.0,63.0,203.0,0.0,8.0,33.0,203.0,244.0
2026-01-11 23:00:00+00:00,28.0,200.0,40.0,178.0,300.0,120.0,-138.0,172.0,180.0,214.0
2026-01-12 00:00:00+00:00,27.0,219.0,20.0,180.0,300.0,30.0,-160.0,192.0,270.0,302.0
2026-01-12 01:00:00+00:00,25.0,245.0,30.0,176.0,300.0,30.0,-146.0,220.0,270.0,344.0
2026-01-12 02:00:00+00:00,25.0,245.0,30.0,162.0,300.0,30.0,-132.0,220.0,270.0,358.0
2026-01-12 03:00:00+00:00,25.0,245.0,30.0,142.0,300.0,30.0,-112.0,220.0,270.0,378.0
2026-01-12 04:00:00+00:00,24.0,245.0,30.0,152.0,285.0,30.0,-122.0,221.0,255.0,354.0
2026-01-12 05:00:00+00:00,24.0,274.0,186.0,14.0,119.0,274.0,172.0,250.0,-155.0,267.0
2026-01-12 06:00:00+00:00,25.0,275.0,314.0,14.0,56.0,305.0,300.0,250.0,-249.0,301.0
2026-01-12 07:00:00+00:00,28.0,278.0,314.0,14.0,37.0,317.0,300.0,250.0,-280.0,270.0
2026-01-12 08:00:00+00:00,30.0,280.0,314.0,14.0,37.0,270.0,300.0,250.0,-233.0,317.0
2026-01-12 09:00:00+00:00,31.0,281.0,314.0,14.0,37.0,309.0,300.0,250.0,-272.0,278.0
2026-01-12 10:00:00+00:00,31.0,281.0,314.0,14.0,37.0,301.0,300.0,250.0,-264.0,286.0
2026-01-12 11:00:00+00:00,31.0,281.0,314.0,14.0,37.0,294.0,300.0,250.0,-257.0,293.0
2026-01-12 12:00:00+00:00,31.0,281.0,314.0,14.0,37.0,296.0,300.0,250.0,-259.0,291.0
2026-01-12 13:00:00+00:00,31.0,281.0,314.0,14.0,37.0,385.0,300.0,250.0,-348.0,202.0
2026-01-12 14:00:00+00:00,31.0,281.0,314.0,14.0,37.0,364.0,300.0,250.0,-327.0,223.0
2026-01-12 15:00:00+00:00,44.0,294.0,314.0,14.0,37.0,487.0,300.0,250.0,-450.0,100.0
2026-01-12 16:00:00+00:00,32.0,282.0,294.0,14.0,71.0,523.0,280.0,250.0,-452.0,78.0
2026-01-12 17:00:00+00:00,33.0,283.0,314.0,14.0,37.0,499.0,300.0,250.0,-462.0,88.0
2026-01-12 18:00:00+00:00,44.0,294.0,313.0,24.0,37.0,495.0,289.0,250.0,-458.0,81.0
2026-01-12 19:00:00+00:00,35.0,285.0,314.0,24.0,37.0,504.0,290.0,250.0,-467.0,73.0
2026-01-12 20:00:00+00:00,31.0,281.0,311.0,47.0,47.0,442.0,264.0,250.0,-395.0,119.0
2026-01-12 21:00:00+00:00,31.0,275.0,198.0,14.0,47.0,372.0,184.0,244.0,-325.0,103.0
2026-01-12 22:00:00+00:00,80.0,239.0,178.0,34.0,112.0,288.0,144.0,159.0,-176.0,127.0
2026-01-12 23:00:00+00:00,51.0,103.0,63.0,15.0,153.0,69.0,48.0,52.0,84.0,184.0
2026-01-13 00:00:00+00:00,29.0,134.0,49.0,15.0,190.0,40.0,34.0,105.0,150.0,289.0
2026-01-13 01:00:00+00:00,29.0,108.0,58.0,15.0,185.0,51.0,43.0,79.0,134.0,256.0
2026-01-13 02:00:00+00:00,26.0,130.0,52.0,15.0,196.0,36.0,37.0,104.0,160.0,301.0
2026-01-13 03:00:00+00:00,25.0,164.0,51.0,15.0,156.0,21.0,36.0,139.0,135.0,310.0
2026-01-13 04:00:00+00:00,26.0,199.0,210.0,15.0,77.0,200.0,195.0,173.0,-123.0,245.0
2026-01-13 05:00:00+00:00,27.0,270.0,303.0,13.0,57.0,259.0,290.0,243.0,-202.0,331.0
2026-01-13 06:00:00+00:00,28.0,278.0,313.0,13.0,42.0,401.0,300.0,250.0,-359.0,191.0
2026-01-13 07:00:00+00:00,30.0,280.0,313.0,13.0,42.0,435.0,300.0,250.0,-393.0,157.0
2026-01-13 08:00:00+00:00,42.0,292.0,313.0,13.0,42.0,424.0,300.0,250.0,-382.0,168.0
2026-01-13 09:00:00+00:00,42.0,292.0,313.0,13.0,42.0,407.0,300.0,250.0,-365.0,185.0
2026-01-13 10:00:00+00:00,43.0,293.0,313.0,13.0,42.0,406.0,300.0,250.0,-364.0,186.0
2026-01-13 11:00:00+00:00,41.0,291.0,313.0,13.0,42.0,406.0,300.0,250.0,-364.0,186.0
2026-01-13 12:00:00+00:00,31.0,281.0,313.0,13.0,42.0,418.0,300.0,250.0,-376.0,174.0
2026-01-13 13:00:00+00:00,31.0,281.0,313.0,13.0,42.0,456.0,300.0,250.0,-414.0,136.0
2026-01-13 14:00:00+00:00,31.0,281.0,314.0,14.0,42.0,529.0,300.0,250.0,-487.0,63.0
2026-01-13 15:00:00+00:00,31.0,281.0,313.0,26.0,37.0,634.0,287.0,250.0,-597.0,-60.0
2026-01-13 16:00:00+00:00,31.0,281.0,312.0,45.0,37.0,633.0,267.0,250.0,-596.0,-79.0
2026-01-13 17:00:00+00:00,31.0,281.0,288.0,17.0,37.0,626.0,271.0,250.0,-589.0,-68.0
2026-01-13 18:00:00+00:00,31.0,281.0,305.0,13.0,37.0,607.0,292.0,250.0,-570.0,-28.0
2026-01-13 19:00:00+00:00,32.0,278.0,313.0,38.0,37.0,585.0,275.0,246.0,-548.0,-27.0
2026-01-13 20:00:00+00:00,42.0,282.0,293.0,13.0,47.0,519.0,280.0,240.0,-472.0,48.0
2026-01-13 21:00:00+00:00,42.0,268.0,313.0,13.0,52.0,344.0,300.0,226.0,-292.0,234.0
2026-01-13 22:00:00+00:00,31.0,271.0,268.0,13.0,76.0,268.0,255.0,240.0,-192.0,303.0
2026-01-13 23:00:00+00:00,40.0,231.0,95.0,20.0,132.0,81.0,75.0,191.0,51.0,317.0
2026-01-14 00:00:00+00:00,35.0,175.0,85.0,20.0,132.0,43.0,65.0,140.0,89.0,294.0
2026-01-14 01:00:00+00:00,29.0,194.0,85.0,20.0,132.0,26.0,65.0,165.0,106.0,336.0
2026-01-14 02:00:00+00:00,27.0,211.0,85.0,20.0,132.0,26.0,65.0,184.0,106.0,355.0
2026-01-14 03:00:00+00:00,28.0,215.0,85.0,20.0,132.0,26.0,65.0,187.0,106.0,358.0
2026-01-14 04:00:00+00:00,28.0,240.0,147.0,13.0,52.0,76.0,134.0,212.0,-24.0,322.0
2026-01-14 05:00:00+00:00,29.0,254.0,313.0,13.0,42.0,310.0,300.0,225.0,-268.0,257.0
2026-01-14 06:00:00+00:00,32.0,282.0,313.0,13.0,37.0,437.0,300.0,250.0,-400.0,150.0
2026-01-14 07:00:00+00:00,33.0,283.0,313.0,13.0,37.0,407.0,300.0,250.0,-370.0,180.0
2026-01-14 08:00:00+00:00,33.0,280.0,313.0,13.0,42.0,328.0,300.0,247.0,-286.0,261.0
2026-01-14 09:00:00+00:00,67.0,270.0,313.0,13.0,42.0,327.0,300.0,203.0,-285.0,218.0
2026-01-14 10:00:00+00:00,68.0,281.0,313.0,13.0,42.0,331.0,300.0,213.0,-289.0,224.0
2026-01-14 11:00:00+00:00,48.0,270.0,313.0,13.0,42.0,329.0,300.0,222.0,-287.0,235.0
2026-01-14 12:00:00+00:00,43.0,264.0,313.0,13.0,42.0,310.0,300.0,221.0,-268.0,253.0
2026-01-14 13:00:00+00:00,33.0,273.0,313.0,13.0,42.0,354.0,300.0,240.0,-312.0,228.0
2026-01-14 14:00:00+00:00,34.0,281.0,301.0,13.0,37.0,450.0,288.0,247.0,-413.0,122.0
2026-01-14 15:00:00+00:00,44.0,260.0,275.0,13.0,32.0,632.0,262.0,216.0,-600.0,-122.0
2026-01-14 16:00:00+00:00,34.0,275.0,286.0,16.0,32.0,632.0,270.0,241.0,-600.0,-89.0
2026-01-14 17:00:00+00:00,34.0,279.0,288.0,32.0,32.0,632.0,256.0,245.0,-600.0,-99.0
2026-01-14 18:00:00+00:00,40.0,286.0,305.0,50.0,32.0,618.0,255.0,246.0,-586.0,-85.0
2026-01-14 19:00:00+00:00,38.0,245.0,309.0,13.0,32.0,626.0,296.0,207.0,-594.0,-91.0
2026-01-14 20:00:00+00:00,63.0,249.0,293.0,13.0,32.0,579.0,280.0,186.0,-547.0,-81.0
2026-01-14 21:00:00+00:00,44.0,215.0,109.0,53.0,107.0,204.0,56.0,171.0,-97.0,130.0
2026-01-14 22:00:00+00:00,69.0,227.0,99.0,42.0,122.0,162.0,57.0,158.0,-40.0,175.0
2026-01-14 23:00:00+00:00,51.0,181.0,106.0,102.0,272.0,21.0,4.0,130.0,251.0,385.0
2026-01-15 00:00:00+00:00,50.0,174.0,101.0,102.0,272.0,80.0,-1.0,124.0,192.0,315.0
2026-01-15 01:00:00+00:00,48.0,140.0,101.0,102.0,272.0,16.0,-1.0,92.0,256.0,347.0
2026-01-15 02:00:00+00:00,37.0,156.0,124.0,102.0,272.0,16.0,22.0,119.0,256.0,397.0
2026-01-15 03:00:00+00:00,38.0,161.0,109.0,102.0,272.0,16.0,7.0,123.0,256.0,386.0
2026-01-15 04:00:00+00:00,37.0,160.0,103.0,15.0,173.0,11.0,88.0,123.0,162.0,373.0
2026-01-15 05:00:00+00:00,28.0,270.0,313.0,15.0,37.0,224.0,298.0,242.0,-187.0,353.0
2026-01-15 06:00:00+00:00,30.0,270.0,313.0,45.0,32.0,337.0,268.0,240.0,-305.0,203.0
2026-01-15 07:00:00+00:00,32.0,281.0,293.0,56.0,37.0,302.0,237.0,249.0,-265.0,221.0
2026-01-15 08:00:00+00:00,33.0,267.0,263.0,36.0,57.0,225.0,227.0,234.0,-168.0,293.0
2026-01-15 09:00:00+00:00,32.0,270.0,313.0,15.0,59.0,319.0,298.0,238.0,-260.0,276.0
2026-01-15 10:00:00+00:00,32.0,270.0,313.0,15.0,60.0,324.0,298.0,238.0,-264.0,272.0
2026-01-15 11:00:00+00:00,32.0,270.0,313.0,15.0,37.0,319.0,298.0,238.0,-282.0,254.0
2026-01-15 12:00:00+00:00,32.0,255.0,288.0,15.0,37.0,244.0,273.0,223.0,-207.0,289.0
2026-01-15 13:00:00+00:00,32.0,270.0,313.0,15.0,39.0,264.0,298.0,238.0,-225.0,311.0
2026-01-15 14:00:00+00:00,33.0,269.0,318.0,45.0,32.0,327.0,273.0,236.0,-295.0,214.0
2026-01-15 15:00:00+00:00,33.0,269.0,288.0,45.0,27.0,599.0,243.0,236.0,-572.0,-93.0
2026-01-15 16:00:00+00:00,33.0,269.0,274.0,45.0,27.0,591.0,229.0,236.0,-564.0,-99.0
2026-01-15 17:00:00+00:00,33.0,269.0,282.0,45.0,27.0,598.0,237.0,236.0,-571.0,-98.0
2026-01-15 18:00:00+00:00,33.0,269.0,268.0,45.0,27.0,600.0,223.0,236.0,-573.0,-114.0
2026-01-15 19:00:00+00:00,34.0,270.0,285.0,45.0,27.0,597.0,240.0,236.0,-570.0,-94.0
2026-01-15 20:00:00+00:00,34.0,265.0,276.0,15.0,27.0,504.0,261.0,231.0,-477.0,15.0
2026-01-15 21:00:00+00:00,33.0,270.0,103.0,15.0,102.0,282.0,88.0,237.0,-180.0,145.0
2026-01-15 22:00:00+00:00,33.0,227.0,97.0,15.0,128.0,158.0,82.0,194.0,-30.0,246.0
2026-01-15 23:00:00+00:00,32.0,145.0,73.0,125.0,300.0,11.0,-52.0,113.0,289.0,350.0
2026-01-16 00:00:00+00:00,30.0,183.0,90.0,132.0,300.0,0.0,-42.0,153.0,300.0,411.0
2026-01-16 01:00:00+00:00,29.0,214.0,90.0,132.0,300.0,0.0,-42.0,185.0,300.0,443.0
2026-01-16 02:00:00+00:00,29.0,242.0,90.0,132.0,300.0,0.0,-42.0,213.0,300.0,471.0
2026-01-16 03:00:00+00:00,28.0,272.0,90.0,132.0,300.0,0.0,-42.0,244.0,300.0,502.0
2026-01-16 04:00:00+00:00,27.0,277.0,118.0,88.0,188.0,17.0,30.0,250.0,171.0,451.0
2026-01-16 05:00:00+00:00,28.0,270.0,313.0,13.0,37.0,96.0,300.0,242.0,-59.0,483.0
2026-01-16 06:00:00+00:00,30.0,280.0,313.0,13.0,32.0,272.0,300.0,250.0,-240.0,310.0
2026-01-16 07:00:00+00:00,31.0,251.0,313.0,13.0,37.0,240.0,300.0,220.0,-203.0,317.0
2026-01-16 08:00:00+00:00,32.0,240.0,313.0,13.0,37.0,220.0,300.0,208.0,-183.0,325.0
2026-01-16 09:00:00+00:00,32.0,232.0,299.0,13.0,37.0,191.0,286.0,200.0,-154.0,332.0
2026-01-16 10:00:00+00:00,37.0,235.0,300.0,13.0,37.0,182.0,287.0,198.0,-145.0,340.0
2026-01-16 11:00:00+00:00,36.0,219.0,308.0,13.0,67.0,153.0,295.0,183.0,-86.0,392.0
2026-01-16 12:00:00+00:00,36.0,213.0,309.0,13.0,37.0,153.0,296.0,177.0,-116.0,357.0
2026-01-16 13:00:00+00:00,36.0,236.0,306.0,13.0,37.0,160.0,293.0,200.0,-123.0,370.0
2026-01-16 14:00:00+00:00,46.0,240.0,285.0,13.0,32.0,178.0,272.0,194.0,-146.0,320.0
2026-01-16 15:00:00+00:00,32.0,270.0,313.0,13.0,27.0,438.0,300.0,238.0,-411.0,127.0
2026-01-16 16:00:00+00:00,60.0,270.0,285.0,13.0,27.0,511.0,272.0,210.0,-484.0,-2.0
2026-01-16 17:00:00+00:00,59.0,270.0,285.0,13.0,27.0,510.0,272.0,211.0,-483.0,0.0
2026-01-16 18:00:00+00:00,60.0,270.0,285.0,13.0,27.0,510.0,272.0,210.0,-483.0,-1.0
2026-01-16 19:00:00+00:00,48.0,262.0,313.0,13.0,27.0,447.0,300.0,214.0,-420.0,94.0
2026-01-16 20:00:00+00:00,33.0,210.0,288.0,13.0,27.0,267.0,275.0,177.0,-240.0,212.0
2026-01-16 21:00:00+00:00,36.0,199.0,111.0,88.0,147.0,45.0,23.0,163.0,102.0,288.0
2026-01-16 22:00:00+00:00,33.0,209.0,107.0,88.0,177.0,30.0,19.0,176.0,147.0,342.0
2026-01-16 23:00:00+00:00,31.0,111.0,68.0,133.0,339.0,5.0,-65.0,80.0,334.0,349.0
2026-01-17 00:00:00+00:00,30.0,133.0,83.0,133.0,339.0,0.0,-50.0,103.0,339.0,392.0
2026-01-17 01:00:00+00:00,28.0,163.0,173.0,133.0,339.0,20.0,40.0,135.0,319.0,494.0
2026-01-17 02:00:00+00:00,52.0,192.0,181.0,133.0,369.0,20.0,48.0,140.0,349.0,537.0
2026-01-17 03:00:00+00:00,27.0,194.0,212.0,110.0,321.0,20.0,102.0,167.0,301.0,570.0
2026-01-17 04:00:00+00:00,26.0,190.0,214.0,118.0,295.0,0.0,96.0,164.0,295.0,555.0
2026-01-17 05:00:00+00:00,28.0,181.0,133.0,13.0,180.0,28.0,120.0,153.0,152.0,425.0
2026-01-17 06:00:00+00:00,31.0,161.0,81.0,13.0,175.0,0.0,68.0,130.0,175.0,373.0
2026-01-17 07:00:00+00:00,30.0,206.0,90.0,26.0,186.0,0.0,64.0,176.0,186.0,426.0
2026-01-17 08:00:00+00:00,31.0,201.0,77.0,33.0,186.0,5.0,44.0,170.0,181.0,395.0
2026-01-17 09:00:00+00:00,56.0,104.0,61.0,50.0,214.0,5.0,11.0,48.0,209.0,268.0
2026-01-17 10:00:00+00:00,56.0,98.0,43.0,16.0,216.0,5.0,27.0,42.0,211.0,280.0
2026-01-17 11:00:00+00:00,30.0,106.0,59.0,26.0,191.0,5.0,33.0,76.0,186.0,295.0
2026-01-17 12:00:00+00:00,30.0,119.0,70.0,18.0,191.0,29.0,52.0,89.0,162.0,303.0
2026-01-17 13:00:00+00:00,30.0,158.0,48.0,30.0,175.0,18.0,18.0,128.0,157.0,303.0
2026-01-17 14:00:00+00:00,31.0,210.0,69.0,48.0,175.0,56.0,21.0,179.0,119.0,319.0
2026-01-17 15:00:00+00:00,31.0,240.0,121.0,48.0,63.0,168.0,73.0,209.0,-105.0,177.0
2026-01-17 16:00:00+00:00,32.0,240.0,113.0,13.0,64.0,216.0,100.0,208.0,-152.0,156.0
2026-01-17 17:00:00+00:00,32.0,251.0,105.0,13.0,63.0,220.0,92.0,219.0,-157.0,154.0
2026-01-17 18:00:00+00:00,32.0,185.0,90.0,26.0,132.0,178.0,64.0,153.0,-46.0,171.0
2026-01-17 19:00:00+00:00,37.0,160.0,178.0,46.0,132.0,170.0,132.0,123.0,-38.0,217.0
2026-01-17 20:00:00+00:00,42.0,97.0,160.0,48.0,132.0,67.0,112.0,55.0,65.0,232.0
2026-01-17 21:00:00+00:00,47.0,74.0,140.0,61.0,208.0,67.0,79.0,27.0,141.0,247.0
2026-01-17 22:00:00+00:00,35.0,80.0,170.0,167.0,322.0,53.0,3.0,45.0,269.0,317.0
2026-01-17 23:00:00+00:00,134.0,77.0,112.0,233.0,496.0,69.0,-121.0,-57.0,427.0,249.0
2026-01-18 00:00:00+00:00,111.0,115.0,122.0,233.0,496.0,80.0,-111.0,4.0,416.0,309.0
2026-01-18 01:00:00+00:00,77.0,184.0,137.0,233.0,471.0,80.0,-96.0,107.0,391.0,402.0
2026-01-18 02:00:00+00:00,76.0,195.0,159.0,233.0,471.0,60.0,-74.0,119.0,411.0,456.0
2026-01-18 03:00:00+00:00,76.0,208.0,161.0,233.0,471.0,33.0,-72.0,132.0,438.0,498.0
2026-01-18 04:00:00+00:00,100.0,209.0,148.0,233.0,496.0,21.0,-85.0,109.0,475.0,499.0
2026-01-18 05:00:00+00:00,90.0,140.0,134.0,222.0,477.0,49.0,-88.0,50.0,428.0,390.0
2026-01-18 06:00:00+00:00,33.0,83.0,131.0,215.0,407.0,27.0,-84.0,50.0,380.0,346.0
2026-01-18 07:00:00+00:00,41.0,73.0,127.0,231.0,407.0,16.0,-104.0,32.0,391.0,319.0
2026-01-18 08:00:00+00:00,83.0,96.0,113.0,233.0,457.0,8.0,-120.0,13.0,449.0,342.0
2026-01-18 09:00:00+00:00,109.0,105.0,107.0,233.0,450.0,0.0,-126.0,-4.0,450.0,320.0
2026-01-18 10:00:00+00:00,116.0,109.0,121.0,233.0,450.0,1.0,-112.0,-7.0,449.0,330.0
2026-01-18 11:00:00+00:00,100.0,120.0,124.0,232.0,445.0,10.0,-108.0,20.0,435.0,347.0
2026-01-18 12:00:00+00:00,90.0,109.0,122.0,227.0,445.0,32.0,-105.0,19.0,413.0,327.0
2026-01-18 13:00:00+00:00,81.0,107.0,101.0,233.0,445.0,36.0,-132.0,26.0,409.0,303.0
2026-01-18 14:00:00+00:00,101.0,187.0,197.0,142.0,220.0,124.0,55.0,86.0,96.0,237.0
2026-01-18 15:00:00+00:00,36.0,216.0,255.0,13.0,90.0,280.0,242.0,180.0,-190.0,232.0
2026-01-18 16:00:00+00:00,30.0,254.0,255.0,13.0,37.0,333.0,242.0,224.0,-296.0,170.0
2026-01-18 17:00:00+00:00,30.0,254.0,255.0,13.0,37.0,333.0,242.0,224.0,-296.0,170.0
2026-01-18 18:00:00+00:00,30.0,234.0,255.0,13.0,90.0,368.0,242.0,204.0,-278.0,168.0
2026-01-18 19:00:00+00:00,59.0,187.0,192.0,19.0,90.0,195.0,173.0,128.0,-105.0,196.0
2026-01-18 20:00:00+00:00,76.0,160.0,156.0,58.0,100.0,195.0,98.0,84.0,-95.0,87.0
2026-01-18 21:00:00+00:00,122.0,66.0,113.0,233.0,390.0,137.0,-120.0,-56.0,253.0,77.0
2026-01-18 22:00:00+00:00,115.0,94.0,132.0,225.0,415.0,116.0,-93.0,-21.0,299.0,185.0
2026-01-18 23:00:00+00:00,150.0,110.0,83.0,327.0,475.0,54.0,-244.0,-40.0,421.0,137.0
2026-01-19 00:00:00+00:00,149.0,136.0,105.0,281.0,475.0,28.0,-176.0,-13.0,447.0,258.0
2026-01-19 01:00:00+00:00,147.0,105.0,100.0,281.0,475.0,24.0,-181.0,-42.0,451.0,228.0
2026-01-19 02:00:00+00:00,120.0,119.0,100.0,281.0,450.0,24.0,-181.0,-1.0,426.0,244.0
2026-01-19 03:00:00+00:00,145.0,120.0,100.0,281.0,475.0,24.0,-181.0,-25.0,451.0,245.0
2026-01-19 04:00:00+00:00,110.0,238.0,165.0,189.0,275.0,207.0,-24.0,128.0,68.0,172.0
2026-01-19 05:00:00+00:00,53.0,269.0,283.0,70.0,37.0,265.0,213.0,216.0,-228.0,201.0
2026-01-19 06:00:00+00:00,28.0,260.0,313.0,70.0,37.0,299.0,243.0,232.0,-262.0,213.0
2026-01-19 07:00:00+00:00,28.0,263.0,293.0,33.0,37.0,289.0,260.0,235.0,-252.0,243.0
2026-01-19 08:00:00+00:00,30.0,230.0,291.0,22.0,90.0,262.0,269.0,200.0,-172.0,297.0
2026-01-19 09:00:00+00:00,119.0,223.0,289.0,92.0,145.0,163.0,197.0,104.0,-18.0,283.0
2026-01-19 10:00:00+00:00,152.0,241.0,298.0,92.0,142.0,160.0,206.0,89.0,-18.0,277.0
2026-01-19 11:00:00+00:00,158.0,263.0,393.0,93.0,140.0,166.0,300.0,105.0,-26.0,379.0
2026-01-19 12:00:00+00:00,155.0,270.0,383.0,83.0,140.0,127.0,300.0,115.0,13.0,428.0
2026-01-19 13:00:00+00:00,91.0,273.0,383.0,83.0,94.0,136.0,300.0,182.0,-42.0,440.0
2026-01-19 14:00:00+00:00,32.0,271.0,373.0,90.0,37.0,269.0,283.0,239.0,-232.0,290.0
2026-01-19 15:00:00+00:00,29.0,279.0,313.0,27.0,37.0,472.0,286.0,250.0,-435.0,101.0
2026-01-19 16:00:00+00:00,30.0,280.0,313.0,18.0,37.0,496.0,295.0,250.0,-459.0,86.0
2026-01-19 17:00:00+00:00,30.0,280.0,313.0,18.0,37.0,495.0,295.0,250.0,-458.0,87.0
2026-01-19 18:00:00+00:00,30.0,280.0,313.0,22.0,37.0,532.0,291.0,250.0,-495.0,46.0
2026-01-19 19:00:00+00:00,34.0,284.0,313.0,38.0,37.0,514.0,275.0,250.0,-477.0,48.0
2026-01-19 20:00:00+00:00,55.0,305.0,313.0,48.0,37.0,429.0,265.0,250.0,-392.0,123.0
2026-01-19 21:00:00+00:00,60.0,287.0,352.0,66.0,80.0,412.0,286.0,227.0,-332.0,181.0
2026-01-19 22:00:00+00:00,50.0,290.0,340.0,174.0,195.0,388.0,166.0,240.0,-193.0,213.0
2026-01-19 23:00:00+00:00,49.0,79.0,82.0,235.0,415.0,0.0,-153.0,30.0,415.0,292.0
2026-01-20 00:00:00+00:00,39.0,135.0,80.0,223.0,415.0,0.0,-143.0,96.0,415.0,368.0
2026-01-20 01:00:00+00:00,25.0,91.0,77.0,223.0,415.0,0.0,-146.0,66.0,415.0,335.0
2026-01-20 02:00:00+00:00,24.0,97.0,96.0,223.0,415.0,25.0,-127.0,73.0,390.0,336.0
2026-01-20 03:00:00+00:00,24.0,107.0,96.0,223.0,415.0,21.0,-127.0,83.0,394.0,350.0
2026-01-20 04:00:00+00:00,43.0,159.0,123.0,98.0,275.0,30.0,25.0,116.0,245.0,386.0
2026-01-20 05:00:00+00:00,52.0,232.0,313.0,13.0,32.0,113.0,300.0,180.0,-81.0,399.0
2026-01-20 06:00:00+00:00,31.0,281.0,313.0,13.0,27.0,178.0,300.0,250.0,-151.0,399.0
2026-01-20 07:00:00+00:00,67.0,307.0,313.0,13.0,38.0,186.0,300.0,240.0,-148.0,392.0
2026-01-20 08:00:00+00:00,51.0,262.0,266.0,28.0,114.0,102.0,238.0,211.0,12.0,461.0
2026-01-20 09:00:00+00:00,67.0,232.0,205.0,63.0,150.0,64.0,142.0,165.0,86.0,393.0
2026-01-20 10:00:00+00:00,50.0,232.0,162.0,63.0,142.0,10.0,99.0,182.0,132.0,413.0
2026-01-20 11:00:00+00:00,111.0,222.0,185.0,63.0,142.0,10.0,122.0,111.0,132.0,365.0
2026-01-20 12:00:00+00:00,81.0,237.0,192.0,63.0,140.0,10.0,129.0,156.0,130.0,415.0
2026-01-20 13:00:00+00:00,60.0,252.0,217.0,13.0,99.0,52.0,204.0,192.0,47.0,443.0
2026-01-20 14:00:00+00:00,48.0,298.0,257.0,46.0,90.0,166.0,211.0,250.0,-76.0,385.0
2026-01-20 15:00:00+00:00,52.0,302.0,287.0,60.0,27.0,196.0,227.0,250.0,-169.0,308.0
2026-01-20 16:00:00+00:00,47.0,278.0,297.0,18.0,27.0,223.0,279.0,231.0,-196.0,314.0
2026-01-20 17:00:00+00:00,50.0,285.0,294.0,18.0,39.0,278.0,276.0,235.0,-239.0,272.0
2026-01-20 18:00:00+00:00,44.0,275.0,293.0,18.0,32.0,250.0,275.0,231.0,-218.0,288.0
2026-01-20 19:00:00+00:00,68.0,293.0,309.0,13.0,38.0,247.0,296.0,225.0,-209.0,312.0
