,IT_NORD_IT_CNOR,IT_CNOR_IT_NORD,IT_CSUD_IT_CNOR,IT_CNOR_IT_CSUD,IT_CNOR_IT_NORD_net_export,IT_CNOR_IT_CSUD_net_export,Net Export
2026-01-02 17:00:00+00:00,857.25,0.0,987.5,0.0,-857.25,-987.5,-1844.75
2026-01-02 18:00:00+00:00,1348.0,0.0,523.25,0.0,-1348.0,-523.25,-1871.25
2026-01-02 19:00:00+00:00,865.75,0.0,844.0,0.0,-865.75,-844.0,-1709.75
2026-01-02 20:00:00+00:00,482.5,0.0,917.25,0.0,-482.5,-917.25,-1399.75
2026-01-02 21:00:00+00:00,90.5,75.75,1135.75,0.0,-14.75,-1135.75,-1150.5
2026-01-02 22:00:00+00:00,0.0,874.25,1678.25,0.0,874.25,-1678.25,-804.0
2026-01-02 23:00:00+00:00,0.0,1014.75,1819.0,0.0,1014.75,-1819.0,-804.25
2026-01-03 00:00:00+00:00,0.0,1365.0,2050.5,0.0,1365.0,-2050.5,-685.5
2026-01-03 01:00:00+00:00,0.0,1590.0,2222.0,0.0,1590.0,-2222.0,-632.0
2026-01-03 02:00:00+00:00,0.0,2142.75,2692.5,0.0,2142.75,-2692.5,-549.75
2026-01-03 03:00:00+00:00,0.0,1857.25,2414.0,0.0,1857.25,-2414.0,-556.75
2026-01-03 04:00:00+00:00,0.0,1704.5,2281.75,0.0,1704.5,-2281.75,-577.25
2026-01-03 05:00:00+00:00,0.0,1051.5,1778.5,0.0,1051.5,-1778.5,-727.0
2026-01-03 06:00:00+00:00,19.5,113.25,973.5,0.0,93.75,-973.5,-879.75
2026-01-03 07:00:00+00:00,479.75,0.0,570.25,0.0,-479.75,-570.25,-1050.0
2026-01-03 08:00:00+00:00,695.25,0.0,504.25,0.0,-695.25,-504.25,-1199.5
2026-01-03 09:00:00+00:00,202.25,133.0,1064.0,0.0,-69.25,-1064.0,-1133.25
2026-01-03 10:00:00+00:00,0.0,291.0,1327.25,0.0,291.0,-1327.25,-1036.25
2026-01-03 11:00:00+00:00,0.0,228.0,1146.75,0.0,228.0,-1146.75,-918.75
2026-01-03 12:00:00+00:00,0.0,326.25,1192.0,0.0,326.25,-1192.0,-865.75
2026-01-03 13:00:00+00:00,95.75,46.5,850.25,0.0,-49.25,-850.25,-899.5
2026-01-03 14:00:00+00:00,383.5,0.0,705.75,0.0,-383.5,-705.75,-1089.25
2026-01-03 15:00:00+00:00,876.75,0.0,430.25,0.0,-876.75,-430.25,-1307.0
2026-01-03 16:00:00+00:00,1424.75,0.0,2.0,60.5,-1424.75,58.5,-1366.25
2026-01-03 17:00:00+00:00,1302.75,0.0,71.5,20.25,-1302.75,-51.25,-1354.0
2026-01-03 18:00:00+00:00,1411.25,0.0,103.75,97.0,-1411.25,-6.75,-1418.0
2026-01-03 19:00:00+00:00,1099.5,0.0,251.25,0.0,-1099.5,-251.25,-1350.75
2026-01-03 20:00:00+00:00,74.75,14.5,1131.75,0.0,-60.25,-1131.75,-1192.0
2026-01-03 21:00:00+00:00,0.0,412.75,1401.25,0.0,412.75,-1401.25,-988.5
2026-01-03 22:00:00+00:00,0.0,734.25,1610.25,0.0,734.25,-1610.25,-876.0
2026-01-03 23:00:00+00:00,0.0,694.0,1425.25,0.0,694.0,-1425.25,-731.25
2026-01-04 00:00:00+00:00,0.0,1173.75,1839.25,0.0,1173.75,-1839.25,-665.5
2026-01-04 01:00:00+00:00,0.0,1113.5,1736.0,0.0,1113.5,-1736.0,-622.5
2026-01-04 02:00:00+00:00,0.0,1201.5,1771.25,0.0,1201.5,-1771.25,-569.75
2026-01-04 03:00:00+00:00,0.0,1177.0,1720.25,0.0,1177.0,-1720.25,-543.25
2026-01-04 04:00:00+00:00,0.0,1061.5,1627.0,0.0,1061.5,-1627.0,-565.5
2026-01-04 05:00:00+00:00,0.0,686.75,1413.25,0.0,686.75,-1413.25,-726.5
2026-01-04 06:00:00+00:00,0.0,359.5,1168.25,0.0,359.5,-1168.25,-808.75
2026-01-04 07:00:00+00:00,259.0,0.0,736.5,0.0,-259.0,-736.5,-995.5
2026-01-04 08:00:00+00:00,0.0,585.5,1786.25,0.0,585.5,-1786.25,-1200.75
2026-01-04 09:00:00+00:00,0.0,555.0,1694.25,0.0,555.0,-1694.25,-1139.25
2026-01-04 10:00:00+00:00,0.0,302.25,1596.0,0.0,302.25,-1596.0,-1293.75
2026-01-04 11:00:00+00:00,118.5,70.0,1224.75,0.0,-48.5,-1224.75,-1273.25
2026-01-04 12:00:00+00:00,0.0,230.5,1335.0,0.0,230.5,-1335.0,-1104.5
2026-01-04 13:00:00+00:00,176.5,86.75,942.5,0.0,-89.75,-942.5,-1032.25
2026-01-04 14:00:00+00:00,782.75,0.0,378.25,0.0,-782.75,-378.25,-1161.0
2026-01-04 15:00:00+00:00,307.0,0.0,745.25,0.0,-307.0,-745.25,-1052.25
2026-01-04 16:00:00+00:00,721.0,0.0,414.5,0.0,-721.0,-414.5,-1135.5
2026-01-04 17:00:00+00:00,245.0,0.0,969.75,0.0,-245.0,-969.75,-1214.75
2026-01-04 18:00:00+00:00,724.25,0.0,621.5,0.0,-724.25,-621.5,-1345.75
2026-01-04 19:00:00+00:00,1148.75,0.0,134.5,22.25,-1148.75,-112.25,-1261.0
2026-01-04 20:00:00+00:00,1110.75,0.0,139.0,0.0,-1110.75,-139.0,-1249.75
2026-01-04 21:00:00+00:00,682.75,0.0,342.0,0.0,-682.75,-342.0,-1024.75
2026-01-04 22:00:00+00:00,1055.75,0.0,45.75,301.0,-1055.75,255.25,-800.5
2026-01-04 23:00:00+00:00,1452.0,0.0,0.0,640.5,-1452.0,640.5,-811.5
2026-01-05 00:00:00+00:00,796.25,0.0,15.75,112.75,-796.25,97.0,-699.25
2026-01-05 01:00:00+00:00,547.5,0.0,83.25,0.0,-547.5,-83.25,-630.75
2026-01-05 02:00:00+00:00,612.25,0.0,36.25,63.5,-612.25,27.25,-585.0
2026-01-05 03:00:00+00:00,625.75,0.0,23.75,7.0,-625.75,-16.75,-642.5
2026-01-05 04:00:00+00:00,762.5,0.0,0.0,139.0,-762.5,139.0,-623.5
2026-01-05 05:00:00+00:00,88.25,532.5,1110.75,0.0,444.25,-1110.75,-666.5
2026-01-05 06:00:00+00:00,0.0,1968.5,2716.25,0.0,1968.5,-2716.25,-747.75
2026-01-05 07:00:00+00:00,0.0,2271.5,3272.0,0.0,2271.5,-3272.0,-1000.5
2026-01-05 08:00:00+00:00,0.0,1922.0,0.0,10000.0,1922.0,10000.0,11922.0
2026-01-05 09:00:00+00:00,0.0,1579.75,0.0,10000.0,1579.75,10000.0,11579.75
2026-01-05 10:00:00+00:00,0.0,1924.5,0.0,10000.0,1924.5,10000.0,11924.5
2026-01-05 11:00:00+00:00,0.0,1534.0,0.0,10000.0,1534.0,10000.0,11534.0
2026-01-05 12:00:00+00:00,0.0,1172.25,0.0,10000.0,1172.25,10000.0,11172.25
2026-01-05 13:00:00+00:00,0.0,1912.25,0.0,10000.0,1912.25,10000.0,11912.25
2026-01-05 14:00:00+00:00,0.0,1259.25,0.0,10000.0,1259.25,10000.0,11259.25
2026-01-05 15:00:00+00:00,0.0,511.5,2048.75,0.0,511.5,-2048.75,-1537.25
2026-01-05 16:00:00+00:00,11.0,88.25,1513.75,0.0,77.25,-1513.75,-1436.5
2026-01-05 17:00:00+00:00,0.0,704.5,2103.25,0.0,704.5,-2103.25,-1398.75
2026-01-05 18:00:00+00:00,0.0,571.25,1939.25,0.0,571.25,-1939.25,-1368.0
2026-01-05 19:00:00+00:00,40.25,117.0,1293.5,0.0,76.75,-1293.5,-1216.75
2026-01-05 20:00:00+00:00,0.0,571.25,1645.5,0.0,571.25,-1645.5,-1074.25
2026-01-05 21:00:00+00:00,0.0,1011.25,1751.0,0.0,1011.25,-1751.0,-739.75
2026-01-05 22:00:00+00:00,453.0,124.5,470.75,133.5,-328.5,-337.25,-665.75
2026-01-05 23:00:00+00:00,775.25,0.0,0.0,331.0,-775.25,331.0,-444.25
2026-01-06 00:00:00+00:00,0.0,321.25,757.0,0.0,321.25,-757.0,-435.75
2026-01-06 01:00:00+00:00,261.0,0.25,190.0,0.0,-260.75,-190.0,-450.75
2026-01-06 02:00:00+00:00,389.5,0.0,47.75,24.0,-389.5,-23.75,-413.25
2026-01-06 03:00:00+00:00,370.0,0.0,88.75,35.75,-370.0,-53.0,-423.0
2026-01-06 04:00:00+00:00,35.0,396.5,736.0,0.0,361.5,-736.0,-374.5
2026-01-06 05:00:00+00:00,0.0,2385.25,2664.0,0.0,2385.25,-2664.0,-278.75
2026-01-06 06:00:00+00:00,0.0,3165.25,3578.5,0.0,3165.25,-3578.5,-413.25
2026-01-06 07:00:00+00:00,0.0,2815.25,3386.5,0.0,2815.25,-3386.5,-571.25
2026-01-06 08:00:00+00:00,0.0,1912.0,2954.0,0.0,1912.0,-2954.0,-1042.0
2026-01-06 09:00:00+00:00,0.0,2236.75,3221.5,0.0,2236.75,-3221.5,-984.75
2026-01-06 10:00:00+00:00,0.0,2373.25,3394.25,0.0,2373.25,-3394.25,-1021.0
2026-01-06 11:00:00+00:00,0.0,1838.75,3102.0,0.0,1838.75,-3102.0,-1263.25
2026-01-06 12:00:00+00:00,0.0,2358.25,3373.5,0.0,2358.25,-3373.5,-1015.25
2026-01-06 13:00:00+00:00,0.0,2980.5,3612.0,0.0,2980.5,-3612.0,-631.5
2026-01-06 14:00:00+00:00,0.0,2688.5,3473.5,0.0,2688.5,-3473.5,-785.0
2026-01-06 15:00:00+00:00,0.0,2408.25,3457.5,0.0,2408.25,-3457.5,-1049.25
2026-01-06 16:00:00+00:00,0.0,2113.0,3148.0,0.0,2113.0,-3148.0,-1035.0
2026-01-06 17:00:00+00:00,0.0,2031.0,3025.0,0.0,2031.0,-3025.0,-994.0
2026-01-06 18:00:00+00:00,0.0,1893.75,2941.5,0.0,1893.75,-2941.5,-1047.75
2026-01-06 19:00:00+00:00,0.0,1170.75,2140.25,0.0,1170.75,-2140.25,-969.5
2026-01-06 20:00:00+00:00,0.0,1418.75,2293.75,0.0,1418.75,-2293.75,-875.0
2026-01-06 21:00:00+00:00,0.0,1002.5,1586.25,0.0,1002.5,-1586.25,-583.75
2026-01-06 22:00:00+00:00,101.0,93.0,444.25,0.0,-8.0,-444.25,-452.25
2026-01-06 23:00:00+00:00,0.0,291.75,1127.0,0.0,291.75,-1127.0,-835.25
2026-01-07 00:00:00+00:00,0.0,181.0,956.5,0.0,181.0,-956.5,-775.5
2026-01-07 01:00:00+00:00,8.25,20.5,729.0,0.0,12.25,-729.0,-716.75
2026-01-07 02:00:00+00:00,128.5,0.0,595.0,0.0,-128.5,-595.0,-723.5
2026-01-07 03:00:00+00:00,405.0,0.0,347.25,0.0,-405.0,-347.25,-752.25
2026-01-07 04:00:00+00:00,858.5,0.0,35.75,0.5,-858.5,-35.25,-893.75
2026-01-07 05:00:00+00:00,771.75,0.0,430.5,102.0,-771.75,-328.5,-1100.25
2026-01-07 06:00:00+00:00,1205.5,0.0,333.75,0.0,-1205.5,-333.75,-1539.25
2026-01-07 07:00:00+00:00,2082.75,0.0,42.75,123.25,-2082.75,80.5,-2002.25
2026-01-07 08:00:00+00:00,1471.5,0.0,674.0,0.0,-1471.5,-674.0,-2145.5
2026-01-07 09:00:00+00:00,935.75,0.0,1203.25,0.0,-935.75,-1203.25,-2139.0
2026-01-07 10:00:00+00:00,1096.5,0.0,1116.5,0.0,-1096.5,-1116.5,-2213.0
2026-01-07 11:00:00+00:00,1412.0,0.0,677.5,0.0,-1412.0,-677.5,-2089.5
2026-01-07 12:00:00+00:00,991.0,0.0,998.0,0.0,-991.0,-998.0,-1989.0
2026-01-07 13:00:00+00:00,985.0,0.0,1252.75,0.0,-985.0,-1252.75,-2237.75
2026-01-07 14:00:00+00:00,1230.5,0.0,1042.25,0.0,-1230.5,-1042.25,-2272.75
2026-01-07 15:00:00+00:00,379.75,0.0,1999.25,0.0,-379.75,-1999.25,-2379.0
2026-01-07 16:00:00+00:00,888.75,0.0,1598.5,0.0,-888.75,-1598.5,-2487.25
2026-01-07 17:00:00+00:00,1441.25,0.0,1092.0,0.0,-1441.25,-1092.0,-2533.25
2026-01-07 18:00:00+00:00,1391.75,0.0,776.75,0.0,-1391.75,-776.75,-2168.5
2026-01-07 19:00:00+00:00,167.5,28.25,1703.75,0.0,-139.25,-1703.75,-1843.0
2026-01-07 20:00:00+00:00,0.0,625.75,2313.0,0.0,625.75,-2313.0,-1687.25
2026-01-07 21:00:00+00:00,0.0,1060.5,2753.0,0.0,1060.5,-2753.0,-1692.5
2026-01-07 22:00:00+00:00,0.0,992.5,2437.0,0.0,992.5,-2437.0,-1444.5
2026-01-07 23:00:00+00:00,0.0,1202.25,2413.25,0.0,1202.25,-2413.25,-1211.0
2026-01-08 00:00:00+00:00,0.0,1718.5,2724.0,0.0,1718.5,-2724.0,-1005.5
2026-01-08 01:00:00+00:00,0.0,2014.25,2948.5,0.0,2014.25,-2948.5,-934.25
2026-01-08 02:00:00+00:00,0.0,2079.25,2995.5,0.0,2079.25,-2995.5,-916.25
2026-01-08 03:00:00+00:00,0.0,2104.75,3177.5,0.0,2104.75,-3177.5,-1072.75
2026-01-08 04:00:00+00:00,0.0,2008.0,3111.5,0.0,2008.0,-3111.5,-1103.5
2026-01-08 05:00:00+00:00,0.0,832.0,2174.5,0.0,832.0,-2174.5,-1342.5
2026-01-08 06:00:00+00:00,0.0,190.0,1918.5,0.0,190.0,-1918.5,-1728.5
2026-01-08 07:00:00+00:00,38.25,53.0,2065.75,0.0,14.75,-2065.75,-2051.0
2026-01-08 08:00:00+00:00,0.0,526.0,2100.0,0.0,526.0,-2100.0,-1574.0
2026-01-08 09:00:00+00:00,0.0,750.0,2100.0,0.0,750.0,-2100.0,-1350.0
2026-01-08 10:00:00+00:00,0.0,615.0,2100.0,0.0,615.0,-2100.0,-1485.0
2026-01-08 11:00:00+00:00,0.0,701.0,2100.0,0.0,701.0,-2100.0,-1399.0
2026-01-08 12:00:00+00:00,0.0,726.5,2100.0,0.0,726.5,-2100.0,-1373.5
2026-01-08 13:00:00+00:00,0.0,463.0,2085.25,0.0,463.0,-2085.25,-1622.25
2026-01-08 14:00:00+00:00,770.25,0.0,1355.25,0.0,-770.25,-1355.25,-2125.5
2026-01-08 15:00:00+00:00,624.0,0.0,1528.5,0.0,-624.0,-1528.5,-2152.5
2026-01-08 16:00:00+00:00,1280.0,0.0,1032.75,0.0,-1280.0,-1032.75,-2312.75
2026-01-08 17:00:00+00:00,1985.5,0.0,261.75,0.0,-1985.5,-261.75,-2247.25
2026-01-08 18:00:00+00:00,1485.0,0.0,653.0,0.0,-1485.0,-653.0,-2138.0
2026-01-08 19:00:00+00:00,470.75,37.0,1499.0,0.0,-433.75,-1499.0,-1932.75
2026-01-08 20:00:00+00:00,0.0,1183.25,2713.75,0.0,1183.25,-2713.75,-1530.5
2026-01-08 21:00:00+00:00,0.0,1581.0,2760.75,0.0,1581.0,-2760.75,-1179.75
2026-01-08 22:00:00+00:00,0.0,1563.0,2574.0,0.0,1563.0,-2574.0,-1011.0
2026-01-08 23:00:00+00:00,0.0,575.5,1468.5,0.0,575.5,-1468.5,-893.0
2026-01-09 00:00:00+00:00,0.0,1081.75,1972.75,0.0,1081.75,-1972.75,-891.0
2026-01-09 01:00:00+00:00,0.0,1300.25,2011.25,0.0,1300.25,-2011.25,-711.0
2026-01-09 02:00:00+00:00,0.0,1368.0,2161.0,0.0,1368.0,-2161.0,-793.0
2026-01-09 03:00:00+00:00,0.0,1808.5,2658.75,0.0,1808.5,-2658.75,-850.25
2026-01-09 04:00:00+00:00,0.0,2223.75,3006.0,0.0,2223.75,-3006.0,-782.25
2026-01-09 05:00:00+00:00,0.0,1252.75,2420.5,0.0,1252.75,-2420.5,-1167.75
2026-01-09 06:00:00+00:00,0.0,72.0,1843.5,0.0,72.0,-1843.5,-1771.5
2026-01-09 07:00:00+00:00,136.5,8.0,2188.25,0.0,-128.5,-2188.25,-2316.75
2026-01-09 08:00:00+00:00,9.0,42.25,2306.5,0.0,33.25,-2306.5,-2273.25
2026-01-09 09:00:00+00:00,0.0,407.75,2384.25,0.0,407.75,-2384.25,-1976.5
2026-01-09 10:00:00+00:00,0.0,449.75,2400.0,0.0,449.75,-2400.0,-1950.25
2026-01-09 11:00:00+00:00,0.0,1053.5,2400.0,0.0,1053.5,-2400.0,-1346.5
2026-01-09 12:00:00+00:00,0.0,893.25,2400.0,0.0,893.25,-2400.0,-1506.75
2026-01-09 13:00:00+00:00,0.0,686.75,2400.0,0.0,686.75,-2400.0,-1713.25
2026-01-09 14:00:00+00:00,0.0,288.5,2270.5,0.0,288.5,-2270.5,-1982.0
2026-01-09 15:00:00+00:00,202.0,57.0,2211.25,0.0,-145.0,-2211.25,-2356.25
2026-01-09 16:00:00+00:00,410.0,0.0,2031.0,0.0,-410.0,-2031.0,-2441.0
2026-01-09 17:00:00+00:00,174.75,57.0,2175.25,0.0,-117.75,-2175.25,-2293.0
2026-01-09 18:00:00+00:00,629.0,0.0,1607.75,0.0,-629.0,-1607.75,-2236.75
2026-01-09 19:00:00+00:00,0.0,338.25,2290.5,0.0,338.25,-2290.5,-1952.25
2026-01-09 20:00:00+00:00,0.0,758.5,2486.5,0.0,758.5,-2486.5,-1728.0
2026-01-09 21:00:00+00:00,0.0,1421.5,2900.5,0.0,1421.5,-2900.5,-1479.0
2026-01-09 22:00:00+00:00,0.0,1741.0,2998.0,0.0,1741.0,-2998.0,-1257.0
2026-01-09 23:00:00+00:00,0.0,1628.5,2761.5,0.0,1628.5,-2761.5,-1133.0
2026-01-10 00:00:00+00:00,0.0,1810.5,2823.5,0.0,1810.5,-2823.5,-1013.0
2026-01-10 01:00:00+00:00,0.0,1929.0,2868.75,0.0,1929.0,-2868.75,-939.75
2026-01-10 02:00:00+00:00,0.0,1969.0,2888.75,0.0,1969.0,-2888.75,-919.75
2026-01-10 03:00:00+00:00,0.0,1978.5,2929.5,0.0,1978.5,-2929.5,-951.0
2026-01-10 04:00:00+00:00,0.0,1682.25,2798.0,0.0,1682.25,-2798.0,-1115.75
2026-01-10 05:00:00+00:00,0.0,1151.75,2318.25,0.0,1151.75,-2318.25,-1166.5
2026-01-10 06:00:00+00:00,0.0,388.75,1767.0,0.0,388.75,-1767.0,-1378.25
2026-01-10 07:00:00+00:00,0.75,120.25,1726.0,0.0,119.5,-1726.0,-1606.5
2026-01-10 08:00:00+00:00,76.5,148.5,1619.25,0.0,72.0,-1619.25,-1547.25
2026-01-10 09:00:00+00:00,25.0,91.25,1581.75,0.0,66.25,-1581.75,-1515.5
2026-01-10 10:00:00+00:00,0.0,230.5,1650.75,0.0,230.5,-1650.75,-1420.25
2026-01-10 11:00:00+00:00,0.0,672.5,1891.25,0.0,672.5,-1891.25,-1218.75
2026-01-10 12:00:00+00:00,0.0,861.0,1850.25,0.0,861.0,-1850.25,-989.25
2026-01-10 13:00:00+00:00,0.0,463.75,1580.5,0.0,463.75,-1580.5,-1116.75
2026-01-10 14:00:00+00:00,0.0,442.5,1585.5,0.0,442.5,-1585.5,-1143.0
2026-01-10 15:00:00+00:00,43.0,36.75,1293.5,0.0,-6.25,-1293.5,-1299.75
2026-01-10 16:00:00+00:00,0.0,651.5,2117.5,0.0,651.5,-2117.5,-1466.0
2026-01-10 17:00:00+00:00,0.0,480.25,2154.0,0.0,480.25,-2154.0,-1673.75
2026-01-10 18:00:00+00:00,0.0,254.75,1956.0,0.0,254.75,-1956.0,-1701.25
2026-01-10 19:00:00+00:00,63.0,133.25,1730.5,0.0,70.25,-1730.5,-1660.25
2026-01-10 20:00:00+00:00,0.0,237.5,1663.0,0.0,237.5,-1663.0,-1425.5
2026-01-10 21:00:00+00:00,0.0,810.5,1941.5,0.0,810.5,-1941.5,-1131.0
2026-01-10 22:00:00+00:00,0.0,1139.0,2402.25,0.0,1139.0,-2402.25,-1263.25
2026-01-10 23:00:00+00:00,283.5,0.0,778.5,0.0,-283.5,-778.5,-1062.0
2026-01-11 00:00:00+00:00,0.0,742.25,1714.25,0.0,742.25,-1714.25,-972.0
2026-01-11 01:00:00+00:00,0.0,234.25,1168.5,0.0,234.25,-1168.5,-934.25
2026-01-11 02:00:00+00:00,0.0,90.5,987.25,0.0,90.5,-987.25,-896.75
2026-01-11 03:00:00+00:00,0.0,630.25,1384.0,0.0,630.25,-1384.0,-753.75
2026-01-11 04:00:00+00:00,0.0,480.5,1281.25,0.0,480.5,-1281.25,-800.75
2026-01-11 05:00:00+00:00,221.5,0.0,660.0,0.0,-221.5,-660.0,-881.5
2026-01-11 06:00:00+00:00,497.5,0.0,311.0,0.0,-497.5,-311.0,-808.5
2026-01-11 07:00:00+00:00,514.25,0.0,470.25,0.0,-514.25,-470.25,-984.5
2026-01-11 08:00:00+00:00,13.25,202.0,1025.75,0.0,188.75,-1025.75,-837.0
2026-01-11 09:00:00+00:00,0.0,679.25,1579.0,0.0,679.25,-1579.0,-899.75
2026-01-11 10:00:00+00:00,0.0,1092.25,1900.0,0.0,1092.25,-1900.0,-807.75
2026-01-11 11:00:00+00:00,0.0,934.75,1728.0,0.0,934.75,-1728.0,-793.25
2026-01-11 12:00:00+00:00,0.0,1089.25,1635.5,0.0,1089.25,-1635.5,-546.25
2026-01-11 13:00:00+00:00,0.0,1081.0,1833.0,0.0,1081.0,-1833.0,-752.0
2026-01-11 14:00:00+00:00,57.0,94.0,1164.0,0.0,37.0,-1164.0,-1127.0
2026-01-11 15:00:00+00:00,1082.5,0.0,112.0,0.0,-1082.5,-112.0,-1194.5
2026-01-11 16:00:00+00:00,1978.0,0.0,0.0,583.25,-1978.0,583.25,-1394.75
2026-01-11 17:00:00+00:00,1616.5,0.0,0.0,114.5,-1616.5,114.5,-1502.0
2026-01-11 18:00:00+00:00,1429.0,0.0,290.0,0.0,-1429.0,-290.0,-1719.0
2026-01-11 19:00:00+00:00,1601.25,0.0,91.5,80.75,-1601.25,-10.75,-1612.0
2026-01-11 20:00:00+00:00,1073.75,0.0,383.5,0.0,-1073.75,-383.5,-1457.25
2026-01-11 21:00:00+00:00,874.25,0.0,431.25,0.0,-874.25,-431.25,-1305.5
2026-01-11 22:00:00+00:00,462.25,0.0,639.25,0.0,-462.25,-639.25,-1101.5
2026-01-11 23:00:00+00:00,376.5,0.0,495.25,0.0,-376.5,-495.25,-871.75
2026-01-12 00:00:00+00:00,248.75,0.0,548.75,0.0,-248.75,-548.75,-797.5
2026-01-12 01:00:00+00:00,616.25,0.0,211.75,0.0,-616.25,-211.75,-828.0
2026-01-12 02:00:00+00:00,638.75,0.0,199.0,0.0,-638.75,-199.0,-837.75
2026-01-12 03:00:00+00:00,388.25,0.0,483.0,0.0,-388.25,-483.0,-871.25
2026-01-12 04:00:00+00:00,920.25,0.0,144.0,132.75,-920.25,-11.25,-931.5
2026-01-12 05:00:00+00:00,795.0,0.0,449.0,6.25,-795.0,-442.75,-1237.75
2026-01-12 06:00:00+00:00,1686.75,0.0,234.75,95.0,-1686.75,-139.75,-1826.5
2026-01-12 07:00:00+00:00,1428.5,0.0,915.75,0.0,-1428.5,-915.75,-2344.25
2026-01-12 08:00:00+00:00,133.25,4.25,2118.0,0.0,-129.0,-2118.0,-2247.0
2026-01-12 09:00:00+00:00,0.0,689.75,2674.75,0.0,689.75,-2674.75,-1985.0
2026-01-12 10:00:00+00:00,0.0,674.25,2678.0,0.0,674.25,-2678.0,-2003.75
