,BG_GR,GR_BG,MK_GR,GR_MK,GR_IT_SUD,IT_SUD_GR,GR_BG_net_export,GR_MK_net_export,GR_IT_SUD_net_export,Net Export
2026-02-24 13:00:00+00:00,0.0,1406.0,0.0,450.0,500.0,0.0,1406.0,450.0,500.0,2356.0
2026-02-24 14:00:00+00:00,0.0,1318.0,2.0,450.0,500.0,0.0,1318.0,448.0,500.0,2266.0
2026-02-24 15:00:00+00:00,47.275,1300.0,0.0,450.0,306.0,107.0,1252.725,450.0,199.0,1901.725
2026-02-24 16:00:00+00:00,7.2250000000000005,1054.9250000000002,0.0,450.0,623.0,315.0,1047.7000000000003,450.0,308.0,1805.7000000000003
2026-02-24 17:00:00+00:00,0.0,959.0749999999999,0.0,424.0,569.0,152.0,959.0749999999999,424.0,417.0,1800.0749999999998
2026-02-24 18:00:00+00:00,1.975,978.775,0.0,395.0,645.0,303.0,976.8,395.0,342.0,1713.8
2026-02-24 19:00:00+00:00,21.25,546.525,0.0,395.0,500.0,0.0,525.275,395.0,500.0,1420.275
2026-02-24 20:00:00+00:00,61.075,651.925,0.0,444.0,500.0,0.0,590.8499999999999,444.0,500.0,1534.85
2026-02-24 21:00:00+00:00,89.45,426.65,0.0,450.0,500.0,0.0,337.2,450.0,500.0,1287.2
2026-02-24 22:00:00+00:00,101.95,451.34999999999997,0.0,443.0,500.0,0.0,349.4,443.0,500.0,1292.4
2026-02-24 23:00:00+00:00,25.9,302.825,0.0,423.0,500.0,0.0,276.925,423.0,500.0,1199.925
2026-02-25 00:00:00+00:00,37.15,344.075,0.0,404.0,500.0,0.0,306.925,404.0,500.0,1210.925
2026-02-25 01:00:00+00:00,36.5,409.875,0.0,382.0,500.0,0.0,373.375,382.0,500.0,1255.375
2026-02-25 02:00:00+00:00,65.15,599.625,0.0,402.0,500.0,0.0,534.475,402.0,500.0,1436.475
2026-02-25 03:00:00+00:00,22.175,750.7,0.0,402.0,500.0,0.0,728.5250000000001,402.0,500.0,1630.525
2026-02-25 04:00:00+00:00,29.025,913.9,0.0,381.0,500.0,0.0,884.875,381.0,500.0,1765.875
2026-02-25 05:00:00+00:00,36.575,601.275,0.0,425.0,508.0,8.0,564.6999999999999,425.0,500.0,1489.6999999999998
2026-02-25 06:00:00+00:00,9.8,1125.4,0.0,400.0,500.0,0.0,1115.6000000000001,400.0,500.0,2015.6000000000001
2026-02-25 07:00:00+00:00,5.9,1262.35,0.0,450.0,500.0,0.0,1256.4499999999998,450.0,500.0,2206.45
2026-02-25 08:00:00+00:00,0.0,1351.0,2.0,426.0,500.0,0.0,1351.0,424.0,500.0,2275.0
2026-02-25 09:00:00+00:00,0.0,1350.0,10.0,450.0,500.0,0.0,1350.0,440.0,500.0,2290.0
2026-02-25 10:00:00+00:00,0.0,1435.25,9.0,450.0,500.0,0.0,1435.25,441.0,500.0,2376.25
2026-02-25 11:00:00+00:00,0.0,1481.0,5.0,450.0,500.0,0.0,1481.0,445.0,500.0,2426.0
2026-02-25 12:00:00+00:00,0.0,1460.0,5.0,441.0,500.0,0.0,1460.0,436.0,500.0,2396.0
2026-02-25 13:00:00+00:00,0.0,1474.0,0.0,448.0,500.0,0.0,1474.0,448.0,500.0,2422.0
2026-02-25 14:00:00+00:00,0.0,1371.275,0.0,450.0,500.0,0.0,1371.275,450.0,500.0,2321.275
2026-02-25 15:00:00+00:00,9.375,1257.325,0.0,450.0,500.0,0.0,1247.95,450.0,500.0,2197.95
2026-02-25 16:00:00+00:00,16.025,1268.975,0.0,450.0,118.0,269.0,1252.9499999999998,450.0,-151.0,1551.9499999999998
2026-02-25 17:00:00+00:00,62.9,1307.3,0.0,450.0,18.0,500.0,1244.3999999999999,450.0,-482.0,1212.3999999999999
2026-02-25 18:00:00+00:00,154.375,1317.2,0.0,450.0,173.0,500.0,1162.825,450.0,-327.0,1285.825
2026-02-25 19:00:00+00:00,139.6,1307.3,0.0,439.0,267.0,373.0,1167.7,439.0,-106.0,1500.7
2026-02-25 20:00:00+00:00,25.225,817.875,0.0,450.0,500.0,153.0,792.65,450.0,347.0,1589.65
2026-02-25 21:00:00+00:00,31.5,661.375,0.0,450.0,500.0,45.0,629.875,450.0,455.0,1534.875
2026-02-25 22:00:00+00:00,71.35,549.55,0.0,450.0,500.0,0.0,478.19999999999993,450.0,500.0,1428.1999999999998
2026-02-25 23:00:00+00:00,55.9,832.575,0.0,368.0,500.0,0.0,776.6750000000001,368.0,500.0,1644.6750000000002
2026-02-26 00:00:00+00:00,10.75,672.45,0.0,348.0,500.0,0.0,661.7,348.0,500.0,1509.7
2026-02-26 01:00:00+00:00,18.175,673.75,0.0,303.0,500.0,0.0,655.575,303.0,500.0,1458.575
2026-02-26 02:00:00+00:00,18.1,797.525,0.0,308.0,500.0,0.0,779.425,308.0,500.0,1587.425
2026-02-26 03:00:00+00:00,26.3,701.95,0.0,339.0,500.0,0.0,675.6500000000001,339.0,500.0,1514.65
2026-02-26 04:00:00+00:00,79.725,675.725,0.0,303.0,500.0,0.0,596.0,303.0,500.0,1399.0
2026-02-26 05:00:00+00:00,0.0,987.975,0.0,323.0,500.0,0.0,987.975,323.0,500.0,1810.975
2026-02-26 06:00:00+00:00,5.05,1300.175,0.0,397.0,500.0,0.0,1295.125,397.0,500.0,2192.125
2026-02-26 07:00:00+00:00,14.825,1458.0,0.0,417.0,500.0,0.0,1443.175,417.0,500.0,2360.175
2026-02-26 08:00:00+00:00,0.0,1461.0,0.0,369.0,500.0,0.0,1461.0,369.0,500.0,2330.0
2026-02-26 09:00:00+00:00,0.0,1451.0,0.0,380.0,500.0,0.0,1451.0,380.0,500.0,2331.0
2026-02-26 10:00:00+00:00,0.0,1451.0,0.0,372.0,500.0,0.0,1451.0,372.0,500.0,2323.0
2026-02-26 11:00:00+00:00,0.0,1478.0,0.0,377.0,500.0,0.0,1478.0,377.0,500.0,2355.0
2026-02-26 12:00:00+00:00,0.0,1471.0,0.0,380.0,500.0,0.0,1471.0,380.0,500.0,2351.0
2026-02-26 13:00:00+00:00,19.974999999999998,1463.25,0.0,369.0,500.0,0.0,1443.275,369.0,500.0,2312.275
2026-02-26 14:00:00+00:00,32.225,1409.5,0.0,450.0,500.0,0.0,1377.275,450.0,500.0,2327.275
2026-02-26 15:00:00+00:00,140.5,1359.025,0.0,435.0,500.0,0.0,1218.525,435.0,500.0,2153.525
2026-02-26 16:00:00+00:00,13.75,1422.725,0.0,410.0,500.0,0.0,1408.975,410.0,500.0,2318.975
2026-02-26 17:00:00+00:00,166.175,1298.8,0.0,450.0,500.0,0.0,1132.625,450.0,500.0,2082.625
2026-02-26 18:00:00+00:00,147.7,1264.45,0.0,445.0,500.0,8.0,1116.75,445.0,492.0,2053.75
2026-02-26 19:00:00+00:00,154.625,1481.2,0.0,450.0,500.0,14.0,1326.575,450.0,486.0,2262.575
2026-02-26 20:00:00+00:00,213.75,1389.2,0.0,450.0,500.0,0.0,1175.45,450.0,500.0,2125.45
2026-02-26 21:00:00+00:00,188.8,1195.425,0.0,450.0,500.0,0.0,1006.625,450.0,500.0,1956.625
2026-02-26 22:00:00+00:00,217.05,1153.3,0.0,438.0,500.0,0.0,936.25,438.0,500.0,1874.25
2026-02-26 23:00:00+00:00,48.0,1201.15,0.0,333.0,500.0,0.0,1153.15,333.0,500.0,1986.15
2026-02-27 00:00:00+00:00,118.525,1130.5,0.0,318.0,500.0,0.0,1011.975,318.0,500.0,1829.975
2026-02-27 01:00:00+00:00,144.475,983.525,0.0,318.0,500.0,0.0,839.05,318.0,500.0,1657.05
2026-02-27 02:00:00+00:00,164.4,1005.925,0.0,318.0,500.0,0.0,841.525,318.0,500.0,1659.525
2026-02-27 03:00:00+00:00,157.075,1026.6,0.0,318.0,500.0,0.0,869.5249999999999,318.0,500.0,1687.5249999999999
2026-02-27 04:00:00+00:00,122.30000000000001,1059.9,0.0,318.0,500.0,0.0,937.6000000000001,318.0,500.0,1755.6000000000001
2026-02-27 05:00:00+00:00,162.25,1306.8,0.0,362.0,512.0,12.0,1144.55,362.0,500.0,2006.55
2026-02-27 06:00:00+00:00,138.9,1305.525,0.0,408.0,500.0,0.0,1166.625,408.0,500.0,2074.625
2026-02-27 07:00:00+00:00,168.725,889.75,0.0,420.0,500.0,0.0,721.025,420.0,500.0,1641.025
2026-02-27 08:00:00+00:00,115.0,1271.775,0.0,420.0,500.0,0.0,1156.775,420.0,500.0,2076.775
2026-02-27 09:00:00+00:00,183.6,1075.425,0.0,380.0,500.0,0.0,891.8249999999999,380.0,500.0,1771.8249999999998
2026-02-27 10:00:00+00:00,201.45,1206.975,0.0,387.0,500.0,0.0,1005.5249999999999,387.0,500.0,1892.5249999999999
2026-02-27 11:00:00+00:00,313.975,1268.825,0.0,385.0,500.0,0.0,954.85,385.0,500.0,1839.85
2026-02-27 12:00:00+00:00,242.04999999999998,759.45,0.0,435.0,500.0,0.0,517.4000000000001,435.0,500.0,1452.4
2026-02-27 13:00:00+00:00,274.05,691.875,0.0,370.0,500.0,0.0,417.825,370.0,500.0,1287.825
2026-02-27 14:00:00+00:00,156.975,1144.875,0.0,385.0,500.0,0.0,987.9,385.0,500.0,1872.9
2026-02-27 15:00:00+00:00,98.875,1119.55,0.0,450.0,500.0,0.0,1020.675,450.0,500.0,1970.675
2026-02-27 16:00:00+00:00,10.725,1438.3,0.0,450.0,89.0,343.0,1427.575,450.0,-254.0,1623.575
2026-02-27 17:00:00+00:00,75.675,1169.875,0.0,425.0,159.0,382.0,1094.2,425.0,-223.0,1296.2
2026-02-27 18:00:00+00:00,46.8,1273.7,0.0,408.0,193.0,236.0,1226.9,408.0,-43.0,1591.9
2026-02-27 19:00:00+00:00,133.625,1431.5,0.0,418.0,350.0,73.0,1297.875,418.0,277.0,1992.875
2026-02-27 20:00:00+00:00,25.8,1047.825,0.0,445.0,500.0,103.0,1022.0250000000001,445.0,397.0,1864.025
2026-02-27 21:00:00+00:00,398.27500000000003,965.05,0.0,430.0,500.0,94.0,566.7749999999999,430.0,406.0,1402.7749999999999
2026-02-27 22:00:00+00:00,160.475,1109.2,0.0,420.0,500.0,0.0,948.725,420.0,500.0,1868.725
2026-02-27 23:00:00+00:00,796.575,1305.7,0.0,365.0,500.0,5.0,509.125,365.0,495.0,1369.125
2026-02-28 00:00:00+00:00,934.025,1040.925,0.0,305.0,500.0,0.0,106.89999999999998,305.0,500.0,911.9
2026-02-28 01:00:00+00:00,948.675,1132.475,0.0,305.0,500.0,0.0,183.79999999999995,305.0,500.0,988.8
2026-02-28 02:00:00+00:00,944.2,1204.95,0.0,305.0,500.0,36.0,260.75,305.0,464.0,1029.75
2026-02-28 03:00:00+00:00,959.7,1276.775,0.0,305.0,500.0,0.0,317.07500000000005,305.0,500.0,1122.075
2026-02-28 04:00:00+00:00,954.875,1243.275,0.0,365.0,500.0,0.0,288.4000000000001,365.0,500.0,1153.4
2026-02-28 05:00:00+00:00,832.525,1260.175,0.0,365.0,500.0,0.0,427.65,365.0,500.0,1292.65
2026-02-28 06:00:00+00:00,346.34999999999997,1233.75,0.0,425.0,500.0,2.0,887.4000000000001,425.0,498.0,1810.4
2026-02-28 07:00:00+00:00,68.35,987.7,0.0,440.0,500.0,0.0,919.35,440.0,500.0,1859.35
2026-02-28 08:00:00+00:00,62.3,1097.85,0.0,388.0,500.0,0.0,1035.55,388.0,500.0,1923.55
2026-02-28 09:00:00+00:00,16.349999999999998,897.1,0.0,193.0,0.0,0.0,880.75,193.0,0.0,1073.75
2026-02-28 10:00:00+00:00,24.525,489.275,0.0,223.0,0.0,0.0,464.75,223.0,0.0,687.75
2026-02-28 11:00:00+00:00,42.5,545.975,0.0,223.0,0.0,0.0,503.475,223.0,0.0,726.475
2026-02-28 12:00:00+00:00,11.850000000000001,679.1,0.0,218.0,0.0,0.0,667.25,218.0,0.0,885.25
2026-02-28 13:00:00+00:00,4.45,916.0,0.0,188.0,0.0,0.0,911.55,188.0,0.0,1099.55
2026-02-28 14:00:00+00:00,82.3,1187.0,0.0,405.0,0.0,0.0,1104.7,405.0,0.0,1509.7
2026-02-28 15:00:00+00:00,33.625,1342.675,0.0,450.0,0.0,0.0,1309.05,450.0,0.0,1759.05
2026-02-28 16:00:00+00:00,10.0,1299.55,0.0,415.0,500.0,233.0,1289.55,415.0,267.0,1971.55
2026-02-28 17:00:00+00:00,20.25,1341.375,0.0,325.0,500.0,232.0,1321.125,325.0,268.0,1914.125
2026-02-28 18:00:00+00:00,13.275,1168.875,0.0,325.0,500.0,50.0,1155.6,325.0,450.0,1930.6
2026-02-28 19:00:00+00:00,42.0,1151.075,0.0,311.0,500.0,0.0,1109.075,311.0,500.0,1920.075
2026-02-28 20:00:00+00:00,7.1499999999999995,1108.05,0.0,328.0,500.0,0.0,1100.8999999999999,328.0,500.0,1928.8999999999999
2026-02-28 21:00:00+00:00,177.0,1192.15,0.0,371.0,500.0,0.0,1015.1500000000001,371.0,500.0,1886.15
2026-02-28 22:00:00+00:00,90.275,1356.4,0.0,353.0,500.0,0.0,1266.125,353.0,500.0,2119.125
2026-02-28 23:00:00+00:00,65.275,1283.65,0.0,279.0,500.0,0.0,1218.375,279.0,500.0,1997.375
2026-03-01 00:00:00+00:00,103.475,1296.25,0.0,229.0,500.0,0.0,1192.775,229.0,500.0,1921.775
2026-03-01 01:00:00+00:00,111.95,1317.25,0.0,229.0,500.0,0.0,1205.3,229.0,500.0,1934.3
2026-03-01 02:00:00+00:00,36.5,1322.9,0.0,229.0,500.0,0.0,1286.4,229.0,500.0,2015.4
2026-03-01 03:00:00+00:00,25.299999999999997,1331.25,0.0,304.0,500.0,0.0,1305.95,304.0,500.0,2109.95
2026-03-01 04:00:00+00:00,205.825,1211.925,0.0,390.0,500.0,0.0,1006.0999999999999,390.0,500.0,1896.1
2026-03-01 05:00:00+00:00,111.25,1102.375,0.0,408.0,500.0,0.0,991.125,408.0,500.0,1899.125
2026-03-01 06:00:00+00:00,2.375,1348.625,0.0,390.0,500.0,0.0,1346.25,390.0,500.0,2236.25
2026-03-01 07:00:00+00:00,0.0,1399.25,0.0,450.0,500.0,0.0,1399.25,450.0,500.0,2349.25
2026-03-01 08:00:00+00:00,0.0,1339.0,1.0,411.0,500.0,0.0,1339.0,410.0,500.0,2249.0
2026-03-01 09:00:00+00:00,36.3,1375.3,0.0,347.0,500.0,0.0,1339.0,347.0,500.0,2186.0
2026-03-01 10:00:00+00:00,33.95,1359.95,4.0,318.0,500.0,0.0,1326.0,314.0,500.0,2140.0
2026-03-01 11:00:00+00:00,34.15,1374.15,7.0,293.0,500.0,0.0,1340.0,286.0,500.0,2126.0
2026-03-01 12:00:00+00:00,25.8,1358.8000000000002,5.0,282.0,500.0,0.0,1333.0000000000002,277.0,500.0,2110.0
2026-03-01 13:00:00+00:00,40.65,1353.65,0.0,375.0,500.0,0.0,1313.0,375.0,500.0,2188.0
2026-03-01 14:00:00+00:00,34.65,1310.975,0.0,430.0,500.0,0.0,1276.3249999999998,430.0,500.0,2206.325
2026-03-01 15:00:00+00:00,79.85,1208.175,0.0,450.0,500.0,0.0,1128.325,450.0,500.0,2078.325
2026-03-01 16:00:00+00:00,36.325,1216.975,0.0,199.0,500.0,0.0,1180.6499999999999,199.0,500.0,1879.6499999999999
2026-03-01 17:00:00+00:00,0.0,1329.25,0.0,124.0,500.0,0.0,1329.25,124.0,500.0,1953.25
2026-03-01 18:00:00+00:00,52.45,1227.35,0.0,129.0,500.0,0.0,1174.8999999999999,129.0,500.0,1803.8999999999999
2026-03-01 19:00:00+00:00,104.075,1284.25,0.0,132.0,500.0,0.0,1180.175,132.0,500.0,1812.175
2026-03-01 20:00:00+00:00,157.0,1150.975,0.0,142.0,500.0,0.0,993.9749999999999,142.0,500.0,1635.975
2026-03-01 21:00:00+00:00,123.7,1125.475,0.0,176.0,500.0,0.0,1001.7749999999999,176.0,500.0,1677.7749999999999
2026-03-01 22:00:00+00:00,150.05,1181.525,0.0,201.0,500.0,0.0,1031.4750000000001,201.0,500.0,1732.4750000000001
2026-03-01 23:00:00+00:00,88.175,56.025,0.0,430.0,500.0,0.0,-32.15,430.0,500.0,897.85
2026-03-02 00:00:00+00:00,42.275,88.875,0.0,399.0,500.0,0.0,46.6,399.0,500.0,945.6
2026-03-02 01:00:00+00:00,30.4,121.44999999999999,0.0,395.0,500.0,0.0,91.04999999999998,395.0,500.0,986.05
2026-03-02 02:00:00+00:00,45.2,223.6,0.0,401.0,500.0,0.0,178.39999999999998,401.0,500.0,1079.4
2026-03-02 03:00:00+00:00,79.35,328.125,0.0,389.0,500.0,0.0,248.775,389.0,500.0,1137.775
2026-03-02 04:00:00+00:00,41.925,985.1,0.0,404.0,500.0,0.0,943.1750000000001,404.0,500.0,1847.1750000000002
2026-03-02 05:00:00+00:00,220.72500000000002,1164.55,0.0,424.0,311.0,52.0,943.8249999999999,424.0,259.0,1626.8249999999998
2026-03-02 06:00:00+00:00,40.099999999999994,1263.925,0.0,448.0,500.0,0.0,1223.825,448.0,500.0,2171.825
2026-03-02 07:00:00+00:00,46.175000000000004,1211.125,0.0,450.0,500.0,0.0,1164.95,450.0,500.0,2114.95
2026-03-02 08:00:00+00:00,0.0,1336.0,0.0,409.0,500.0,0.0,1336.0,409.0,500.0,2245.0
2026-03-02 09:00:00+00:00,0.0,1372.0,0.0,395.0,500.0,0.0,1372.0,395.0,500.0,2267.0
2026-03-02 10:00:00+00:00,0.0,1379.0,0.0,382.0,500.0,0.0,1379.0,382.0,500.0,2261.0
2026-03-02 11:00:00+00:00,0.0,1409.0,0.0,397.0,500.0,0.0,1409.0,397.0,500.0,2306.0
2026-03-02 12:00:00+00:00,5.875,1320.95,0.0,403.0,500.0,0.0,1315.075,403.0,500.0,2218.075
2026-03-02 13:00:00+00:00,39.35,1138.0,0.0,449.0,500.0,0.0,1098.65,449.0,500.0,2047.65
2026-03-02 14:00:00+00:00,61.825,1233.1,0.0,450.0,500.0,0.0,1171.2749999999999,450.0,500.0,2121.2749999999996
2026-03-02 15:00:00+00:00,0.0,1235.85,5.0,450.0,500.0,0.0,1235.85,445.0,500.0,2180.85
2026-03-02 16:00:00+00:00,0.6,1325.0,0.0,420.0,45.0,148.0,1324.4,420.0,-103.0,1641.4
2026-03-02 17:00:00+00:00,68.15,1431.5500000000002,0.0,387.0,71.0,571.0,1363.4,387.0,-500.0,1250.4
2026-03-02 18:00:00+00:00,41.650000000000006,1464.325,0.0,361.0,0.0,500.0,1422.675,361.0,-500.0,1283.675
2026-03-02 19:00:00+00:00,0.0,1521.675,0.0,368.0,78.0,531.0,1521.675,368.0,-453.0,1436.675
2026-03-02 20:00:00+00:00,27.599999999999998,1343.375,0.0,330.0,492.0,335.0,1315.775,330.0,157.0,1802.775
2026-03-02 21:00:00+00:00,189.35,1083.525,0.0,410.0,512.0,12.0,894.1750000000001,410.0,500.0,1804.1750000000002
2026-03-02 22:00:00+00:00,78.65,1216.3000000000002,0.0,382.0,500.0,0.0,1137.65,382.0,500.0,2019.65
2026-03-02 23:00:00+00:00,31.05,1430.125,0.0,327.0,500.0,0.0,1399.075,327.0,500.0,2226.075
2026-03-03 00:00:00+00:00,16.475,1453.0,0.0,333.0,500.0,0.0,1436.525,333.0,500.0,2269.525
2026-03-03 01:00:00+00:00,21.525,1493.85,0.0,343.0,500.0,0.0,1472.3249999999998,343.0,500.0,2315.325
2026-03-03 02:00:00+00:00,17.825,1495.0,0.0,343.0,500.0,0.0,1477.175,343.0,500.0,2320.175
2026-03-03 03:00:00+00:00,15.825,1495.0,0.0,343.0,500.0,0.0,1479.175,343.0,500.0,2322.175
2026-03-03 04:00:00+00:00,56.8,1455.575,0.0,345.0,500.0,0.0,1398.775,345.0,500.0,2243.775
2026-03-03 05:00:00+00:00,279.075,1265.6,0.0,413.0,626.0,125.0,986.5249999999999,413.0,501.0,1900.5249999999999
2026-03-03 06:00:00+00:00,0.0,1420.0,0.0,450.0,500.0,0.0,1420.0,450.0,500.0,2370.0
2026-03-03 07:00:00+00:00,198.825,1225.475,0.0,442.0,500.0,0.0,1026.6499999999999,442.0,500.0,1968.6499999999999
2026-03-03 08:00:00+00:00,255.95,704.05,0.0,450.0,500.0,0.0,448.09999999999997,450.0,500.0,1398.1
2026-03-03 09:00:00+00:00,125.5,883.025,0.0,369.0,500.0,0.0,757.525,369.0,500.0,1626.525
2026-03-03 10:00:00+00:00,224.27499999999998,1243.025,0.0,357.0,500.0,0.0,1018.7500000000001,357.0,500.0,1875.75
2026-03-03 11:00:00+00:00,286.05,1275.9,0.0,312.0,500.0,0.0,989.8500000000001,312.0,500.0,1801.8500000000001
2026-03-03 12:00:00+00:00,424.0,862.325,0.0,369.0,500.0,0.0,438.32500000000005,369.0,500.0,1307.325
2026-03-03 13:00:00+00:00,356.025,587.125,4.0,425.0,500.0,0.0,231.10000000000002,421.0,500.0,1152.1
2026-03-03 14:00:00+00:00,142.275,794.25,0.0,438.0,500.0,0.0,651.975,438.0,500.0,1589.975
2026-03-03 15:00:00+00:00,166.125,1213.55,0.0,450.0,521.0,29.0,1047.425,450.0,492.0,1989.425
2026-03-03 16:00:00+00:00,34.525,1368.0,0.0,450.0,77.0,506.0,1333.475,450.0,-429.0,1354.475
2026-03-03 17:00:00+00:00,202.525,1414.15,0.0,450.0,17.0,500.0,1211.625,450.0,-483.0,1178.625
2026-03-03 18:00:00+00:00,132.85,1436.025,0.0,444.0,17.0,500.0,1303.1750000000002,444.0,-483.0,1264.1750000000002
2026-03-03 19:00:00+00:00,236.175,1463.4,0.0,433.0,90.0,500.0,1227.2250000000001,433.0,-410.0,1250.2250000000001
2026-03-03 20:00:00+00:00,375.125,1353.1,0.0,447.0,393.0,228.0,977.9749999999999,447.0,165.0,1589.975
2026-03-03 21:00:00+00:00,91.8,1120.15,0.0,450.0,500.0,0.0,1028.3500000000001,450.0,500.0,1978.3500000000001
2026-03-03 22:00:00+00:00,15.05,1447.0,0.0,380.0,500.0,0.0,1431.95,380.0,500.0,2311.95
2026-03-03 23:00:00+00:00,23.2,1450.85,0.0,450.0,500.0,0.0,1427.6499999999999,450.0,500.0,2377.6499999999996
2026-03-04 00:00:00+00:00,20.075,1494.55,0.0,450.0,500.0,0.0,1474.475,450.0,500.0,2424.475
2026-03-04 01:00:00+00:00,29.775000000000002,1503.0,0.0,450.0,500.0,0.0,1473.225,450.0,500.0,2423.225
2026-03-04 02:00:00+00:00,19.05,1526.85,0.0,450.0,500.0,0.0,1507.8,450.0,500.0,2457.8
2026-03-04 03:00:00+00:00,3.4,1514.55,0.0,450.0,500.0,0.0,1511.1499999999999,450.0,500.0,2461.1499999999996
2026-03-04 04:00:00+00:00,0.0,1534.0,0.0,450.0,500.0,0.0,1534.0,450.0,500.0,2484.0
2026-03-04 05:00:00+00:00,102.025,1509.275,0.0,444.0,500.0,0.0,1407.25,444.0,500.0,2351.25
2026-03-04 06:00:00+00:00,0.0,1409.0,0.0,450.0,500.0,0.0,1409.0,450.0,500.0,2359.0
2026-03-04 07:00:00+00:00,119.8,1111.325,0.0,429.0,500.0,0.0,991.5250000000001,429.0,500.0,1920.525
2026-03-04 08:00:00+00:00,228.975,955.625,0.0,426.0,500.0,0.0,726.65,426.0,500.0,1652.65
2026-03-04 09:00:00+00:00,310.6,1305.0,0.0,304.0,500.0,0.0,994.4,304.0,500.0,1798.4
2026-03-04 10:00:00+00:00,224.6,1345.0,0.0,309.0,500.0,0.0,1120.4,309.0,500.0,1929.4
2026-03-04 11:00:00+00:00,27.7,1342.55,0.0,325.0,500.0,0.0,1314.85,325.0,500.0,2139.85
2026-03-04 12:00:00+00:00,10.0,1002.175,0.0,377.0,500.0,0.0,992.175,377.0,500.0,1869.175
2026-03-04 13:00:00+00:00,30.625,976.85,0.0,397.0,500.0,0.0,946.225,397.0,500.0,1843.225
2026-03-04 14:00:00+00:00,30.025,1101.125,0.0,450.0,500.0,0.0,1071.1,450.0,500.0,2021.1
2026-03-04 15:00:00+00:00,7.8,1275.2,0.0,427.0,500.0,0.0,1267.4,427.0,500.0,2194.4
2026-03-04 16:00:00+00:00,14.225000000000001,1399.025,0.0,450.0,500.0,72.0,1384.8000000000002,450.0,428.0,2262.8
2026-03-04 17:00:00+00:00,124.8,1469.125,0.0,441.0,241.0,86.0,1344.325,441.0,155.0,1940.325
2026-03-04 18:00:00+00:00,246.3,1490.225,0.0,450.0,290.0,106.0,1243.925,450.0,184.0,1877.925
2026-03-04 19:00:00+00:00,326.2,1472.7,0.0,429.0,425.0,0.0,1146.5,429.0,425.0,2000.5
2026-03-04 20:00:00+00:00,80.9,1512.1,0.0,421.0,500.0,0.0,1431.1999999999998,421.0,500.0,2352.2
2026-03-04 21:00:00+00:00,73.925,1455.4,0.0,441.0,500.0,0.0,1381.4750000000001,441.0,500.0,2322.4750000000004
2026-03-04 22:00:00+00:00,48.15,1408.675,0.0,424.0,500.0,0.0,1360.5249999999999,424.0,500.0,2284.5249999999996
2026-03-04 23:00:00+00:00,51.1,1265.375,0.0,450.0,500.0,0.0,1214.275,450.0,500.0,2164.275
2026-03-05 00:00:00+00:00,33.125,1352.4,0.0,450.0,500.0,0.0,1319.275,450.0,500.0,2269.275
2026-03-05 01:00:00+00:00,41.95,1518.825,0.0,450.0,500.0,0.0,1476.875,450.0,500.0,2426.875
2026-03-05 02:00:00+00:00,63.0,1382.15,0.0,450.0,500.0,0.0,1319.15,450.0,500.0,2269.15
2026-03-05 03:00:00+00:00,58.075,1442.45,0.0,450.0,500.0,0.0,1384.375,450.0,500.0,2334.375
2026-03-05 04:00:00+00:00,41.9,1473.325,18.0,448.0,500.0,0.0,1431.425,430.0,500.0,2361.425
2026-03-05 05:00:00+00:00,94.575,1405.4,0.0,450.0,500.0,0.0,1310.825,450.0,500.0,2260.825
2026-03-05 06:00:00+00:00,98.925,1426.0,0.0,450.0,500.0,0.0,1327.075,450.0,500.0,2277.075
2026-03-05 07:00:00+00:00,267.875,1347.575,0.0,450.0,500.0,0.0,1079.7,450.0,500.0,2029.7
2026-03-05 08:00:00+00:00,205.15,985.6,0.0,450.0,500.0,0.0,780.45,450.0,500.0,1730.45
2026-03-05 09:00:00+00:00,153.55,817.025,0.0,450.0,500.0,0.0,663.4749999999999,450.0,500.0,1613.475
2026-03-05 10:00:00+00:00,222.825,804.475,0.0,450.0,500.0,0.0,581.6500000000001,450.0,500.0,1531.65
2026-03-05 11:00:00+00:00,102.95,561.775,0.0,450.0,500.0,0.0,458.825,450.0,500.0,1408.825
2026-03-05 12:00:00+00:00,85.025,152.875,0.0,450.0,500.0,0.0,67.85,450.0,500.0,1017.85
2026-03-05 13:00:00+00:00,277.2,550.6,0.0,450.0,500.0,0.0,273.40000000000003,450.0,500.0,1223.4
2026-03-05 14:00:00+00:00,127.325,1029.325,0.0,450.0,500.0,0.0,902.0,450.0,500.0,1852.0
2026-03-05 15:00:00+00:00,113.375,1241.0,0.0,450.0,500.0,0.0,1127.625,450.0,500.0,2077.625
2026-03-05 16:00:00+00:00,0.0,1356.475,0.0,450.0,549.0,49.0,1356.475,450.0,500.0,2306.475
2026-03-05 17:00:00+00:00,193.6,1517.375,0.0,450.0,187.0,135.0,1323.775,450.0,52.0,1825.775
2026-03-05 18:00:00+00:00,475.05,1492.475,0.0,450.0,180.0,116.0,1017.425,450.0,64.0,1531.425
2026-03-05 19:00:00+00:00,258.025,1540.1,0.0,450.0,464.0,116.0,1282.0749999999998,450.0,348.0,2080.075
2026-03-05 20:00:00+00:00,377.725,1488.45,0.0,450.0,565.0,65.0,1110.725,450.0,500.0,2060.725
2026-03-05 21:00:00+00:00,436.725,1504.65,0.0,439.0,500.0,0.0,1067.9250000000002,439.0,500.0,2006.9250000000002
