,DK_1_DK_2,DK_2_DK_1,SE_4_DK_2,DK_2_SE_4,DK_2_DE_LU,DE_LU_DK_2,DK_2_DE_LU_net_export,DK_2_DK_1_net_export,DK_2_SE_4_net_export,Net Export
2026-01-01 00:00:00+00:00,0.0,531.95,1275.3,0.0,813.55,139.375,674.175,531.95,-1275.3,-69.17499999999995
2026-01-01 01:00:00+00:00,0.0,504.075,903.2,0.0,590.05,263.2,326.84999999999997,504.075,-903.2,-72.27500000000009
2026-01-01 02:00:00+00:00,0.0,379.85,489.625,0.0,231.275,404.4,-173.12499999999997,379.85,-489.625,-282.9
2026-01-01 03:00:00+00:00,11.15,110.44999999999999,112.0,0.0,324.75,867.525,-542.775,99.29999999999998,-112.0,-555.475
2026-01-01 04:00:00+00:00,0.0,563.925,554.125,0.0,515.975,1084.7,-568.725,563.925,-554.125,-558.9250000000001
2026-01-01 05:00:00+00:00,0.0,584.775,496.475,0.0,391.05,1100.95,-709.9000000000001,584.775,-496.475,-621.6000000000001
2026-01-01 06:00:00+00:00,0.0,338.5,263.225,0.0,215.625,953.45,-737.825,338.5,-263.225,-662.5500000000001
2026-01-01 07:00:00+00:00,0.0,523.075,554.15,0.0,274.025,1010.625,-736.6,523.075,-554.15,-767.675
2026-01-01 08:00:00+00:00,0.0,317.15,466.95,0.0,182.775,875.05,-692.275,317.15,-466.95,-842.075
2026-01-01 09:00:00+00:00,4.025,82.9,163.225,0.0,51.775,812.2,-760.4250000000001,78.875,-163.225,-844.7750000000001
2026-01-01 10:00:00+00:00,0.0,92.10000000000001,0.0,201.475,68.0,829.575,-761.575,92.10000000000001,201.475,-468.0
2026-01-01 11:00:00+00:00,0.0,265.35,18.4,20.3,170.7,916.375,-745.675,265.35,1.9000000000000021,-478.42499999999995
2026-01-01 12:00:00+00:00,34.875,10.025,0.0,308.85,60.35,782.575,-722.225,-24.85,308.85,-438.225
2026-01-01 13:00:00+00:00,160.85,45.9,0.0,471.8,43.224999999999994,785.225,-742.0,-114.94999999999999,471.8,-385.15000000000003
2026-01-01 14:00:00+00:00,0.0,456.225,93.475,31.8,56.575,781.5999999999999,-725.0249999999999,456.225,-61.675,-330.47499999999985
2026-01-01 15:00:00+00:00,0.0,442.2,82.6,39.2,164.05,762.275,-598.2249999999999,442.2,-43.39999999999999,-199.4249999999999
2026-01-01 16:00:00+00:00,0.0,595.875,237.875,0.0,295.625,902.575,-606.95,595.875,-237.875,-248.95000000000005
2026-01-01 17:00:00+00:00,0.0,599.075,289.9,0.0,537.95,731.05,-193.0999999999999,599.075,-289.9,116.07500000000016
2026-01-01 18:00:00+00:00,0.0,586.75,254.65,0.0,926.925,729.025,197.89999999999998,586.75,-254.65,530.0
2026-01-01 19:00:00+00:00,0.0,538.15,163.1,0.0,1060.5,741.0,319.5,538.15,-163.1,694.55
2026-01-01 20:00:00+00:00,0.0,545.25,126.125,0.0,1051.4,742.35,309.05000000000007,545.25,-126.125,728.1750000000001
2026-01-01 21:00:00+00:00,0.0,599.4,358.3,0.0,1044.025,750.075,293.95000000000005,599.4,-358.3,535.05
2026-01-01 22:00:00+00:00,0.0,600.0,216.025,0.0,910.6,748.2,162.39999999999998,600.0,-216.025,546.375
2026-01-01 23:00:00+00:00,0.0,526.25,521.0,0.0,809.0,870.25,-61.25,526.25,-521.0,-56.0
2026-01-02 00:00:00+00:00,0.0,479.625,844.225,0.0,1230.1750000000002,764.675,465.5000000000002,479.625,-844.225,100.9000000000002
2026-01-02 01:00:00+00:00,0.0,464.275,591.2,0.0,1034.0,826.1,207.89999999999998,464.275,-591.2,80.97499999999991
2026-01-02 02:00:00+00:00,0.0,599.325,801.35,0.0,1072.25,795.0,277.25,599.325,-801.35,75.22500000000002
2026-01-02 03:00:00+00:00,0.0,600.0,1093.475,0.0,1455.475,820.4,635.0749999999999,600.0,-1093.475,141.5999999999999
2026-01-02 04:00:00+00:00,0.0,600.0,926.975,0.0,1306.075,733.825,572.25,600.0,-926.975,245.27499999999998
2026-01-02 05:00:00+00:00,0.0,491.975,731.0,0.0,932.675,417.675,515.0,491.975,-731.0,275.975
2026-01-02 06:00:00+00:00,0.0,584.975,1139.0,0.0,644.625,10.0,634.625,584.975,-1139.0,80.59999999999991
2026-01-02 07:00:00+00:00,0.0,411.225,1152.0,0.0,546.75,10.225,536.525,411.225,-1152.0,-204.25
2026-01-02 08:00:00+00:00,0.0,524.95,1152.0,0.0,427.075,36.5,390.575,524.95,-1152.0,-236.4749999999999
2026-01-02 09:00:00+00:00,0.0,472.475,1151.9250000000002,0.0,641.0,196.0,445.0,472.475,-1151.9250000000002,-234.45000000000016
2026-01-02 10:00:00+00:00,0.0,431.375,1151.4,0.0,458.55,78.175,380.375,431.375,-1151.4,-339.6500000000001
2026-01-02 11:00:00+00:00,0.0,322.325,1152.0,0.0,469.5,149.825,319.675,322.325,-1152.0,-510.0
2026-01-02 12:00:00+00:00,0.0,261.6,1152.0,0.0,508.1,282.925,225.175,261.6,-1152.0,-665.2249999999999
2026-01-02 13:00:00+00:00,0.0,285.15,1152.0,0.0,413.725,234.72500000000002,179.0,285.15,-1152.0,-687.85
2026-01-02 14:00:00+00:00,0.0,444.75,1281.875,0.0,739.85,53.375,686.475,444.75,-1281.875,-150.6500000000001
2026-01-02 15:00:00+00:00,0.0,318.3,1281.825,0.0,783.325,46.85,736.475,318.3,-1281.825,-227.04999999999995
