,NO_1_NO_3,NO_3_NO_1,NO_5_NO_3,NO_3_NO_5,NO_4_NO_3,NO_3_NO_4,SE_2_NO_3,NO_3_SE_2,NO_3_NO_1_net_export,NO_3_NO_4_net_export,NO_3_NO_5_net_export,NO_3_SE_2_net_export,Net Export
2026-01-12 10:00:00+00:00,0.0,8.2,0.0,0.0,9.05,0.0,26.4,0.0,8.2,-9.05,0.0,-26.4,-27.25
2026-01-12 11:00:00+00:00,0.0,0.0,0.0,0.0,24.925,0.0,34.75,0.0,0.0,-24.925,0.0,-34.75,-59.675
2026-01-12 12:00:00+00:00,0.0,0.0,0.0,0.0,19.325,0.0,34.775,0.0,0.0,-19.325,0.0,-34.775,-54.099999999999994
2026-01-12 13:00:00+00:00,0.0,0.0,0.0,15.75,38.675,0.0,28.95,0.0,0.0,-38.675,15.75,-28.95,-51.875
2026-01-12 14:00:00+00:00,0.0,0.0,0.0,0.0,47.325,0.0,11.6,0.0,0.0,-47.325,0.0,-11.6,-58.925000000000004
2026-01-12 15:00:00+00:00,0.0,0.0,0.0,8.925,88.35,0.0,9.95,0.0,0.0,-88.35,8.925,-9.95,-89.375
2026-01-12 16:00:00+00:00,0.0,0.0,0.0,3.925,118.025,0.0,5.425,0.0,0.0,-118.025,3.925,-5.425,-119.525
2026-01-12 17:00:00+00:00,0.0,0.0,0.0,0.0,118.525,0.0,0.0,0.0,0.0,-118.525,0.0,0.0,-118.525
2026-01-12 18:00:00+00:00,0.0,0.0,0.0,41.8,115.875,0.0,23.325,0.0,0.0,-115.875,41.8,-23.325,-97.4
2026-01-12 19:00:00+00:00,0.0,11.175,0.15,14.575,109.65,0.0,0.0,0.0,11.175,-109.65,14.424999999999999,0.0,-84.05000000000001
2026-01-12 20:00:00+00:00,0.0,0.0,0.0,0.0,133.625,0.0,0.0,1.15,0.0,-133.625,0.0,1.15,-132.475
2026-01-12 21:00:00+00:00,0.0,0.0,0.0,0.475,22.725,0.0,0.5,0.0,0.0,-22.725,0.475,-0.5,-22.75
2026-01-12 22:00:00+00:00,0.0,71.325,24.475,0.0,0.0,0.0,0.025,0.0,71.325,0.0,-24.475,-0.025,46.825
2026-01-12 23:00:00+00:00,0.0,991.625,69.025,0.0,865.625,0.0,0.0,175.525,991.625,-865.625,-69.025,175.525,232.5
2026-01-13 00:00:00+00:00,0.0,870.425,47.075,0.0,678.925,0.0,0.0,104.775,870.425,-678.925,-47.075,104.775,249.20000000000002
2026-01-13 01:00:00+00:00,0.0,1596.45,64.85,0.0,1137.15,0.0,138.65,0.0,1596.45,-1137.15,-64.85,-138.65,255.79999999999993
2026-01-13 02:00:00+00:00,0.0,1153.7,70.1,0.0,1002.625,0.0,0.0,89.65,1153.7,-1002.625,-70.1,89.65,170.62500000000006
2026-01-13 03:00:00+00:00,0.0,1119.2,75.45,0.0,996.025,0.0,0.0,111.775,1119.2,-996.025,-75.45,111.775,159.50000000000006
2026-01-13 04:00:00+00:00,0.0,504.7,76.025,0.0,391.575,0.0,0.0,112.55,504.7,-391.575,-76.025,112.55,149.64999999999998
2026-01-13 05:00:00+00:00,0.0,91.025,66.275,0.0,0.0,0.0,0.0,36.95,91.025,0.0,-66.275,36.95,61.7
2026-01-13 06:00:00+00:00,22.5,0.0,57.675,0.0,75.025,0.0,0.0,74.475,-22.5,-75.025,-57.675,74.475,-80.725
2026-01-13 07:00:00+00:00,11.0,0.0,35.325,0.0,132.375,0.0,0.0,35.125,-11.0,-132.375,-35.325,35.125,-143.575
2026-01-13 08:00:00+00:00,0.0,0.0,0.0,0.0,176.45,0.0,0.0,0.025,0.0,-176.45,0.0,0.025,-176.42499999999998
2026-01-13 09:00:00+00:00,0.0,0.0,0.0,0.0,178.325,0.0,0.0,0.0,0.0,-178.325,0.0,0.0,-178.325
2026-01-13 10:00:00+00:00,0.0,0.0,0.0,19.375,270.1,0.0,0.0,0.0,0.0,-270.1,19.375,0.0,-250.72500000000002
2026-01-13 11:00:00+00:00,0.0,0.0,0.0,7.975,286.8,0.0,0.0,0.0,0.0,-286.8,7.975,0.0,-278.825
2026-01-13 12:00:00+00:00,10.625,0.0,0.0,0.0,188.4,0.0,0.0,0.0,-10.625,-188.4,0.0,0.0,-199.025
2026-01-13 13:00:00+00:00,3.3,0.0,0.0,0.0,181.15,0.0,0.0,0.0,-3.3,-181.15,0.0,0.0,-184.45000000000002
2026-01-13 14:00:00+00:00,8.625,0.0,0.0,0.0,207.15,0.0,1.35,0.0,-8.625,-207.15,0.0,-1.35,-217.125
2026-01-13 15:00:00+00:00,4.875,0.0,5.55,0.0,225.625,0.0,0.0,0.0,-4.875,-225.625,-5.55,0.0,-236.05
2026-01-13 16:00:00+00:00,0.0,0.0,0.025,0.0,206.3,0.0,0.0,0.1,0.0,-206.3,-0.025,0.1,-206.22500000000002
2026-01-13 17:00:00+00:00,0.0,0.0,0.0,0.0,156.6,0.0,0.0,0.0,0.0,-156.6,0.0,0.0,-156.6
2026-01-13 18:00:00+00:00,0.0,46.4,0.0,0.0,222.775,0.0,0.0,0.0,46.4,-222.775,0.0,0.0,-176.375
2026-01-13 19:00:00+00:00,0.0,350.825,0.175,0.0,463.4,0.0,0.0,0.0,350.825,-463.4,-0.175,0.0,-112.74999999999999
2026-01-13 20:00:00+00:00,0.0,1154.775,0.0,0.0,1083.625,0.0,209.9,0.0,1154.775,-1083.625,0.0,-209.9,-138.74999999999991
2026-01-13 21:00:00+00:00,0.0,1484.85,0.0,0.0,1104.7,0.0,529.125,0.0,1484.85,-1104.7,0.0,-529.125,-148.97500000000014
2026-01-13 22:00:00+00:00,0.0,1449.25,0.0,0.0,1066.55,0.0,491.525,0.0,1449.25,-1066.55,0.0,-491.525,-108.82499999999993
2026-01-13 23:00:00+00:00,0.0,2285.925,21.325,0.0,940.85,0.0,1064.55,0.0,2285.925,-940.85,-21.325,-1064.55,259.2000000000003
2026-01-14 00:00:00+00:00,0.0,2708.775,1.85,2.45,879.25,0.0,1471.6,0.0,2708.775,-879.25,0.6000000000000001,-1471.6,358.5250000000001
2026-01-14 01:00:00+00:00,0.0,2923.225,9.775,0.0,669.15,0.0,1864.25,0.0,2923.225,-669.15,-9.775,-1864.25,380.0499999999997
2026-01-14 02:00:00+00:00,0.0,2763.075,16.75,0.0,315.275,0.0,2100.225,0.0,2763.075,-315.275,-16.75,-2100.225,330.8249999999998
2026-01-14 03:00:00+00:00,0.0,2570.15,0.0,0.0,57.575,0.0,2250.15,0.0,2570.15,-57.575,0.0,-2250.15,262.4250000000002
2026-01-14 04:00:00+00:00,0.0,2622.075,1.675,3.525,176.75,0.0,2191.525,0.0,2622.075,-176.75,1.8499999999999999,-2191.525,255.64999999999964
2026-01-14 05:00:00+00:00,0.0,2302.475,3.1,0.0,448.4,0.0,1711.45,0.0,2302.475,-448.4,-3.1,-1711.45,139.52499999999986
2026-01-14 06:00:00+00:00,0.0,1626.075,95.55,0.0,846.025,0.0,822.425,0.0,1626.075,-846.025,-95.55,-822.425,-137.92499999999984
2026-01-14 07:00:00+00:00,0.0,1240.95,79.9,0.0,850.25,0.0,509.025,0.0,1240.95,-850.25,-79.9,-509.025,-198.2249999999999
2026-01-14 08:00:00+00:00,0.0,1943.225,3.325,0.0,1041.8,0.0,1109.275,0.0,1943.225,-1041.8,-3.325,-1109.275,-211.17500000000018
2026-01-14 09:00:00+00:00,0.0,1283.025,0.025,0.0,894.0,0.0,753.975,0.0,1283.025,-894.0,-0.025,-753.975,-364.9749999999999
2026-01-14 10:00:00+00:00,0.0,1395.475,0.05,0.0,871.2,0.0,928.425,0.0,1395.475,-871.2,-0.05,-928.425,-404.20000000000005
2026-01-14 11:00:00+00:00,0.0,1292.275,0.025,0.0,818.275,0.0,927.8,0.0,1292.275,-818.275,-0.025,-927.8,-453.8249999999998
2026-01-14 12:00:00+00:00,0.0,1614.1,0.025,0.0,948.025,0.0,1133.8,0.0,1614.1,-948.025,-0.025,-1133.8,-467.75
2026-01-14 13:00:00+00:00,0.0,1386.575,0.05,0.0,881.775,0.0,935.55,0.0,1386.575,-881.775,-0.05,-935.55,-430.7999999999999
2026-01-14 14:00:00+00:00,0.0,696.55,0.0,0.0,784.575,0.0,353.925,0.0,696.55,-784.575,0.0,-353.925,-441.9500000000001
2026-01-14 15:00:00+00:00,0.0,281.25,0.0,0.0,707.15,0.0,107.25,0.0,281.25,-707.15,0.0,-107.25,-533.15
2026-01-14 16:00:00+00:00,0.0,0.0,0.0,0.0,454.825,0.0,0.0,0.05,0.0,-454.825,0.0,0.05,-454.775
2026-01-14 17:00:00+00:00,0.0,714.325,0.0,0.0,979.5,0.0,94.8,0.0,714.325,-979.5,0.0,-94.8,-359.97499999999997
2026-01-14 18:00:00+00:00,0.0,674.075,0.0,0.0,1085.25,0.0,53.05,0.0,674.075,-1085.25,0.0,-53.05,-464.22499999999997
2026-01-14 19:00:00+00:00,0.0,703.0,42.475,0.0,1076.6,0.0,136.0,0.0,703.0,-1076.6,-42.475,-136.0,-552.0749999999999
2026-01-14 20:00:00+00:00,0.0,1074.575,6.475,0.0,1028.425,0.0,540.325,0.0,1074.575,-1028.425,-6.475,-540.325,-500.65
2026-01-14 21:00:00+00:00,0.0,1484.825,0.0,0.0,1052.2,0.0,887.425,0.0,1484.825,-1052.2,0.0,-887.425,-454.79999999999995
2026-01-14 22:00:00+00:00,0.0,1898.025,0.0,0.0,1187.4,0.0,909.4,0.0,1898.025,-1187.4,0.0,-909.4,-198.77499999999998
2026-01-14 23:00:00+00:00,0.0,1625.4,4.1,0.0,1025.15,0.0,718.75,0.0,1625.4,-1025.15,-4.1,-718.75,-122.60000000000002
2026-01-15 00:00:00+00:00,0.0,1466.025,21.35,0.0,1166.875,0.0,427.8,0.0,1466.025,-1166.875,-21.35,-427.8,-149.99999999999994
2026-01-15 01:00:00+00:00,0.0,1530.925,0.0,0.0,1215.65,0.0,459.0,0.0,1530.925,-1215.65,0.0,-459.0,-143.72500000000014
2026-01-15 02:00:00+00:00,0.0,1526.375,0.0,0.0,1208.8,0.0,475.65,0.0,1526.375,-1208.8,0.0,-475.65,-158.07499999999993
2026-01-15 03:00:00+00:00,0.0,1431.075,9.625,0.0,1213.8,0.0,358.4,0.0,1431.075,-1213.8,-9.625,-358.4,-150.7499999999999
2026-01-15 04:00:00+00:00,0.0,1262.575,1.925,0.0,1234.1,0.0,158.775,30.3,1262.575,-1234.1,-1.925,-128.475,-101.92499999999986
2026-01-15 05:00:00+00:00,0.0,730.375,15.0,0.0,833.725,0.0,16.3,5.175,730.375,-833.725,-15.0,-11.125,-129.47500000000002
2026-01-15 06:00:00+00:00,2.35,59.85,58.55,0.0,187.825,0.0,0.0,2.2,57.5,-187.825,-58.55,2.2,-186.675
2026-01-15 07:00:00+00:00,7.1,0.0,28.4,0.0,168.6,0.0,0.0,0.0,-7.1,-168.6,-28.4,0.0,-204.1
2026-01-15 08:00:00+00:00,0.0,0.0,0.0,48.5,197.475,0.0,0.0,0.0,0.0,-197.475,48.5,0.0,-148.975
2026-01-15 09:00:00+00:00,0.0,0.0,0.0,46.975,179.75,0.0,2.625,0.0,0.0,-179.75,46.975,-2.625,-135.4
2026-01-15 10:00:00+00:00,12.775,0.0,0.0,46.225,181.775,0.0,15.7,0.0,-12.775,-181.775,46.225,-15.7,-164.025
2026-01-15 11:00:00+00:00,2.425,0.0,0.0,21.025,145.6,0.0,18.175,0.0,-2.425,-145.6,21.025,-18.175,-145.175
2026-01-15 12:00:00+00:00,0.6,0.0,0.0,24.425,68.4,0.0,39.575,0.0,-0.6,-68.4,24.425,-39.575,-84.15
2026-01-15 13:00:00+00:00,0.0,7.375,0.0,11.4,24.225,0.0,57.025,0.0,7.375,-24.225,11.4,-57.025,-62.475
2026-01-15 14:00:00+00:00,0.0,2.875,18.375,0.0,3.425,0.0,0.0,0.175,2.875,-3.425,-18.375,0.175,-18.75
2026-01-15 15:00:00+00:00,0.0,82.45,66.9,0.0,0.0,0.0,0.0,0.325,82.45,0.0,-66.9,0.325,15.874999999999996
2026-01-15 16:00:00+00:00,0.0,125.725,58.8,0.0,37.325,0.0,0.0,37.075,125.725,-37.325,-58.8,37.075,66.675
2026-01-15 17:00:00+00:00,0.0,166.6,123.875,0.0,55.575,0.0,0.0,78.925,166.6,-55.575,-123.875,78.925,66.07499999999999
2026-01-15 18:00:00+00:00,0.0,450.8,5.0,3.725,346.8,0.0,0.0,12.025,450.8,-346.8,-1.275,12.025,114.75
2026-01-15 19:00:00+00:00,0.0,813.225,3.725,6.25,674.25,0.0,0.0,4.7,813.225,-674.25,2.525,4.7,146.20000000000002
2026-01-15 20:00:00+00:00,0.0,875.625,3.225,0.0,751.075,0.0,3.625,0.0,875.625,-751.075,-3.225,-3.625,117.69999999999996
2026-01-15 21:00:00+00:00,0.0,1348.575,52.575,0.0,961.925,0.0,206.65,3.375,1348.575,-961.925,-52.575,-203.275,130.8000000000001
2026-01-15 22:00:00+00:00,0.0,1644.85,42.25,0.0,961.425,0.0,452.4,0.0,1644.85,-961.425,-42.25,-452.4,188.77499999999998
2026-01-15 23:00:00+00:00,0.0,1657.7,29.15,0.0,923.775,0.0,704.575,0.0,1657.7,-923.775,-29.15,-704.575,0.20000000000004547
2026-01-16 00:00:00+00:00,0.0,1813.25,14.4,0.0,929.9,0.0,796.525,0.0,1813.25,-929.9,-14.4,-796.525,72.42500000000007
2026-01-16 01:00:00+00:00,0.0,1907.3,0.0,0.0,864.9,0.0,999.1,0.0,1907.3,-864.9,0.0,-999.1,43.30000000000007
2026-01-16 02:00:00+00:00,0.0,2028.675,0.0,0.0,885.35,0.0,1184.75,0.0,2028.675,-885.35,0.0,-1184.75,-41.42500000000018
2026-01-16 03:00:00+00:00,0.0,2380.55,0.3,0.0,916.05,0.0,1495.225,0.0,2380.55,-916.05,-0.3,-1495.225,-31.024999999999636
2026-01-16 04:00:00+00:00,0.0,2258.475,1.0,0.0,790.1,0.0,1524.8,0.0,2258.475,-790.1,-1.0,-1524.8,-57.424999999999955
2026-01-16 05:00:00+00:00,0.0,1646.725,20.725,0.025,929.1,0.0,909.7,0.0,1646.725,-929.1,-20.700000000000003,-909.7,-212.7750000000002
2026-01-16 06:00:00+00:00,0.0,1637.025,30.95,0.0,1157.8,0.0,961.725,0.0,1637.025,-1157.8,-30.95,-961.725,-513.4499999999998
2026-01-16 07:00:00+00:00,0.0,1760.75,25.775,0.0,1181.575,0.0,1069.25,0.0,1760.75,-1181.575,-25.775,-1069.25,-515.85
2026-01-16 08:00:00+00:00,0.0,1429.275,11.325,0.0,1083.325,0.0,872.95,0.0,1429.275,-1083.325,-11.325,-872.95,-538.325
2026-01-16 09:00:00+00:00,0.0,1460.925,177.7,0.0,1051.525,0.0,970.8,0.0,1460.925,-1051.525,-177.7,-970.8,-739.1000000000001
2026-01-16 10:00:00+00:00,0.0,1140.05,78.85,0.0,928.7,0.0,886.1,0.0,1140.05,-928.7,-78.85,-886.1,-753.6000000000001
2026-01-16 11:00:00+00:00,0.0,1997.1,311.125,0.0,991.65,0.0,1478.125,0.0,1997.1,-991.65,-311.125,-1478.125,-783.8000000000001
2026-01-16 12:00:00+00:00,0.0,2229.525,282.3,0.0,966.9,0.0,1695.225,0.0,2229.525,-966.9,-282.3,-1695.225,-714.8999999999999
2026-01-16 13:00:00+00:00,0.0,2151.925,25.4,0.0,1032.975,0.0,1731.225,0.0,2151.925,-1032.975,-25.4,-1731.225,-637.6749999999997
2026-01-16 14:00:00+00:00,0.0,1826.4,27.05,0.0,1010.025,0.0,1474.6,0.0,1826.4,-1010.025,-27.05,-1474.6,-685.2749999999997
2026-01-16 15:00:00+00:00,0.0,1325.2,0.0,0.0,1229.375,0.0,804.075,0.0,1325.2,-1229.375,0.0,-804.075,-708.25
2026-01-16 16:00:00+00:00,0.0,1072.875,0.0,0.0,1036.55,0.0,704.275,0.0,1072.875,-1036.55,0.0,-704.275,-667.9499999999999
2026-01-16 17:00:00+00:00,0.0,942.975,9.075,0.0,1084.85,0.0,492.7,0.0,942.975,-1084.85,-9.075,-492.7,-643.6499999999999
2026-01-16 18:00:00+00:00,0.0,1143.525,19.25,0.0,802.15,0.0,932.9,0.0,1143.525,-802.15,-19.25,-932.9,-610.7749999999999
2026-01-16 19:00:00+00:00,0.0,1520.1,29.6,0.0,669.575,0.0,1328.2,0.0,1520.1,-669.575,-29.6,-1328.2,-507.2750000000002
2026-01-16 20:00:00+00:00,0.0,1804.325,48.275,0.0,533.5,0.0,1632.275,0.0,1804.325,-533.5,-48.275,-1632.275,-409.72500000000014
2026-01-16 21:00:00+00:00,0.0,1932.425,0.0,0.0,223.4,0.0,2009.0,0.0,1932.425,-223.4,0.0,-2009.0,-299.97500000000014
2026-01-16 22:00:00+00:00,0.0,1927.175,1.225,0.0,0.0,0.0,2111.525,0.0,1927.175,0.0,-1.225,-2111.525,-185.57500000000005
2026-01-16 23:00:00+00:00,0.0,2450.075,0.0,151.175,1196.325,0.0,1717.85,0.0,2450.075,-1196.325,151.175,-1717.85,-312.9250000000002
2026-01-17 00:00:00+00:00,0.0,2561.1,0.0,245.775,1335.65,0.0,1568.075,0.0,2561.1,-1335.65,245.775,-1568.075,-96.85000000000014
2026-01-17 01:00:00+00:00,0.0,2521.85,0.0,288.9,1340.775,0.0,1485.525,0.0,2521.85,-1340.775,288.9,-1485.525,-15.550000000000182
2026-01-17 02:00:00+00:00,0.0,2500.05,0.0,379.025,1361.2,0.0,1497.85,0.0,2500.05,-1361.2,379.025,-1497.85,20.02500000000009
2026-01-17 03:00:00+00:00,0.0,2535.625,0.0,356.85,1279.075,0.0,1508.95,0.0,2535.625,-1279.075,356.85,-1508.95,104.45000000000005
2026-01-17 04:00:00+00:00,0.0,2504.875,0.0,188.875,1290.725,0.0,1275.725,0.0,2504.875,-1290.725,188.875,-1275.725,127.30000000000018
2026-01-17 05:00:00+00:00,0.0,2512.8,0.0,57.125,1264.25,0.0,1186.65,0.0,2512.8,-1264.25,57.125,-1186.65,119.02500000000009
2026-01-17 06:00:00+00:00,0.0,2120.175,5.15,0.0,1220.4,0.0,813.525,0.0,2120.175,-1220.4,-5.15,-813.525,81.10000000000014
2026-01-17 07:00:00+00:00,0.0,1910.825,0.0,0.0,1328.15,0.0,560.65,0.0,1910.825,-1328.15,0.0,-560.65,22.024999999999977
2026-01-17 08:00:00+00:00,0.0,1385.55,0.0,0.0,1239.3,0.0,246.75,0.0,1385.55,-1239.3,0.0,-246.75,-100.5
2026-01-17 09:00:00+00:00,0.0,1395.075,0.0,0.0,1231.1,0.0,358.825,0.0,1395.075,-1231.1,0.0,-358.825,-194.84999999999985
2026-01-17 10:00:00+00:00,0.0,1181.15,0.0,0.0,1201.475,0.0,271.55,0.0,1181.15,-1201.475,0.0,-271.55,-291.87499999999983
2026-01-17 11:00:00+00:00,0.0,1136.1,0.0,0.0,1223.325,0.0,330.075,0.0,1136.1,-1223.325,0.0,-330.075,-417.3000000000001
2026-01-17 12:00:00+00:00,0.0,1531.95,0.0,0.0,1381.65,0.0,689.45,0.0,1531.95,-1381.65,0.0,-689.45,-539.1500000000001
2026-01-17 13:00:00+00:00,0.0,1175.425,0.0,0.0,1374.75,0.0,486.35,0.0,1175.425,-1374.75,0.0,-486.35,-685.6750000000001
2026-01-17 14:00:00+00:00,0.0,632.825,0.0,0.0,1285.025,0.0,129.25,0.0,632.825,-1285.025,0.0,-129.25,-781.45
2026-01-17 15:00:00+00:00,0.0,657.85,0.0,0.0,1340.9,0.0,173.925,0.0,657.85,-1340.9,0.0,-173.925,-856.9750000000001
2026-01-17 16:00:00+00:00,0.0,626.825,0.0,0.0,1307.775,0.0,212.2,0.0,626.825,-1307.775,0.0,-212.2,-893.1500000000001
2026-01-17 17:00:00+00:00,0.0,389.2,0.0,0.0,1322.725,0.0,19.625,0.0,389.2,-1322.725,0.0,-19.625,-953.1499999999999
2026-01-17 18:00:00+00:00,0.0,299.7,0.0,0.0,1257.325,0.0,0.0,0.0,299.7,-1257.325,0.0,0.0,-957.625
2026-01-17 19:00:00+00:00,0.0,311.125,0.0,0.0,1200.1,0.0,42.05,0.0,311.125,-1200.1,0.0,-42.05,-931.0249999999999
2026-01-17 20:00:00+00:00,0.0,567.35,0.0,0.0,1306.475,0.0,179.0,0.0,567.35,-1306.475,0.0,-179.0,-918.1249999999999
2026-01-17 21:00:00+00:00,0.0,858.75,0.0,0.0,1378.75,0.0,360.25,0.0,858.75,-1378.75,0.0,-360.25,-880.25
2026-01-17 22:00:00+00:00,0.0,800.2,0.0,0.0,1354.525,0.0,257.075,0.0,800.2,-1354.525,0.0,-257.075,-811.4000000000001
2026-01-17 23:00:00+00:00,0.0,1187.275,0.0,0.0,1361.7,0.0,578.4,0.0,1187.275,-1361.7,0.0,-578.4,-752.8249999999999
2026-01-18 00:00:00+00:00,0.0,1461.55,0.0,0.0,1395.2,0.0,764.2,0.0,1461.55,-1395.2,0.0,-764.2,-697.8500000000001
2026-01-18 01:00:00+00:00,0.0,1557.175,0.0,0.0,1382.225,0.0,817.65,0.0,1557.175,-1382.225,0.0,-817.65,-642.6999999999999
2026-01-18 02:00:00+00:00,0.0,1305.875,0.0,0.0,1453.05,0.0,494.2,0.0,1305.875,-1453.05,0.0,-494.2,-641.375
2026-01-18 03:00:00+00:00,0.0,1377.775,0.0,0.0,1349.05,0.0,617.175,0.0,1377.775,-1349.05,0.0,-617.175,-588.4499999999998
2026-01-18 04:00:00+00:00,0.0,1375.35,0.0,7.15,1348.4,0.0,448.4,0.0,1375.35,-1348.4,7.15,-448.4,-414.3000000000002
2026-01-18 05:00:00+00:00,0.0,1284.8,0.0,47.875,1322.875,0.0,483.15,0.0,1284.8,-1322.875,47.875,-483.15,-473.35
2026-01-18 06:00:00+00:00,0.0,858.425,0.575,12.25,1268.9,0.0,180.225,0.0,858.425,-1268.9,11.675,-180.225,-579.0250000000001
2026-01-18 07:00:00+00:00,0.0,500.025,0.0,0.0,1054.3,0.0,27.725,0.75,500.025,-1054.3,0.0,-26.975,-581.25
2026-01-18 08:00:00+00:00,0.0,76.05,0.0,0.0,735.175,0.0,0.0,0.0,76.05,-735.175,0.0,0.0,-659.125
2026-01-18 09:00:00+00:00,0.0,29.125,29.775,0.0,653.475,0.0,0.0,0.175,29.125,-653.475,-29.775,0.175,-653.95
2026-01-18 10:00:00+00:00,0.0,47.825,61.2,0.0,650.1,0.0,0.025,0.0,47.825,-650.1,-61.2,-0.025,-663.5
2026-01-18 11:00:00+00:00,0.0,0.0,0.0,0.0,614.925,0.0,0.0,0.0,0.0,-614.925,0.0,0.0,-614.925
2026-01-18 12:00:00+00:00,0.025,0.0,0.05,0.0,605.775,0.0,0.0,0.0,-0.025,-605.775,-0.05,0.0,-605.8499999999999
2026-01-18 13:00:00+00:00,0.0,0.85,0.0,0.0,642.35,0.0,18.625,0.0,0.85,-642.35,0.0,-18.625,-660.125
2026-01-18 14:00:00+00:00,0.0,49.85,0.0,139.525,623.775,0.0,224.525,0.0,49.85,-623.775,139.525,-224.525,-658.925
2026-01-18 15:00:00+00:00,0.0,61.125,0.0,183.825,570.0,0.0,281.0,0.0,61.125,-570.0,183.825,-281.0,-606.05
2026-01-18 16:00:00+00:00,0.0,21.9,0.0,57.575,528.15,0.0,160.55,0.0,21.9,-528.15,57.575,-160.55,-609.225
2026-01-18 17:00:00+00:00,0.1,0.0,7.725,0.0,393.275,0.0,0.0,0.0,-0.1,-393.275,-7.725,0.0,-401.1
2026-01-18 18:00:00+00:00,0.0,0.0,0.0,0.0,364.0,0.0,64.275,0.0,0.0,-364.0,0.0,-64.275,-428.275
2026-01-18 19:00:00+00:00,21.975,0.0,76.325,0.0,347.75,0.0,0.0,1.15,-21.975,-347.75,-76.325,1.15,-444.90000000000003
2026-01-18 20:00:00+00:00,62.05,0.0,16.625,0.0,337.7,0.0,0.0,0.0,-62.05,-337.7,-16.625,0.0,-416.375
2026-01-18 21:00:00+00:00,0.0,132.6,52.35,0.0,451.425,0.0,3.05,0.0,132.6,-451.425,-52.35,-3.05,-374.2250000000001
2026-01-18 22:00:00+00:00,0.0,343.725,56.875,0.0,634.275,0.0,0.275,0.0,343.725,-634.275,-56.875,-0.275,-347.69999999999993
2026-01-18 23:00:00+00:00,0.0,759.65,0.0,0.0,895.125,0.0,0.0,0.0,759.65,-895.125,0.0,0.0,-135.47500000000002
2026-01-19 00:00:00+00:00,0.0,446.85,20.75,0.0,574.975,0.0,0.0,0.0,446.85,-574.975,-20.75,0.0,-148.875
2026-01-19 01:00:00+00:00,0.0,241.65,0.025,0.0,413.975,0.0,0.0,0.0,241.65,-413.975,-0.025,0.0,-172.35000000000002
2026-01-19 02:00:00+00:00,0.0,158.6,0.0,0.0,350.0,0.0,0.025,0.0,158.6,-350.0,0.0,-0.025,-191.425
2026-01-19 03:00:00+00:00,16.325,8.95,0.1,0.0,215.95,0.0,0.0,0.0,-7.375,-215.95,-0.1,0.0,-223.42499999999998
2026-01-19 04:00:00+00:00,5.55,0.0,0.85,0.0,252.475,0.0,8.55,0.0,-5.55,-252.475,-0.85,-8.55,-267.425
2026-01-19 05:00:00+00:00,0.0,8.75,0.0,23.1,268.4,0.0,97.125,0.0,8.75,-268.4,23.1,-97.125,-333.67499999999995
2026-01-19 06:00:00+00:00,0.0,2.975,0.0,26.125,277.55,0.0,69.6,0.0,2.975,-277.55,26.125,-69.6,-318.04999999999995
2026-01-19 07:00:00+00:00,0.0,1.525,0.0,4.375,258.3,0.0,22.0,0.0,1.525,-258.3,4.375,-22.0,-274.40000000000003
2026-01-19 08:00:00+00:00,0.0,6.3,0.0,112.725,291.975,0.0,152.85,0.0,6.3,-291.975,112.725,-152.85,-325.8
2026-01-19 09:00:00+00:00,0.0,4.575,0.0,137.55,428.825,0.0,141.325,0.0,4.575,-428.825,137.55,-141.325,-428.025
2026-01-19 10:00:00+00:00,0.0,0.0,0.0,125.1,481.6,0.0,169.375,0.0,0.0,-481.6,125.1,-169.375,-525.875
2026-01-19 11:00:00+00:00,0.0,0.05,0.0,129.65,469.3,0.0,174.05,0.0,0.05,-469.3,129.65,-174.05,-513.6500000000001
2026-01-19 12:00:00+00:00,0.0,0.8,0.0,174.875,508.15,0.0,250.85,0.0,0.8,-508.15,174.875,-250.85,-583.3249999999999
2026-01-19 13:00:00+00:00,0.0,0.0,0.0,71.925,526.225,0.0,99.6,0.0,0.0,-526.225,71.925,-99.6,-553.9
2026-01-19 14:00:00+00:00,0.425,0.0,0.0,140.325,496.525,0.0,140.875,0.0,-0.425,-496.525,140.325,-140.875,-497.5
2026-01-19 15:00:00+00:00,0.0,0.0,0.0,109.925,502.175,0.0,116.025,0.0,0.0,-502.175,109.925,-116.025,-508.275
2026-01-19 16:00:00+00:00,0.0,0.675,0.0,148.4,503.775,0.0,133.675,0.0,0.675,-503.775,148.4,-133.675,-488.37499999999994
2026-01-19 17:00:00+00:00,0.0,0.0,0.0,148.2,525.25,0.0,106.5,0.0,0.0,-525.25,148.2,-106.5,-483.55
2026-01-19 18:00:00+00:00,0.0,0.0,0.0,193.125,516.375,0.0,179.7,0.0,0.0,-516.375,193.125,-179.7,-502.95
2026-01-19 19:00:00+00:00,0.0,0.0,0.0,157.075,519.475,0.0,157.4,0.0,0.0,-519.475,157.075,-157.4,-519.8000000000001
2026-01-19 20:00:00+00:00,0.0,0.275,0.0,150.225,646.225,0.0,137.65,0.0,0.275,-646.225,150.225,-137.65,-633.375
2026-01-19 21:00:00+00:00,0.0,0.0,0.0,165.55,586.675,0.0,162.375,0.0,0.0,-586.675,165.55,-162.375,-583.5
2026-01-19 22:00:00+00:00,0.0,10.1,0.0,181.025,514.975,0.0,184.7,0.0,10.1,-514.975,181.025,-184.7,-508.55
