,NO_2_NO_1,NO_1_NO_2,SE_3_NO_1,NO_1_SE_3,NO_1_NO_3,NO_3_NO_1,NO_1_NO_5,NO_5_NO_1,NO_1_NO_2_net_export,NO_1_NO_3_net_export,NO_1_NO_5_net_export,NO_1_SE_3_net_export,Net Export
2026-01-17 03:00:00+00:00,0.0,162.175,0.0,0.0,0.0,2535.625,0.825,0.0,162.175,-2535.625,0.825,0.0,-2372.625
2026-01-17 04:00:00+00:00,0.0,126.05,0.0,0.0,0.0,2504.875,0.0,0.0,126.05,-2504.875,0.0,0.0,-2378.825
2026-01-17 05:00:00+00:00,0.0,44.475,0.0,0.025,0.0,2512.8,1.0,51.1,44.475,-2512.8,-50.1,0.025,-2518.4
2026-01-17 06:00:00+00:00,0.0,69.075,0.0,0.025,0.0,2120.175,0.0,578.875,69.075,-2120.175,-578.875,0.025,-2629.9500000000003
2026-01-17 07:00:00+00:00,0.0,31.7,0.0,0.0,0.0,1910.825,0.0,939.85,31.7,-1910.825,-939.85,0.0,-2818.975
2026-01-17 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1385.55,0.0,1641.15,0.0,-1385.55,-1641.15,0.0,-3026.7
2026-01-17 09:00:00+00:00,5.0,0.0,0.075,0.0,0.0,1395.075,0.0,1670.425,-5.0,-1395.075,-1670.425,-0.075,-3070.575
2026-01-17 10:00:00+00:00,6.6,0.05,0.025,0.0,0.0,1181.15,0.0,2017.125,-6.55,-1181.15,-2017.125,-0.025,-3204.85
2026-01-17 11:00:00+00:00,5.15,2.85,0.025,0.0,0.0,1136.1,0.0,2082.8,-2.3000000000000003,-1136.1,-2082.8,-0.025,-3221.225
2026-01-17 12:00:00+00:00,0.0,0.0,0.025,0.0,0.0,1531.95,0.0,1710.1,0.0,-1531.95,-1710.1,-0.025,-3242.0750000000003
2026-01-17 13:00:00+00:00,0.0,0.025,0.0,0.0,0.0,1175.425,0.0,2007.65,0.025,-1175.425,-2007.65,0.0,-3183.05
2026-01-17 14:00:00+00:00,0.025,0.025,0.05,0.0,0.0,632.825,0.0,2490.45,0.0,-632.825,-2490.45,-0.05,-3123.325
2026-01-17 15:00:00+00:00,0.05,0.05,0.0,0.0,0.0,657.85,0.0,2577.725,0.0,-657.85,-2577.725,0.0,-3235.575
2026-01-17 16:00:00+00:00,0.875,0.35,0.0,0.0,0.0,626.825,0.0,2579.95,-0.525,-626.825,-2579.95,0.0,-3207.2999999999997
2026-01-17 17:00:00+00:00,0.0,0.525,0.0,0.0,0.0,389.2,0.0,2766.525,0.525,-389.2,-2766.525,0.0,-3155.2000000000003
2026-01-17 18:00:00+00:00,0.0,0.85,0.0,0.0,0.0,299.7,0.0,2841.525,0.85,-299.7,-2841.525,0.0,-3140.375
2026-01-17 19:00:00+00:00,0.0,2.0,0.0,0.0,0.0,311.125,0.0,2788.55,2.0,-311.125,-2788.55,0.0,-3097.675
2026-01-17 20:00:00+00:00,4.675,4.825,0.0,0.0,0.0,567.35,0.0,2441.25,0.15000000000000036,-567.35,-2441.25,0.0,-3008.45
2026-01-17 21:00:00+00:00,0.0,1.95,0.0,0.0,0.0,858.75,0.0,2038.625,1.95,-858.75,-2038.625,0.0,-2895.425
2026-01-17 22:00:00+00:00,7.7,7.975,0.0,0.0,0.0,800.2,0.0,1945.075,0.27499999999999947,-800.2,-1945.075,0.0,-2745.0
2026-01-17 23:00:00+00:00,0.0,0.8,0.0,0.0,0.0,1187.275,0.0,1280.2,0.8,-1187.275,-1280.2,0.0,-2466.675
2026-01-18 00:00:00+00:00,1.275,6.1,0.0,0.0,0.0,1461.55,0.0,887.5,4.824999999999999,-1461.55,-887.5,0.0,-2344.225
2026-01-18 01:00:00+00:00,6.725,0.0,0.0,0.0,0.0,1557.175,0.0,741.425,-6.725,-1557.175,-741.425,0.0,-2305.325
2026-01-18 02:00:00+00:00,7.275,0.0,0.0,0.0,0.0,1305.875,0.0,957.175,-7.275,-1305.875,-957.175,0.0,-2270.325
2026-01-18 03:00:00+00:00,7.475,0.0,0.0,0.0,0.0,1377.775,0.0,859.9,-7.475,-1377.775,-859.9,0.0,-2245.15
2026-01-18 04:00:00+00:00,0.525,1.35,0.0,0.0,0.0,1375.35,0.0,870.2,0.8250000000000001,-1375.35,-870.2,0.0,-2244.725
2026-01-18 05:00:00+00:00,26.0,0.0,0.0,0.0,0.0,1284.8,0.0,1028.35,-26.0,-1284.8,-1028.35,0.0,-2339.1499999999996
2026-01-18 06:00:00+00:00,29.4,0.0,0.0,0.0,0.0,858.425,0.0,1500.95,-29.4,-858.425,-1500.95,0.0,-2388.775
2026-01-18 07:00:00+00:00,0.0,4.675,0.0,0.05,0.0,500.025,0.0,2041.05,4.675,-500.025,-2041.05,0.05,-2536.35
2026-01-18 08:00:00+00:00,0.0,5.375,0.0,26.8,0.0,76.05,0.0,2645.925,5.375,-76.05,-2645.925,26.8,-2689.8
2026-01-18 09:00:00+00:00,176.575,4.575,0.0,396.1,0.0,29.125,0.0,3061.1,-172.0,-29.125,-3061.1,396.1,-2866.125
2026-01-18 10:00:00+00:00,593.475,0.0,0.0,562.0,0.0,47.825,0.0,2861.625,-593.475,-47.825,-2861.625,562.0,-2940.925
2026-01-18 11:00:00+00:00,887.15,0.0,0.0,825.35,0.0,0.0,0.0,2913.0,-887.15,0.0,-2913.0,825.35,-2974.8
2026-01-18 12:00:00+00:00,1005.325,0.0,0.0,854.75,0.025,0.0,0.0,2906.55,-1005.325,0.025,-2906.55,854.75,-3057.1000000000004
2026-01-18 13:00:00+00:00,1206.275,0.0,0.0,1142.925,0.0,0.85,0.0,2993.35,-1206.275,-0.85,-2993.35,1142.925,-3057.55
2026-01-18 14:00:00+00:00,1252.85,0.0,0.0,1379.55,0.0,49.85,0.0,3135.325,-1252.85,-49.85,-3135.325,1379.55,-3058.4749999999995
2026-01-18 15:00:00+00:00,1160.35,0.0,0.0,1429.2,0.0,61.125,0.0,3209.075,-1160.35,-61.125,-3209.075,1429.2,-3001.3499999999995
2026-01-18 16:00:00+00:00,1018.875,0.0,0.0,1291.125,0.0,21.9,0.0,3239.95,-1018.875,-21.9,-3239.95,1291.125,-2989.6000000000004
2026-01-18 17:00:00+00:00,562.425,0.0,0.0,917.425,0.1,0.0,0.0,3308.05,-562.425,0.1,-3308.05,917.425,-2952.95
2026-01-18 18:00:00+00:00,574.6,0.0,0.0,876.7,0.0,0.0,0.0,3290.3,-574.6,0.0,-3290.3,876.7,-2988.2
2026-01-18 19:00:00+00:00,220.875,0.0,0.0,573.575,21.975,0.0,0.0,3224.475,-220.875,21.975,-3224.475,573.575,-2849.8
2026-01-18 20:00:00+00:00,47.775,2.2,0.0,267.975,62.05,0.0,0.0,3120.25,-45.574999999999996,62.05,-3120.25,267.975,-2835.8
2026-01-18 21:00:00+00:00,44.225,5.8,3.0,125.325,0.0,132.6,0.0,2730.15,-38.425000000000004,-132.6,-2730.15,122.325,-2778.8500000000004
2026-01-18 22:00:00+00:00,0.0,206.175,203.45,0.0,0.0,343.725,0.0,2332.4,206.175,-343.725,-2332.4,-203.45,-2673.4
2026-01-18 23:00:00+00:00,5.05,0.0,0.0,16.975,0.0,759.65,0.0,1924.4,-5.05,-759.65,-1924.4,16.975,-2672.125
2026-01-19 00:00:00+00:00,3.425,0.0,0.025,0.65,0.0,446.85,0.0,2097.4,-3.425,-446.85,-2097.4,0.625,-2547.05
2026-01-19 01:00:00+00:00,51.95,0.0,0.0,0.075,0.0,241.65,0.0,2198.025,-51.95,-241.65,-2198.025,0.075,-2491.55
2026-01-19 02:00:00+00:00,44.3,0.0,0.0,0.0,0.0,158.6,0.0,2282.2,-44.3,-158.6,-2282.2,0.0,-2485.1
2026-01-19 03:00:00+00:00,11.225,8.925,0.0,70.875,16.325,8.95,0.0,2516.325,-2.299999999999999,7.375,-2516.325,70.875,-2440.375
2026-01-19 04:00:00+00:00,112.025,16.9,0.0,815.5,5.55,0.0,0.0,3285.35,-95.125,5.55,-3285.35,815.5,-2559.4249999999997
2026-01-19 05:00:00+00:00,1252.225,0.0,0.0,1519.2,0.0,8.75,0.0,3329.575,-1252.225,-8.75,-3329.575,1519.2,-3071.3499999999995
2026-01-19 06:00:00+00:00,1493.725,0.0,0.0,1802.4,0.0,2.975,0.0,3517.125,-1493.725,-2.975,-3517.125,1802.4,-3211.4249999999997
2026-01-19 07:00:00+00:00,1671.825,0.0,0.0,1886.95,0.0,1.525,0.0,3542.0,-1671.825,-1.525,-3542.0,1886.95,-3328.4000000000005
2026-01-19 08:00:00+00:00,1432.975,0.0,0.0,1552.475,0.0,6.3,0.0,3498.275,-1432.975,-6.3,-3498.275,1552.475,-3385.0750000000003
2026-01-19 09:00:00+00:00,1678.5,0.0,0.0,1620.275,0.0,4.575,0.0,3398.2,-1678.5,-4.575,-3398.2,1620.275,-3460.9999999999995
2026-01-19 10:00:00+00:00,2172.675,0.0,0.0,1740.825,0.0,0.0,0.0,3259.2,-2172.675,0.0,-3259.2,1740.825,-3691.05
2026-01-19 11:00:00+00:00,2141.55,0.0,0.0,1681.35,0.0,0.05,0.0,3194.425,-2141.55,-0.05,-3194.425,1681.35,-3654.6750000000006
2026-01-19 12:00:00+00:00,2047.15,0.0,0.0,1680.225,0.0,0.8,0.0,3298.675,-2047.15,-0.8,-3298.675,1680.225,-3666.4
2026-01-19 13:00:00+00:00,2056.25,0.0,0.0,1784.25,0.0,0.0,0.0,3331.075,-2056.25,0.0,-3331.075,1784.25,-3603.075
2026-01-19 14:00:00+00:00,2248.7,0.0,0.0,2077.95,0.425,0.0,0.0,3327.225,-2248.7,0.425,-3327.225,2077.95,-3497.55
2026-01-19 15:00:00+00:00,2227.325,0.0,0.0,1961.5,0.0,0.0,0.0,3336.575,-2227.325,0.0,-3336.575,1961.5,-3602.3999999999996
2026-01-19 16:00:00+00:00,2156.85,0.0,0.0,2089.7,0.0,0.675,0.0,3461.45,-2156.85,-0.675,-3461.45,2089.7,-3529.2750000000005
2026-01-19 17:00:00+00:00,2231.6,0.0,0.0,2048.45,0.0,0.0,0.0,3306.725,-2231.6,0.0,-3306.725,2048.45,-3489.875
2026-01-19 18:00:00+00:00,1897.775,0.0,0.0,1943.85,0.0,0.0,0.0,3476.375,-1897.775,0.0,-3476.375,1943.85,-3430.2999999999997
2026-01-19 19:00:00+00:00,1800.15,0.0,0.0,1921.8,0.0,0.0,0.0,3506.425,-1800.15,0.0,-3506.425,1921.8,-3384.7750000000005
2026-01-19 20:00:00+00:00,1586.125,0.0,0.0,1608.45,0.0,0.275,0.0,3399.475,-1586.125,-0.275,-3399.475,1608.45,-3377.425
2026-01-19 21:00:00+00:00,1412.575,0.0,0.0,1634.975,0.0,0.0,0.0,3513.125,-1412.575,0.0,-3513.125,1634.975,-3290.725
2026-01-19 22:00:00+00:00,1278.575,0.0,0.0,1564.15,0.0,10.1,0.0,3424.225,-1278.575,-10.1,-3424.225,1564.15,-3148.7499999999995
2026-01-19 23:00:00+00:00,1838.3,0.0,0.0,1947.675,0.0,38.95,0.0,3143.175,-1838.3,-38.95,-3143.175,1947.675,-3072.75
2026-01-20 00:00:00+00:00,1740.325,0.0,0.0,1767.775,0.0,37.4,0.0,2981.35,-1740.325,-37.4,-2981.35,1767.775,-2991.2999999999997
2026-01-20 01:00:00+00:00,1935.1,0.0,0.0,1764.925,0.0,60.025,0.0,2669.975,-1935.1,-60.025,-2669.975,1764.925,-2900.175
2026-01-20 02:00:00+00:00,2076.675,0.0,0.0,1898.65,0.0,37.975,0.0,2668.85,-2076.675,-37.975,-2668.85,1898.65,-2884.85
2026-01-20 03:00:00+00:00,2175.5,0.0,0.0,2000.25,0.0,0.0,0.0,2741.4,-2175.5,0.0,-2741.4,2000.25,-2916.6499999999996
2026-01-20 04:00:00+00:00,2229.975,0.0,0.0,2003.425,0.0,0.075,0.0,2870.15,-2229.975,-0.075,-2870.15,2003.425,-3096.7749999999996
2026-01-20 05:00:00+00:00,2587.0,0.0,0.0,1771.025,0.0,0.0,0.0,2760.775,-2587.0,0.0,-2760.775,1771.025,-3576.7499999999995
2026-01-20 06:00:00+00:00,2376.425,0.0,0.0,1933.2,0.0,0.0,0.0,3014.15,-2376.425,0.0,-3014.15,1933.2,-3457.375000000001
2026-01-20 07:00:00+00:00,2404.925,0.0,0.0,2071.175,0.0,0.0,0.0,3219.175,-2404.925,0.0,-3219.175,2071.175,-3552.925
2026-01-20 08:00:00+00:00,2428.325,0.0,0.0,1897.175,0.0,0.025,0.0,3052.45,-2428.325,-0.025,-3052.45,1897.175,-3583.624999999999
2026-01-20 09:00:00+00:00,2571.25,0.0,0.0,1828.9,0.0,0.025,0.0,2925.125,-2571.25,-0.025,-2925.125,1828.9,-3667.4999999999995
2026-01-20 10:00:00+00:00,2878.325,0.0,0.0,1764.0,0.0,0.0,0.0,2653.45,-2878.325,0.0,-2653.45,1764.0,-3767.7749999999996
2026-01-20 11:00:00+00:00,3007.575,0.0,0.0,1630.775,0.0,0.0,0.0,2549.675,-3007.575,0.0,-2549.675,1630.775,-3926.475
2026-01-20 12:00:00+00:00,2861.125,0.0,0.0,1691.6,0.0,0.025,0.0,2666.475,-2861.125,-0.025,-2666.475,1691.6,-3836.025
2026-01-20 13:00:00+00:00,2793.175,0.0,0.0,1836.6,0.0,0.0,0.0,2827.25,-2793.175,0.0,-2827.25,1836.6,-3783.8250000000003
2026-01-20 14:00:00+00:00,2694.65,0.0,0.0,1943.25,0.0,0.0,0.0,2950.575,-2694.65,0.0,-2950.575,1943.25,-3701.9750000000004
2026-01-20 15:00:00+00:00,2488.175,0.0,0.0,1877.925,0.025,0.0,0.0,3162.7,-2488.175,0.025,-3162.7,1877.925,-3772.925
2026-01-20 16:00:00+00:00,2406.1,0.0,0.0,1722.375,0.0,0.025,0.0,3093.325,-2406.1,-0.025,-3093.325,1722.375,-3777.075
2026-01-20 17:00:00+00:00,2345.325,0.0,0.0,1737.4,0.0,0.0,0.0,3128.825,-2345.325,0.0,-3128.825,1737.4,-3736.7499999999995
2026-01-20 18:00:00+00:00,2364.575,0.0,0.0,1723.25,0.0,0.0,0.0,3120.575,-2364.575,0.0,-3120.575,1723.25,-3761.8999999999996
2026-01-20 19:00:00+00:00,2372.95,0.0,0.0,1789.7,0.025,0.0,0.0,3106.95,-2372.95,0.025,-3106.95,1789.7,-3690.175
2026-01-20 20:00:00+00:00,2491.5,0.0,0.0,1824.425,0.0,0.0,0.0,2994.575,-2491.5,0.0,-2994.575,1824.425,-3661.6499999999996
2026-01-20 21:00:00+00:00,2452.25,0.0,0.0,1809.9,0.0,0.0,0.0,3056.85,-2452.25,0.0,-3056.85,1809.9,-3699.2000000000003
2026-01-20 22:00:00+00:00,2444.375,0.0,0.0,1773.875,0.0,4.425,0.0,2912.075,-2444.375,-4.425,-2912.075,1773.875,-3587.0
2026-01-20 23:00:00+00:00,2174.7,0.0,0.0,1688.25,0.0,1.1,0.0,2825.725,-2174.7,-1.1,-2825.725,1688.25,-3313.2749999999996
2026-01-21 00:00:00+00:00,1863.975,0.0,0.0,1566.075,0.0,11.875,0.0,2939.075,-1863.975,-11.875,-2939.075,1566.075,-3248.8499999999995
2026-01-21 01:00:00+00:00,1590.525,0.0,0.0,1225.025,0.0,46.525,0.0,2755.85,-1590.525,-46.525,-2755.85,1225.025,-3167.8749999999995
2026-01-21 02:00:00+00:00,1581.95,0.0,0.0,1300.55,0.0,94.45,0.0,2785.65,-1581.95,-94.45,-2785.65,1300.55,-3161.5
2026-01-21 03:00:00+00:00,1787.725,0.0,0.0,1323.65,0.0,34.35,0.0,2682.425,-1787.725,-34.35,-2682.425,1323.65,-3180.85
2026-01-21 04:00:00+00:00,2167.95,0.0,0.0,1534.65,0.0,8.25,0.0,2679.575,-2167.95,-8.25,-2679.575,1534.65,-3321.1249999999995
2026-01-21 05:00:00+00:00,2535.275,0.0,0.0,1572.25,0.0,0.0,0.0,2804.0,-2535.275,0.0,-2804.0,1572.25,-3767.0249999999996
2026-01-21 06:00:00+00:00,2590.825,0.0,0.0,1524.7,0.0,0.775,0.0,2981.25,-2590.825,-0.775,-2981.25,1524.7,-4048.1500000000005
2026-01-21 07:00:00+00:00,2150.275,0.0,0.0,1533.525,0.0,6.55,0.0,3331.075,-2150.275,-6.55,-3331.075,1533.525,-3954.3749999999995
2026-01-21 08:00:00+00:00,2522.2,0.0,0.0,1880.95,0.0,0.0,0.0,3309.525,-2522.2,0.0,-3309.525,1880.95,-3950.7750000000005
2026-01-21 09:00:00+00:00,2677.775,0.0,0.0,1794.525,0.0,0.0,0.0,3114.9,-2677.775,0.0,-3114.9,1794.525,-3998.15
2026-01-21 10:00:00+00:00,2884.55,0.0,0.0,1559.875,4.925,0.0,0.0,2909.175,-2884.55,4.925,-2909.175,1559.875,-4228.925
2026-01-21 11:00:00+00:00,3002.975,0.0,0.0,1358.65,2.55,0.0,0.0,2751.775,-3002.975,2.55,-2751.775,1358.65,-4393.549999999999
2026-01-21 12:00:00+00:00,2907.175,0.0,0.0,1572.925,6.575,0.0,0.0,2925.45,-2907.175,6.575,-2925.45,1572.925,-4253.125
2026-01-21 13:00:00+00:00,2649.7,0.0,0.0,1580.35,0.0,0.0,0.0,3168.775,-2649.7,0.0,-3168.775,1580.35,-4238.125
2026-01-21 14:00:00+00:00,2506.4,0.0,0.0,1780.525,0.0,1.25,0.0,3245.35,-2506.4,-1.25,-3245.35,1780.525,-3972.475
2026-01-21 15:00:00+00:00,2001.675,0.0,0.0,1274.725,0.0,0.0,0.0,3285.375,-2001.675,0.0,-3285.375,1274.725,-4012.3250000000003
2026-01-21 16:00:00+00:00,2027.2,0.0,0.0,1373.275,0.0,1.05,0.0,3337.25,-2027.2,-1.05,-3337.25,1373.275,-3992.225
2026-01-21 17:00:00+00:00,2008.175,0.0,0.0,1323.55,0.0,0.375,0.0,3247.9,-2008.175,-0.375,-3247.9,1323.55,-3932.8999999999996
2026-01-21 18:00:00+00:00,2146.775,0.0,0.0,1276.225,0.0,1.8,0.0,2970.775,-2146.775,-1.8,-2970.775,1276.225,-3843.1250000000005
2026-01-21 19:00:00+00:00,1620.05,0.0,0.0,605.625,0.0,65.725,0.0,2753.075,-1620.05,-65.725,-2753.075,605.625,-3833.2249999999995
2026-01-21 20:00:00+00:00,1228.85,0.0,0.0,96.05,0.0,88.5,0.0,2562.275,-1228.85,-88.5,-2562.275,96.05,-3783.575
2026-01-21 21:00:00+00:00,625.25,0.0,0.0,41.175,0.0,599.65,0.0,2408.125,-625.25,-599.65,-2408.125,41.175,-3591.85
2026-01-21 22:00:00+00:00,889.75,0.0,0.0,19.175,0.0,999.05,0.0,1549.875,-889.75,-999.05,-1549.875,19.175,-3419.5
2026-01-21 23:00:00+00:00,1480.325,0.0,0.0,120.075,0.0,1364.275,0.0,602.4,-1480.325,-1364.275,-602.4,120.075,-3326.9250000000006
2026-01-22 00:00:00+00:00,1317.525,0.0,0.0,72.075,0.0,1311.425,0.0,590.125,-1317.525,-1311.425,-590.125,72.075,-3147.0
2026-01-22 01:00:00+00:00,1483.375,0.0,0.0,17.75,0.0,1062.6,0.0,574.8,-1483.375,-1062.6,-574.8,17.75,-3103.0249999999996
2026-01-22 02:00:00+00:00,1041.6,0.0,0.0,79.725,0.0,1531.775,0.0,517.35,-1041.6,-1531.775,-517.35,79.725,-3011.0
2026-01-22 03:00:00+00:00,1030.375,0.0,0.0,91.05,0.0,1643.6,0.0,466.05,-1030.375,-1643.6,-466.05,91.05,-3048.975
2026-01-22 04:00:00+00:00,1512.1,0.0,0.0,4.975,0.0,1220.65,0.0,450.075,-1512.1,-1220.65,-450.075,4.975,-3177.85
2026-01-22 05:00:00+00:00,1983.725,0.0,0.0,89.25,0.0,420.6,0.0,1277.775,-1983.725,-420.6,-1277.775,89.25,-3592.85
2026-01-22 06:00:00+00:00,1605.2,0.0,0.0,731.325,0.0,7.275,0.0,2867.45,-1605.2,-7.275,-2867.45,731.325,-3748.6000000000004
2026-01-22 07:00:00+00:00,2090.95,0.0,0.0,1194.9,0.0,15.375,0.0,3014.55,-2090.95,-15.375,-3014.55,1194.9,-3925.975
2026-01-22 08:00:00+00:00,1816.0,0.0,0.0,864.475,0.0,11.125,0.0,2974.875,-1816.0,-11.125,-2974.875,864.475,-3937.525
2026-01-22 09:00:00+00:00,1728.175,0.0,0.0,305.925,0.0,504.475,0.0,2078.175,-1728.175,-504.475,-2078.175,305.925,-4004.9000000000005
2026-01-22 10:00:00+00:00,2098.15,0.0,0.0,72.375,0.0,674.925,0.0,1398.75,-2098.15,-674.925,-1398.75,72.375,-4099.45
2026-01-22 11:00:00+00:00,2389.225,0.0,0.0,189.425,0.0,854.9,0.0,1121.425,-2389.225,-854.9,-1121.425,189.425,-4176.125
2026-01-22 12:00:00+00:00,2059.825,0.0,0.0,186.675,0.0,978.875,0.0,1343.6,-2059.825,-978.875,-1343.6,186.675,-4195.624999999999
2026-01-22 13:00:00+00:00,1792.375,0.0,0.0,202.4,0.0,554.675,0.0,1967.75,-1792.375,-554.675,-1967.75,202.4,-4112.400000000001
2026-01-22 14:00:00+00:00,1900.275,0.0,0.0,710.15,0.025,1.3,0.0,2841.075,-1900.275,-1.2750000000000001,-2841.075,710.15,-4032.475
2026-01-22 15:00:00+00:00,2293.25,0.0,0.0,1193.075,0.0,1.75,0.0,2918.1,-2293.25,-1.75,-2918.1,1193.075,-4020.0250000000005
2026-01-22 16:00:00+00:00,2207.025,0.0,0.0,1222.325,0.0,0.4,0.0,2941.125,-2207.025,-0.4,-2941.125,1222.325,-3926.2250000000004
2026-01-22 17:00:00+00:00,1931.35,0.0,0.0,1126.125,0.0,0.0,0.0,3111.8,-1931.35,0.0,-3111.8,1126.125,-3917.0249999999996
2026-01-22 18:00:00+00:00,1683.325,0.0,0.0,787.325,0.025,33.625,0.0,2993.475,-1683.325,-33.6,-2993.475,787.325,-3923.075
2026-01-22 19:00:00+00:00,1208.15,0.0,0.0,264.575,0.0,0.0,0.0,2828.4,-1208.15,0.0,-2828.4,264.575,-3771.9750000000004
2026-01-22 20:00:00+00:00,1039.225,0.0,0.0,106.825,0.0,380.975,0.0,2487.475,-1039.225,-380.975,-2487.475,106.825,-3800.85
2026-01-22 21:00:00+00:00,616.875,0.0,0.0,47.675,0.0,891.35,0.0,2249.125,-616.875,-891.35,-2249.125,47.675,-3709.6749999999997
2026-01-22 22:00:00+00:00,713.725,0.0,0.0,44.05,0.0,1246.6,0.0,1600.8,-713.725,-1246.6,-1600.8,44.05,-3517.075
2026-01-22 23:00:00+00:00,1120.125,0.0,0.0,35.375,0.0,1227.925,0.0,1071.125,-1120.125,-1227.925,-1071.125,35.375,-3383.8
2026-01-23 00:00:00+00:00,1262.9,0.0,0.0,28.725,0.0,1091.425,0.0,945.075,-1262.9,-1091.425,-945.075,28.725,-3270.6749999999997
2026-01-23 01:00:00+00:00,1464.675,0.0,0.0,120.7,0.0,1129.925,0.0,746.225,-1464.675,-1129.925,-746.225,120.7,-3220.125
2026-01-23 02:00:00+00:00,1219.7,0.0,0.0,38.75,0.0,1284.325,0.0,742.0,-1219.7,-1284.325,-742.0,38.75,-3207.275
2026-01-23 03:00:00+00:00,1095.875,0.0,0.0,23.95,0.0,1238.6,0.0,908.2,-1095.875,-1238.6,-908.2,23.95,-3218.7250000000004
2026-01-23 04:00:00+00:00,1307.325,0.0,0.0,31.675,0.0,1239.3,0.0,867.325,-1307.325,-1239.3,-867.325,31.675,-3382.2749999999996
2026-01-23 05:00:00+00:00,1465.275,0.0,0.0,0.125,0.0,429.875,0.0,1847.475,-1465.275,-429.875,-1847.475,0.125,-3742.5
2026-01-23 06:00:00+00:00,2056.5,0.0,0.0,629.85,0.0,0.6,0.0,2567.35,-2056.5,-0.6,-2567.35,629.85,-3994.6
2026-01-23 07:00:00+00:00,2237.175,0.0,0.0,882.35,0.0,72.1,0.0,2648.775,-2237.175,-72.1,-2648.775,882.35,-4075.7000000000003
2026-01-23 08:00:00+00:00,2455.45,0.0,0.0,1034.1,0.0,86.975,0.0,2634.9,-2455.45,-86.975,-2634.9,1034.1,-4143.225
2026-01-23 09:00:00+00:00,2648.8,0.0,0.0,1121.4,0.0,10.275,0.0,2576.85,-2648.8,-10.275,-2576.85,1121.4,-4114.525
2026-01-23 10:00:00+00:00,2448.75,0.0,0.0,443.25,0.0,0.0,0.0,2297.85,-2448.75,0.0,-2297.85,443.25,-4303.35
2026-01-23 11:00:00+00:00,2793.575,0.0,0.0,371.325,0.0,0.0,0.0,1934.475,-2793.575,0.0,-1934.475,371.325,-4356.724999999999
2026-01-23 12:00:00+00:00,2947.2,0.0,0.0,398.675,0.0,0.0,0.0,1798.375,-2947.2,0.0,-1798.375,398.675,-4346.9
2026-01-23 13:00:00+00:00,2569.075,0.0,0.0,336.825,0.0,0.0,0.0,2104.4,-2569.075,0.0,-2104.4,336.825,-4336.650000000001
2026-01-23 14:00:00+00:00,2580.125,0.0,0.0,789.7,0.325,11.4,0.0,2414.525,-2580.125,-11.075000000000001,-2414.525,789.7,-4216.025000000001
2026-01-23 15:00:00+00:00,2695.7,0.0,0.0,1254.95,0.0,1.575,0.0,2738.925,-2695.7,-1.575,-2738.925,1254.95,-4181.25
2026-01-23 16:00:00+00:00,1886.0,0.0,0.0,688.35,0.0,110.125,0.0,2846.5,-1886.0,-110.125,-2846.5,688.35,-4154.275
2026-01-23 17:00:00+00:00,2143.35,0.0,0.0,1051.875,0.0,10.0,0.0,2965.375,-2143.35,-10.0,-2965.375,1051.875,-4066.8500000000004
2026-01-23 18:00:00+00:00,1830.35,0.0,0.0,747.35,0.0,6.95,0.0,2908.275,-1830.35,-6.95,-2908.275,747.35,-3998.225
2026-01-23 19:00:00+00:00,1645.625,0.0,0.0,177.95,0.0,56.475,0.0,2431.575,-1645.625,-56.475,-2431.575,177.95,-3955.7249999999995
2026-01-23 20:00:00+00:00,1639.275,0.0,0.0,33.8,0.0,307.3,0.0,2059.625,-1639.275,-307.3,-2059.625,33.8,-3972.3999999999996
2026-01-23 21:00:00+00:00,1273.25,0.0,0.05,0.475,0.0,514.225,0.0,1988.45,-1273.25,-514.225,-1988.45,0.425,-3775.5
2026-01-23 22:00:00+00:00,1523.45,0.0,0.0,5.225,0.0,846.45,0.0,1261.1,-1523.45,-846.45,-1261.1,5.225,-3625.775
2026-01-23 23:00:00+00:00,2013.35,0.0,0.0,65.75,0.0,205.35,0.0,1421.3,-2013.35,-205.35,-1421.3,65.75,-3574.25
2026-01-24 00:00:00+00:00,2755.9,0.0,0.0,435.675,0.0,0.0,0.0,1182.2,-2755.9,0.0,-1182.2,435.675,-3502.425
2026-01-24 01:00:00+00:00,2429.45,0.0,0.0,407.025,0.075,217.825,0.0,1195.5,-2429.45,-217.75,-1195.5,407.025,-3435.6749999999997
2026-01-24 02:00:00+00:00,2033.625,0.0,0.0,233.225,0.0,495.075,0.0,1066.675,-2033.625,-495.075,-1066.675,233.225,-3362.15
2026-01-24 03:00:00+00:00,2476.95,0.0,0.0,277.5,0.0,197.975,0.0,1036.6,-2476.95,-197.975,-1036.6,277.5,-3434.0249999999996
2026-01-24 04:00:00+00:00,2153.8,0.0,0.0,164.3,0.0,292.85,0.0,1172.8,-2153.8,-292.85,-1172.8,164.3,-3455.1499999999996
2026-01-24 05:00:00+00:00,2496.175,0.0,0.0,537.425,0.1,0.0,0.0,1657.85,-2496.175,0.1,-1657.85,537.425,-3616.5
2026-01-24 06:00:00+00:00,2098.625,0.0,0.0,499.9,0.0,34.4,0.0,2101.175,-2098.625,-34.4,-2101.175,499.9,-3734.3000000000006
2026-01-24 07:00:00+00:00,2252.375,0.0,0.0,1380.425,0.0,0.0,0.0,2914.425,-2252.375,0.0,-2914.425,1380.425,-3786.375
